Cost,Prob,Real_Goal,Results,Time
0.017656588926911354/0.6206821203231812/0.3616613745689392/,0.017656588926911354/0.6206821203231812/0.3616613745689392/,2.0,1/,0.0006022453308105469
0.024105923250317574/0.274096816778183/0.7017972469329834/,0.024105923250317574/0.274096816778183/0.7017972469329834/,2.0,2/,0.0006430149078369141
0.0023426383268088102/0.07638245075941086/0.9212749004364014/,0.0023426383268088102/0.07638245075941086/0.9212749004364014/,2.0,2/,0.0007498264312744141
0.3803267776966095/0.5667790174484253/0.052894189953804016/,0.3803267776966095/0.5667790174484253/0.052894189953804016/,0.0,1/,0.00046181678771972656
0.43508028984069824/0.29998070001602173/0.2649390399456024/,0.43508028984069824/0.29998070001602173/0.2649390399456024/,0.0,0/,0.0005679130554199219
0.14348344504833221/0.3379197418689728/0.5185968279838562/,0.14348344504833221/0.3379197418689728/0.5185968279838562/,0.0,2/,0.0006070137023925781
0.08733361214399338/0.4850221872329712/0.42764419317245483/,0.08733361214399338/0.4850221872329712/0.42764419317245483/,0.0,1/,0.0006618499755859375
0.047751426696777344/0.7232577800750732/0.2289908081293106/,0.047751426696777344/0.7232577800750732/0.2289908081293106/,0.0,1/,0.0007598400115966797
0.3304068446159363/0.6226393580436707/0.04695376753807068/,0.3304068446159363/0.6226393580436707/0.04695376753807068/,1.0,1/,0.0007097721099853516
0.682053804397583/0.30141332745552063/0.016532862558960915/,0.682053804397583/0.30141332745552063/0.016532862558960915/,1.0,0/,0.0013399124145507812
0.7477468252182007/0.19095337390899658/0.06129985302686691/,0.7477468252182007/0.19095337390899658/0.06129985302686691/,1.0,0/,0.0006701946258544922
0.6027482151985168/0.2803483009338379/0.11690350621938705/,0.6027482151985168/0.2803483009338379/0.11690350621938705/,1.0,0/,0.0006721019744873047
0.3510749340057373/0.615017294883728/0.03390784189105034/,0.3510749340057373/0.615017294883728/0.03390784189105034/,1.0,1/,0.0007698535919189453
0.16708330810070038/0.4854187071323395/0.34749799966812134/,0.16708330810070038/0.4854187071323395/0.34749799966812134/,2.0,1/,0.0005097389221191406
0.2087116539478302/0.6088337898254395/0.18245454132556915/,0.2087116539478302/0.6088337898254395/0.18245454132556915/,2.0,1/,0.0006060600280761719
0.062173474580049515/0.21551643311977386/0.7223101258277893/,0.062173474580049515/0.21551643311977386/0.7223101258277893/,2.0,2/,0.000637054443359375
0.0031522472854703665/0.042765699326992035/0.9540820717811584/,0.0031522472854703665/0.042765699326992035/0.9540820717811584/,2.0,2/,0.0008080005645751953
0.0031515455339103937/0.08219802379608154/0.9146504998207092/,0.0031515455339103937/0.08219802379608154/0.9146504998207092/,2.0,2/,0.0007917881011962891
0.21348732709884644/0.4324902296066284/0.35402241349220276/,0.21348732709884644/0.4324902296066284/0.35402241349220276/,0.0,1/,0.00045990943908691406
0.4727659821510315/0.5085434913635254/0.018690571188926697/,0.4727659821510315/0.5085434913635254/0.018690571188926697/,0.0,1/,0.0006079673767089844
0.3473013639450073/0.6326818466186523/0.02001691795885563/,0.3473013639450073/0.6326818466186523/0.02001691795885563/,0.0,1/,0.0007200241088867188
0.19502805173397064/0.6879770159721375/0.11699490994215012/,0.19502805173397064/0.6879770159721375/0.11699490994215012/,0.0,1/,0.0007429122924804688
0.11635793000459671/0.7557343244552612/0.12790776789188385/,0.11635793000459671/0.7557343244552612/0.12790776789188385/,0.0,1/,0.0009520053863525391
0.12145843356847763/0.35182103514671326/0.5267205834388733/,0.12145843356847763/0.35182103514671326/0.5267205834388733/,1.0,2/,0.0005049705505371094
0.16131219267845154/0.48448020219802856/0.3542076647281647/,0.16131219267845154/0.48448020219802856/0.3542076647281647/,1.0,1/,0.0012428760528564453
0.19000941514968872/0.4476628005504608/0.3623277544975281/,0.19000941514968872/0.4476628005504608/0.3623277544975281/,1.0,1/,0.0006430149078369141
0.1941668689250946/0.5180374383926392/0.2877957224845886/,0.1941668689250946/0.5180374383926392/0.2877957224845886/,1.0,1/,0.0006778240203857422
0.023517584428191185/0.14163699746131897/0.8348453640937805/,0.023517584428191185/0.14163699746131897/0.8348453640937805/,1.0,2/,0.0007841587066650391
0.2997269034385681/0.29133492708206177/0.40893813967704773/,0.2997269034385681/0.29133492708206177/0.40893813967704773/,2.0,2/,0.0005130767822265625
0.09863419085741043/0.5381695032119751/0.36319631338119507/,0.09863419085741043/0.5381695032119751/0.36319631338119507/,2.0,1/,0.0005340576171875
0.0391344279050827/0.4386792778968811/0.522186279296875/,0.0391344279050827/0.4386792778968811/0.522186279296875/,2.0,2/,0.0006170272827148438
0.061407484114170074/0.5478223562240601/0.3907701075077057/,0.061407484114170074/0.5478223562240601/0.3907701075077057/,2.0,1/,0.0007722377777099609
0.023954235017299652/0.3239976167678833/0.6520481109619141/,0.023954235017299652/0.3239976167678833/0.6520481109619141/,2.0,2/,0.0007050037384033203
0.18496236205101013/0.4873410761356354/0.32769644260406494/,0.18496236205101013/0.4873410761356354/0.32769644260406494/,0.0,1/,0.0004830360412597656
0.18696358799934387/0.5712267756462097/0.24180960655212402/,0.18696358799934387/0.5712267756462097/0.24180960655212402/,0.0,1/,0.0005500316619873047
0.3166336119174957/0.544223427772522/0.1391429752111435/,0.3166336119174957/0.544223427772522/0.1391429752111435/,0.0,1/,0.0005850791931152344
0.40822505950927734/0.5080253481864929/0.08374947309494019/,0.40822505950927734/0.5080253481864929/0.08374947309494019/,0.0,1/,0.0006897449493408203
0.7657853364944458/0.2241770625114441/0.010037529282271862/,0.7657853364944458/0.2241770625114441/0.010037529282271862/,0.0,0/,0.0007307529449462891
0.1311214417219162/0.38648778200149536/0.48239073157310486/,0.1311214417219162/0.38648778200149536/0.48239073157310486/,1.0,2/,0.00048804283142089844
0.042878471314907074/0.288270503282547/0.6688510179519653/,0.042878471314907074/0.288270503282547/0.6688510179519653/,1.0,2/,0.0005879402160644531
0.0699227824807167/0.25352534651756287/0.676551878452301/,0.0699227824807167/0.25352534651756287/0.676551878452301/,1.0,2/,0.0006132125854492188
0.016937971115112305/0.19573679566383362/0.7873251438140869/,0.016937971115112305/0.19573679566383362/0.7873251438140869/,1.0,2/,0.0007176399230957031
0.007145307958126068/0.10220208764076233/0.890652596950531/,0.007145307958126068/0.10220208764076233/0.890652596950531/,1.0,2/,0.0008118152618408203
0.2934999167919159/0.44172030687332153/0.2647797465324402/,0.2934999167919159/0.44172030687332153/0.2647797465324402/,2.0,1/,0.00046324729919433594
0.04212109372019768/0.21754677593708038/0.7403320670127869/,0.04212109372019768/0.21754677593708038/0.7403320670127869/,2.0,2/,0.0005838871002197266
0.042832985520362854/0.13464350998401642/0.8225235342979431/,0.042832985520362854/0.13464350998401642/0.8225235342979431/,2.0,2/,0.000637054443359375
0.033851634711027145/0.08018043637275696/0.8859679102897644/,0.033851634711027145/0.08018043637275696/0.8859679102897644/,2.0,2/,0.0006961822509765625
0.0026731647085398436/0.048137690871953964/0.9491891264915466/,0.0026731647085398436/0.048137690871953964/0.9491891264915466/,2.0,2/,0.0008151531219482422
0.14023357629776/0.6327817440032959/0.2269846498966217/,0.14023357629776/0.6327817440032959/0.2269846498966217/,0.0,1/,0.0005776882171630859
0.34602275490760803/0.57538902759552/0.07858830690383911/,0.34602275490760803/0.57538902759552/0.07858830690383911/,0.0,1/,0.0006072521209716797
0.4237409830093384/0.5010956525802612/0.07516337186098099/,0.4237409830093384/0.5010956525802612/0.07516337186098099/,0.0,1/,0.0006549358367919922
0.4355742037296295/0.515317440032959/0.0491083487868309/,0.4355742037296295/0.515317440032959/0.0491083487868309/,0.0,1/,0.0007548332214355469
0.591767430305481/0.3744744658470154/0.03375815972685814/,0.591767430305481/0.3744744658470154/0.03375815972685814/,0.0,0/,0.0007810592651367188
0.1352909952402115/0.38672930002212524/0.47797971963882446/,0.1352909952402115/0.38672930002212524/0.47797971963882446/,1.0,2/,0.0005240440368652344
0.14406655728816986/0.47738417983055115/0.378549188375473/,0.14406655728816986/0.47738417983055115/0.378549188375473/,1.0,1/,0.0005910396575927734
0.06372085213661194/0.4173944592475891/0.5188847184181213/,0.06372085213661194/0.4173944592475891/0.5188847184181213/,1.0,2/,0.0007109642028808594
0.053398989140987396/0.6318272948265076/0.31477370858192444/,0.053398989140987396/0.6318272948265076/0.31477370858192444/,1.0,1/,0.0008959770202636719
0.17763622105121613/0.6295630931854248/0.19280065596103668/,0.17763622105121613/0.6295630931854248/0.19280065596103668/,1.0,1/,0.0008718967437744141
0.16595283150672913/0.2909473180770874/0.5430998206138611/,0.16595283150672913/0.2909473180770874/0.5430998206138611/,2.0,2/,0.0005519390106201172
0.10989633947610855/0.2622501850128174/0.6278534531593323/,0.10989633947610855/0.2622501850128174/0.6278534531593323/,2.0,2/,0.0005831718444824219
0.024746868759393692/0.4569908678531647/0.5182622075080872/,0.024746868759393692/0.4569908678531647/0.5182622075080872/,2.0,2/,0.000659942626953125
0.003250306937843561/0.05705351009964943/0.939696192741394/,0.003250306937843561/0.05705351009964943/0.939696192741394/,2.0,2/,0.000720977783203125
0.0029360540211200714/0.06371236592531204/0.9333515167236328/,0.0029360540211200714/0.06371236592531204/0.9333515167236328/,2.0,2/,0.0008730888366699219
0.2553505599498749/0.35382330417633057/0.39082610607147217/,0.2553505599498749/0.35382330417633057/0.39082610607147217/,0.0,2/,0.0004832744598388672
0.21779032051563263/0.42282864451408386/0.3593810498714447/,0.21779032051563263/0.42282864451408386/0.3593810498714447/,0.0,1/,0.0005850791931152344
0.1377512514591217/0.2946968078613281/0.5675519704818726/,0.1377512514591217/0.2946968078613281/0.5675519704818726/,0.0,2/,0.0006277561187744141
0.11789242178201675/0.33014729619026184/0.5519603490829468/,0.11789242178201675/0.33014729619026184/0.5519603490829468/,0.0,2/,0.0007519721984863281
0.11871808022260666/0.7428280115127563/0.1384539157152176/,0.11871808022260666/0.7428280115127563/0.1384539157152176/,0.0,1/,0.001013040542602539
0.23383958637714386/0.27025485038757324/0.4959055185317993/,0.23383958637714386/0.27025485038757324/0.4959055185317993/,1.0,2/,0.0005347728729248047
0.09168359637260437/0.3490390181541443/0.5592774152755737/,0.09168359637260437/0.3490390181541443/0.5592774152755737/,1.0,2/,0.0006086826324462891
0.07287675142288208/0.3705842196941376/0.556538999080658/,0.07287675142288208/0.3705842196941376/0.556538999080658/,1.0,2/,0.0006818771362304688
0.130918487906456/0.33114105463027954/0.5379404425621033/,0.130918487906456/0.33114105463027954/0.5379404425621033/,1.0,2/,0.000705718994140625
0.22472161054611206/0.5415976643562317/0.23368072509765625/,0.22472161054611206/0.5415976643562317/0.23368072509765625/,1.0,1/,0.0007350444793701172
0.5697649121284485/0.26500847935676575/0.165226548910141/,0.5697649121284485/0.26500847935676575/0.165226548910141/,2.0,0/,0.0004899501800537109
0.30703917145729065/0.33705785870552063/0.3559029996395111/,0.30703917145729065/0.33705785870552063/0.3559029996395111/,2.0,2/,0.0006039142608642578
0.1151079311966896/0.17303816974163055/0.7118539214134216/,0.1151079311966896/0.17303816974163055/0.7118539214134216/,2.0,2/,0.0006592273712158203
0.011672270484268665/0.061769455671310425/0.926558256149292/,0.011672270484268665/0.061769455671310425/0.926558256149292/,2.0,2/,0.0007340908050537109
0.008607175201177597/0.10361146926879883/0.8877813816070557/,0.008607175201177597/0.10361146926879883/0.8877813816070557/,2.0,2/,0.0007989406585693359
0.2592599093914032/0.5184587836265564/0.2222812920808792/,0.2592599093914032/0.5184587836265564/0.2222812920808792/,0.0,1/,0.0004999637603759766
0.22107145190238953/0.7280401587486267/0.050888482481241226/,0.22107145190238953/0.7280401587486267/0.050888482481241226/,0.0,1/,0.0006909370422363281
0.21280361711978912/0.684759795665741/0.10243657231330872/,0.21280361711978912/0.684759795665741/0.10243657231330872/,0.0,1/,0.0006048679351806641
0.2656395733356476/0.6475868225097656/0.08677362650632858/,0.2656395733356476/0.6475868225097656/0.08677362650632858/,0.0,1/,0.001055002212524414
0.2861369848251343/0.6471312642097473/0.06673166155815125/,0.2861369848251343/0.6471312642097473/0.06673166155815125/,0.0,1/,0.0007901191711425781
0.07490042597055435/0.4630707800388336/0.46202877163887024/,0.07490042597055435/0.4630707800388336/0.46202877163887024/,1.0,1/,0.0006163120269775391
0.06049289554357529/0.3480302393436432/0.5914769172668457/,0.06049289554357529/0.3480302393436432/0.5914769172668457/,1.0,2/,0.0016326904296875
0.1024402305483818/0.40149959921836853/0.49606019258499146/,0.1024402305483818/0.40149959921836853/0.49606019258499146/,1.0,2/,0.0008640289306640625
0.5826552510261536/0.3665008842945099/0.050843916833400726/,0.5826552510261536/0.3665008842945099/0.050843916833400726/,1.0,0/,0.0009918212890625
0.7613207101821899/0.2291736602783203/0.00950553361326456/,0.7613207101821899/0.2291736602783203/0.00950553361326456/,1.0,0/,0.0014939308166503906
0.1446283608675003/0.5434903502464294/0.31188130378723145/,0.1446283608675003/0.5434903502464294/0.31188130378723145/,2.0,1/,0.0005221366882324219
0.3861941695213318/0.5369748473167419/0.07683101296424866/,0.3861941695213318/0.5369748473167419/0.07683101296424866/,2.0,1/,0.0005841255187988281
0.1584455668926239/0.7132985591888428/0.12825584411621094/,0.1584455668926239/0.7132985591888428/0.12825584411621094/,2.0,1/,0.0006568431854248047
0.033805131912231445/0.2494255155324936/0.7167693972587585/,0.033805131912231445/0.2494255155324936/0.7167693972587585/,2.0,2/,0.0007610321044921875
0.008945210836827755/0.25823700428009033/0.7328178286552429/,0.008945210836827755/0.25823700428009033/0.7328178286552429/,2.0,2/,0.001051187515258789
0.3414522707462311/0.39946770668029785/0.25908002257347107/,0.3414522707462311/0.39946770668029785/0.25908002257347107/,0.0,1/,0.0006031990051269531
0.2332196831703186/0.7231783270835876/0.04360206425189972/,0.2332196831703186/0.7231783270835876/0.04360206425189972/,0.0,1/,0.0005850791931152344
0.15353071689605713/0.7968804836273193/0.04958881437778473/,0.15353071689605713/0.7968804836273193/0.04958881437778473/,0.0,1/,0.0006039142608642578
0.4724854826927185/0.5209020972251892/0.006612429395318031/,0.4724854826927185/0.5209020972251892/0.006612429395318031/,0.0,1/,0.001220703125
0.7418184280395508/0.24935631453990936/0.008825317025184631/,0.7418184280395508/0.24935631453990936/0.008825317025184631/,0.0,0/,0.000782012939453125
0.188632532954216/0.6787051558494568/0.13266229629516602/,0.188632532954216/0.6787051558494568/0.13266229629516602/,1.0,1/,0.0004706382751464844
0.14440901577472687/0.7927688360214233/0.06282222270965576/,0.14440901577472687/0.7927688360214233/0.06282222270965576/,1.0,1/,0.0005810260772705078
0.062137361615896225/0.8503053784370422/0.08755730092525482/,0.062137361615896225/0.8503053784370422/0.08755730092525482/,1.0,1/,0.0006577968597412109
0.09178564697504044/0.8742930293083191/0.033921338617801666/,0.09178564697504044/0.8742930293083191/0.033921338617801666/,1.0,1/,0.0006451606750488281
0.11199487745761871/0.7071103453636169/0.18089474737644196/,0.11199487745761871/0.7071103453636169/0.18089474737644196/,1.0,1/,0.0011589527130126953
0.10467563569545746/0.3293045163154602/0.5660198926925659/,0.10467563569545746/0.3293045163154602/0.5660198926925659/,2.0,2/,0.0004930496215820312
0.05819358304142952/0.3179776072502136/0.6238288879394531/,0.05819358304142952/0.3179776072502136/0.6238288879394531/,2.0,2/,0.0005970001220703125
