Cost,Prob,Real_Goal,Results,Time
0.24010339379310608/0.17389598488807678/0.5860006213188171/,0.24010339379310608/0.17389598488807678/0.5860006213188171/,1.0,2/,0.0012767314910888672
0.2805493175983429/0.2124265432357788/0.5070241093635559/,0.2805493175983429/0.2124265432357788/0.5070241093635559/,2.0,2/,0.0005781650543212891
0.5897647738456726/0.09951294958591461/0.31072235107421875/,0.5897647738456726/0.09951294958591461/0.31072235107421875/,2.0,0/,0.0007030963897705078
0.41788598895072937/0.36337488889694214/0.2187390923500061/,0.41788598895072937/0.36337488889694214/0.2187390923500061/,2.0,0/,0.0013148784637451172
0.22928370535373688/0.33407771587371826/0.43663859367370605/,0.22928370535373688/0.33407771587371826/0.43663859367370605/,2.0,2/,0.0010800361633300781
0.031287118792533875/0.06334041059017181/0.9053724408149719/,0.031287118792533875/0.06334041059017181/0.9053724408149719/,2.0,2/,0.002109050750732422
0.732354462146759/0.09823157638311386/0.16941392421722412/,0.732354462146759/0.09823157638311386/0.16941392421722412/,0.0,0/,0.0006031990051269531
0.8421034812927246/0.05686836317181587/0.10102812945842743/,0.8421034812927246/0.05686836317181587/0.10102812945842743/,0.0,0/,0.0009682178497314453
0.861617386341095/0.06639187037944794/0.0719907209277153/,0.861617386341095/0.06639187037944794/0.0719907209277153/,0.0,0/,0.0012760162353515625
0.8004357218742371/0.06393148750066757/0.13563278317451477/,0.8004357218742371/0.06393148750066757/0.13563278317451477/,0.0,0/,0.0016858577728271484
0.6877866983413696/0.058830633759498596/0.25338271260261536/,0.6877866983413696/0.058830633759498596/0.25338271260261536/,0.0,0/,0.0012891292572021484
0.5678566098213196/0.08447670191526413/0.3476666808128357/,0.5678566098213196/0.08447670191526413/0.3476666808128357/,1.0,0/,0.0005748271942138672
0.8273392915725708/0.06354334950447083/0.10911743342876434/,0.8273392915725708/0.06354334950447083/0.10911743342876434/,1.0,0/,0.0009357929229736328
0.6034252643585205/0.21197156608104706/0.18460313975811005/,0.6034252643585205/0.21197156608104706/0.18460313975811005/,1.0,0/,0.0009627342224121094
0.363286554813385/0.4010777175426483/0.2356356531381607/,0.363286554813385/0.4010777175426483/0.2356356531381607/,1.0,1/,0.0013289451599121094
0.3745593726634979/0.37932270765304565/0.24611787497997284/,0.3745593726634979/0.37932270765304565/0.24611787497997284/,1.0,1/,0.001024007797241211
0.4440802335739136/0.10634937882423401/0.4495704174041748/,0.4440802335739136/0.10634937882423401/0.4495704174041748/,2.0,2/,0.0006737709045410156
0.49238380789756775/0.08794081211090088/0.419675350189209/,0.49238380789756775/0.08794081211090088/0.419675350189209/,2.0,0/,0.0007097721099853516
0.3182385563850403/0.2944800555706024/0.3872813582420349/,0.3182385563850403/0.2944800555706024/0.3872813582420349/,2.0,2/,0.0009763240814208984
0.1311688870191574/0.3143564462661743/0.5544746518135071/,0.1311688870191574/0.3143564462661743/0.5544746518135071/,2.0,2/,0.0010590553283691406
0.07865163683891296/0.43293753266334534/0.4884108006954193/,0.07865163683891296/0.43293753266334534/0.4884108006954193/,2.0,2/,0.001216888427734375
0.5624372959136963/0.2352163940668106/0.20234636962413788/,0.5624372959136963/0.2352163940668106/0.20234636962413788/,0.0,0/,0.0006899833679199219
0.8037962913513184/0.12255839258432388/0.07364528626203537/,0.8037962913513184/0.12255839258432388/0.07364528626203537/,0.0,0/,0.0007171630859375
0.7252839207649231/0.1931140273809433/0.08160202950239182/,0.7252839207649231/0.1931140273809433/0.08160202950239182/,0.0,0/,0.0013391971588134766
0.6536816954612732/0.2358010709285736/0.11051721125841141/,0.6536816954612732/0.2358010709285736/0.11051721125841141/,0.0,0/,0.0009908676147460938
0.578353762626648/0.2524019181728363/0.16924431920051575/,0.578353762626648/0.2524019181728363/0.16924431920051575/,0.0,0/,0.0011301040649414062
0.7268946766853333/0.14941471815109253/0.12369060516357422/,0.7268946766853333/0.14941471815109253/0.12369060516357422/,1.0,0/,0.0007588863372802734
0.597643256187439/0.235356867313385/0.16699987649917603/,0.597643256187439/0.235356867313385/0.16699987649917603/,1.0,0/,0.0006868839263916016
0.3074624240398407/0.38866162300109863/0.30387595295906067/,0.3074624240398407/0.38866162300109863/0.30387595295906067/,1.0,1/,0.0012869834899902344
0.4593649208545685/0.3669816553592682/0.17365342378616333/,0.4593649208545685/0.3669816553592682/0.17365342378616333/,1.0,0/,0.0009441375732421875
0.28688064217567444/0.29978257417678833/0.4133368134498596/,0.28688064217567444/0.29978257417678833/0.4133368134498596/,1.0,2/,0.0011057853698730469
0.7481055855751038/0.07219062745571136/0.17970383167266846/,0.7481055855751038/0.07219062745571136/0.17970383167266846/,2.0,0/,0.0008420944213867188
0.7453244924545288/0.1199951097369194/0.13468031585216522/,0.7453244924545288/0.1199951097369194/0.13468031585216522/,2.0,0/,0.0010619163513183594
0.10992170125246048/0.4356154799461365/0.45446279644966125/,0.10992170125246048/0.4356154799461365/0.45446279644966125/,2.0,2/,0.0013110637664794922
0.1377595216035843/0.44501855969429016/0.41722187399864197/,0.1377595216035843/0.44501855969429016/0.41722187399864197/,2.0,1/,0.0011568069458007812
0.18670912086963654/0.3370729088783264/0.47621795535087585/,0.18670912086963654/0.3370729088783264/0.47621795535087585/,2.0,2/,0.001194000244140625
0.6846848130226135/0.20241670310497284/0.11289843916893005/,0.6846848130226135/0.20241670310497284/0.11289843916893005/,0.0,0/,0.0008628368377685547
0.6757064461708069/0.2230374813079834/0.10125596821308136/,0.6757064461708069/0.2230374813079834/0.10125596821308136/,0.0,0/,0.0010318756103515625
0.7516446113586426/0.20312850177288055/0.04522685334086418/,0.7516446113586426/0.20312850177288055/0.04522685334086418/,0.0,0/,0.0008518695831298828
0.6270257830619812/0.32548758387565613/0.04748668894171715/,0.6270257830619812/0.32548758387565613/0.04748668894171715/,0.0,0/,0.0015799999237060547
0.7671900391578674/0.20859457552433014/0.024215366691350937/,0.7671900391578674/0.20859457552433014/0.024215366691350937/,0.0,0/,0.0011258125305175781
0.6644247174263/0.12308263033628464/0.21249260008335114/,0.6644247174263/0.12308263033628464/0.21249260008335114/,1.0,0/,0.0005750656127929688
0.504885196685791/0.2132956087589264/0.2818191349506378/,0.504885196685791/0.2132956087589264/0.2818191349506378/,1.0,0/,0.0006799697875976562
0.4086713492870331/0.27122193574905396/0.3201066851615906/,0.4086713492870331/0.27122193574905396/0.3201066851615906/,1.0,0/,0.0007500648498535156
0.40895968675613403/0.45208829641342163/0.13895200192928314/,0.40895968675613403/0.45208829641342163/0.13895200192928314/,1.0,1/,0.0008168220520019531
0.16234323382377625/0.6760227680206299/0.16163396835327148/,0.16234323382377625/0.6760227680206299/0.16163396835327148/,1.0,1/,0.0009620189666748047
0.36565038561820984/0.2611980140209198/0.37315160036087036/,0.36565038561820984/0.2611980140209198/0.37315160036087036/,2.0,2/,0.0005688667297363281
0.5145654082298279/0.21469943225383759/0.2707352042198181/,0.5145654082298279/0.21469943225383759/0.2707352042198181/,2.0,0/,0.0007128715515136719
0.24803991615772247/0.2920512557029724/0.4599088728427887/,0.24803991615772247/0.2920512557029724/0.4599088728427887/,2.0,2/,0.0006601810455322266
0.3410697281360626/0.5278124809265137/0.1311178058385849/,0.3410697281360626/0.5278124809265137/0.1311178058385849/,2.0,1/,0.0008015632629394531
0.08221440017223358/0.2788517475128174/0.6389338970184326/,0.08221440017223358/0.2788517475128174/0.6389338970184326/,2.0,2/,0.0008578300476074219
0.6837906241416931/0.21763214468955994/0.09857719391584396/,0.6837906241416931/0.21763214468955994/0.09857719391584396/,0.0,0/,0.0005280971527099609
0.4479720890522003/0.41084498167037964/0.14118285477161407/,0.4479720890522003/0.41084498167037964/0.14118285477161407/,0.0,0/,0.001386880874633789
0.7511366605758667/0.1808117926120758/0.06805158406496048/,0.7511366605758667/0.1808117926120758/0.06805158406496048/,0.0,0/,0.0008380413055419922
0.601490318775177/0.2981676757335663/0.10034192353487015/,0.601490318775177/0.2981676757335663/0.10034192353487015/,0.0,0/,0.0010900497436523438
0.5105751752853394/0.13656961917877197/0.35285520553588867/,0.5105751752853394/0.13656961917877197/0.35285520553588867/,0.0,0/,0.001161813735961914
0.8042015433311462/0.1610572785139084/0.03474113345146179/,0.8042015433311462/0.1610572785139084/0.03474113345146179/,1.0,0/,0.0005500316619873047
0.22822880744934082/0.3738473057746887/0.3979237973690033/,0.22822880744934082/0.3738473057746887/0.3979237973690033/,1.0,2/,0.0007359981536865234
0.15233585238456726/0.6083608269691467/0.23930339515209198/,0.15233585238456726/0.6083608269691467/0.23930339515209198/,1.0,1/,0.0008420944213867188
0.17707790434360504/0.6532591581344604/0.16966292262077332/,0.17707790434360504/0.6532591581344604/0.16966292262077332/,1.0,1/,0.001119852066040039
0.12257590889930725/0.5075278878211975/0.36989614367485046/,0.12257590889930725/0.5075278878211975/0.36989614367485046/,1.0,1/,0.0011179447174072266
0.526483416557312/0.18529845774173737/0.28821811079978943/,0.526483416557312/0.18529845774173737/0.28821811079978943/,2.0,0/,0.0005500316619873047
0.8481987714767456/0.054234251379966736/0.0975668802857399/,0.8481987714767456/0.054234251379966736/0.0975668802857399/,2.0,0/,0.0007610321044921875
0.8380394577980042/0.0858522355556488/0.07610835134983063/,0.8380394577980042/0.0858522355556488/0.07610835134983063/,2.0,0/,0.0008528232574462891
0.18320752680301666/0.37171101570129395/0.445081502199173/,0.18320752680301666/0.37171101570129395/0.445081502199173/,2.0,2/,0.0009551048278808594
0.268498033285141/0.2514196038246155/0.48008236289024353/,0.268498033285141/0.2514196038246155/0.48008236289024353/,2.0,2/,0.0012919902801513672
0.648673951625824/0.10211659967899323/0.249209463596344/,0.648673951625824/0.10211659967899323/0.249209463596344/,0.0,0/,0.0005409717559814453
0.32903140783309937/0.052456483244895935/0.6185120940208435/,0.32903140783309937/0.052456483244895935/0.6185120940208435/,0.0,2/,0.0006580352783203125
0.12539070844650269/0.10233251750469208/0.7722768187522888/,0.12539070844650269/0.10233251750469208/0.7722768187522888/,0.0,2/,0.0007669925689697266
0.3442607522010803/0.2362513691186905/0.41948792338371277/,0.3442607522010803/0.2362513691186905/0.41948792338371277/,0.0,2/,0.0008609294891357422
0.18867573142051697/0.17807745933532715/0.6332468390464783/,0.18867573142051697/0.17807745933532715/0.6332468390464783/,0.0,2/,0.0010089874267578125
0.6525499820709229/0.20772555470466614/0.13972441852092743/,0.6525499820709229/0.20772555470466614/0.13972441852092743/,1.0,0/,0.0009260177612304688
0.617699921131134/0.28617656230926514/0.09612361341714859/,0.617699921131134/0.28617656230926514/0.09612361341714859/,1.0,0/,0.0006780624389648438
0.30470553040504456/0.5104547142982483/0.18483975529670715/,0.30470553040504456/0.5104547142982483/0.18483975529670715/,1.0,1/,0.0008490085601806641
0.39887136220932007/0.5233884453773499/0.07774019986391068/,0.39887136220932007/0.5233884453773499/0.07774019986391068/,1.0,1/,0.0008370876312255859
0.8368937373161316/0.12864132225513458/0.03446493297815323/,0.8368937373161316/0.12864132225513458/0.03446493297815323/,1.0,0/,0.00109100341796875
0.3497179448604584/0.21026140451431274/0.4400206506252289/,0.3497179448604584/0.21026140451431274/0.4400206506252289/,2.0,2/,0.0005319118499755859
0.08183901011943817/0.3621431589126587/0.5560177564620972/,0.08183901011943817/0.3621431589126587/0.5560177564620972/,2.0,2/,0.0007131099700927734
0.08769894391298294/0.4515954852104187/0.46070557832717896/,0.08769894391298294/0.4515954852104187/0.46070557832717896/,2.0,2/,0.0008330345153808594
0.024571094661951065/0.2798503041267395/0.6955785751342773/,0.024571094661951065/0.2798503041267395/0.6955785751342773/,2.0,2/,0.0009748935699462891
0.10986363887786865/0.196551114320755/0.6935852766036987/,0.10986363887786865/0.196551114320755/0.6935852766036987/,2.0,2/,0.0016520023345947266
0.27454981207847595/0.3253195285797119/0.40013065934181213/,0.27454981207847595/0.3253195285797119/0.40013065934181213/,0.0,2/,0.0005509853363037109
0.35519880056381226/0.4383406341075897/0.2064605951309204/,0.35519880056381226/0.4383406341075897/0.2064605951309204/,0.0,1/,0.0006690025329589844
0.277065634727478/0.4704042375087738/0.2525300681591034/,0.277065634727478/0.4704042375087738/0.2525300681591034/,0.0,1/,0.0007359981536865234
0.18795403838157654/0.6685121655464172/0.14353390038013458/,0.18795403838157654/0.6685121655464172/0.14353390038013458/,0.0,1/,0.0008890628814697266
0.14783893525600433/0.6953198313713074/0.15684130787849426/,0.14783893525600433/0.6953198313713074/0.15684130787849426/,0.0,1/,0.0010139942169189453
0.5410544872283936/0.3112258017063141/0.14771972596645355/,0.5410544872283936/0.3112258017063141/0.14771972596645355/,1.0,0/,0.0006868839263916016
0.5217967629432678/0.3233279287815094/0.1548752784729004/,0.5217967629432678/0.3233279287815094/0.1548752784729004/,1.0,0/,0.0006601810455322266
0.3507455587387085/0.5096901059150696/0.13956432044506073/,0.3507455587387085/0.5096901059150696/0.13956432044506073/,1.0,1/,0.0007920265197753906
0.34687620401382446/0.5860193371772766/0.06710447371006012/,0.34687620401382446/0.5860193371772766/0.06710447371006012/,1.0,1/,0.0009992122650146484
0.4627382755279541/0.46952712535858154/0.06773462146520615/,0.4627382755279541/0.46952712535858154/0.06773462146520615/,1.0,1/,0.0014407634735107422
0.46022921800613403/0.3255058228969574/0.21426495909690857/,0.46022921800613403/0.3255058228969574/0.21426495909690857/,2.0,0/,0.0005381107330322266
0.28335005044937134/0.36659151315689087/0.3500584661960602/,0.28335005044937134/0.36659151315689087/0.3500584661960602/,2.0,1/,0.0006399154663085938
0.19334577023983002/0.4022539556026459/0.4044002890586853/,0.19334577023983002/0.4022539556026459/0.4044002890586853/,2.0,2/,0.0011060237884521484
0.28909698128700256/0.4492862820625305/0.26161667704582214/,0.28909698128700256/0.4492862820625305/0.26161667704582214/,2.0,1/,0.0009210109710693359
0.026468947529792786/0.06228164583444595/0.9112493395805359/,0.026468947529792786/0.06228164583444595/0.9112493395805359/,2.0,2/,0.0012068748474121094
0.6715413331985474/0.1633208841085434/0.16513776779174805/,0.6715413331985474/0.1633208841085434/0.16513776779174805/,0.0,0/,0.0005676746368408203
0.32395705580711365/0.3594854772090912/0.31655746698379517/,0.32395705580711365/0.3594854772090912/0.31655746698379517/,0.0,1/,0.0006511211395263672
0.49021029472351074/0.41156142950057983/0.09822825342416763/,0.49021029472351074/0.41156142950057983/0.09822825342416763/,0.0,0/,0.0007979869842529297
0.36108502745628357/0.5353068709373474/0.10360811650753021/,0.36108502745628357/0.5353068709373474/0.10360811650753021/,0.0,1/,0.001087188720703125
0.40882110595703125/0.4447835087776184/0.14639535546302795/,0.40882110595703125/0.4447835087776184/0.14639535546302795/,0.0,1/,0.0011489391326904297
0.504523754119873/0.18663568794727325/0.3088406026363373/,0.504523754119873/0.18663568794727325/0.3088406026363373/,1.0,0/,0.0005588531494140625
0.5185632109642029/0.3707008957862854/0.11073585599660873/,0.5185632109642029/0.3707008957862854/0.11073585599660873/,1.0,0/,0.0006389617919921875
0.44898462295532227/0.4064323604106903/0.14458303153514862/,0.44898462295532227/0.4064323604106903/0.14458303153514862/,1.0,0/,0.0007302761077880859
0.3754235804080963/0.5124807357788086/0.11209569126367569/,0.3754235804080963/0.5124807357788086/0.11209569126367569/,1.0,1/,0.0008449554443359375
0.3599703311920166/0.5432570576667786/0.09677259624004364/,0.3599703311920166/0.5432570576667786/0.09677259624004364/,1.0,1/,0.0011413097381591797
0.4115818738937378/0.24892188608646393/0.33949628472328186/,0.4115818738937378/0.24892188608646393/0.33949628472328186/,2.0,0/,0.0005950927734375
0.19398893415927887/0.44454318284988403/0.3614678978919983/,0.19398893415927887/0.44454318284988403/0.3614678978919983/,2.0,1/,0.0009510517120361328
0.15501768887043/0.5028793811798096/0.342102974653244/,0.15501768887043/0.5028793811798096/0.342102974653244/,2.0,1/,0.0009739398956298828
0.1027538850903511/0.3324472904205322/0.564798891544342/,0.1027538850903511/0.3324472904205322/0.564798891544342/,2.0,2/,0.0011720657348632812
0.07694787532091141/0.248206228017807/0.6748459339141846/,0.07694787532091141/0.248206228017807/0.6748459339141846/,2.0,2/,0.0013051033020019531
0.7971640825271606/0.0575539693236351/0.14528194069862366/,0.7971640825271606/0.0575539693236351/0.14528194069862366/,0.0,0/,0.0005309581756591797
0.294265478849411/0.150156170129776/0.5555782914161682/,0.294265478849411/0.150156170129776/0.5555782914161682/,0.0,2/,0.0006232261657714844
0.18669454753398895/0.31430983543395996/0.4989956021308899/,0.18669454753398895/0.31430983543395996/0.4989956021308899/,0.0,2/,0.0006849765777587891
0.561516523361206/0.29807552695274353/0.14040794968605042/,0.561516523361206/0.29807552695274353/0.14040794968605042/,0.0,0/,0.0012590885162353516
0.5677632093429565/0.23959416151046753/0.19264259934425354/,0.5677632093429565/0.23959416151046753/0.19264259934425354/,0.0,0/,0.0009789466857910156
0.8090701699256897/0.0688534677028656/0.12207638472318649/,0.8090701699256897/0.0688534677028656/0.12207638472318649/,1.0,0/,0.0005800724029541016
0.0408453531563282/0.2259625941514969/0.7331920862197876/,0.0408453531563282/0.2259625941514969/0.7331920862197876/,1.0,2/,0.0006489753723144531
0.06561131775379181/0.7341551780700684/0.20023353397846222/,0.06561131775379181/0.7341551780700684/0.20023353397846222/,1.0,1/,0.000766754150390625
0.2608673870563507/0.6542140245437622/0.08491858094930649/,0.2608673870563507/0.6542140245437622/0.08491858094930649/,1.0,1/,0.0008749961853027344
0.28731799125671387/0.3941735625267029/0.31850844621658325/,0.28731799125671387/0.3941735625267029/0.31850844621658325/,1.0,1/,0.0011410713195800781
0.7988719344139099/0.10644983500242233/0.09467826783657074/,0.7988719344139099/0.10644983500242233/0.09467826783657074/,2.0,0/,0.0005540847778320312
0.7752007246017456/0.06575947254896164/0.15903986990451813/,0.7752007246017456/0.06575947254896164/0.15903986990451813/,2.0,0/,0.0011768341064453125
