Cost,Prob,Real_Goal,Results,Time
0.34389057755470276/0.34178099036216736/0.31432849168777466/,0.34389057755470276/0.34178099036216736/0.31432849168777466/,0.0,0/,0.0004239082336425781
0.7923102974891663/0.12497863173484802/0.08271107077598572/,0.7923102974891663/0.12497863173484802/0.08271107077598572/,0.0,0/,0.0005602836608886719
0.7206316590309143/0.17507432401180267/0.10429402440786362/,0.7206316590309143/0.17507432401180267/0.10429402440786362/,0.0,0/,0.0008261203765869141
0.9435927271842957/0.04821689426898956/0.008190338499844074/,0.9435927271842957/0.04821689426898956/0.008190338499844074/,0.0,0/,0.0008380413055419922
0.9711397290229797/0.02759724110364914/0.0012630266137421131/,0.9711397290229797/0.02759724110364914/0.0012630266137421131/,0.0,0/,0.001007080078125
0.25607484579086304/0.18339022994041443/0.5605348944664001/,0.25607484579086304/0.18339022994041443/0.5605348944664001/,1.0,2/,0.0004761219024658203
0.3312116265296936/0.3275948464870453/0.34119346737861633/,0.3312116265296936/0.3275948464870453/0.34119346737861633/,1.0,2/,0.0005538463592529297
0.5817740559577942/0.1883203238248825/0.2299056351184845/,0.5817740559577942/0.1883203238248825/0.2299056351184845/,1.0,0/,0.0006661415100097656
0.40846431255340576/0.3992993235588074/0.19223637878894806/,0.40846431255340576/0.3992993235588074/0.19223637878894806/,1.0,0/,0.0007910728454589844
0.058837100863456726/0.7695497870445251/0.17161314189434052/,0.058837100863456726/0.7695497870445251/0.17161314189434052/,1.0,1/,0.0008058547973632812
0.17663969099521637/0.33722689747810364/0.4861333966255188/,0.17663969099521637/0.33722689747810364/0.4861333966255188/,2.0,2/,0.0004942417144775391
0.3126363754272461/0.27939993143081665/0.40796372294425964/,0.3126363754272461/0.27939993143081665/0.40796372294425964/,2.0,2/,0.0006120204925537109
0.27093368768692017/0.27668216824531555/0.4523840844631195/,0.27093368768692017/0.27668216824531555/0.4523840844631195/,2.0,2/,0.0006577968597412109
0.013794735074043274/0.22813454270362854/0.7580707669258118/,0.013794735074043274/0.22813454270362854/0.7580707669258118/,2.0,2/,0.0008301734924316406
0.004129176028072834/0.03344253450632095/0.9624283313751221/,0.004129176028072834/0.03344253450632095/0.9624283313751221/,2.0,2/,0.0008790493011474609
0.41568616032600403/0.284652441740036/0.2996614873409271/,0.41568616032600403/0.284652441740036/0.2996614873409271/,0.0,0/,0.0008170604705810547
0.6270259022712708/0.25820493698120117/0.11476919054985046/,0.6270259022712708/0.25820493698120117/0.11476919054985046/,0.0,0/,0.0008490085601806641
0.5879940986633301/0.4036117196083069/0.008394175209105015/,0.5879940986633301/0.4036117196083069/0.008394175209105015/,0.0,0/,0.0008580684661865234
0.19847089052200317/0.7585321664810181/0.042996954172849655/,0.19847089052200317/0.7585321664810181/0.042996954172849655/,0.0,1/,0.0014221668243408203
0.6450891494750977/0.344143807888031/0.01076709758490324/,0.6450891494750977/0.344143807888031/0.01076709758490324/,0.0,0/,0.0015301704406738281
0.5248644948005676/0.4119603633880615/0.06317518651485443/,0.5248644948005676/0.4119603633880615/0.06317518651485443/,1.0,0/,0.0007660388946533203
0.6004939079284668/0.3902601897716522/0.009245933033525944/,0.6004939079284668/0.3902601897716522/0.009245933033525944/,1.0,0/,0.0008058547973632812
0.2762807607650757/0.6741407513618469/0.04957844316959381/,0.2762807607650757/0.6741407513618469/0.04957844316959381/,1.0,1/,0.0008900165557861328
0.20618365705013275/0.7285549640655518/0.0652613565325737/,0.20618365705013275/0.7285549640655518/0.0652613565325737/,1.0,1/,0.001332998275756836
0.23350286483764648/0.7066036462783813/0.05989342927932739/,0.23350286483764648/0.7066036462783813/0.05989342927932739/,1.0,1/,0.001965045928955078
0.5478140115737915/0.3760235011577606/0.07616248726844788/,0.5478140115737915/0.3760235011577606/0.07616248726844788/,2.0,0/,0.0010497570037841797
0.614460289478302/0.3070426881313324/0.07849700003862381/,0.614460289478302/0.3070426881313324/0.07849700003862381/,2.0,0/,0.0016367435455322266
0.645560085773468/0.3154624402523041/0.03897745534777641/,0.645560085773468/0.3154624402523041/0.03897745534777641/,2.0,0/,0.0015540122985839844
0.4043465852737427/0.2872178852558136/0.3084356188774109/,0.4043465852737427/0.2872178852558136/0.3084356188774109/,2.0,0/,0.0013790130615234375
0.2647249102592468/0.20422083139419556/0.5310543179512024/,0.2647249102592468/0.20422083139419556/0.5310543179512024/,2.0,2/,0.0018589496612548828
0.7137667536735535/0.21863393485546112/0.0675993412733078/,0.7137667536735535/0.21863393485546112/0.0675993412733078/,0.0,0/,0.00040221214294433594
0.9552925229072571/0.04107275605201721/0.003634733846411109/,0.9552925229072571/0.04107275605201721/0.003634733846411109/,0.0,0/,0.0007452964782714844
0.87794029712677/0.11257414519786835/0.009485521353781223/,0.87794029712677/0.11257414519786835/0.009485521353781223/,0.0,0/,0.0006449222564697266
0.8940953016281128/0.10111284255981445/0.004791843704879284/,0.8940953016281128/0.10111284255981445/0.004791843704879284/,0.0,0/,0.000701904296875
0.678501307964325/0.3093322217464447/0.012166459113359451/,0.678501307964325/0.3093322217464447/0.012166459113359451/,0.0,0/,0.0007398128509521484
0.09286714345216751/0.5216181874275208/0.38551464676856995/,0.09286714345216751/0.5216181874275208/0.38551464676856995/,1.0,1/,0.0005359649658203125
0.06738410890102386/0.5037331581115723/0.42888274788856506/,0.06738410890102386/0.5037331581115723/0.42888274788856506/,1.0,1/,0.0005588531494140625
0.17631001770496368/0.6033343076705933/0.22035573422908783/,0.17631001770496368/0.6033343076705933/0.22035573422908783/,1.0,1/,0.0006840229034423828
0.5709298849105835/0.34141018986701965/0.08765995502471924/,0.5709298849105835/0.34141018986701965/0.08765995502471924/,1.0,0/,0.0007350444793701172
0.4717201590538025/0.4851005971431732/0.043179310858249664/,0.4717201590538025/0.4851005971431732/0.043179310858249664/,1.0,1/,0.0008709430694580078
0.05418440327048302/0.34196797013282776/0.6038476228713989/,0.05418440327048302/0.34196797013282776/0.6038476228713989/,2.0,2/,0.0005021095275878906
0.5436319708824158/0.3046712875366211/0.15169675648212433/,0.5436319708824158/0.3046712875366211/0.15169675648212433/,2.0,0/,0.0006649494171142578
0.28309062123298645/0.628619909286499/0.08828951418399811/,0.28309062123298645/0.628619909286499/0.08828951418399811/,2.0,1/,0.0007390975952148438
0.03252708911895752/0.22050081193447113/0.7469720840454102/,0.03252708911895752/0.22050081193447113/0.7469720840454102/,2.0,2/,0.0010151863098144531
0.006679225247353315/0.07257913053035736/0.920741617679596/,0.006679225247353315/0.07257913053035736/0.920741617679596/,2.0,2/,0.0010900497436523438
0.7520297765731812/0.17411091923713684/0.07385923713445663/,0.7520297765731812/0.17411091923713684/0.07385923713445663/,0.0,0/,0.0006861686706542969
0.6540277004241943/0.27285775542259216/0.07311446219682693/,0.6540277004241943/0.27285775542259216/0.07311446219682693/,0.0,0/,0.0005199909210205078
0.6712974905967712/0.2722684442996979/0.05643400922417641/,0.6712974905967712/0.2722684442996979/0.05643400922417641/,0.0,0/,0.0005419254302978516
0.7533594965934753/0.21931107342243195/0.02732950821518898/,0.7533594965934753/0.21931107342243195/0.02732950821518898/,0.0,0/,0.0006368160247802734
0.6251236200332642/0.3625548779964447/0.01232152245938778/,0.6251236200332642/0.3625548779964447/0.01232152245938778/,0.0,0/,0.0006909370422363281
0.6350982189178467/0.20865769684314728/0.15624405443668365/,0.6350982189178467/0.20865769684314728/0.15624405443668365/,1.0,0/,0.0004820823669433594
0.8998944163322449/0.08604345470666885/0.014062103815376759/,0.8998944163322449/0.08604345470666885/0.014062103815376759/,1.0,0/,0.0005588531494140625
0.6944707632064819/0.27171286940574646/0.033816393464803696/,0.6944707632064819/0.27171286940574646/0.033816393464803696/,1.0,0/,0.0006008148193359375
0.278533011674881/0.6293910145759583/0.0920758992433548/,0.278533011674881/0.6293910145759583/0.0920758992433548/,1.0,1/,0.000701904296875
0.18630558252334595/0.6486890316009521/0.16500535607337952/,0.18630558252334595/0.6486890316009521/0.16500535607337952/,1.0,1/,0.0007801055908203125
0.6785890460014343/0.1941121518611908/0.12729880213737488/,0.6785890460014343/0.1941121518611908/0.12729880213737488/,2.0,0/,0.0004048347473144531
0.7687115669250488/0.18021945655345917/0.05106901749968529/,0.7687115669250488/0.18021945655345917/0.05106901749968529/,2.0,0/,0.0004839897155761719
0.2985481917858124/0.5875516533851624/0.11390021443367004/,0.2985481917858124/0.5875516533851624/0.11390021443367004/,2.0,1/,0.0005970001220703125
0.06889761239290237/0.6386436223983765/0.292458713054657/,0.06889761239290237/0.6386436223983765/0.292458713054657/,2.0,1/,0.0007507801055908203
0.010379793122410774/0.22817362844944/0.7614465951919556/,0.010379793122410774/0.22817362844944/0.7614465951919556/,2.0,2/,0.0007061958312988281
0.4208938181400299/0.28751084208488464/0.29159536957740784/,0.4208938181400299/0.28751084208488464/0.29159536957740784/,0.0,0/,0.0004291534423828125
0.8387277722358704/0.1450473815202713/0.016224801540374756/,0.8387277722358704/0.1450473815202713/0.016224801540374756/,0.0,0/,0.0005409717559814453
0.8356820344924927/0.15356890857219696/0.01074915286153555/,0.8356820344924927/0.15356890857219696/0.01074915286153555/,0.0,0/,0.0005810260772705078
0.5095897316932678/0.4671083688735962/0.023301925510168076/,0.5095897316932678/0.4671083688735962/0.023301925510168076/,0.0,0/,0.0006639957427978516
0.4799453020095825/0.4504782557487488/0.06957633048295975/,0.4799453020095825/0.4504782557487488/0.06957633048295975/,0.0,0/,0.0007619857788085938
0.3707197308540344/0.2575046420097351/0.37177562713623047/,0.3707197308540344/0.2575046420097351/0.37177562713623047/,1.0,2/,0.0004379749298095703
0.4962911605834961/0.2527601718902588/0.2509486675262451/,0.4962911605834961/0.2527601718902588/0.2509486675262451/,1.0,0/,0.0005118846893310547
0.7056031823158264/0.20413081347942352/0.09026598930358887/,0.7056031823158264/0.20413081347942352/0.09026598930358887/,1.0,0/,0.0006039142608642578
0.09646564722061157/0.6408581733703613/0.2626761496067047/,0.09646564722061157/0.6408581733703613/0.2626761496067047/,1.0,1/,0.0006880760192871094
0.03733871132135391/0.3278440535068512/0.6348172426223755/,0.03733871132135391/0.3278440535068512/0.6348172426223755/,1.0,2/,0.0007390975952148438
0.45391741394996643/0.21657544374465942/0.3295072019100189/,0.45391741394996643/0.21657544374465942/0.3295072019100189/,2.0,0/,0.0006000995635986328
0.08497592806816101/0.36485105752944946/0.5501730442047119/,0.08497592806816101/0.36485105752944946/0.5501730442047119/,2.0,2/,0.0008356571197509766
0.4030503034591675/0.23035651445388794/0.3665931522846222/,0.4030503034591675/0.23035651445388794/0.3665931522846222/,2.0,0/,0.0010023117065429688
0.09126561135053635/0.4148315191268921/0.49390286207199097/,0.09126561135053635/0.4148315191268921/0.49390286207199097/,2.0,2/,0.00131988525390625
0.014828570187091827/0.1416761875152588/0.8434951901435852/,0.014828570187091827/0.1416761875152588/0.8434951901435852/,2.0,2/,0.0015480518341064453
0.5098668932914734/0.26291465759277344/0.22721847891807556/,0.5098668932914734/0.26291465759277344/0.22721847891807556/,0.0,0/,0.0004668235778808594
0.5661606192588806/0.3957693874835968/0.03806998208165169/,0.5661606192588806/0.3957693874835968/0.03806998208165169/,0.0,0/,0.0006000995635986328
0.5941601395606995/0.3764282763004303/0.029411545023322105/,0.5941601395606995/0.3764282763004303/0.029411545023322105/,0.0,0/,0.0006999969482421875
0.7585868239402771/0.2313598245382309/0.010053371079266071/,0.7585868239402771/0.2313598245382309/0.010053371079266071/,0.0,0/,0.0007596015930175781
0.8405238389968872/0.1526511311531067/0.0068249693140387535/,0.8405238389968872/0.1526511311531067/0.0068249693140387535/,0.0,0/,0.0007870197296142578
0.5072329640388489/0.33414968848228455/0.15861736238002777/,0.5072329640388489/0.33414968848228455/0.15861736238002777/,1.0,0/,0.0004761219024658203
0.5464521646499634/0.4222988784313202/0.03124893642961979/,0.5464521646499634/0.4222988784313202/0.03124893642961979/,1.0,0/,0.0006546974182128906
0.5039849877357483/0.45763254165649414/0.038382478058338165/,0.5039849877357483/0.45763254165649414/0.038382478058338165/,1.0,0/,0.0006349086761474609
0.2672067880630493/0.6540422439575195/0.07875093072652817/,0.2672067880630493/0.6540422439575195/0.07875093072652817/,1.0,1/,0.0007052421569824219
0.03224725276231766/0.27347540855407715/0.6942774057388306/,0.03224725276231766/0.27347540855407715/0.6942774057388306/,1.0,2/,0.0007860660552978516
0.6228716969490051/0.3137129247188568/0.06341535598039627/,0.6228716969490051/0.3137129247188568/0.06341535598039627/,2.0,0/,0.0004956722259521484
0.36581045389175415/0.5654657483100891/0.0687238797545433/,0.36581045389175415/0.5654657483100891/0.0687238797545433/,2.0,1/,0.0005548000335693359
0.28824976086616516/0.5883942246437073/0.12335601449012756/,0.28824976086616516/0.5883942246437073/0.12335601449012756/,2.0,1/,0.00061798095703125
0.1457097977399826/0.6894170641899109/0.16487322747707367/,0.1457097977399826/0.6894170641899109/0.16487322747707367/,2.0,1/,0.0007331371307373047
0.032186221331357956/0.17642563581466675/0.7913880944252014/,0.032186221331357956/0.17642563581466675/0.7913880944252014/,2.0,2/,0.0008580684661865234
0.42861610651016235/0.10297854989767075/0.46840524673461914/,0.42861610651016235/0.10297854989767075/0.46840524673461914/,0.0,2/,0.0004570484161376953
0.6764540672302246/0.27416250109672546/0.049383435398340225/,0.6764540672302246/0.27416250109672546/0.049383435398340225/,0.0,0/,0.0005497932434082031
0.7722557783126831/0.18649378418922424/0.041250426322221756/,0.7722557783126831/0.18649378418922424/0.041250426322221756/,0.0,0/,0.0005457401275634766
0.8365954756736755/0.16095194220542908/0.0024526070337742567/,0.8365954756736755/0.16095194220542908/0.0024526070337742567/,0.0,0/,0.0006740093231201172
0.6542523503303528/0.34036633372306824/0.00538126053288579/,0.6542523503303528/0.34036633372306824/0.00538126053288579/,0.0,0/,0.0007600784301757812
0.458823025226593/0.13618290424346924/0.4049941301345825/,0.458823025226593/0.13618290424346924/0.4049941301345825/,1.0,0/,0.00048613548278808594
0.5241326689720154/0.35049644112586975/0.12537091970443726/,0.5241326689720154/0.35049644112586975/0.12537091970443726/,1.0,0/,0.0005071163177490234
