Cost,Prob,Real_Goal,Results,Time
0.6898533701896667/0.26116809248924255/0.048978567123413086/,0.6898533701896667/0.26116809248924255/0.048978567123413086/,2.0,0/,0.0006840229034423828
0.04094083234667778/0.06452298164367676/0.8945361971855164/,0.04094083234667778/0.06452298164367676/0.8945361971855164/,2.0,2/,0.0007929801940917969
0.3634234070777893/0.39141520857810974/0.24516139924526215/,0.3634234070777893/0.39141520857810974/0.24516139924526215/,0.0,1/,0.0005466938018798828
0.7793657183647156/0.1548418551683426/0.06579235196113586/,0.7793657183647156/0.1548418551683426/0.06579235196113586/,0.0,0/,0.0005769729614257812
0.6481543183326721/0.204096719622612/0.1477488875389099/,0.6481543183326721/0.204096719622612/0.1477488875389099/,0.0,0/,0.0006091594696044922
0.74591064453125/0.1860530525445938/0.06803625822067261/,0.74591064453125/0.1860530525445938/0.06803625822067261/,0.0,0/,0.0006358623504638672
0.498261958360672/0.33559542894363403/0.16614258289337158/,0.498261958360672/0.33559542894363403/0.16614258289337158/,0.0,0/,0.0007109642028808594
0.35484156012535095/0.4032135009765625/0.24194486439228058/,0.35484156012535095/0.4032135009765625/0.24194486439228058/,1.0,1/,0.0004730224609375
0.38739266991615295/0.5279557704925537/0.08465167135000229/,0.38739266991615295/0.5279557704925537/0.08465167135000229/,1.0,1/,0.0013260841369628906
0.10576660186052322/0.8068552613258362/0.08737819641828537/,0.10576660186052322/0.8068552613258362/0.08737819641828537/,1.0,1/,0.0006248950958251953
0.15201835334300995/0.7357054948806763/0.11227617412805557/,0.15201835334300995/0.7357054948806763/0.11227617412805557/,1.0,1/,0.0009217262268066406
0.049696873873472214/0.1022358313202858/0.8480673432350159/,0.049696873873472214/0.1022358313202858/0.8480673432350159/,1.0,2/,0.0007617473602294922
0.5282520651817322/0.29639163613319397/0.17535628378391266/,0.5282520651817322/0.29639163613319397/0.17535628378391266/,2.0,0/,0.0005056858062744141
0.6724867820739746/0.2223350554704666/0.10517822206020355/,0.6724867820739746/0.2223350554704666/0.10517822206020355/,2.0,0/,0.0006110668182373047
0.26434677839279175/0.6007612347602844/0.1348920315504074/,0.26434677839279175/0.6007612347602844/0.1348920315504074/,2.0,1/,0.0008420944213867188
0.22773121297359467/0.7117846012115479/0.06048418954014778/,0.22773121297359467/0.7117846012115479/0.06048418954014778/,2.0,1/,0.0006380081176757812
0.07038531452417374/0.10986357927322388/0.8197510838508606/,0.07038531452417374/0.10986357927322388/0.8197510838508606/,2.0,2/,0.0008227825164794922
0.38148021697998047/0.4240029454231262/0.19451680779457092/,0.38148021697998047/0.4240029454231262/0.19451680779457092/,0.0,1/,0.00042319297790527344
0.6694990396499634/0.25914689898490906/0.07135410606861115/,0.6694990396499634/0.25914689898490906/0.07135410606861115/,0.0,0/,0.0005578994750976562
0.5304768085479736/0.3401782810688019/0.1293448805809021/,0.5304768085479736/0.3401782810688019/0.1293448805809021/,0.0,0/,0.0006449222564697266
0.49315008521080017/0.3793134093284607/0.12753649055957794/,0.49315008521080017/0.3793134093284607/0.12753649055957794/,0.0,0/,0.0007040500640869141
0.7985881567001343/0.17593619227409363/0.02547563798725605/,0.7985881567001343/0.17593619227409363/0.02547563798725605/,0.0,0/,0.0009119510650634766
0.2910754084587097/0.41910725831985474/0.2898173928260803/,0.2910754084587097/0.41910725831985474/0.2898173928260803/,1.0,1/,0.0005829334259033203
0.6312561631202698/0.33269840478897095/0.0360453762114048/,0.6312561631202698/0.33269840478897095/0.0360453762114048/,1.0,0/,0.00074005126953125
0.49721190333366394/0.47472819685935974/0.028059886768460274/,0.49721190333366394/0.47472819685935974/0.028059886768460274/,1.0,0/,0.001397848129272461
0.382142573595047/0.4970620572566986/0.120795339345932/,0.382142573595047/0.4970620572566986/0.120795339345932/,1.0,1/,0.0010881423950195312
0.2119896113872528/0.3767065107822418/0.411303848028183/,0.2119896113872528/0.3767065107822418/0.411303848028183/,1.0,2/,0.0012209415435791016
0.44626426696777344/0.3815852105617523/0.17215055227279663/,0.44626426696777344/0.3815852105617523/0.17215055227279663/,2.0,0/,0.0006139278411865234
0.6523230075836182/0.22256813943386078/0.12510883808135986/,0.6523230075836182/0.22256813943386078/0.12510883808135986/,2.0,0/,0.0005717277526855469
0.48570728302001953/0.4426494538784027/0.07164325565099716/,0.48570728302001953/0.4426494538784027/0.07164325565099716/,2.0,0/,0.0006248950958251953
0.34669363498687744/0.5977284908294678/0.055577971041202545/,0.34669363498687744/0.5977284908294678/0.055577971041202545/,2.0,1/,0.0009109973907470703
0.13512219488620758/0.13922233879566193/0.7256554961204529/,0.13512219488620758/0.13922233879566193/0.7256554961204529/,2.0,2/,0.0008211135864257812
0.40745237469673157/0.43087291717529297/0.16167472302913666/,0.40745237469673157/0.43087291717529297/0.16167472302913666/,0.0,1/,0.00044798851013183594
0.6352829933166504/0.3301270604133606/0.03458995372056961/,0.6352829933166504/0.3301270604133606/0.03458995372056961/,0.0,0/,0.0006477832794189453
0.31966182589530945/0.6476237773895264/0.0327143520116806/,0.31966182589530945/0.6476237773895264/0.0327143520116806/,0.0,1/,0.0006031990051269531
0.24656961858272552/0.7204788327217102/0.03295155242085457/,0.24656961858272552/0.7204788327217102/0.03295155242085457/,0.0,1/,0.0007166862487792969
0.4862822890281677/0.5066378712654114/0.007079878356307745/,0.4862822890281677/0.5066378712654114/0.007079878356307745/,0.0,1/,0.0007388591766357422
0.2567547559738159/0.6742342114448547/0.06901096552610397/,0.2567547559738159/0.6742342114448547/0.06901096552610397/,1.0,1/,0.0004930496215820312
0.4582703411579132/0.5300028324127197/0.011726802214980125/,0.4582703411579132/0.5300028324127197/0.011726802214980125/,1.0,1/,0.0006709098815917969
0.36109209060668945/0.6179002523422241/0.021007655188441277/,0.36109209060668945/0.6179002523422241/0.021007655188441277/,1.0,1/,0.0015480518341064453
0.3568466603755951/0.61493319272995/0.028220156207680702/,0.3568466603755951/0.61493319272995/0.028220156207680702/,1.0,1/,0.000982046127319336
0.7191933989524841/0.25256556272506714/0.028241073712706566/,0.7191933989524841/0.25256556272506714/0.028241073712706566/,1.0,0/,0.0011608600616455078
0.2920706570148468/0.5811816453933716/0.12674763798713684/,0.2920706570148468/0.5811816453933716/0.12674763798713684/,2.0,1/,0.0005843639373779297
0.5594807267189026/0.3937126398086548/0.04680665209889412/,0.5594807267189026/0.3937126398086548/0.04680665209889412/,2.0,0/,0.0006277561187744141
0.28679513931274414/0.5709978342056274/0.14220702648162842/,0.28679513931274414/0.5709978342056274/0.14220702648162842/,2.0,1/,0.0009071826934814453
0.02589971013367176/0.07601319253444672/0.8980871438980103/,0.02589971013367176/0.07601319253444672/0.8980871438980103/,2.0,2/,0.0007579326629638672
0.0740974023938179/0.3537435531616211/0.5721591114997864/,0.0740974023938179/0.3537435531616211/0.5721591114997864/,2.0,2/,0.001310110092163086
0.16595974564552307/0.5624657273292542/0.27157455682754517/,0.16595974564552307/0.5624657273292542/0.27157455682754517/,0.0,1/,0.0004887580871582031
0.2903313934803009/0.41445192694664/0.2952166795730591/,0.2903313934803009/0.41445192694664/0.2952166795730591/,0.0,1/,0.0005950927734375
0.330700159072876/0.37706366181373596/0.2922361195087433/,0.330700159072876/0.37706366181373596/0.2922361195087433/,0.0,1/,0.0006067752838134766
0.20743030309677124/0.2939662039279938/0.4986034333705902/,0.20743030309677124/0.2939662039279938/0.4986034333705902/,0.0,2/,0.0006682872772216797
0.3590179979801178/0.2925008535385132/0.34848111867904663/,0.3590179979801178/0.2925008535385132/0.34848111867904663/,0.0,0/,0.001104116439819336
0.1882937252521515/0.6355487704277039/0.17615750432014465/,0.1882937252521515/0.6355487704277039/0.17615750432014465/,1.0,1/,0.0005090236663818359
0.30066952109336853/0.5353929400444031/0.16393758356571198/,0.30066952109336853/0.5353929400444031/0.16393758356571198/,1.0,1/,0.0005729198455810547
0.16735820472240448/0.7372864484786987/0.09535535424947739/,0.16735820472240448/0.7372864484786987/0.09535535424947739/,1.0,1/,0.0007059574127197266
0.07966454327106476/0.4727044105529785/0.4476310610771179/,0.07966454327106476/0.4727044105529785/0.4476310610771179/,1.0,1/,0.0013120174407958984
0.055500902235507965/0.7020416259765625/0.2424575835466385/,0.055500902235507965/0.7020416259765625/0.2424575835466385/,1.0,1/,0.0007839202880859375
0.1754900962114334/0.5916734933853149/0.23283644020557404/,0.1754900962114334/0.5916734933853149/0.23283644020557404/,2.0,1/,0.0005297660827636719
0.34753426909446716/0.4926922619342804/0.15977348387241364/,0.34753426909446716/0.4926922619342804/0.15977348387241364/,2.0,1/,0.0005819797515869141
0.18270613253116608/0.7776757478713989/0.03961809724569321/,0.18270613253116608/0.7776757478713989/0.03961809724569321/,2.0,1/,0.0006330013275146484
0.19638003408908844/0.5347203016281128/0.26889967918395996/,0.19638003408908844/0.5347203016281128/0.26889967918395996/,2.0,1/,0.0007050037384033203
0.054516058415174484/0.1885882169008255/0.7568957209587097/,0.054516058415174484/0.1885882169008255/0.7568957209587097/,2.0,2/,0.0008320808410644531
0.11537514626979828/0.6646318435668945/0.21999302506446838/,0.11537514626979828/0.6646318435668945/0.21999302506446838/,0.0,1/,0.0005037784576416016
0.7581367492675781/0.14734236896038055/0.09452091157436371/,0.7581367492675781/0.14734236896038055/0.09452091157436371/,0.0,0/,0.0005791187286376953
0.8659112453460693/0.12361329048871994/0.010475433431565762/,0.8659112453460693/0.12361329048871994/0.010475433431565762/,0.0,0/,0.0006818771362304688
0.5029420256614685/0.22472909092903137/0.27232885360717773/,0.5029420256614685/0.22472909092903137/0.27232885360717773/,0.0,0/,0.0007312297821044922
0.30521079897880554/0.33102795481681824/0.36376118659973145/,0.30521079897880554/0.33102795481681824/0.36376118659973145/,0.0,2/,0.0008480548858642578
0.09470243752002716/0.6648156046867371/0.24048201739788055/,0.09470243752002716/0.6648156046867371/0.24048201739788055/,1.0,1/,0.0007319450378417969
0.5405976176261902/0.43894287943840027/0.020459529012441635/,0.5405976176261902/0.43894287943840027/0.020459529012441635/,1.0,0/,0.0005791187286376953
0.11029595881700516/0.8673542737960815/0.022349804639816284/,0.11029595881700516/0.8673542737960815/0.022349804639816284/,1.0,1/,0.0006320476531982422
0.06210068613290787/0.9272652268409729/0.010634047910571098/,0.06210068613290787/0.9272652268409729/0.010634047910571098/,1.0,1/,0.0006368160247802734
0.1760624647140503/0.5463091135025024/0.27762845158576965/,0.1760624647140503/0.5463091135025024/0.27762845158576965/,1.0,1/,0.0007259845733642578
0.1004156768321991/0.5893391966819763/0.31024518609046936/,0.1004156768321991/0.5893391966819763/0.31024518609046936/,2.0,1/,0.0005230903625488281
0.565334677696228/0.17693500220775604/0.2577303349971771/,0.565334677696228/0.17693500220775604/0.2577303349971771/,2.0,0/,0.0008480548858642578
0.5588684678077698/0.40333425998687744/0.0377972275018692/,0.5588684678077698/0.40333425998687744/0.0377972275018692/,2.0,0/,0.0005669593811035156
0.47845837473869324/0.41439366340637207/0.10714799910783768/,0.47845837473869324/0.41439366340637207/0.10714799910783768/,2.0,0/,0.0006415843963623047
0.055829476565122604/0.33250027894973755/0.6116702556610107/,0.055829476565122604/0.33250027894973755/0.6116702556610107/,2.0,2/,0.0007579326629638672
0.39925292134284973/0.40467017889022827/0.196076899766922/,0.39925292134284973/0.40467017889022827/0.196076899766922/,0.0,1/,0.0005750656127929688
0.52432781457901/0.43438708782196045/0.04128504917025566/,0.52432781457901/0.43438708782196045/0.04128504917025566/,0.0,0/,0.0006659030914306641
0.4098018705844879/0.5452142357826233/0.04498390853404999/,0.4098018705844879/0.5452142357826233/0.04498390853404999/,0.0,1/,0.0006279945373535156
0.1731318086385727/0.7790924310684204/0.04777577519416809/,0.1731318086385727/0.7790924310684204/0.04777577519416809/,0.0,1/,0.0006449222564697266
0.5832837224006653/0.31423407793045044/0.10248221457004547/,0.5832837224006653/0.31423407793045044/0.10248221457004547/,0.0,0/,0.0007188320159912109
0.4723106324672699/0.4329042136669159/0.09478513151407242/,0.4723106324672699/0.4329042136669159/0.09478513151407242/,1.0,0/,0.0010349750518798828
0.7285253405570984/0.24111564457416534/0.030359020456671715/,0.7285253405570984/0.24111564457416534/0.030359020456671715/,1.0,0/,0.0006198883056640625
0.8640108704566956/0.11576328426599503/0.020225821062922478/,0.8640108704566956/0.11576328426599503/0.020225821062922478/,1.0,0/,0.0005962848663330078
0.509738564491272/0.4576817452907562/0.03257971629500389/,0.509738564491272/0.4576817452907562/0.03257971629500389/,1.0,0/,0.0006399154663085938
0.577037513256073/0.16240271925926208/0.2605597674846649/,0.577037513256073/0.16240271925926208/0.2605597674846649/,1.0,0/,0.0007190704345703125
0.46014404296875/0.3835318982601166/0.1563240885734558/,0.46014404296875/0.3835318982601166/0.1563240885734558/,2.0,0/,0.0005629062652587891
0.5821293592453003/0.3741181492805481/0.04375249519944191/,0.5821293592453003/0.3741181492805481/0.04375249519944191/,2.0,0/,0.0006170272827148438
0.3629278242588043/0.5915321707725525/0.045539963990449905/,0.3629278242588043/0.5915321707725525/0.045539963990449905/,2.0,1/,0.0008940696716308594
0.07790594547986984/0.8619311451911926/0.06016293913125992/,0.07790594547986984/0.8619311451911926/0.06016293913125992/,2.0,1/,0.0007090568542480469
0.03712758794426918/0.2904660701751709/0.6724063158035278/,0.03712758794426918/0.2904660701751709/0.6724063158035278/,2.0,2/,0.0012750625610351562
0.31260916590690613/0.3930087983608246/0.2943819463253021/,0.31260916590690613/0.3930087983608246/0.2943819463253021/,0.0,1/,0.00046324729919433594
0.560067355632782/0.4192822277545929/0.020650414749979973/,0.560067355632782/0.4192822277545929/0.020650414749979973/,0.0,0/,0.000591278076171875
0.3164635896682739/0.6644492149353027/0.01908724755048752/,0.3164635896682739/0.6644492149353027/0.01908724755048752/,0.0,1/,0.0006761550903320312
0.5622343420982361/0.37899911403656006/0.05876654013991356/,0.5622343420982361/0.37899911403656006/0.05876654013991356/,0.0,0/,0.0008251667022705078
0.4036696255207062/0.5164830684661865/0.07984733581542969/,0.4036696255207062/0.5164830684661865/0.07984733581542969/,0.0,1/,0.0008370876312255859
0.1859658807516098/0.3660588562488556/0.44797518849372864/,0.1859658807516098/0.3660588562488556/0.44797518849372864/,1.0,2/,0.0005218982696533203
0.39244988560676575/0.573352575302124/0.03419755399227142/,0.39244988560676575/0.573352575302124/0.03419755399227142/,1.0,1/,0.0006010532379150391
0.25531867146492004/0.683431088924408/0.06125027313828468/,0.25531867146492004/0.683431088924408/0.06125027313828468/,1.0,1/,0.0007071495056152344
0.18240134418010712/0.7605946063995361/0.05700397118926048/,0.18240134418010712/0.7605946063995361/0.05700397118926048/,1.0,1/,0.0013980865478515625
0.14368107914924622/0.561058521270752/0.29526033997535706/,0.14368107914924622/0.561058521270752/0.29526033997535706/,1.0,1/,0.0008082389831542969
0.35103148221969604/0.3214415907859802/0.32752689719200134/,0.35103148221969604/0.3214415907859802/0.32752689719200134/,2.0,0/,0.0005371570587158203
0.4204534590244293/0.5399211645126343/0.03962535411119461/,0.4204534590244293/0.5399211645126343/0.03962535411119461/,2.0,1/,0.0009958744049072266
0.27727624773979187/0.6482283473014832/0.0744953528046608/,0.27727624773979187/0.6482283473014832/0.0744953528046608/,2.0,1/,0.0005998611450195312
0.21892201900482178/0.7204620242118835/0.06061595305800438/,0.21892201900482178/0.7204620242118835/0.06061595305800438/,2.0,1/,0.0008640289306640625
0.06028824672102928/0.24654163420200348/0.6931700706481934/,0.06028824672102928/0.24654163420200348/0.6931700706481934/,2.0,2/,0.0008528232574462891
0.31563135981559753/0.38468557596206665/0.2996830940246582/,0.31563135981559753/0.38468557596206665/0.2996830940246582/,0.0,1/,0.0004410743713378906
0.7595360279083252/0.158087819814682/0.08237619698047638/,0.7595360279083252/0.158087819814682/0.08237619698047638/,0.0,0/,0.0005600452423095703
0.682439386844635/0.25760361552238464/0.05995691940188408/,0.682439386844635/0.25760361552238464/0.05995691940188408/,0.0,0/,0.0007851123809814453
0.6201765537261963/0.32564306259155273/0.05418039858341217/,0.6201765537261963/0.32564306259155273/0.05418039858341217/,0.0,0/,0.00086212158203125
0.39031782746315/0.36219000816345215/0.24749208986759186/,0.39031782746315/0.36219000816345215/0.24749208986759186/,0.0,0/,0.0007178783416748047
0.391836017370224/0.35281047224998474/0.25535351037979126/,0.391836017370224/0.35281047224998474/0.25535351037979126/,1.0,0/,0.00047707557678222656
0.5918417572975159/0.16676487028598785/0.24139338731765747/,0.5918417572975159/0.16676487028598785/0.24139338731765747/,1.0,0/,0.0006358623504638672
0.3696432411670685/0.5508531928062439/0.0795036181807518/,0.3696432411670685/0.5508531928062439/0.0795036181807518/,1.0,1/,0.0006189346313476562
0.05954407900571823/0.28700974583625793/0.6534461975097656/,0.05954407900571823/0.28700974583625793/0.6534461975097656/,1.0,2/,0.0006361007690429688
0.005885089281946421/0.026907863095402718/0.9672070741653442/,0.005885089281946421/0.026907863095402718/0.9672070741653442/,1.0,2/,0.0007469654083251953
0.34518352150917053/0.34885337948799133/0.30596306920051575/,0.34518352150917053/0.34885337948799133/0.30596306920051575/,2.0,1/,0.00048089027404785156
0.4922894239425659/0.22302468121051788/0.2846859395503998/,0.4922894239425659/0.22302468121051788/0.2846859395503998/,2.0,0/,0.0006771087646484375
0.4904153645038605/0.2143160104751587/0.29526856541633606/,0.4904153645038605/0.2143160104751587/0.29526856541633606/,2.0,0/,0.0005660057067871094
0.3477058410644531/0.33977824449539185/0.31251585483551025/,0.3477058410644531/0.33977824449539185/0.31251585483551025/,2.0,0/,0.0005850791931152344
0.07012853771448135/0.12423816323280334/0.8056333661079407/,0.07012853771448135/0.12423816323280334/0.8056333661079407/,2.0,2/,0.0005471706390380859
0.20677271485328674/0.3433554470539093/0.4498717784881592/,0.20677271485328674/0.3433554470539093/0.4498717784881592/,0.0,2/,0.0004999637603759766
0.5580492615699768/0.3815222382545471/0.060428470373153687/,0.5580492615699768/0.3815222382545471/0.060428470373153687/,0.0,0/,0.0005791187286376953
0.6156907081604004/0.3192310631275177/0.06507819890975952/,0.6156907081604004/0.3192310631275177/0.06507819890975952/,0.0,0/,0.0006880760192871094
0.5653884410858154/0.3279781639575958/0.10663341730833054/,0.5653884410858154/0.3279781639575958/0.10663341730833054/,0.0,0/,0.0006957054138183594
0.4233269989490509/0.33720099925994873/0.23947197198867798/,0.4233269989490509/0.33720099925994873/0.23947197198867798/,0.0,0/,0.0007808208465576172
0.15102076530456543/0.3349292576313019/0.5140499472618103/,0.15102076530456543/0.3349292576313019/0.5140499472618103/,1.0,2/,0.0006840229034423828
0.6052279472351074/0.3320143222808838/0.06275765597820282/,0.6052279472351074/0.3320143222808838/0.06275765597820282/,1.0,0/,0.000629425048828125
0.3039418160915375/0.6502912640571594/0.04576689377427101/,0.3039418160915375/0.6502912640571594/0.04576689377427101/,1.0,1/,0.0006830692291259766
0.2517913281917572/0.7046722769737244/0.04353639483451843/,0.2517913281917572/0.7046722769737244/0.04353639483451843/,1.0,1/,0.0006470680236816406
0.32883143424987793/0.41450247168540955/0.25666606426239014/,0.32883143424987793/0.41450247168540955/0.25666606426239014/,1.0,1/,0.0007767677307128906
0.16839438676834106/0.3607609272003174/0.47084465622901917/,0.16839438676834106/0.3607609272003174/0.47084465622901917/,2.0,2/,0.0007328987121582031
0.1271485537290573/0.478746622800827/0.3941047489643097/,0.1271485537290573/0.478746622800827/0.3941047489643097/,2.0,1/,0.0005939006805419922
0.1397143453359604/0.5300083756446838/0.33027732372283936/,0.1397143453359604/0.5300083756446838/0.33027732372283936/,2.0,1/,0.0006649494171142578
0.1711978018283844/0.6161548495292664/0.21264728903770447/,0.1711978018283844/0.6161548495292664/0.21264728903770447/,2.0,1/,0.0006718635559082031
0.11028265953063965/0.20686131715774536/0.682856023311615/,0.11028265953063965/0.20686131715774536/0.682856023311615/,2.0,2/,0.0007920265197753906
0.20579828321933746/0.70050448179245/0.093697190284729/,0.20579828321933746/0.70050448179245/0.093697190284729/,0.0,1/,0.0006380081176757812
0.3925115466117859/0.5433279275894165/0.06416055560112/,0.3925115466117859/0.5433279275894165/0.06416055560112/,0.0,1/,0.0005450248718261719
0.4985566735267639/0.4856356382369995/0.015807675197720528/,0.4985566735267639/0.4856356382369995/0.015807675197720528/,0.0,0/,0.0005898475646972656
0.1473819464445114/0.8261743187904358/0.026443729177117348/,0.1473819464445114/0.8261743187904358/0.026443729177117348/,0.0,1/,0.0007092952728271484
0.5073024034500122/0.45920512080192566/0.033492449671030045/,0.5073024034500122/0.45920512080192566/0.033492449671030045/,0.0,0/,0.0007030963897705078
0.24701200425624847/0.5257971286773682/0.2271909862756729/,0.24701200425624847/0.5257971286773682/0.2271909862756729/,1.0,1/,0.0005331039428710938
0.34400877356529236/0.6461426615715027/0.00984854344278574/,0.34400877356529236/0.6461426615715027/0.00984854344278574/,1.0,1/,0.0005929470062255859
0.057669226080179214/0.9223622679710388/0.01996859908103943/,0.057669226080179214/0.9223622679710388/0.01996859908103943/,1.0,1/,0.0006191730499267578
0.03757607564330101/0.9279309511184692/0.03449304774403572/,0.03757607564330101/0.9279309511184692/0.03449304774403572/,1.0,1/,0.0008969306945800781
0.6842235326766968/0.25214579701423645/0.0636305958032608/,0.6842235326766968/0.25214579701423645/0.0636305958032608/,1.0,0/,0.0007290840148925781
0.12336913496255875/0.7946567535400391/0.08197417110204697/,0.12336913496255875/0.7946567535400391/0.08197417110204697/,2.0,1/,0.0005083084106445312
0.17903336882591248/0.7037703394889832/0.11719626188278198/,0.17903336882591248/0.7037703394889832/0.11719626188278198/,2.0,1/,0.0005848407745361328
