Cost,Prob,Real_Goal,Results,Time
0.06376437842845917/0.4707590937614441/0.46547651290893555/,0.06376437842845917/0.4707590937614441/0.46547651290893555/,0.0,1/,0.0005300045013427734
0.8669718503952026/0.05061602592468262/0.08241221308708191/,0.8669718503952026/0.05061602592468262/0.08241221308708191/,0.0,0/,0.0006740093231201172
0.7209393382072449/0.07771224528551102/0.20134839415550232/,0.7209393382072449/0.07771224528551102/0.20134839415550232/,0.0,0/,0.0008189678192138672
0.4645504057407379/0.16614431142807007/0.36930519342422485/,0.4645504057407379/0.16614431142807007/0.36930519342422485/,0.0,0/,0.0008540153503417969
0.8548682332038879/0.11076828837394714/0.03436342999339104/,0.8548682332038879/0.11076828837394714/0.03436342999339104/,0.0,0/,0.0010519027709960938
0.15972435474395752/0.33574622869491577/0.5045293569564819/,0.15972435474395752/0.33574622869491577/0.5045293569564819/,1.0,2/,0.0024878978729248047
0.14603233337402344/0.4801538288593292/0.3738138973712921/,0.14603233337402344/0.4801538288593292/0.3738138973712921/,1.0,1/,0.006592988967895508
0.31132984161376953/0.38885992765426636/0.29981017112731934/,0.31132984161376953/0.38885992765426636/0.29981017112731934/,1.0,1/,0.010213851928710938
0.10934645682573318/0.5011664032936096/0.3894871175289154/,0.10934645682573318/0.5011664032936096/0.3894871175289154/,1.0,1/,0.01764512062072754
0.19171789288520813/0.5880273580551147/0.22025471925735474/,0.19171789288520813/0.5880273580551147/0.22025471925735474/,1.0,1/,0.019960880279541016
0.25566980242729187/0.3587551712989807/0.3855750560760498/,0.25566980242729187/0.3587551712989807/0.3855750560760498/,2.0,2/,0.0007741451263427734
0.698074996471405/0.10721313953399658/0.1947118192911148/,0.698074996471405/0.10721313953399658/0.1947118192911148/,2.0,0/,0.0011439323425292969
0.8124333024024963/0.07170245051383972/0.11586423218250275/,0.8124333024024963/0.07170245051383972/0.11586423218250275/,2.0,0/,0.0010046958923339844
0.06388609111309052/0.436514675617218/0.4995991885662079/,0.06388609111309052/0.436514675617218/0.4995991885662079/,2.0,2/,0.0017528533935546875
0.09041010588407516/0.38179507851600647/0.5277948379516602/,0.09041010588407516/0.38179507851600647/0.5277948379516602/,2.0,2/,0.0015418529510498047
0.04094180837273598/0.6961069703102112/0.2629513144493103/,0.04094180837273598/0.6961069703102112/0.2629513144493103/,0.0,1/,0.0005459785461425781
0.10012524574995041/0.49558860063552856/0.4042861759662628/,0.10012524574995041/0.49558860063552856/0.4042861759662628/,0.0,1/,0.0008409023284912109
0.09766200184822083/0.275637149810791/0.6267008781433105/,0.09766200184822083/0.275637149810791/0.6267008781433105/,0.0,2/,0.0008530616760253906
0.3889923095703125/0.18374864757061005/0.42725905776023865/,0.3889923095703125/0.18374864757061005/0.42725905776023865/,0.0,2/,0.0009098052978515625
0.6473889350891113/0.23110125958919525/0.12150979042053223/,0.6473889350891113/0.23110125958919525/0.12150979042053223/,0.0,0/,0.0010650157928466797
0.1558184176683426/0.6434643268585205/0.2007172405719757/,0.1558184176683426/0.6434643268585205/0.2007172405719757/,1.0,1/,0.0007338523864746094
0.217727929353714/0.17407338321208954/0.6081986427307129/,0.217727929353714/0.17407338321208954/0.6081986427307129/,1.0,2/,0.0010690689086914062
