Cost,Prob,Real_Goal,Results,Time
0.32859766483306885/0.3309670388698578/0.34043529629707336/,0.32859766483306885/0.3309670388698578/0.34043529629707336/,2.0,2/,0.0006477832794189453
0.32866594195365906/0.33093559741973877/0.3403984308242798/,0.32866594195365906/0.33093559741973877/0.3403984308242798/,2.0,2/,0.0007760524749755859
0.32867157459259033/0.33093446493148804/0.34039393067359924/,0.32867157459259033/0.33093446493148804/0.34039393067359924/,2.0,2/,0.0009450912475585938
0.33774420619010925/0.34760522842407227/0.3146505653858185/,0.33774420619010925/0.34760522842407227/0.3146505653858185/,0.0,1/,0.0004658699035644531
0.3317809998989105/0.3388734459877014/0.32934555411338806/,0.3317809998989105/0.3388734459877014/0.32934555411338806/,0.0,1/,0.00168609619140625
0.33169034123420715/0.33578428626060486/0.33252543210983276/,0.33169034123420715/0.33578428626060486/0.33252543210983276/,0.0,1/,0.0013759136199951172
0.33202633261680603/0.33377283811569214/0.3342008590698242/,0.33202633261680603/0.33377283811569214/0.3342008590698242/,0.0,2/,0.0010221004486083984
0.33273282647132874/0.33178842067718506/0.33547866344451904/,0.33273282647132874/0.33178842067718506/0.33547866344451904/,0.0,2/,0.001397848129272461
0.33774417638778687/0.34760522842407227/0.31465059518814087/,0.33774417638778687/0.34760522842407227/0.31465059518814087/,1.0,1/,0.0008199214935302734
0.33318617939949036/0.34312742948532104/0.3236863315105438/,0.33318617939949036/0.34312742948532104/0.3236863315105438/,1.0,1/,0.0007879734039306641
0.33178097009658813/0.33887341618537903/0.3293456435203552/,0.33178097009658813/0.33887341618537903/0.3293456435203552/,1.0,1/,0.0012211799621582031
0.33202648162841797/0.3337728977203369/0.33420059084892273/,0.33202648162841797/0.3337728977203369/0.33420059084892273/,1.0,2/,0.0007700920104980469
0.33241578936576843/0.33253273367881775/0.335051566362381/,0.33241578936576843/0.33253273367881775/0.335051566362381/,1.0,2/,0.0007300376892089844
0.3377441465854645/0.34760522842407227/0.31465062499046326/,0.3377441465854645/0.34760522842407227/0.31465062499046326/,2.0,1/,0.0004901885986328125
0.33178073167800903/0.33887332677841187/0.3293459415435791/,0.33178073167800903/0.33887332677841187/0.3293459415435791/,2.0,1/,0.0005939006805419922
0.33168959617614746/0.335783988237381/0.33252644538879395/,0.33168959617614746/0.335783988237381/0.33252644538879395/,2.0,1/,0.0007669925689697266
0.3320251703262329/0.33377230167388916/0.33420249819755554/,0.3320251703262329/0.33377230167388916/0.33420249819755554/,2.0,2/,0.0006940364837646484
0.3327319920063019/0.3317877948284149/0.3354802131652832/,0.3327319920063019/0.3317877948284149/0.3354802131652832/,2.0,2/,0.0007669925689697266
0.34330886602401733/0.321450412273407/0.3352407217025757/,0.34330886602401733/0.321450412273407/0.3352407217025757/,0.0,0/,0.0006701946258544922
0.3370351195335388/0.3259231448173523/0.3370417356491089/,0.3370351195335388/0.3259231448173523/0.3370417356491089/,0.0,2/,0.0011379718780517578
0.3340093195438385/0.3275021016597748/0.33848854899406433/,0.3340093195438385/0.3275021016597748/0.33848854899406433/,0.0,2/,0.0009400844573974609
0.33229702711105347/0.32797971367836/0.33972325921058655/,0.33229702711105347/0.32797971367836/0.33972325921058655/,0.0,2/,0.0008389949798583984
0.33216917514801025/0.32791948318481445/0.3399113416671753/,0.33216917514801025/0.32791948318481445/0.3399113416671753/,0.0,2/,0.0014989376068115234
0.34330928325653076/0.32145047187805176/0.3352402150630951/,0.34330928325653076/0.32145047187805176/0.3352402150630951/,1.0,0/,0.0005888938903808594
0.3340107798576355/0.3275023400783539/0.33848682045936584/,0.3340107798576355/0.3275023400783539/0.33848682045936584/,1.0,2/,0.0008320808410644531
0.33275172114372253/0.3279372751712799/0.33931103348731995/,0.33275172114372253/0.3279372751712799/0.33931103348731995/,1.0,2/,0.0008270740509033203
0.33229905366897583/0.32798007130622864/0.3397209048271179/,0.33229905366897583/0.32798007130622864/0.3397209048271179/,1.0,2/,0.0010502338409423828
0.332156240940094/0.3278535306453705/0.3399902582168579/,0.332156240940094/0.3278535306453705/0.3399902582168579/,1.0,2/,0.0014772415161132812
0.34330853819847107/0.3214503824710846/0.3352411687374115/,0.34330853819847107/0.3214503824710846/0.3352411687374115/,2.0,0/,0.0006852149963378906
0.3370347023010254/0.32592305541038513/0.3370422422885895/,0.3370347023010254/0.32592305541038513/0.3370422422885895/,2.0,2/,0.0005948543548583984
0.3340085744857788/0.32750198245048523/0.3384894132614136/,0.3340085744857788/0.32750198245048523/0.3384894132614136/,2.0,2/,0.0008437633514404297
0.332295298576355/0.3279794156551361/0.3397253453731537/,0.332295298576355/0.3279794156551361/0.3397253453731537/,2.0,2/,0.0009410381317138672
0.3321671783924103/0.3279191553592682/0.33991366624832153/,0.3321671783924103/0.3279191553592682/0.33991366624832153/,2.0,2/,0.0011451244354248047
0.3230326175689697/0.3452814817428589/0.33168596029281616/,0.3230326175689697/0.3452814817428589/0.33168596029281616/,0.0,1/,0.00045609474182128906
0.3255615234375/0.33958369493484497/0.33485478162765503/,0.3255615234375/0.33958369493484497/0.33485478162765503/,0.0,1/,0.0005929470062255859
0.32738855481147766/0.33613529801368713/0.3364761471748352/,0.32738855481147766/0.33613529801368713/0.3364761471748352/,0.0,2/,0.0005879402160644531
0.32866770029067993/0.3340228497982025/0.33730944991111755/,0.32866770029067993/0.3340228497982025/0.33730944991111755/,0.0,2/,0.0009467601776123047
0.3295382261276245/0.3327164649963379/0.3377452492713928/,0.3295382261276245/0.3327164649963379/0.3377452492713928/,0.0,2/,0.0007340908050537109
0.3230324983596802/0.3452814221382141/0.3316861093044281/,0.3230324983596802/0.3452814221382141/0.3316861093044281/,1.0,1/,0.0005130767822265625
0.32738855481147766/0.33613529801368713/0.3364761769771576/,0.32738855481147766/0.33613529801368713/0.3364761769771576/,1.0,2/,0.0005800724029541016
0.3286678194999695/0.3340229094028473/0.3373092710971832/,0.3286678194999695/0.3340229094028473/0.3373092710971832/,1.0,2/,0.00061798095703125
0.3301178812980652/0.3319029211997986/0.3379792273044586/,0.3301178812980652/0.3319029211997986/0.3379792273044586/,1.0,2/,0.0006947517395019531
0.33074191212654114/0.33107325434684753/0.33818483352661133/,0.33074191212654114/0.33107325434684753/0.33818483352661133/,1.0,2/,0.0007779598236083984
0.3230324387550354/0.3452813923358917/0.3316861391067505/,0.3230324387550354/0.3452813923358917/0.3316861391067505/,2.0,1/,0.00047898292541503906
0.3273879885673523/0.33613502979278564/0.3364769220352173/,0.3273879885673523/0.33613502979278564/0.3364769220352173/,2.0,2/,0.0006420612335205078
0.32866695523262024/0.33402252197265625/0.33731046319007874/,0.32866695523262024/0.33402252197265625/0.33731046319007874/,2.0,2/,0.0006709098815917969
0.3301166296005249/0.3319023847579956/0.3379810154438019/,0.3301166296005249/0.3319023847579956/0.3379810154438019/,2.0,2/,0.0010609626770019531
0.33074045181274414/0.3310726284980774/0.33818700909614563/,0.33074045181274414/0.3310726284980774/0.33818700909614563/,2.0,2/,0.0008111000061035156
0.34202679991722107/0.3124457895755768/0.34552744030952454/,0.34202679991722107/0.3124457895755768/0.34552744030952454/,0.0,2/,0.0007691383361816406
0.3360704779624939/0.3204686641693115/0.34346088767051697/,0.3360704779624939/0.3204686641693115/0.34346088767051697/,0.0,2/,0.001013040542602539
0.3329753279685974/0.3247716426849365/0.34225305914878845/,0.3329753279685974/0.3247716426849365/0.34225305914878845/,0.0,2/,0.0009419918060302734
0.33122435212135315/0.32755181193351746/0.3412238657474518/,0.33122435212135315/0.32755181193351746/0.3412238657474518/,0.0,2/,0.0011980533599853516
0.3311425745487213/0.3277963697910309/0.3410610556602478/,0.3311425745487213/0.3277963697910309/0.3410610556602478/,0.0,2/,0.0013082027435302734
0.34202685952186584/0.3124457895755768/0.34552741050720215/,0.34202685952186584/0.3124457895755768/0.34552741050720215/,1.0,2/,0.0007538795471191406
0.33607056736946106/0.3204686641693115/0.34346073865890503/,0.33607056736946106/0.3204686641693115/0.34346073865890503/,1.0,2/,0.0005950927734375
0.3329753577709198/0.3247716426849365/0.3422529995441437/,0.3329753577709198/0.3247716426849365/0.3422529995441437/,1.0,2/,0.000942230224609375
0.3312239944934845/0.32755163311958313/0.34122443199157715/,0.3312239944934845/0.32755163311958313/0.34122443199157715/,1.0,2/,0.0013539791107177734
0.33114248514175415/0.32779639959335327/0.34106117486953735/,0.33114248514175415/0.32779639959335327/0.34106117486953735/,1.0,2/,0.0009350776672363281
0.3420267701148987/0.3124457597732544/0.3455274999141693/,0.3420267701148987/0.3124457597732544/0.3455274999141693/,2.0,2/,0.0005550384521484375
0.33607032895088196/0.32046857476234436/0.3434610962867737/,0.33607032895088196/0.32046857476234436/0.3434610962867737/,2.0,2/,0.0012278556823730469
0.33297494053840637/0.3247714340686798/0.3422536551952362/,0.33297494053840637/0.3247714340686798/0.3422536551952362/,2.0,2/,0.0008349418640136719
0.3312230110168457/0.3275511860847473/0.3412257432937622/,0.3312230110168457/0.3275511860847473/0.3412257432937622/,2.0,2/,0.0011720657348632812
0.33114147186279297/0.32779601216316223/0.3410625159740448/,0.33114147186279297/0.32779601216316223/0.3410625159740448/,2.0,2/,0.0015819072723388672
0.33259958028793335/0.3268721103668213/0.34052833914756775/,0.33259958028793335/0.3268721103668213/0.34052833914756775/,0.0,2/,0.00046372413635253906
0.33053526282310486/0.3282950818538666/0.34116965532302856/,0.33053526282310486/0.3282950818538666/0.34116965532302856/,0.0,2/,0.0006227493286132812
0.3298415541648865/0.3289225101470947/0.3412359356880188/,0.3298415541648865/0.3289225101470947/0.3412359356880188/,0.0,2/,0.0006220340728759766
0.33008331060409546/0.3289220929145813/0.340994656085968/,0.33008331060409546/0.3289220929145813/0.340994656085968/,0.0,2/,0.0006690025329589844
0.33036166429519653/0.32875075936317444/0.34088754653930664/,0.33036166429519653/0.32875075936317444/0.34088754653930664/,0.0,2/,0.0007271766662597656
0.3325994610786438/0.3268721103668213/0.3405284583568573/,0.3325994610786438/0.3268721103668213/0.3405284583568573/,1.0,2/,0.0005350112915039062
0.32984110713005066/0.3289225101470947/0.3412363529205322/,0.32984110713005066/0.3289225101470947/0.3412363529205322/,1.0,2/,0.0005857944488525391
0.3298381567001343/0.3290350139141083/0.34112679958343506/,0.3298381567001343/0.3290350139141083/0.34112679958343506/,1.0,2/,0.0006101131439208984
0.33008381724357605/0.3289220929145813/0.3409941792488098/,0.33008381724357605/0.3289220929145813/0.3409941792488098/,1.0,2/,0.0006330013275146484
0.3305946886539459/0.32859379053115845/0.34081146121025085/,0.3305946886539459/0.32859379053115845/0.34081146121025085/,1.0,2/,0.0010759830474853516
0.3325994610786438/0.3268721103668213/0.3405283987522125/,0.3325994610786438/0.3268721103668213/0.3405283987522125/,2.0,2/,0.0005230903625488281
0.32984092831611633/0.3289225399494171/0.34123659133911133/,0.32984092831611633/0.3289225399494171/0.34123659133911133/,2.0,2/,0.0006201267242431641
0.3298370838165283/0.3290350139141083/0.3411279022693634/,0.3298370838165283/0.3290350139141083/0.3411279022693634/,2.0,2/,0.0015459060668945312
0.3300817906856537/0.3289220631122589/0.3409961760044098/,0.3300817906856537/0.3289220631122589/0.3409961760044098/,2.0,2/,0.0011749267578125
0.33059173822402954/0.32859379053115845/0.340814471244812/,0.33059173822402954/0.32859379053115845/0.340814471244812/,2.0,2/,0.0022208690643310547
0.3481637239456177/0.3135741353034973/0.3382621109485626/,0.3481637239456177/0.3135741353034973/0.3382621109485626/,0.0,0/,0.0007410049438476562
0.33688777685165405/0.3238811492919922/0.339231014251709/,0.33688777685165405/0.3238811492919922/0.339231014251709/,0.0,2/,0.001071929931640625
0.33500033617019653/0.3256487250328064/0.33935096859931946/,0.33500033617019653/0.3256487250328064/0.33935096859931946/,0.0,2/,0.0007469654083251953
0.33375439047813416/0.3267887532711029/0.33945685625076294/,0.33375439047813416/0.3267887532711029/0.33945685625076294/,0.0,2/,0.000743865966796875
0.3335407078266144/0.3269489109516144/0.339510440826416/,0.3335407078266144/0.3269489109516144/0.339510440826416/,0.0,2/,0.0008823871612548828
0.34816378355026245/0.3135741651058197/0.33826199173927307/,0.34816378355026245/0.3135741651058197/0.33826199173927307/,1.0,0/,0.0007719993591308594
0.3368879556655884/0.32388126850128174/0.33923080563545227/,0.3368879556655884/0.32388126850128174/0.33923080563545227/,1.0,2/,0.0014472007751464844
0.33500048518180847/0.32564881443977356/0.3393506705760956/,0.33500048518180847/0.32564881443977356/0.3393506705760956/,1.0,2/,0.0006268024444580078
0.33413228392601013/0.326453298330307/0.33941441774368286/,0.33413228392601013/0.326453298330307/0.33941441774368286/,1.0,2/,0.0011639595031738281
0.333600252866745/0.32691290974617004/0.33948686718940735/,0.333600252866745/0.32691290974617004/0.33948686718940735/,1.0,2/,0.0007779598236083984
0.3481636643409729/0.3135741651058197/0.3382621705532074/,0.3481636643409729/0.3135741651058197/0.3382621705532074/,2.0,0/,0.0005278587341308594
0.3368876278400421/0.3238811194896698/0.3392312228679657/,0.3368876278400421/0.3238811194896698/0.3392312228679657/,2.0,2/,0.0019807815551757812
0.33413153886795044/0.3264530599117279/0.33941543102264404/,0.33413153886795044/0.3264530599117279/0.33941543102264404/,2.0,2/,0.0006990432739257812
0.3335992693901062/0.3269125521183014/0.33948814868927/,0.3335992693901062/0.3269125521183014/0.33948814868927/,2.0,2/,0.0009870529174804688
0.3335191309452057/0.32695263624191284/0.33952826261520386/,0.3335191309452057/0.32695263624191284/0.33952826261520386/,2.0,2/,0.0011029243469238281
0.3174499273300171/0.3169456422328949/0.365604430437088/,0.3174499273300171/0.3169456422328949/0.365604430437088/,0.0,2/,0.0005068778991699219
0.3202258050441742/0.3223552107810974/0.3574189841747284/,0.3202258050441742/0.3223552107810974/0.3574189841747284/,0.0,2/,0.0005457401275634766
0.3224828839302063/0.32569077610969543/0.35182633996009827/,0.3224828839302063/0.32569077610969543/0.35182633996009827/,0.0,2/,0.00060272216796875
0.32453593611717224/0.3272366523742676/0.3482273817062378/,0.32453593611717224/0.3272366523742676/0.3482273817062378/,0.0,2/,0.0006320476531982422
0.32630497217178345/0.32767927646636963/0.3460157513618469/,0.32630497217178345/0.32767927646636963/0.3460157513618469/,0.0,2/,0.0006630420684814453
0.3174499571323395/0.3169456124305725/0.3656044006347656/,0.3174499571323395/0.3169456124305725/0.3656044006347656/,1.0,2/,0.0005161762237548828
0.32248273491859436/0.3256906569004059/0.35182660818099976/,0.32248273491859436/0.3256906569004059/0.35182660818099976/,1.0,2/,0.0010361671447753906
0.32630443572998047/0.3276790976524353/0.34601646661758423/,0.32630443572998047/0.3276790976524353/0.34601646661758423/,1.0,2/,0.0006349086761474609
0.32874366641044617/0.32725849747657776/0.3439978361129761/,0.32874366641044617/0.32725849747657776/0.3439978361129761/,1.0,2/,0.0006930828094482422
0.32993656396865845/0.3266119658946991/0.34345144033432007/,0.32993656396865845/0.3266119658946991/0.34345144033432007/,1.0,2/,0.0008471012115478516
0.3174499273300171/0.3169456124305725/0.3656044602394104/,0.3174499273300171/0.3169456124305725/0.3656044602394104/,2.0,2/,0.0006039142608642578
0.32248273491859436/0.32569068670272827/0.35182660818099976/,0.32248273491859436/0.32569068670272827/0.35182660818099976/,2.0,2/,0.0006229877471923828
0.3245358169078827/0.3272366523742676/0.3482275605201721/,0.3245358169078827/0.3272366523742676/0.3482275605201721/,2.0,2/,0.0006279945373535156
0.32770922780036926/0.32757315039634705/0.34471768140792847/,0.32770922780036926/0.32757315039634705/0.34471768140792847/,2.0,2/,0.0007932186126708984
0.32946377992630005/0.3269132971763611/0.34362298250198364/,0.32946377992630005/0.3269132971763611/0.34362298250198364/,2.0,2/,0.0008759498596191406
0.3253459930419922/0.3481949269771576/0.32645902037620544/,0.3253459930419922/0.3481949269771576/0.32645902037620544/,0.0,1/,0.001462697982788086
0.32956770062446594/0.3329552412033081/0.33747705817222595/,0.32956770062446594/0.3329552412033081/0.33747705817222595/,0.0,2/,0.001461029052734375
0.3306814730167389/0.3301261365413666/0.33919236063957214/,0.3306814730167389/0.3301261365413666/0.33919236063957214/,0.0,2/,0.0014078617095947266
0.3310015797615051/0.329279363155365/0.3397189974784851/,0.3310015797615051/0.329279363155365/0.3397189974784851/,0.0,2/,0.0016338825225830078
0.3311147689819336/0.32896101474761963/0.3399242162704468/,0.3311147689819336/0.32896101474761963/0.3399242162704468/,0.0,2/,0.0019712448120117188
0.32415980100631714/0.3565044105052948/0.3193357586860657/,0.32415980100631714/0.3565044105052948/0.3193357586860657/,1.0,1/,0.0009129047393798828
0.3266220986843109/0.34213995933532715/0.3312379717826843/,0.3266220986843109/0.34213995933532715/0.3312379717826843/,1.0,1/,0.0007648468017578125
0.32882410287857056/0.33494386076927185/0.33623206615448/,0.32882410287857056/0.33494386076927185/0.33623206615448/,1.0,2/,0.0015716552734375
0.33009254932403564/0.33161917328834534/0.338288277387619/,0.33009254932403564/0.33161917328834534/0.338288277387619/,1.0,2/,0.0006930828094482422
0.3306828737258911/0.33012694120407104/0.3391902446746826/,0.3306828737258911/0.33012694120407104/0.3391902446746826/,1.0,2/,0.0010199546813964844
0.32415974140167236/0.3565043807029724/0.3193359076976776/,0.32415974140167236/0.3565043807029724/0.3193359076976776/,2.0,1/,0.0005602836608886719
0.3253459334373474/0.3481948673725128/0.326459139585495/,0.3253459334373474/0.3481948673725128/0.326459139585495/,2.0,1/,0.0005769729614257812
0.3266223967075348/0.3421400785446167/0.3312375545501709/,0.3266223967075348/0.3421400785446167/0.3312375545501709/,2.0,1/,0.0005879402160644531
0.3288246989250183/0.3349441885948181/0.33623114228248596/,0.3288246989250183/0.3349441885948181/0.33623114228248596/,2.0,2/,0.0007297992706298828
0.32956942915916443/0.3329561650753021/0.33747443556785583/,0.32956942915916443/0.3329561650753021/0.33747443556785583/,2.0,2/,0.0007278919219970703
0.34112051129341125/0.3320372402667999/0.3268422484397888/,0.34112051129341125/0.3320372402667999/0.3268422484397888/,0.0,0/,0.0005459785461425781
0.33340024948120117/0.33064115047454834/0.3359586298465729/,0.33340024948120117/0.33064115047454834/0.3359586298465729/,0.0,2/,0.0006299018859863281
0.33209794759750366/0.32993921637535095/0.3379628658294678/,0.33209794759750366/0.32993921637535095/0.3379628658294678/,0.0,2/,0.0006558895111083984
0.33197081089019775/0.3296476900577545/0.3383815288543701/,0.33197081089019775/0.3296476900577545/0.3383815288543701/,0.0,2/,0.000762939453125
0.331984281539917/0.3295455574989319/0.3384702205657959/,0.331984281539917/0.3295455574989319/0.3384702205657959/,0.0,2/,0.0011129379272460938
0.3411204218864441/0.33203721046447754/0.326842337846756/,0.3411204218864441/0.33203721046447754/0.326842337846756/,1.0,0/,0.00055694580078125
0.3334004878997803/0.3306412100791931/0.3359583914279938/,0.3334004878997803/0.3306412100791931/0.3359583914279938/,1.0,2/,0.0008592605590820312
0.3324451148509979/0.33022215962409973/0.33733275532722473/,0.3324451148509979/0.33022215962409973/0.33733275532722473/,1.0,2/,0.0012350082397460938
0.33209824562072754/0.32993924617767334/0.33796244859695435/,0.33209824562072754/0.32993924617767334/0.33796244859695435/,1.0,2/,0.0006709098815917969
0.3319713771343231/0.3296477794647217/0.3383808135986328/,0.3319713771343231/0.3296477794647217/0.3383808135986328/,1.0,2/,0.0008308887481689453
0.3411201536655426/0.33203718066215515/0.32684260606765747/,0.3411201536655426/0.33203718066215515/0.32684260606765747/,2.0,0/,0.0004949569702148438
0.3357672691345215/0.3312281668186188/0.33300456404685974/,0.3357672691345215/0.3312281668186188/0.33300456404685974/,2.0,0/,0.0006020069122314453
