Real_Goal,Time,Cost,Prob,Results
0,209008498,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
0,177859783,74/62/77/,0.3161233142703176/0.38245406822106837/0.301422617508614/,1/
0,175213214,171/120/176/,0.28704724051391645/0.43752524483542565/0.27542751465065796/,1/
0,174282780,60/596/938/,0.9998467395130137/1.52699515576124E-4/5.60971410059351E-7/,0/
0,216815234,72/5701/8872/,1.0/3.248859854206453E-34/4.432947546580953E-53/,0/
1,238156304,137451/7955/2520/,5.102150746896006E-24/0.10378205785563924/0.8962179421443607/,2/
1,377685477,9236/161170/9261/,0.5006766081813037/3.598337300350416E-8/0.4993233558353233/,0/2/
1,532798300,660737/2147483647/58478/,3.367495089427895E-5/0.0/0.9999663250491057/,2/
1,700974082,9700664/81000348/10053120/,0.5089158093550245/3.270322799762726E-4/0.4907571583649993/,0/2/
1,885430041,46968986/103091/1676693/,3.703253278829263E-198/0.9999997650881833/2.34911816600774E-7/,1/
2,169842714,50/51/56/,0.3484814859990372/0.34171506988574785/0.3098034441152147/,0/1/
2,194412788,57/51/59/,0.32419390465195014/0.3638444435142135/0.3119616518338365/,1/
2,179511061,83/58/63/,0.2543774015628713/0.3885989406007754/0.35702365783635337/,1/2/
2,301933613,391/68/63/,0.003079673016720183/0.4789989608280136/0.5179213661552663/,1/2/
2,319371063,3855/68/63/,9.630643873335422E-27/0.4804786780479071/0.519521321952093/,1/2/
0,176803345,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
0,194822362,56/74/61/,0.3780388290699526/0.2756708107152828/0.34629036021476456/,0/2/
0,215459954,56/61/168/,0.4863372900308893/0.4454936964147289/0.06816901355438179/,0/1/
0,218288859,56/89/1433/,0.6408251598597887/0.35917484011955275/2.065851861950896E-11/,0/
0,240292084,56/953/242/,0.9631429195440786/1.410155635718533E-7/0.03685693944035777/,0/
1,178298544,70/50/53/,0.2580124274623046/0.3819022229446799/0.36008534959301564/,1/2/
1,175268496,117/67/64/,0.18456483246206382/0.39831038630864757/0.41712478122928853/,1/2/
1,180174419,870/67/64/,2.106803658438619E-6/0.4884625571760592/0.5115353360202824/,1/2/
1,213304444,12765/96/159/,1.2446703473456934E-57/0.6568942946584395/0.3431057053415604/,1/
1,241863142,434550/96/2350/,0.0/0.9999999999190439/8.09561551589431E-11/,1/
2,192817507,53/50/50/,0.32039204470084753/0.3398039776495762/0.3398039776495762/,0/1/2/
2,174087141,80/52/50/,0.2206354952552249/0.3820424029607029/0.39732210178407207/,1/2/
2,175658578,201/79/74/,0.08677191706073839/0.441399208126731/0.47182887481253055/,1/2/
2,191493486,1177/330/63/,2.7159047329258634E-8/0.015189048395463855/0.9848109244454888/,2/
2,188013291,6710/1844/63/,7.842355829844637E-46/8.211053291165075E-13/0.9999999999991789/,2/
0,172004363,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
0,198143532,88/51/56/,0.20460395619408522/0.4168034013798275/0.37859264242608714/,1/2/
0,198804935,67/90/151/,0.4990575965295166/0.35584178890388696/0.14510061456659648/,0/
0,215368189,67/437/767/,0.9956507857738466/0.004315529846728938/3.368437942433268E-5/,0/
0,224941337,67/7315/713/,0.9999251537724894/5.120178120333199E-47/7.484622751061128E-5/,0/
1,190349365,51/51/53/,0.3375790977878761/0.3375790977878761/0.3248418044242478/,0/1/2/
1,185173260,77/61/68/,0.289800609239936/0.37512437899236223/0.33507501176770166/,1/
1,203137582,323/61/62/,0.007311839930907864/0.5003467681004093/0.4923413919686829/,1/2/
1,224545637,3202/208/102/,6.256321920007881E-14/0.26325354095239684/0.7367464590475405/,2/
1,235084567,47342/126/272/,2.6223798046827514E-162/0.7594389985454749/0.24056100145452503/,1/
2,147667009,56/53/53/,0.32110403381001285/0.33944798309499363/0.33944798309499363/,0/1/2/
2,167310279,100/54/55/,0.1793936110487507/0.41403312076408794/0.40657326818716133/,1/2/
2,233247050,289/54/86/,0.008865387434512493/0.6357986436229037/0.35533596894258374/,1/
2,227148494,972/54/66/,3.126070242767668E-8/0.5543300836501491/0.44566988508914834/,1/
2,351073947,5758/164/66/,1.0326204632727847E-37/0.1880567656373683/0.8119432343626316/,2/
0,166501539,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
0,180584256,50/65/100/,0.4716196366127737/0.3514456790878004/0.17693468429942596/,0/
0,179520188,59/62/289/,0.5068765932006991/0.48215593004318363/0.010967476756117223/,0/1/
0,213896040,50/171/1779/,0.9147099343724681/0.08529006562753023/1.7292146311782952E-15/,0/
0,228389156,68/835/116/,0.6672164779204246/9.923719472626565E-6/0.33277359836010284/,0/
1,191347009,70/50/70/,0.2873422951834218/0.4253154096331565/0.2873422951834218/,1/
1,218533129,528/79/71/,9.235549616139411E-4/0.4718146154083955/0.5272618296299906/,2/
1,225638948,95/169/589/,0.680989694026545/0.3150444812310251/0.003965824742429973/,0/
1,262665859,95/145/255/,0.5608836626198684/0.3331790974810643/0.1059372398990673/,0/
1,249379756,136/186/2009/,0.5902410227452447/0.40975829560997107/6.816447841877555E-7/,0/
2,157383653,56/56/53/,0.32710442071449247/0.32710442071449247/0.34579115857101506/,0/1/2/
2,162553898,100/53/80/,0.20677964406265467/0.493747412252457/0.29947294368488836/,1/
2,174448575,528/120/70/,0.0010557049969936161/0.3305267720126754/0.668417522990331/,2/
2,190117276,3221/596/70/,5.3164949611902596E-20/6.057418640098661E-4/0.9993942581359903/,2/
2,198844253,17760/3279/70/,6.214253212704843E-109/2.3502430804343158E-20/1.0/,2/
0,174765893,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
0,208458625,70/57/90/,0.33788508880710344/0.42277655248931484/0.2393383587035817/,1/
0,228469125,61/57/425/,0.4823274190932853/0.5167652416832866/9.073392234280997E-4/,0/1/
0,200808324,61/78/4374/,0.5681221238941159/0.4318778761058842/3.49105114053786E-31/,0/
0,216419941,90/111/38876/,0.5574376329113074/0.4425623670886926/4.378220774484284E-186/,0/
