Obs,Real_Goal,STime,Cost,Prob,Results
26,1,149071766/63411933/14872916/,65831/75/1224/,0.0/0.9999997282603299/2.7173967004777175E-7/,1/
2,2,112291699/37452028/8424981/,50/56/56/,0.35996867153415113/0.3200156642329245/0.3200156642329245/,0/
5,2,119153731/35589600/10496083/,70/50/53/,0.2580124274623046/0.3819022229446799/0.36008534959301564/,1/2/
8,2,121906479/37897331/12322454/,277/120/59/,0.019037193983143005/0.260619453380736/0.7203433526361209/,2/
12,2,143397011/35527539/11042987/,83/71/59/,0.2693074991777379/0.3289329222889067/0.4017595785333554/,2/
16,2,130004647/39750347/9495228/,510/449/59/,5.42831306612851E-4/0.001500367368011103/0.997956801325376/,2/
2,0,102189106/34628519/8178245/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
5,0,110542674/38675083/9193808/,70/57/55/,0.28023290674802437/0.353457737722835/0.3663093555291407/,1/2/
8,0,115303983/36530117/9148722/,277/57/55/,0.00956782783415/0.48637388152878563/0.5040582906370644/,1/2/
11,0,128078681/42011316/9840569/,1587/57/108/,2.4707763925652696E-12/0.7066792872142013/0.2933207127833279/,1/
15,0,125958533/40112480/9107093/,180/84/961/,0.24426357400197002/0.7557114536821007/2.4972315929226093E-5/,1/
2,1,110970800/25283225/8910492/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
5,1,132698462/30513280/10394112/,70/57/54/,0.27744809272701987/0.3514254152439174/0.37112649202906284/,1/2/
7,1,122652511/32746943/9639406/,161/50/66/,0.06151372802783827/0.5422520651065348/0.396234206865627/,1/
10,1,116567429/25859931/11900941/,887/50/62/,4.164146634045881E-8/0.5585536114487358/0.4414463469097977/,1/
14,1,119105988/18118715/16332242/,8613/50/222/,1.1653530811169927E-73/0.9668355217753561/0.03316447822464385/,1/
2,2,126655906/32686600/9658159/,56/50/50/,0.3077212739289003/0.3461393630355498/0.3461393630355498/,1/2/
5,2,147384186/41555816/9633564/,74/54/54/,0.25792460323699573/0.3710376983815022/0.3710376983815022/,1/2/
8,2,124728795/30718890/9871442/,293/54/54/,0.006441050637362203/0.49677947468131894/0.49677947468131894/,1/2/
12,2,132088354/47211094/5960919/,2894/65/54/,2.064637431678683E-23/0.45016600268752216/0.549833997312478/,2/
16,2,120621154/44057662/6784256/,25739/419/54/,1.5272411666628368E-203/0.0013100701868677502/0.9986899298131323/,2/
2,0,180750326/26235352/10012490/,50/50/53/,0.3398039776495762/0.3398039776495762/0.32039204470084753/,0/1/2/
4,0,120914517/26189172/9756933/,50/53/53/,0.3465308105078227/0.3267345947460887/0.3267345947460887/,0/1/2/
6,0,119645119/31615022/9985571/,50/53/81/,0.4020266628923562/0.3790601435547999/0.21891319355284386/,0/1/
8,0,123742670/27832150/11281123/,50/53/196/,0.5000037721940325/0.47144012862788404/0.02855609917808345/,0/1/
11,0,113698594/22540036/11723774/,50/71/1058/,0.6015109456897936/0.3984890527415031/1.5687033841655785E-9/,0/
2,1,113039530/31121409/10971674/,53/51/50/,0.3225200078952674/0.3354191220955758/0.34206087000915686/,0/1/2/
6,1,114371449/37375149/10113603/,107/146/141/,0.4120609254601255/0.28716590203938747/0.3007731725004869/,0/
10,1,126201378/37872365/13644001/,82/1408/1382/,0.9999997270327725/1.152797691900789E-7/1.5768745823934586E-7/,0/
14,1,118193857/32261790/9622781/,465/360/13284/,0.42779364979379897/0.5722063502062008/1.6202036816186446E-16/,1/
20,1,135631938/37005965/10241095/,139/141/305973/,0.503571367834087/0.4964286321659131/0.0/,0/1/
2,2,157073259/23661610/10173139/,53/50/50/,0.32039204470084753/0.3398039776495762/0.3398039776495762/,0/1/2/
4,2,130579789/45992630/15735845/,80/65/53/,0.2519580885604092/0.3326332515050976/0.4154086599344933/,2/
6,2,121623887/42271931/10210993/,201/141/53/,0.051187045593511775/0.15549251499664687/0.7933204394098414/,2/
8,2,117150970/44847307/9261513/,648/81/53/,1.0276462011120806E-5/0.3731948836466516/0.6267948398913372/,2/
11,2,118950375/38787126/7980721/,3798/126/53/,6.038516811621911E-31/0.20556778158914557/0.7944322184108544/,2/
2,0,113282748/23988927/10714438/,53/50/51/,0.3225200078952674/0.34206087000915686/0.3354191220955758/,0/1/2/
4,0,120917228/38822309/10525853/,80/53/54/,0.23434616636596922/0.38637150919460445/0.3792823244394264/,1/2/
6,0,123665891/36994239/11595873/,54/63/83/,0.40995986699470016/0.34807671674381824/0.2419634162614816/,0/
8,0,115987636/40917796/11683011/,54/66/201/,0.5338906116992819/0.4292369737529219/0.036872414547796294/,0/
11,0,146538836/42191332/14242038/,54/90/1075/,0.6580340344421514/0.34196595985405875/5.703789898625567E-9/,0/
2,1,112710697/30437372/8790263/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
4,1,121002497/28667981/9625374/,51/50/52/,0.33329061882644523/0.3398902195241536/0.32681916164940117/,0/1/2/
7,1,116197911/27156508/9730357/,56/50/52/,0.3118727301465317/0.3508091162589585/0.33731815359450984/,1/2/
10,1,125023430/41103312/11690671/,74/50/97/,0.30883843320680043/0.4944304556929226/0.196731111100277/,1/
13,1,112439297/31342394/12709718/,313/50/153/,0.005059206759328831/0.8783739807911339/0.11656681244953725/,1/
2,2,119898722/34307700/9363210/,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
4,2,142299007/33454489/9309102/,65/50/52/,0.2753094085971268/0.3694491950382375/0.35524139636463564/,1/2/
7,2,118432221/29453031/11129564/,95/50/57/,0.18105357448136972/0.4375302823731464/0.38141614314548383/,1/
10,2,140230866/24765098/9511629/,64/50/57/,0.2887664656284027/0.3799835977424102/0.33124993662918706/,1/
13,2,124014932/25442306/10396501/,218/171/57/,0.051810404163906566/0.11650518859015296/0.8316844072459404/,2/
2,0,161390982/36679428/13793542/,53/50/50/,0.32039204470084753/0.3398039776495762/0.3398039776495762/,0/1/2/
4,0,124501185/35586952/9665550/,55/65/53/,0.3485921598131156/0.28966279111324184/0.36174504907364263/,0/2/
7,0,139478516/33998358/11103427/,68/68/120/,0.40475044646840985/0.40475044646840985/0.19049910706318032/,0/1/
10,0,130041159/37237261/11615292/,55/92/596/,0.6593931097453268/0.3405648612118721/4.2029042800964365E-5/,0/
13,0,139256127/43112711/12205633/,76/374/3279/,0.9795704118374454/0.020429588162554555/8.4239009003217695E-19/,0/
2,1,115607650/28223852/9739925/,56/50/53/,0.3139288571912815/0.3531219446718367/0.3329491981368819/,1/2/
4,1,112545742/35879268/9783665/,59/56/52/,0.31255558898923896/0.3307577094464225/0.35668670156433857/,1/2/
7,1,113943791/43582783/7512711/,171/161/52/,0.08583144848548424/0.1036546517301606/0.8105138997843553/,2/
10,1,123046320/44130274/7512156/,921/69/68/,2.153861989626499E-6/0.4963758058834338/0.5036220402545766/,1/2/
13,1,118686626/43787814/12562773/,5066/69/293/,9.554911896049307E-32/0.9608342772032357/0.03916572279676435/,1/
1,2,98588596/26851991/9257472/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,99618865/33837267/12520137/,70/70/50/,0.28734229518342175/0.28734229518342175/0.42531540963315645/,2/
5,2,103450719/38625043/10053559/,163/163/50/,0.08954396458784748/0.08954396458784748/0.8209120708243051/,2/
7,2,101629599/52629404/8253544/,528/71/50/,5.114168154474112E-5/0.39846867396634783/0.6014801843521074/,2/
10,2,155162723/95407365/8772709/,3221/124/50/,8.047610805463246E-28/0.18985072856508717/0.8101492714349129/,2/
1,0,110508482/31343998/8252039/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,0,118664195/44096724/8840649/,50/56/54/,0.3554196716670171/0.3159715589282264/0.32860876940475653/,0/2/
5,0,123664483/30668986/8538961/,57/58/59/,0.3390966885556208/0.3333003063255098/0.3276030051188693/,0/1/2/
7,0,136237244/40681410/11275277/,71/64/99/,0.3618319524623416/0.40297405975341777/0.23519398778424067/,1/
10,0,124939702/32330974/9519259/,57/64/422/,0.529616697726109/0.46940403426411825/9.79268009772823E-4/,0/
2,1,111670872/26381537/9558728/,56/50/53/,0.3139288571912815/0.3531219446718367/0.3329491981368819/,1/2/
5,1,117985947/26675498/9386208/,65/50/55/,0.28101222119723784/0.3771020374721408/0.3418857413306214/,1/2/
8,1,124698151/33263226/11679094/,206/55/60/,0.034028725674053496/0.5045331832232921/0.4614380911026544/,1/2/
11,1,115317998/38364614/10860451/,155/108/69/,0.15690269958366693/0.30706346013993546/0.5360338402763977/,2/
15,1,121848031/39169612/14081009/,1200/88/158/,2.5749386233694742E-6/0.6870811735115901/0.3129162515497865/,1/
2,2,111064674/29330705/9113941/,53/50/50/,0.32039204470084753/0.3398039776495762/0.3398039776495762/,0/1/2/
5,2,115105961/28658131/12223108/,120/57/57/,0.14438291080670593/0.427808544596647/0.427808544596647/,1/2/
7,2,125503805/32622654/9150282/,81/110/55/,0.3138068753625338/0.18696484550242057/0.49922827913504564/,2/
10,2,121256194/37522874/10428751/,293/562/55/,0.014062005307708837/1.1531417405021418E-4/0.985822680518241/,2/
14,2,125192939/41622110/9037050/,2561/5528/55/,3.675546613166349E-20/3.593102881529667E-43/1.0/,2/
2,0,107904331/30461390/8900584/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
4,0,133741659/29511899/11206005/,52/50/65/,0.35524139636463564/0.3694491950382375/0.2753094085971268/,0/1/
6,0,145045634/42709843/11505920/,52/55/59/,0.35445365834366727/0.33494751229960684/0.3105988293567259/,0/1/
8,0,137969767/49573497/12898399/,52/95/84/,0.5022562715173525/0.22313784862368405/0.27460587985896323/,0/
11,0,115765948/48406024/13871600/,52/79/318/,0.6221042656312357/0.3737823761332946/0.00411335823546981/,0/
2,1,114267896/25082963/9539331/,50/53/50/,0.3398039776495762/0.32039204470084753/0.3398039776495762/,0/1/2/
5,1,127244695/28673739/8951305/,90/60/50/,0.20033212752286592/0.36075964055640725/0.4389082319207267/,2/
8,1,124268658/43371019/12409513/,84/191/57/,0.36351865940286937/0.057455057992074135/0.5790262826050565/,2/
11,1,124302606/53806285/15852926/,318/82/174/,0.041942457049491816/0.7203031050106612/0.2377544379398469/,1/
15,1,148234622/59043585/22288565/,2792/82/129/,4.214798000306513E-15/0.6379009114063855/0.36209908859361034/,1/
2,2,128006845/28077164/10143942/,53/50/50/,0.32039204470084753/0.3398039776495762/0.3398039776495762/,0/1/2/
4,2,121194654/38062335/10416621/,80/50/50/,0.21731498769346463/0.3913425061532677/0.3913425061532677/,1/2/
6,2,141005106/33265257/10888712/,59/74/50/,0.34034580062009756/0.2536218845395964/0.4060323148403061/,2/
9,2,198720514/45967667/13687545/,161/88/50/,0.07143072642223545/0.298897488817977/0.6296717847597876/,2/
12,2,119065685/39628150/9224682/,801/429/50/,4.022939499004078E-7/5.920229542145197E-4/0.9994075747518356/,2/
2,0,139326533/46945406/8423526/,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
4,0,167851721/47432978/22286087/,50/50/60/,0.35436517010321616/0.35436517010321616/0.29126965979356767/,0/1/
6,0,129308736/37388985/9259676/,50/74/110/,0.5173306020981595/0.32314265992780206/0.15952673797403855/,0/
8,0,136739917/39015174/8482588/,50/181/300/,0.9224473916989417/0.07069698276067915/0.006855625540378979/,0/
11,0,112231887/47843316/8766781/,50/111/1664/,0.7678264237369339/0.23217357626305224/1.383948846995805E-14/,0/
2,1,113844358/30523654/9323464/,50/51/50/,0.33550481664848303/0.32899036670303383/0.33550481664848303/,0/1/2/
4,1,132105029/33274443/9375055/,59/53/50/,0.3014003323627293/0.3390292706471863/0.3595703969900844/,1/2/
6,1,121762991/29043679/8970116/,107/53/50/,0.1440791706289475/0.4153769718998379/0.4405438574712145/,1/2/
9,1,133092222/25806250/7878545/,74/53/63/,0.27017713399301435/0.39860329915674614/0.33121956685023957/,1/
12,1,120889682/32567344/8316534/,137/63/80/,0.15117968126967046/0.4804480334524291/0.36837228527790045/,1/
2,2,116418782/33963673/8770710/,50/51/50/,0.33550481664848303/0.32899036670303383/0.33550481664848303/,0/1/2/
4,2,115101721/37756734/10142477/,56/57/50/,0.32201657840351017/0.3157640276873386/0.3622193939091513/,2/
6,2,114846116/37415145/10768297/,65/104/54/,0.3685285319067165/0.18134970276170187/0.45012176533158166/,2/
8,2,124496139/38835771/13225846/,134/55/92/,0.138583194605308/0.5680361801130176/0.2933806252816745/,1/
11,2,118691464/42090997/12957908/,676/74/69/,8.875881162727883E-5/0.48210765049328885/0.5178035906950839/,1/2/
1,0,109321423/35875258/7146673/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,0,119189476/28542377/7191511/,54/61/61/,0.3621893171509004/0.3189053414245498/0.3189053414245498/,0/
5,0,105795443/38929271/7018788/,53/120/120/,0.633577098573961/0.1832114507130195/0.1832114507130195/,0/
7,0,111132028/50739916/6529540/,53/70/357/,0.5768629708367083/0.42106614608718207/0.0020708830761095704/,0/
9,0,106087781/48545171/6521767/,53/70/1177/,0.578060065338704/0.42193993413380665/5.27489418100413E-10/,0/
2,1,118739728/33754247/7587539/,56/50/53/,0.3139288571912815/0.3531219446718367/0.3329491981368819/,1/2/
4,1,113275878/31925111/9346148/,100/53/80/,0.20677964406265467/0.493747412252457/0.29947294368488836/,1/
7,1,119439082/39652185/10682292/,71/95/81/,0.3865696374000291/0.27698924891427734/0.3364411136856935/,0/
10,1,121793734/44348732/11998968/,81/74/105/,0.35411057616924957/0.3887523699278399/0.2571370539029105/,0/1/
13,1,119682267/34943270/12460973/,92/74/419/,0.4378230924870411/0.5565822343152409/0.005594673197717961/,1/
3,2,109205535/33012907/6382314/,70/50/70/,0.2873422951834218/0.4253154096331565/0.2873422951834218/,1/
7,2,109265350/60814593/7464929/,528/61/528/,5.349546684033907E-4/0.9989300906631932/5.349546684033907E-4/,1/
11,2,113862251/60562206/7654019/,95/61/105/,0.27921225716299075/0.48316555925900295/0.23762218357800638/,1/
16,2,111342380/72961571/10810075/,923/173/105/,2.9156477032332755E-4/0.34480484726679783/0.654903587962879/,2/
22,2,117456013/76992927/13612655/,20117/236/123/,6.710695792432571E-71/0.2867358699222982/0.7132641300777018/,2/
2,0,110351340/33741861/12496466/,50/50/53/,0.3398039776495762/0.3398039776495762/0.32039204470084753/,0/1/2/
4,0,121302335/28082927/10114019/,50/50/60/,0.35436517010321616/0.35436517010321616/0.29126965979356767/,0/1/
7,0,123955229/43125016/8733874/,50/61/176/,0.5289540902414126/0.4263307134116015/0.044715196346985855/,0/
10,0,122433769/43811049/8665901/,58/178/938/,0.8843102332745176/0.1156894722887162/2.944367662349275E-7/,0/
13,0,115233972/47942891/8802147/,58/892/5124/,0.9999992739115129/7.260884871458641E-7/5.123439690439268E-38/,0/
1,1,105636758/23113149/8349987/,50/51/50/,0.33550481664848303/0.32899036670303383/0.33550481664848303/,0/1/2/
3,1,162269025/41536225/12169117/,52/56/61/,0.3608636203326685/0.33463099117601175/0.30450538849131964/,0/1/
4,1,116318431/36394364/7843529/,59/68/80/,0.3898033575389281/0.3355068590710241/0.2746897833900479/,0/
6,1,126330500/23550861/8234987/,107/146/201/,0.47265725709420314/0.3293955801253327/0.19794716278046404/,0/
8,1,119928701/30989258/7489506/,67/76/648/,0.5329847073857914/0.46691152744433273/1.0376516987590022E-4/,0/
2,2,127150006/31522540/10243890/,56/53/50/,0.31392885719128144/0.3329491981368818/0.35312194467183666/,1/2/
4,2,105989571/49478428/12857415/,100/80/50/,0.19433810663599752/0.2876534113380678/0.5180084820259345/,2/
6,2,105377951/41158889/8618353/,289/55/50/,0.004813033558858727/0.4732211642746697/0.5219658021664716/,1/2/
9,2,157494083/48545302/6480943/,1779/147/50/,1.6449068385348791E-15/0.1298867131954489/0.8701132868045495/,2/
12,2,160289282/73173408/8042616/,10170/756/50/,6.64277347775029E-87/9.727504838740144E-7/0.9999990272495161/,2/
1,0,106681163/35568217/7876589/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,0,122955998/30125027/8083125/,50/50/70/,0.37374820567603406/0.37374820567603406/0.25250358864793193/,0/1/
5,0,117707292/24085215/8258077/,50/70/163/,0.5603255571724006/0.3785548983205608/0.06111954450703862/,0/
7,0,115165767/29790824/10822222/,50/161/528/,0.8980479949586992/0.10187564727297369/7.635776832705255E-5/,0/
9,0,122384583/46615948/8154885/,57/494/1779/,0.999465947790534/5.340522093383058E-4/1.2756002366096562E-13/,0/
2,1,114010980/33957274/14149919/,56/50/50/,0.3077212739289003/0.3461393630355498/0.3461393630355498/,1/2/
4,1,162363328/43597745/11474489/,60/56/65/,0.33459203224650713/0.3589156541023121/0.3064923136511808/,0/1/
6,1,152238214/37642146/8914614/,110/100/69/,0.25317490348527555/0.29205370624656124/0.4547713902681632/,2/
8,1,149356310/58323232/12727003/,300/57/70/,0.008350899871984778/0.5511596287630861/0.44048947136492916/,1/
11,1,131743957/30385222/11597525/,1664/57/142/,7.530161759407949E-13/0.8123750724178109/0.18762492758143595/,1/
1,2,140685771/32276302/12107321/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,2,119234621/36551928/8013376/,52/50/50/,0.3246764268760604/0.33766178656196977/0.33766178656196977/,0/1/2/
5,2,145745735/37452423/10199690/,74/50/70/,0.27155282386797697/0.4347385947261287/0.29370858140589434/,1/
7,2,127041555/34774761/11565796/,171/60/53/,0.05648609706237276/0.44122285755633284/0.5022910453812943/,2/
10,2,127303739/34658277/8021241/,921/65/53/,5.803205066205371E-8/0.44467191893240615/0.5553280230355432/,2/
2,0,137778250/59242968/11140300/,53/51/51/,0.3248418044242478/0.3375790977878761/0.3375790977878761/,0/1/2/
4,0,113134738/30828541/7896867/,59/59/68/,0.3495638171532875/0.3495638171532875/0.300872365693425/,0/1/
6,0,138690877/40086258/11272360/,52/71/146/,0.5352019239301655/0.37396175676873733/0.09083631930109723/,0/
8,0,124550865/41934022/9907443/,65/147/437/,0.7738444647232817/0.2233961518268015/0.0027593834499168475/,0/
11,0,134585992/47495196/10301395/,52/96/2510/,0.6963948235799796/0.3036051764200204/5.028340242957435E-21/,0/
2,1,112854881/28664581/9691015/,51/50/53/,0.3354191220955758/0.34206087000915686/0.3225200078952674/,0/1/2/
4,1,122319604/31150561/10798424/,68/50/55/,0.26928174921293624/0.38325455496437966/0.34746369582268405/,1/2/
6,1,290236569/88385121/16415960/,146/50/55/,0.07394024512276645/0.4857092577660576/0.4403504971111759/,1/2/
8,1,138101470/16236301/12306643/,77/50/69/,0.25854703041959576/0.4389955946088339/0.3024573749715703/,1/
11,1,121531230/19660742/13695394/,293/50/99/,0.006128448331325635/0.7188462334972368/0.27502531817143755/,1/
2,2,129344041/40051098/9345576/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
4,2,120564213/44969017/14794658/,56/56/53/,0.32710442071449247/0.32710442071449247/0.34579115857101506/,0/1/2/
6,2,146390804/42313306/11707830/,100/100/54/,0.2321284794141085/0.2321284794141085/0.535743041171783/,2/
8,2,156707162/50731520/8122980/,277/277/54/,0.016761944794302257/0.016761944794302257/0.9664761104113956/,2/
11,2,123433027/45978577/6872724/,1587/92/54/,5.231338860066936E-13/0.3338308719705672/0.6661691280289096/,2/
2,0,109851252/28821720/9654360/,50/50/53/,0.3398039776495762/0.3398039776495762/0.32039204470084753/,0/1/2/
4,0,109642949/38436168/9519693/,50/50/80/,0.3913425061532677/0.3913425061532677/0.2173149876934646/,0/1/
6,0,119092430/35934203/8975934/,55/59/201/,0.49880095169815564/0.46441500060709673/0.03678404769474765/,0/1/
8,0,125757864/45267005/9831276/,55/120/648/,0.7614478777831359/0.23853294560723437/1.9176609629783172E-5/,0/
