Obs,Real_Goal,STime,Cost,Prob,Results
9,0,113549266/32309772/15478612/,1779/784/505/,0.04867116002050446/0.34775208275692904/0.6035767572225665/,2/
12,0,130074856/30465136/15109269/,182/4432/2856/,0.9999995490189065/8.202113427361438E-11/4.508990723259138E-7/,0/
1,1,111034327/16700002/8677809/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
3,1,125647418/18173407/7583948/,50/70/70/,0.4253154096331565/0.2873422951834218/0.2873422951834218/,0/
5,1,131571443/11514547/7651772/,70/163/163/,0.6494703696096354/0.1752648151951823/0.1752648151951823/,0/
7,1,129901921/15709148/7031448/,161/528/528/,0.8281090975016083/0.08594545124919578/0.08594545124919578/,0/
9,1,119157119/19297254/8864214/,494/70/105/,0.0015802786819928247/0.6198219122111512/0.37859780910685586/,1/
1,2,109061480/19669890/16654158/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
3,2,107068090/11687430/18081941/,70/70/52/,0.293736004362442/0.293736004362442/0.41252799127511597/,2/
4,2,105125839/12963003/21259503/,100/100/59/,0.25122672105772026/0.25122672105772026/0.49754655788455954/,2/
5,2,106826854/11818985/24832465/,163/163/74/,0.18953240892483195/0.18953240892483195/0.620935182150336/,2/
7,2,112798227/19536535/24738171/,528/528/61/,5.349546684033907E-4/5.349546684033907E-4/0.9989300906631932/,2/
1,0,119865359/18003708/15766746/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
3,0,121063837/16563278/7852302/,54/70/70/,0.4007747337654535/0.29961263311727326/0.29961263311727326/,0/
4,0,125804634/14116171/7654796/,65/100/100/,0.45937868984714275/0.2703106550764286/0.2703106550764286/,0/
5,0,129331698/12971286/7643148/,54/163/163/,0.7839221574063271/0.10803892129683644/0.10803892129683644/,0/
7,0,123391328/17220302/7885782/,60/528/528/,0.9990696175153412/4.651912423294399E-4/4.651912423294399E-4/,0/
1,1,117879480/10029886/9334692/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
3,1,123465486/10148606/7670390/,56/51/70/,0.34905288829313885/0.3842822464000648/0.2666648653067963/,0/1/
4,1,121241919/14050847/12895220/,68/57/56/,0.2900914296980569/0.3518407309295859/0.35806783937235714/,1/2/
6,1,116931949/13427150/11387797/,146/66/88/,0.14976884327046452/0.49429025795464937/0.35594089877488605/,1/
8,1,119624831/19922483/9834925/,437/137/212/,0.06711987345591139/0.5901597248193016/0.34272040172478696/,1/
1,2,118052569/14591584/12425667/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,2,124316956/22460499/13917787/,70/61/51/,0.2754801418985362/0.3275341972961515/0.3969856608053122/,2/
5,2,120325152/30387074/12489213/,163/120/51/,0.08400386702655133/0.1920557915366044/0.7239403414368443/,2/
7,2,116281690/25844198/12208881/,528/357/57/,2.9555958397751894E-4/0.005637220007007211/0.9940672204090153/,2/
9,2,114495774/26773946/13685101/,1779/1177/65/,5.266279300143479E-12/4.8172144558893365E-8/0.9999999518225892/,2/
1,0,110424290/16191553/12405443/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
2,0,118838366/15507310/9085230/,51/53/56/,0.3483600802490606/0.33521600655674466/0.3164239131941947/,0/1/2/
3,0,129563009/17488768/7942488/,56/61/70/,0.37061167340638174/0.33948695217216585/0.2899013744214525/,0/1/
5,0,151781946/18400652/7076349/,53/120/163/,0.7044314771469286/0.2037004070167447/0.09186811583632677/,0/
6,0,135487946/23582567/6960723/,53/201/289/,0.9283593530598365/0.05990009858763693/0.011740548352526442/,0/
1,1,110377505/16478791/11653511/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
3,1,121339868/20176431/10015189/,52/53/70/,0.3712851169886189/0.3643454122116495/0.2643694707997317/,0/1/
4,1,134016198/16491817/10244907/,59/53/100/,0.386767591007473/0.43222015812220527/0.18101225087032174/,1/
6,1,135306021/15792041/9673185/,107/58/289/,0.299380869042165/0.6869249525392106/0.013694178418624343/,1/
8,1,131817433/15098869/10328247/,74/58/972/,0.4326158028657803/0.5673840909663393/1.061678803064753E-7/,1/
1,2,153300238/15153606/12134114/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,2,132223962/39337584/16552038/,70/61/50/,0.27224446834348776/0.3247874705155017/0.4029680611410105/,2/
5,2,126368075/23540832/14307563/,163/120/57/,0.1073227844055113/0.22525211374836335/0.6674251018461252/,2/
7,2,142262051/23903533/13492996/,528/357/54/,1.8002704462337772E-4/0.00403272657884319/0.9957872463765334/,2/
9,2,129720678/22538299/16219304/,1779/1177/62/,1.4579813490645607E-12/2.059098004352684E-8/0.9999999794075619/,2/
1,0,112649895/18483862/8841314/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
3,0,136666552/16075848/7281063/,51/52/70/,0.37384817388854924/0.3667274736489246/0.25942435246252615/,0/1/
4,0,146736753/14540124/7201577/,57/59/100/,0.4094063101705149/0.39552948186484255/0.19506420796464247/,0/1/
6,0,125195909/18836564/7729088/,60/107/289/,0.6728537942197818/0.31138692101403354/0.01575928476618477/,0/
8,0,124052955/18023525/8126908/,60/293/972/,0.9785355173041692/0.021464168270077463/3.1442575329469376E-7/,0/
1,1,127557773/18827238/10670746/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
3,1,124382631/23025068/6856433/,70/50/70/,0.2873422951834218/0.4253154096331565/0.2873422951834218/,1/
4,1,144688064/20889975/6562611/,51/53/100/,0.42517076576197543/0.40912852615461764/0.1657007080834069/,0/1/
5,1,145570130/16692771/6559672/,59/62/163/,0.4699416243115309/0.4470223008427884/0.08303607484568075/,0/1/
7,1,127168967/18678939/8821509/,114/59/71/,0.180227704620057/0.45073867805477946/0.3690336173251636/,1/
1,2,111242352/15747564/14631868/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,121129032/28018020/10943569/,70/70/50/,0.28734229518342175/0.28734229518342175/0.42531540963315645/,2/
4,2,111457818/34225954/14436900/,100/100/56/,0.24015725988861727/0.24015725988861727/0.5196854802227655/,2/
6,2,128067321/31294141/18363279/,289/289/100/,0.11769340165596277/0.11769340165596277/0.7646131966880745/,2/
8,2,129856649/27833653/16993566/,972/71/66/,6.953027411962461E-7/0.4813516026114174/0.5186477020858414/,1/2/
1,0,125191230/12722639/9147369/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,0,129889398/11418321/8283652/,54/61/70/,0.3805063344190444/0.33503335616481644/0.28446030941613903/,0/
4,0,133746178/13746487/8761753/,53/55/100/,0.4197383019342951/0.40447680376623163/0.1757848942994733/,0/1/
5,0,127346368/14157553/9914511/,53/65/163/,0.5178256414321656/0.4146423592841225/0.06753199928371177/,0/
7,0,122450405/13792902/8640251/,53/127/528/,0.7973437890710479/0.20253557888874282/1.206320402093305E-4/,0/
1,1,120685065/20498261/9269322/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
3,1,147918987/16570939/10373126/,56/56/51/,0.3224840638296153/0.3224840638296153/0.3550318723407692/,0/1/2/
4,1,127724808/19633531/10281677/,68/68/57/,0.3116398072343937/0.3116398072343937/0.37672038553121256/,2/
6,1,156637945/23102501/10490175/,146/57/66/,0.10404650675719537/0.4826639897501282/0.4132895034926764/,1/
8,1,131592273/25050806/12099854/,437/57/137/,0.0011392236320292377/0.7979701125464623/0.20089066382150847/,1/
1,2,121596603/22367357/13573940/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,114592531/30329678/17623600/,70/70/51/,0.29060743755181756/0.29060743755181756/0.4187851248963649/,2/
4,2,116453663/31425298/14596533/,100/100/51/,0.21901506827937153/0.21901506827937153/0.5619698634412569/,2/
5,2,112477420/33811001/18733196/,163/163/59/,0.13055703860480092/0.13055703860480092/0.7388859227903982/,2/
7,2,118905358/30229361/12273503/,528/528/56/,2.532310247149734E-4/2.532310247149734E-4/0.99949353795057/,2/
1,0,135366877/15295215/11176990/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,0,123105732/23607757/10735954/,54/61/61/,0.3621893171509004/0.3189053414245498/0.3189053414245498/,0/
4,0,129766214/24810415/10263373/,65/80/80/,0.38559316883842415/0.3072034155807879/0.3072034155807879/,0/
5,0,142494300/20004632/8612875/,90/120/120/,0.4101181797085239/0.2949409101457381/0.2949409101457381/,0/
7,0,138272713/19210791/9939788/,63/63/357/,0.49748401032405304/0.49748401032405304/0.005031979351893837/,0/1/
1,1,126604527/15752971/8113375/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
3,1,138478380/19679580/8049133/,51/61/70/,0.3969856608053122/0.3275341972961515/0.2754801418985362/,0/
4,1,143662622/18517551/7392793/,57/53/100/,0.39558795954057124/0.42600336164151187/0.17840867881791683/,0/1/
5,1,133200255/20047973/7820496/,55/62/163/,0.4931324880896185/0.43518789330292335/0.07167961860745803/,0/
7,1,138308851/21353501/9836586/,90/72/83/,0.295834003733684/0.3785597200537174/0.32560627621259863/,1/
1,2,112105129/23859294/13252117/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,117475971/20679369/14162763/,70/53/52/,0.2643694707997317/0.3643454122116495/0.3712851169886189/,1/2/
5,2,129166870/23503038/17579666/,163/77/56/,0.08294411863073634/0.375004880804457/0.5420510005648067/,2/
7,2,115989599/33693621/13466392/,528/176/56/,2.2579698686677472E-4/0.10856180312623046/0.8912123998869027/,2/
9,2,116149895/34493651/12529706/,1779/528/56/,7.447421009412201E-14/2.532951669096264E-4/0.9997467048330159/,2/
1,0,120734919/14978288/8251677/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,0,138706610/15748616/8513267/,51/52/70/,0.37384817388854924/0.3667274736489246/0.25942435246252615/,0/1/
4,0,142843950/15754856/7156809/,57/59/100/,0.4094063101705149/0.39552948186484255/0.19506420796464247/,0/1/
6,0,142220517/19710407/7617398/,55/107/289/,0.7089995455869408/0.28013831323409244/0.010862141178966741/,0/
8,0,137934217/22512625/6786798/,69/293/972/,0.9608319710024444/0.03916562879093728/2.4002066182657375E-6/,0/
1,1,116832654/18549599/14449925/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,1,124313267/21223034/16542760/,70/70/52/,0.293736004362442/0.293736004362442/0.41252799127511597/,2/
4,1,129894058/22267316/15768039/,100/51/54/,0.16700210310727173/0.4285100099043537/0.4044878869883745/,1/2/
6,1,137240254/29648490/18624409/,289/56/83/,0.010233391579535839/0.6099490053986707/0.3798176030217934/,1/
8,1,170158799/19389186/15532199/,972/57/201/,1.299559482524132E-7/0.9229241416839993/0.07707572836005239/,1/
1,2,114828555/12871189/16231708/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,113931197/23999517/16903677/,70/70/50/,0.28734229518342175/0.28734229518342175/0.42531540963315645/,2/
4,2,125177971/20511141/15222045/,100/100/50/,0.2143392379333584/0.2143392379333584/0.5713215241332831/,2/
5,2,107403114/17452819/17143549/,163/163/57/,0.12167141247940508/0.12167141247940508/0.7566571750411899/,2/
7,2,119354657/16794738/11804351/,528/528/68/,0.0012694028314381989/0.0012694028314381989/0.9974611943371237/,2/
1,0,130610713/15619565/9754473/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
3,0,126336450/20853496/9774903/,51/56/70/,0.3842822464000648/0.34905288829313885/0.2666648653067963/,0/1/
4,0,135373621/20408912/8716690/,51/68/100/,0.47373907073657956/0.3416318207047837/0.18462910855863662/,0/
6,0,145226014/23690931/7679731/,51/146/289/,0.8538292143649796/0.13738787277290912/0.008782912862111327/,0/
8,0,133176978/29294051/7213403/,51/437/972/,0.999403027823195/5.969518664627902E-4/2.0310342213791104E-8/,0/
1,1,122361982/26393497/20544908/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,1,150385987/17583059/17225260/,70/61/52/,0.27859042980132287/0.3301522892131197/0.3912572809855575/,2/
4,1,124183990/29987890/19188329/,100/80/59/,0.22851497999464496/0.31891834539882574/0.45256667460652933/,2/
6,1,132728381/29496705/15486619/,289/201/68/,0.03426565566574686/0.1226709882084428/0.8430633561258103/,2/
8,1,121966312/30471753/13792251/,972/68/69/,1.0285326712851081E-6/0.5036226069964446/0.49637636447088423/,1/2/
1,2,117800590/24569742/12610518/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,132997682/33270993/14683862/,70/70/51/,0.29060743755181756/0.29060743755181756/0.4187851248963649/,2/
5,2,118214209/27008399/18729714/,163/163/72/,0.18253470778601186/0.18253470778601186/0.6349305844279763/,2/
7,2,127499868/25880853/17521103/,528/528/60/,4.651912423294399E-4/4.651912423294399E-4/0.9990696175153412/,2/
9,2,135965563/27126190/12361231/,1779/1779/60/,5.77349917819548E-13/5.77349917819548E-13/0.9999999999988453/,2/
1,0,129146292/17063349/9056655/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
3,0,133612436/17369996/8465515/,54/70/70/,0.4007747337654535/0.29961263311727326/0.29961263311727326/,0/
4,0,146755512/16471959/8794078/,65/100/100/,0.45937868984714275/0.2703106550764286/0.2703106550764286/,0/
5,0,151745496/14531014/9046706/,52/163/163/,0.802373042926374/0.09881347853681303/0.09881347853681303/,0/
7,0,152245023/21611805/6622081/,52/528/528/,0.9997485424535535/1.2572877322320711E-4/1.2572877322320711E-4/,0/
1,1,129840608/16931697/13800468/,50/51/50/,0.33550481664848303/0.32899036670303383/0.33550481664848303/,0/1/2/
3,1,142606842/23208698/12388581/,61/56/61/,0.32344856805263494/0.35310286389472995/0.32344856805263494/,0/1/2/
5,1,141209736/18864775/8749426/,55/93/120/,0.5492683884336841/0.2786665097454663/0.17206510182084975/,0/
7,1,143568719/21173593/8626374/,90/64/357/,0.398681102316308/0.5947623149183145/0.006556582765377486/,1/
9,1,156009021/19372723/9493454/,227/64/1177/,0.07532067443734945/0.9246792917146273/3.3848023260481E-8/,1/
1,2,129868435/20199546/10875427/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,2,130900233/23106695/15282170/,70/61/54/,0.2844603094161391/0.3350333561648165/0.3805063344190445/,2/
5,2,143654568/20377014/15451124/,163/120/57/,0.1073227844055113/0.22525211374836335/0.6674251018461252/,2/
7,2,149645747/24440616/16425270/,528/357/62/,6.072040306301049E-4/0.009165031327227973/0.9902277646421419/,2/
10,2,128394299/27175569/15390235/,3221/2125/62/,1.6719906173464338E-22/6.005913990598549E-15/0.999999999999994/,2/
1,0,135100368/20639768/14263486/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,0,125645425/21964770/10007975/,51/53/61/,0.3587673452595148/0.34523059207839213/0.29600206266209306/,0/1/
4,0,212520753/51025456/11621032/,57/60/80/,0.38135534336587185/0.36213152055468606/0.25651313607944215/,0/1/
5,0,139553022/28168004/9475595/,55/59/120/,0.4455682424394373/0.4148520063534984/0.13957975120706442/,0/1/
7,0,141018267/27594141/10146508/,90/68/357/,0.41729269961291937/0.5739994699097853/0.008707830477295337/,1/
1,1,134910571/14489403/9369759/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,1,128196103/19854939/9597409/,61/61/70/,0.3490544204330145/0.3490544204330145/0.30189115913397085/,0/1/
4,1,140692265/18332338/7913096/,80/80/100/,0.359555965326419/0.359555965326419/0.2808880693471621/,0/1/
5,1,167265954/22075716/9619600/,120/120/163/,0.3702452103881432/0.3702452103881432/0.2595095792237136/,0/1/
7,1,137703031/25505619/9225256/,357/357/528/,0.3816448678638302/0.3816448678638302/0.23671026427233968/,0/1/
1,2,109377077/13144107/16246694/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,115804189/23102024/21334693/,70/70/50/,0.28734229518342175/0.28734229518342175/0.42531540963315645/,2/
5,2,123785350/26238156/15282478/,163/163/54/,0.10803892129683644/0.10803892129683644/0.7839221574063271/,2/
7,2,121326010/24083938/16597794/,528/528/54/,1.8072331726362193E-4/1.8072331726362193E-4/0.9996385533654727/,2/
9,2,122331102/25909661/18735599/,1779/1779/69/,2.4592700894571454E-11/2.4592700894571454E-11/0.9999999999508146/,2/
1,0,132498413/15581878/9380816/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
3,0,123405694/17169096/8529319/,50/53/70/,0.38190222294467985/0.3600853495930156/0.25801242746230457/,0/1/
4,0,133930076/18178282/7235137/,50/60/100/,0.4551429926350748/0.3741037658515676/0.17075324151335766/,0/
5,0,136064925/19061206/6415528/,50/77/163/,0.5889177665212402/0.34684388992805504/0.06423834355070472/,0/
7,0,123874633/25922895/8462093/,50/176/528/,0.92198176968867/0.07793983754082459/7.839277050542389E-5/,0/
3,1,120647029/16917296/13891278/,70/70/70/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
7,1,131447954/19773496/13069516/,528/528/528/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
11,1,151219096/20912151/15692074/,79/5758/5758/,1.0/1.4808820393895432E-31/1.4808820393895432E-31/,0/
15,1,149710335/21528451/19792920/,289/155/155/,0.1747800631329894/0.4126099684335053/0.4126099684335053/,1/2/
21,1,147926920/20846957/21028271/,211/173/1682/,0.44557596901952223/0.5543291047519477/9.492622852995289E-5/,1/
1,2,119135330/11385565/12472746/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
3,2,115583657/17577884/17863585/,70/53/53/,0.26737888090735246/0.36631055954632374/0.36631055954632374/,1/2/
5,2,115801648/31461669/19627656/,163/77/60/,0.09517668690653472/0.38977556220546566/0.5150477508879997/,2/
7,2,115686109/24404319/21427711/,528/176/66/,8.473712443571608E-4/0.16208404029172843/0.8370685884639144/,2/
10,2,120565020/26955881/26690788/,3221/938/89/,7.700470870919677E-16/8.000564668805222E-5/0.9999199943533111/,2/
1,0,121849405/17351702/10114013/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
3,0,136003578/18023902/8879006/,52/50/70/,0.3646157487547968/0.3791984725154459/0.2561857787297573/,0/1/
4,0,129389048/17702486/7647392/,59/56/100/,0.3935249098151228/0.4147914849323589/0.1916836052525183/,0/1/
6,0,143246042/14835621/7174524/,107/100/289/,0.44707983025412595/0.4791645662586954/0.07375560348717873/,0/1/
8,0,138153790/19275722/8229889/,60/277/972/,0.9722766611913405/0.027723026394019332/3.1241464024540876E-7/,0/
1,1,114587816/11643989/15342594/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,1,135595184/13098281/16186143/,70/51/54/,0.26306440063300485/0.37909373140264724/0.35784186796434797/,1/2/
4,1,119299943/14595506/14737922/,100/51/65/,0.18095762931061465/0.46431843722561744/0.3547239334637679/,1/
5,1,122075248/14845732/15212938/,163/51/90/,0.07305259540833761/0.629562932454572/0.29738447213709046/,1/
7,1,131176135/10626549/14690157/,71/51/239/,0.3986324871878315/0.5856107339453124/0.015756778866856204/,1/
1,2,111336310/11265659/15958484/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,117429967/17906634/16915307/,70/53/56/,0.2727787037014866/0.37370834692002314/0.3535129493784903/,1/2/
4,2,108361755/18287311/19589956/,100/60/54/,0.18596388735130936/0.3848390627684682/0.42919704988022256/,2/
6,2,114357076/28498816/19197767/,289/110/59/,0.014932084010805556/0.2949617009418528/0.6901062150473415/,2/
8,2,108959660/23923522/23203641/,972/300/75/,7.11622094401206E-6/0.04924100948385482/0.9507518742952011/,2/
1,0,131402715/15555574/8636992/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
3,0,138489671/21778941/11663579/,70/54/70/,0.29961263311727326/0.4007747337654535/0.29961263311727326/,1/
5,0,172438186/22625263/6811792/,59/90/163/,0.5639521655803142/0.33640061908923974/0.09964721533044607/,0/
7,0,133370320/21883374/7259480/,74/239/528/,0.8983489634982735/0.09953990246713768/0.002111134034588857/,0/
9,0,144187112/19597360/7338943/,67/767/1779/,0.9999661696129403/3.383037541878639E-5/1.164080614948708E-11/,0/
2,1,123711012/14574639/14520804/,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
4,1,132227823/15420462/15160539/,100/100/56/,0.24015725988861727/0.24015725988861727/0.5196854802227655/,2/
6,1,142037552/18607235/16278896/,289/289/57/,0.017668422014048054/0.017668422014048054/0.9646631559719039/,2/
8,1,133648129/21561408/16651518/,972/972/72/,4.422630210600299E-6/4.422630210600299E-6/0.9999911547395788/,2/
11,1,130799576/21146046/19514444/,5758/81/277/,7.852086822778104E-31/0.9160803205339055/0.08391967946609445/,1/
1,2,121217592/16438518/14438434/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,126345599/12772645/16920157/,70/70/50/,0.28734229518342175/0.28734229518342175/0.42531540963315645/,2/
4,2,129421437/10547872/15251890/,100/100/50/,0.2143392379333584/0.2143392379333584/0.5713215241332831/,2/
6,2,124552574/18727688/13318219/,289/289/50/,0.009054001456680819/0.009054001456680819/0.9818919970866383/,2/
8,2,116290801/20562508/14856865/,972/972/83/,2.5333472788233262E-5/2.5333472788233262E-5/0.9999493330544235/,2/
3,0,135939223/29819897/12946128/,70/70/70/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
7,0,120877591/23420628/11939692/,528/528/528/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
11,0,116020482/30413896/16054202/,5758/5758/5758/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
15,0,134968672/26756459/15386574/,155/268/263/,0.5037643657949797/0.2441419103934037/0.25209372381161677/,0/
21,0,140553203/29524538/15379069/,229/579/5329/,0.8207944334826813/0.1792055663249093/1.9240941778926809E-10/,0/
1,1,113931922/16716912/14459294/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,1,112995806/22400166/11244676/,70/61/61/,0.30189115913397097/0.3490544204330146/0.3490544204330146/,1/2/
4,1,110385524/31518285/11699870/,100/80/80/,0.28088806934716204/0.3595559653264189/0.3595559653264189/,1/2/
5,1,106243817/27431295/12640888/,163/59/120/,0.1148490131151403/0.6499865495112912/0.23516443737356849/,1/
7,1,111984427/26588485/12649043/,71/59/357/,0.44844829980422957/0.5477359902731248/0.003815709922645738/,1/
1,2,127202062/20012508/11069026/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,2,111554229/19241231/17734953/,70/61/50/,0.27224446834348776/0.3247874705155017/0.4029680611410105/,2/
4,2,110372437/21163223/17516596/,100/80/56/,0.21813813635125984/0.30982440703726644/0.47203745661147367/,2/
5,2,122010167/31317932/16167154/,163/120/70/,0.1529504528807826/0.2802684333296792/0.5667811137895382/,2/
7,2,124168606/22753294/15998334/,528/357/62/,6.072040306301049E-4/0.009165031327227973/0.9902277646421419/,2/
1,0,131121725/14803761/8953705/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,0,158026448/13188270/8410762/,56/54/70/,0.3555806271695542/0.36874880215060585/0.2756705706798399/,0/1/
4,0,148353838/12622759/8895958/,68/65/100/,0.37561592657121373/0.39308335747067935/0.23130071595810697/,0/1/
5,0,150718187/17292105/9893686/,60/90/163/,0.5566953520566456/0.34043181890242097/0.10287282904093345/,0/
7,0,149526130/13104931/7970137/,60/239/528/,0.949102627758587/0.05045544685126535/4.4192539014767244E-4/,0/
1,1,131063729/15077890/12161100/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
3,1,137488406/20842318/9529135/,51/52/70/,0.37384817388854924/0.3667274736489246/0.25942435246252615/,0/1/
5,1,133138061/25765054/8702044/,72/74/163/,0.44238738238822833/0.4304317043703589/0.12718091324141273/,0/1/
7,1,141464001/25699824/9176166/,166/72/528/,0.21591943309995726/0.7825646791611627/0.0015158877388800746/,1/
9,1,137777667/24674724/9667242/,505/65/105/,8.227695677327071E-4/0.6465092840269593/0.3526679464053081/,1/
1,2,109873897/13960533/15238901/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,132080365/18276895/15304109/,56/56/52/,0.3248448444577082/0.3248448444577082/0.3503103110845835/,0/1/2/
4,2,131243462/23086438/15555651/,68/68/59/,0.3162721139793591/0.3162721139793591/0.36745577204128194/,2/
6,2,117327649/27591640/16148083/,146/146/52/,0.12671159509443025/0.12671159509443025/0.7465768098111394/,2/
8,2,126808374/24313419/19146969/,437/437/88/,0.019059073998583028/0.019059073998583028/0.9618818520028339/,2/
1,0,127985924/11494804/8508562/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
3,0,136006235/20898196/9345927/,54/56/70/,0.36874880215060585/0.3555806271695542/0.2756705706798399/,0/1/
4,0,129014215/15420859/9661700/,65/68/100/,0.39308335747067935/0.37561592657121373/0.23130071595810697/,0/1/
5,0,122891498/16373481/8512653/,90/93/163/,0.4139221953331307/0.4004988876969474/0.18557891696992185/,0/1/
