Obs,Real_Goal,STime,Cost,Prob,Results
7,0,140354441/13876297/6936638/,68/247/528/,0.9293870027677684/0.06943022791798334/0.0011827693142481559/,0/
2,1,141281841/17654734/13163734/,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
5,1,137349053/16892038/11036571/,70/163/163/,0.6494703696096354/0.1752648151951823/0.1752648151951823/,0/
7,1,134556738/14759449/11403902/,71/71/528/,0.4995624816906192/0.4995624816906192/8.750366187617197E-4/,0/1/
10,1,160174167/18567965/11042894/,212/212/3221/,0.499999816867388/0.499999816867388/3.662652240139237E-7/,0/1/
14,1,139705732/15474988/12600973/,1724/90/141/,1.0130353582640876E-8/0.636554233535615/0.36344575633403137/,1/
1,2,121366904/41335315/14915680/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,127789944/19257937/15940810/,70/70/50/,0.28734229518342175/0.28734229518342175/0.42531540963315645/,2/
4,2,128584882/17488088/17179276/,100/100/56/,0.24015725988861727/0.24015725988861727/0.5196854802227655/,2/
5,2,128885195/21721446/22107549/,163/163/70/,0.1752648151951823/0.1752648151951823/0.6494703696096354/,2/
7,2,121937952/24711466/20645963/,528/528/74/,0.002339022074659475/0.002339022074659475/0.9953219558506811/,2/
1,0,127887326/14881787/8739126/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
3,0,121871291/19529063/10237358/,61/70/70/,0.36633182396902075/0.3168340880154897/0.3168340880154897/,0/
4,0,124296317/18135009/8697553/,80/100/100/,0.39025663358228513/0.30487168320885744/0.30487168320885744/,0/
5,0,131699947/18865179/8124654/,120/163/163/,0.4163499892309342/0.29182500538453293/0.29182500538453293/,0/
7,0,124945625/16818655/8609624/,357/528/528/,0.44633412773670295/0.2768329361316486/0.2768329361316486/,0/
1,1,127531864/14750239/11507986/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
3,1,132711734/30531403/8350895/,56/54/70/,0.3555806271695542/0.36874880215060585/0.2756705706798399/,0/1/
4,1,135389732/20267018/8232628/,68/65/100/,0.37561592657121373/0.39308335747067935/0.23130071595810697/,0/1/
6,1,133924327/21665076/9318110/,146/53/289/,0.14997597767498502/0.8394083971984485/0.01061562512656659/,1/
8,1,128554977/22475522/9467378/,75/53/972/,0.3995339290879783/0.6004660465092155/2.4402806284222486E-8/,1/
1,2,107299756/17563833/15960097/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
3,2,112181615/26546690/24289372/,70/70/54/,0.29961263311727326/0.29961263311727326/0.4007747337654535/,2/
4,2,155396284/17883959/27023027/,100/100/65/,0.27031065507642865/0.27031065507642865/0.4593786898471428/,2/
5,2,114690857/15720004/19961236/,163/163/56/,0.11716276510596511/0.11716276510596511/0.7656744697880697/,2/
7,2,118153689/15688547/19344066/,528/528/56/,2.532310247149734E-4/2.532310247149734E-4/0.99949353795057/,2/
1,0,120469412/14855765/8239471/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,0,127396999/22330418/7912836/,52/61/70/,0.3912572809855575/0.3301522892131197/0.27859042980132287/,0/
4,0,134436279/21606044/7077573/,52/80/100/,0.5015346560070258/0.2957075097113167/0.20275783428165756/,0/
6,0,160988770/16900253/7687619/,61/66/289/,0.5133973265717771/0.4736198045960315/0.012982868832191527/,0/1/
8,0,168146869/17876336/7785494/,69/137/972/,0.725402836285745/0.27459535162146337/1.8120927915681865E-6/,0/
1,1,140298882/15278959/8589511/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
3,1,139086959/21733463/10239391/,56/53/70/,0.3535129493784903/0.37370834692002314/0.2727787037014866/,0/1/
4,1,134022172/25715043/7810530/,68/53/100/,0.3480579492747652/0.45950359458971385/0.19243845613552088/,1/
5,1,132331046/19979905/7946123/,93/53/163/,0.2966450915025713/0.622209707900485/0.08114520059694358/,1/
7,1,137293630/22228204/7813274/,69/53/528/,0.4264261312618215/0.5734871045087472/8.676422943136177E-5/,1/
1,2,115989575/16288064/13338656/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
3,2,114675929/24191604/19031238/,70/56/53/,0.2727787037014866/0.3535129493784903/0.37370834692002314/,1/2/
4,2,120381603/21975057/19094508/,100/68/60/,0.21662232299023196/0.36604107507586897/0.41733660193389893/,2/
5,2,121893609/26236036/20194684/,163/93/57/,0.09467947810360271/0.3165223401676164/0.588798181728781/,2/
7,2,114239216/28135588/22320984/,528/247/63/,6.613887369218849E-4/0.053368009438980506/0.9459706018240975/,2/
1,0,138278529/16498113/9359049/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
2,0,128019822/17965401/8946573/,53/56/56/,0.34579115857101506/0.32710442071449247/0.32710442071449247/,0/1/2/
3,0,130845430/22037673/8790385/,50/70/70/,0.4253154096331565/0.2873422951834218/0.2873422951834218/,0/
5,0,126743953/24110631/8267719/,50/163/163/,0.8209120708243051/0.08954396458784748/0.08954396458784748/,0/
6,0,127421898/29048585/7699525/,50/289/289/,0.9818919970866383/0.009054001456680819/0.009054001456680819/,0/
1,1,130741460/23175615/13615374/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,1,117332907/27946025/17426323/,70/70/56/,0.3050262786788956/0.3050262786788956/0.3899474426422088/,2/
4,1,119112441/30647840/16322623/,100/53/68/,0.1924384561355209/0.4595035945897139/0.34805794927476524/,1/
6,1,117364296/26826365/16447130/,289/81/146/,0.05166338330556982/0.6528416757631281/0.2954949409313021/,1/
8,1,126358560/32839159/15009869/,972/64/437/,8.54759093520183E-7/0.996789763417961/0.0032093818229455306/,1/
1,2,126233435/17592892/14067474/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
3,2,135027388/21147396/20426167/,70/56/53/,0.2727787037014866/0.3535129493784903/0.37370834692002314/,1/2/
4,2,133104939/23900382/21622922/,100/68/56/,0.20337316531247107/0.3565398636384192/0.44008697104910965/,2/
6,2,138193972/26189657/24241258/,289/146/62/,0.02110039912721409/0.2042068041381251/0.7746927967346608/,2/
8,2,121842571/22717853/24086911/,972/437/89/,5.371185297242403E-5/0.020497908742182203/0.9794483794048454/,2/
1,0,124269805/16740121/8956452/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,0,134055816/15779080/8347454/,56/61/70/,0.37061167340638174/0.33948695217216585/0.2899013744214525/,0/1/
4,0,128660248/18196814/8196019/,68/80/100/,0.40497645733836773/0.340330053357161/0.2546934893044713/,0/
6,0,120873079/19794627/9019805/,58/201/289/,0.9020987072366905/0.07991752233475674/0.017983770428552676/,0/
8,0,140981252/13527411/8247291/,101/648/972/,0.9951400712529892/0.004665235915205468/1.9469283180536284E-4/,0/
1,1,131181467/21171944/12087503/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
3,1,127426403/24443983/7370765/,54/56/70/,0.36874880215060585/0.3555806271695542/0.2756705706798399/,0/1/
4,1,125757586/26161444/8010534/,65/68/100/,0.39308335747067935/0.37561592657121373/0.23130071595810697/,0/1/
5,1,120426755/31124664/7795499/,90/56/163/,0.32325020483528694/0.5869372293230488/0.0898125658416642/,1/
7,1,137667431/29571845/8517331/,239/56/71/,0.02229760185055523/0.5528050723421405/0.42489732580730427/,1/
1,2,126386441/14549922/12900706/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,2,127118618/23436026/15727134/,70/61/50/,0.27224446834348776/0.3247874705155017/0.4029680611410105/,2/
4,2,121472421/27581748/11246144/,100/80/50/,0.19433810663599752/0.2876534113380678/0.5180084820259345/,2/
6,2,120566653/31706209/19917655/,289/201/74/,0.045848264197960446/0.14821600056227224/0.8059357352397672/,2/
8,2,140918778/32936715/18294883/,972/648/181/,0.011888881614834552/0.07051485702144393/0.9175962613637215/,2/
1,0,127840510/15534301/9107097/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
2,0,160022545/24924364/10511680/,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
3,0,130430250/19064737/7711701/,50/54/70/,0.3845911793637106/0.3555797392470581/0.2598290813892313/,0/1/
5,0,124822526/22312160/8039627/,50/90/163/,0.6387688774536052/0.2915550880776966/0.06967603446869822/,0/
6,0,117386981/21965461/8371320/,50/141/289/,0.8495215106399685/0.14264507283597644/0.00783341652405513/,0/
1,1,140768793/12311656/8495985/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
2,1,125655415/16501190/8713359/,50/53/56/,0.3531219446718367/0.3329491981368819/0.3139288571912815/,0/1/
3,1,131280572/16186820/9712064/,54/61/70/,0.3805063344190444/0.33503335616481644/0.28446030941613903/,0/
5,1,129648913/18678587/9260822/,90/52/163/,0.302985821133797/0.6205878298664156/0.07642634899978738/,1/
6,1,129612760/16332424/8125515/,141/52/289/,0.15569585011915554/0.8347645495051756/0.009539600375668736/,1/
1,2,164022456/15004653/8019492/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
3,2,166736865/18921924/11037445/,70/70/53/,0.2967354134739606/0.2967354134739606/0.40652917305207875/,2/
5,2,142786046/28150075/12793918/,65/53/57/,0.29338129815916403/0.36638890239231736/0.34022979944851867/,1/2/
7,2,137322037/22324410/15010112/,127/86/67/,0.1906917646896186/0.34848650400859105/0.4608217313017903/,2/
10,2,139834486/21887098/15072769/,619/376/95/,0.004027789662301306/0.0506261253644281/0.9453460849732706/,2/
2,0,126717095/18921588/11293037/,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
4,0,143484882/20771757/10591215/,100/56/56/,0.18769203841858234/0.4061539807907088/0.4061539807907088/,1/2/
6,0,166804020/25838764/12173276/,289/100/88/,0.05282851098635052/0.4417068962243406/0.5054645927893089/,2/
8,0,159321502/18879644/10102295/,71/277/212/,0.8345165774555017/0.04773865737998878/0.11774476516450964/,0/
11,0,158055650/21642081/9487575/,71/1587/1109/,0.9999994511055049/7.17279089823342E-10/5.481772159199831E-7/,0/
1,1,136932079/14392503/12310998/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,1,131068404/21560821/10036343/,61/61/54/,0.3189053414245498/0.3189053414245498/0.3621893171509004/,2/
4,1,159192969/26620651/10030835/,80/80/65/,0.3072034155807879/0.3072034155807879/0.38559316883842415/,2/
5,1,123460888/28386174/10134272/,120/52/90/,0.1570157342360839/0.5664364455778979/0.2765478201860182/,1/
7,1,125811979/23297240/9272693/,357/52/239/,0.0030680231741820993/0.968501874316504/0.02843010250931383/,1/
1,2,116959416/12602059/14390486/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,172150615/15571709/13222394/,70/70/54/,0.29961263311727326/0.29961263311727326/0.4007747337654535/,2/
4,2,121998594/15247331/15655612/,100/100/65/,0.27031065507642865/0.27031065507642865/0.4593786898471428/,2/
6,2,121523167/17003214/18658815/,289/289/141/,0.20679957396446133/0.20679957396446133/0.5864008520710773/,2/
8,2,128217453/15012566/20523455/,972/972/425/,0.17821529315351972/0.17821529315351972/0.6435694136929606/,2/
1,0,120808591/16180455/9093063/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
3,0,140249830/21245796/7868233/,50/70/70/,0.4253154096331565/0.2873422951834218/0.2873422951834218/,0/
4,0,151728955/17330245/8837466/,50/100/100/,0.5713215241332831/0.2143392379333584/0.2143392379333584/,0/
5,0,123235115/22995855/8076623/,50/163/163/,0.8209120708243051/0.08954396458784748/0.08954396458784748/,0/
7,0,126123875/28608623/8079607/,50/528/528/,0.9998299761569216/8.501192153916424E-5/8.501192153916424E-5/,0/
1,1,118685453/15202219/9141134/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
3,1,123415592/19889837/7848174/,50/70/70/,0.4253154096331565/0.2873422951834218/0.2873422951834218/,0/
4,1,133548080/16428577/8652504/,56/100/100/,0.5196854802227655/0.24015725988861722/0.24015725988861722/,0/
6,1,140827962/22544767/8971809/,59/289/289/,0.958520282606193/0.020739858696903493/0.020739858696903493/,0/
8,1,133525498/21752596/8479239/,84/77/78/,0.3150744773361336/0.3446580053745767/0.3402675172892897/,0/1/2/
1,2,140766105/16282587/13064289/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
3,2,134708804/23241110/13612847/,70/70/54/,0.29961263311727326/0.29961263311727326/0.4007747337654535/,2/
4,2,142199214/31077866/15363222/,100/100/65/,0.27031065507642865/0.27031065507642865/0.4593786898471428/,2/
6,2,121676675/25960113/14749177/,289/289/53/,0.012334575984269666/0.012334575984269666/0.9753308480314606/,2/
8,2,138027329/27446827/12005222/,972/87/66/,7.744988397388985E-7/0.4222767174500173/0.577722508051143/,2/
1,0,122323078/10491878/9250648/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
3,0,176607752/26985779/11571144/,54/70/70/,0.4007747337654535/0.29961263311727326/0.29961263311727326/,0/
5,0,163685931/17964552/6787031/,90/163/163/,0.5272356701219932/0.2363821649390034/0.2363821649390034/,0/
7,0,163167800/21352369/6401558/,239/75/528/,0.10335688898796455/0.8943370142963987/0.00230609671563681/,1/
9,0,152858667/22593503/7283208/,62/164/1779/,0.8346637429528385/0.16533625704594465/1.2169241950250913E-12/,0/
1,1,122356841/15613285/9426194/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
3,1,139921508/16936669/10107646/,70/61/56/,0.28990137442145236/0.3394869521721658/0.3706116734063816/,1/2/
4,1,137460201/21323267/9970990/,53/80/68/,0.4230125980045265/0.2565701101344405/0.320417291861033/,0/
6,1,145539970/23212392/8391422/,58/59/146/,0.4528528542036864/0.44524206253058723/0.1019050832657264/,0/1/
8,1,130100902/21720394/8571843/,74/66/437/,0.46920593757823303/0.5287124738812619/0.002081588540505099/,1/
1,2,122127982/16353850/12884418/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,136321805/21947735/12521324/,70/70/52/,0.293736004362442/0.293736004362442/0.41252799127511597/,2/
5,2,134633572/28335618/16015241/,163/163/74/,0.18953240892483195/0.18953240892483195/0.620935182150336/,2/
7,2,128388438/26991839/15877396/,528/72/62/,3.307709451057979E-4/0.46024828146864194/0.5394209475862521/,2/
9,2,148324465/29031954/12713268/,1779/158/62/,1.197146713394003E-12/0.17890123250776363/0.8210987674910393/,2/
1,0,120059666/16878888/8492261/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
3,0,142168967/25972651/9991712/,61/54/70/,0.33503335616481644/0.3805063344190444/0.28446030941613903/,1/
4,0,154799460/21726168/6589926/,80/65/100/,0.3340293552156856/0.419264340922669/0.24670630386164538/,1/
6,0,142606777/19506363/7255628/,59/141/289/,0.7833351606315069/0.1997155261002956/0.01694931326819759/,0/
8,0,135457375/20962759/6694085/,59/425/972/,0.9977619062679328/0.002237847971300966/2.457607663578941E-7/,0/
1,1,142316080/25232070/10329908/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
2,1,116470990/16749179/9461957/,50/53/56/,0.3531219446718367/0.3329491981368819/0.3139288571912815/,0/1/
3,1,124622790/18528046/8568044/,54/52/70/,0.35998692671477106/0.37383090337746894/0.26618216990776/,0/1/
5,1,126465139/25003861/8147158/,90/74/163/,0.3823187205968607/0.47323303480677853/0.14444824459636077/,1/
6,1,124043326/24731309/7775055/,141/61/289/,0.21160193504501834/0.7689526740488728/0.019445390906108875/,1/
1,2,136121333/17341784/10647503/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,2,144785997/21097086/13026276/,61/54/51/,0.29796134325437473/0.3408965783832745/0.3611420783623508/,1/2/
4,2,139566294/21538640/14756235/,80/65/51/,0.24503737016693358/0.32697125723438053/0.42799137259868586/,2/
6,2,139295966/22834791/10932742/,201/141/51/,0.04531644127845582/0.14366957755252258/0.8110139811690216/,2/
8,2,152550990/19981640/9006358/,648/84/51/,6.748874628991186E-6/0.3464624129896414/0.6535308381357297/,2/
2,0,129125397/23318718/17913334/,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
4,0,149559801/16207359/11166793/,100/100/100/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
6,0,145807529/21469929/12683392/,65/289/74/,0.5246310502787626/0.01761508892836677/0.45775386079287067/,0/
9,0,155153078/21784560/12876388/,181/1779/252/,0.5962544887319294/9.167072394234201E-5/0.4036538405441282/,0/
12,0,140626194/20520924/11984694/,83/10170/1297/,0.9999994710550535/7.054573052088489E-53/5.289449465350654E-7/,0/
1,1,120523075/23229173/8294693/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
3,1,126738018/24433934/14423997/,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
4,1,132844635/26676129/13045546/,68/68/68/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
6,1,132915911/32952101/13072650/,146/58/71/,0.1110007400575798/0.4932727626817288/0.3957264972606914/,1/
8,1,142600840/27900051/13371724/,76/74/147/,0.4140687792961553/0.4252591552985513/0.1606720654052934/,0/1/
1,2,140029840/17137088/7556200/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
3,2,120444803/24711592/12263169/,56/56/53/,0.32710442071449247/0.32710442071449247/0.34579115857101506/,0/1/2/
5,2,138129314/24004934/16129673/,93/93/57/,0.25905323016163223/0.25905323016163223/0.4818935396767356/,2/
7,2,130205285/21420178/15655768/,247/247/58/,0.03757162218192866/0.03757162218192866/0.9248567556361427/,2/
9,2,135187792/21201327/10427151/,784/784/58/,4.528617724833848E-6/4.528617724833848E-6/0.9999909427645504/,2/
1,0,127767932/17004312/8384169/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
3,0,134116841/19468970/7054859/,54/54/70/,0.3639561637015516/0.3639561637015516/0.27208767259689687/,0/1/
4,0,138498019/18268167/7316685/,53/65/100/,0.45054506214221957/0.36076828295675273/0.18868665490102765/,0/
5,0,129117058/29865280/8270723/,57/60/163/,0.4738456111493841/0.44995942670996875/0.07619496214064717/,0/1/
7,0,136123434/17894687/7298312/,63/101/528/,0.6439350658319444/0.3556147178515771/4.5021631647861147E-4/,0/
1,1,113149963/18378116/8790366/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
3,1,128883075/19252121/10791871/,52/54/56/,0.34598804793399013/0.3331751680519487/0.32083678401406124/,0/1/2/
4,1,150138173/16872453/7743170/,59/65/68/,0.3615923289499618/0.32718226930869276/0.31122540174134544/,0/1/
6,1,173915074/27796651/10208926/,107/141/146/,0.41206092546012557/0.30077317250048696/0.2871659020393875/,0/
8,1,138237452/25997942/8463892/,293/68/437/,0.03676975778515792/0.9586684335301844/0.004561808684657781/,1/
2,2,127486865/27245207/7940735/,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
5,2,133612080/27745682/6627738/,163/163/163/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
8,2,140208729/27951169/7927815/,972/972/78/,1.2170689000784603E-5/1.2170689000784603E-5/0.9999756586219984/,2/
12,2,124251452/35121961/13810292/,10170/10170/255/,1.5120673658505193E-17/1.5120673658505193E-17/1.0/,2/
16,2,126099643/33437469/16011075/,89380/89380/2083/,6.423488156026462E-19/6.423488156026462E-19/1.0/,2/
1,0,123557517/16058069/9203587/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,0,123437244/15340186/8323210/,54/61/70/,0.3805063344190444/0.33503335616481644/0.28446030941613903/,0/
4,0,137529019/19097951/7878055/,65/80/100/,0.419264340922669/0.3340293552156856/0.24670630386164538/,0/
5,0,126511334/19798715/8964787/,57/59/163/,0.470166471154179/0.45423017698086005/0.07560335186496094/,0/1/
7,0,130121356/19006217/7429224/,58/99/528/,0.6669050748271396/0.33286348965289697/2.314355199633884E-4/,0/
1,1,154099992/12641038/14827080/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,1,135519184/18061305/12398508/,70/70/56/,0.3050262786788956/0.3050262786788956/0.3899474426422088/,2/
4,1,129780578/24153896/16597922/,100/100/68/,0.2785473251569826/0.2785473251569826/0.44290534968603473/,2/
6,1,143444862/30284730/13081758/,289/59/146/,0.01722435822428706/0.7960467307966232/0.18672891097908972/,1/
8,1,121584289/29736554/12632689/,972/66/437/,1.3353478277811627E-6/0.9960770198783724/0.003921644773799943/,1/
1,2,116250206/16053875/14637353/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,126231444/24238137/16759127/,70/70/54/,0.29961263311727326/0.29961263311727326/0.4007747337654535/,2/
4,2,115311156/30323127/17307640/,100/100/65/,0.27031065507642865/0.27031065507642865/0.4593786898471428/,2/
6,2,113266149/31508244/14872438/,289/289/53/,0.012334575984269666/0.012334575984269666/0.9753308480314606/,2/
8,2,114412051/31724030/14232426/,972/75/59/,1.3948017939038292E-7/0.4337255453084355/0.5662743152113852/,2/
1,0,114217632/16918058/12678874/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,0,154900388/23331798/11194727/,61/54/54/,0.3056745323846491/0.3471627338076755/0.3471627338076755/,1/2/
4,0,139794704/41822735/13513290/,80/65/65/,0.28487234291013747/0.35756382854493124/0.35756382854493124/,1/2/
6,0,143493101/25083676/9598021/,59/57/141/,0.43892315045162617/0.4543224101211831/0.10675443942719072/,0/1/
8,0,122570079/32439258/9261956/,59/99/425/,0.659778584076043/0.3387416198357248/0.0014797960882322067/,0/
1,1,121511540/25303125/13675240/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
2,1,131947610/18418369/16391484/,56/50/51/,0.3098034441152148/0.34848148599903733/0.34171506988574796/,1/2/
3,1,113398078/18053985/14843493/,70/54/56/,0.2756705706798399/0.36874880215060585/0.3555806271695542/,1/2/
5,1,121194220/21957842/16020029/,163/57/93/,0.09467947810360271/0.588798181728781/0.3165223401676164/,1/
6,1,123108985/16204100/17366183/,65/57/146/,0.41747637107159885/0.47921961603902496/0.1033040128893762/,1/
1,2,124813770/19356052/10599161/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
3,2,133944731/15904298/14765187/,70/61/50/,0.27224446834348776/0.3247874705155017/0.4029680611410105/,2/
5,2,130154871/21184160/14569267/,163/120/50/,0.08005543722038488/0.18602045017392507/0.7339241126056901/,2/
7,2,125897626/23060986/10566070/,528/357/50/,8.48130182685437E-5/0.002424523343824372/0.9974906636379071/,2/
9,2,124477788/22742060/14586698/,1779/1177/88/,5.6027692170373165E-9/4.852774694864028E-6/0.999995141622536/,2/
