Real_Goal,Time,Cost,Prob,Results
0,227531942,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
0,266345034,51/51/57/,0.34589827535154744/0.34589827535154744/0.30820344929690513/,0/1/
0,294660053,51/51/66/,0.3637136523548392/0.3637136523548392/0.27257269529032147/,0/1/
0,209678876,51/51/61/,0.3539756640629704/0.3539756640629704/0.2920486718740592/,0/1/
0,169980627,51/61/71/,0.399079663980714/0.3292618608288834/0.2716584751904026/,0/
1,206397986,56/50/56/,0.3200156642329245/0.35996867153415113/0.3200156642329245/,1/
1,183208163,289/50/289/,0.009054001456680819/0.9818919970866383/0.009054001456680819/,1/
1,201336463,3221/50/3221/,9.933491381421044E-28/1.0/9.933491381421044E-28/,1/
1,203525994,188/71/170/,0.1358244542645962/0.6897734942519206/0.1744020514834832/,1/
1,204930175,603/293/519/,0.19226971292094858/0.5518746348954449/0.2558556521836066/,1/
2,212592649,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
2,191713031,54/54/54/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
2,184991094,90/90/50/,0.23861206820474254/0.23861206820474254/0.522775863590515/,2/
2,199481637,239/68/50/,0.014230293502965032/0.4067969692832795/0.5789727372137554/,2/
2,221436733,68/128/50/,0.3660841234350469/0.11288759218732108/0.521028284377632/,2/
0,206597802,53/50/50/,0.32039204470084753/0.3398039776495762/0.3398039776495762/,0/1/2/
0,234011213,80/50/65/,0.24138558316143482/0.43468902014669825/0.32392539669186704/,1/
0,243494628,201/59/69/,0.048339987491805986/0.5153909728321684/0.43626903967602565/,1/
0,217036299,648/71/70/,1.4669990731831545E-4/0.4964060980331926/0.5034472020594891/,1/2/
0,212377658,3798/272/142/,5.618433709438062E-12/0.2871859013808891/0.7128140986134925/,2/
1,179850660,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
1,183657385,70/61/61/,0.30189115913397097/0.3490544204330146/0.3490544204330146/,1/2/
1,253029100,100/80/80/,0.28088806934716204/0.3595559653264189/0.3595559653264189/,1/2/
1,199454802,289/201/201/,0.2443843336826764/0.3778078331586618/0.3778078331586618/,1/2/
1,207250035,972/648/648/,0.23283412284784627/0.3835829385760769/0.3835829385760769/,1/2/
2,238198086,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
2,221393598,59/62/62/,0.3445354618357616/0.3277322690821193/0.3277322690821193/,0/1/2/
2,270420629,76/56/59/,0.2654064741793131/0.37696023658167815/0.35763328923900867/,1/2/
2,280115300,434/149/82/,0.009855424470599153/0.30544109685436305/0.6847034786750378/,2/
2,256562287,10487/647/150/,1.7933266733911214E-30/0.03586772172833044/0.9641322782716696/,2/
0,157148877,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
0,155006902,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
0,200324143,50/50/52/,0.3376617865619698/0.3376617865619698/0.32467642687606046/,0/1/2/
0,184983686,50/56/52/,0.3508091162589585/0.3118727301465317/0.33731815359450984/,0/2/
0,209596561,50/50/52/,0.3376617865619698/0.3376617865619698/0.32467642687606046/,0/1/2/
1,195130114,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
1,201569372,70/70/70/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
1,209210388,59/59/65/,0.34425334574357264/0.34425334574357264/0.3114933085128547/,0/1/2/
1,259013956,59/59/65/,0.34425334574357264/0.34425334574357264/0.3114933085128547/,0/1/2/
1,215556178,71/212/101/,0.5554524848970115/0.07837066891308019/0.36617684618990837/,0/
2,175643494,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
2,210746937,52/50/52/,0.3289479341185263/0.34210413176294735/0.3289479341185263/,0/1/2/
2,192667811,52/50/52/,0.3289479341185263/0.34210413176294735/0.3289479341185263/,0/1/2/
2,199295921,63/60/58/,0.31841022197220703/0.33501925750623/0.346570520521563/,0/1/2/
2,291064039,59/57/59/,0.3294801527909292/0.3410396944181416/0.3294801527909292/,0/1/2/
0,188889977,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
0,166258834,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
0,176923758,50/50/54/,0.34193113375379486/0.34193113375379486/0.31613773249241023/,0/1/2/
0,185753919,50/57/57/,0.3644984388842404/0.3177507805578798/0.3177507805578798/,0/
0,190038656,50/50/57/,0.3482199706728124/0.3482199706728124/0.3035600586543751/,0/1/
1,173320957,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
1,192078860,50/52/61/,0.36133284489676465/0.3474371743055168/0.29122998079771845/,0/1/
1,215359431,57/60/55/,0.33509841539366686/0.31761909088442475/0.34728249372190834/,0/1/2/
1,250361891,50/117/90/,0.5796262933031125/0.15581323582702727/0.2645604708698601/,0/
1,228524074,50/78/76/,0.4591096178088958/0.2651430236976132/0.27574735849349097/,0/
