Obs,Real_Goal,STime,Cost,Prob,Results
16,1,136542294/14560507/27033790/,4470/53/196/,2.796525266262439E-36/0.933896760843189/0.06610323915681113/,1/
22,1,136542236/16644112/27097103/,101641/53/115/,0.0/0.7591725061100971/0.24082749388990282/,1/
2,2,118612633/18919324/13701945/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
6,2,136624775/18194460/16644611/,77/51/57/,0.2428498646559432/0.4003917374449008/0.35675839789915614/,1/
9,2,142046123/23592668/20990056/,62/51/154/,0.4156204199225879/0.5135312339630212/0.07084834611439088/,1/
13,2,141585408/36936920/24690785/,343/287/81/,0.036505924346975645/0.07226944224158179/0.8912246334114426/,2/
18,2,141583177/34917106/23887749/,5355/51/97/,3.56336031084244E-45/0.707777728391495/0.29222227160850495/,1/
3,0,126291279/17964529/13358001/,61/50/50/,0.28723860772370124/0.3563806961381494/0.3563806961381494/,1/2/
8,0,140275291/30309790/16588926/,648/53/53/,8.19756092039539E-6/0.4999959012195398/0.4999959012195398/,1/2/
13,0,156368798/23413642/15663427/,11727/53/113/,9.735964089586387E-95/0.7523361988609284/0.2476638011390716/,1/
18,0,136298379/19720723/15987102/,110/81/1895/,0.4124955174745849/0.5875044823803476/1.4506740449695757E-10/,1/
25,0,139018443/20611573/15313682/,110/250/76535/,0.7792431504707156/0.2207568495292844/7.48261428620192E-300/,0/
3,1,126309456/18053131/13436481/,61/50/50/,0.28723860772370124/0.3563806961381494/0.3563806961381494/,1/2/
8,1,137144076/17268920/16924995/,60/59/75/,0.357704054760105/0.3637157472849085/0.27858019795498645/,0/1/
13,1,140767694/18279759/22001797/,79/59/228/,0.4033759385328436/0.5629564717971992/0.03366758966995708/,1/
19,1,151146729/38267610/21350140/,123/1280/5893/,0.9999113428453843/8.865715461574863E-5/6.183844882420336E-21/,0/
26,1,156042566/47923969/20968701/,123/157/205641/,0.5681221238941159/0.43187787610588424/0.0/,0/
2,2,130732017/17492882/11357338/,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
6,2,136579129/25011379/16375466/,55/59/86/,0.39904934789932034/0.37153999509421876/0.229410657006461/,0/1/
9,2,139060654/27511792/15939515/,71/50/353/,0.3978599043068129/0.6005612591994718/0.0015788364937153285/,1/
12,2,150669987/35668592/16815952/,287/59/85/,0.013389938047487645/0.5985460910146133/0.388063970937899/,1/
17,2,146155060/35318543/16669112/,556/72/232/,0.0011859278149229037/0.8984422413225718/0.10037183086250538/,1/
3,0,121226767/21518830/14815318/,61/50/54/,0.2951738843384885/0.3662260975848342/0.33860001807667717/,1/2/
9,0,149948352/22638214/19100694/,59/50/767/,0.4559962951865568/0.5440032783006756/4.265127673605038E-7/,1/
15,0,148025030/20429529/24911643/,59/50/22820/,0.4559964896748816/0.5440035103251183/6.853128882825472E-195/,1/
21,0,171829866/40863354/39490867/,174/137/505489/,0.43336968685763894/0.566630313142361/0.0/,1/
30,0,164675344/46961520/29730396/,581/428/39372934/,0.41177235680567037/0.5882276431943295/0.0/,1/
2,1,125763188/20649842/13333916/,51/51/56/,0.3438406138817872/0.3438406138817872/0.31231877223642546/,0/1/2/
6,1,164009349/28015269/19820062/,53/56/63/,0.3601125174546478/0.3406518457580769/0.29923563678727544/,0/1/
10,1,155790834/35077897/19240022/,53/73/181/,0.5605617894321667/0.38705589181997696/0.052382318747856316/,0/
14,1,180291745/27925050/20819456/,53/73/1570/,0.5915484699391151/0.408451530060512/3.72848491270771E-13/,0/
20,1,152998199/31526611/21820878/,183/104/37806/,0.32030272469824034/0.6796972753017596/7.79190340896383E-157/,1/
3,2,132497945/19717847/11878749/,70/54/70/,0.29961263311727326/0.4007747337654535/0.29961263311727326/,1/
7,2,166458493/29653047/20207896/,62/70/62/,0.3471321061720879/0.3057357876558243/0.3471321061720879/,0/2/
11,2,200632376/42716516/24427400/,399/70/96/,0.00570596348498666/0.5871701668671914/0.40712386964782193/,1/
16,2,164858772/37938262/31268757/,6739/84/194/,7.799732550281788E-35/0.7848433281836539/0.2151566718163461/,1/
22,2,170775549/41978396/27250708/,153093/84/131/,0.0/0.6348176968383685/0.36518230316163136/,1/
3,0,124261646/19017253/13375888/,50/52/52/,0.34210413176294735/0.3289479341185263/0.3289479341185263/,0/1/2/
7,0,179523105/31962816/17811899/,50/52/171/,0.4866686751036603/0.4679530014752316/0.04537832342110805/,0/1/
11,0,156156648/20589617/15458530/,67/52/151/,0.3949295265844483/0.5241229023022987/0.08094757111325285/,1/
16,0,141611650/20735661/15689627/,67/596/2014/,0.999581916729902/4.180832697306821E-4/3.6723621662760343E-13/,0/
22,0,125088823/20045433/16056916/,67/16398/45201/,1.0/5.0011608650315824E-105/5.538910150289737E-289/,0/
2,1,138835777/22922287/15281360/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
6,1,137437595/33865449/17609889/,50/50/61/,0.3563806961381494/0.3563806961381494/0.28723860772370124/,0/1/
9,1,141957356/25717290/19795372/,50/57/80/,0.41202208580847516/0.3591794241245219/0.22879849006700279/,0/
13,1,127365754/28949748/26868760/,60/95/551/,0.6395021059103914/0.3602936604021097/2.0423368749894222E-4/,0/
18,1,136735335/40957260/26037088/,60/536/8469/,0.9995917729319124/4.08227068087731E-4/1.3528835166464247E-60/,0/
3,2,115171689/22924485/13070151/,51/50/56/,0.34171506988574785/0.3484814859990372/0.3098034441152147/,0/1/
9,2,155244326/20033737/14667926/,63/54/784/,0.4591815227378576/0.5408175466289048/9.306332376410934E-7/,1/
14,2,185483450/23746377/20914297/,105/64/139/,0.28803921347229894/0.5412416541028787/0.17071913242482242/,1/
20,2,424698515/70833403/52967933/,2476/1405/153/,2.8105641334057375E-7/2.9451960872049575E-4/0.9997051993348661/,2/
28,2,237569636/31234162/29480412/,148058/92007/153/,0.0/9.185064343348072E-260/1.0/,2/
2,0,150742349/32534395/18682841/,50/56/50/,0.3461393630355498/0.3077212739289003/0.3461393630355498/,0/2/
6,0,151452042/26418196/19575467/,57/60/141/,0.4577568570840271/0.43468169407852/0.10756144883745299/,0/1/
10,0,146889173/29310631/23822622/,108/115/108/,0.340390943669323/0.3192181126613541/0.340390943669323/,0/1/2/
14,0,269743333/30291119/24724677/,57/949/915/,0.9999994144456267/2.0933899143110257E-7/3.7621538172134987E-7/,0/
20,0,193895088/27513617/25246539/,72/1333/23534/,0.9999999685218642/3.1478135783766586E-8/2.623876261988759E-140/,0/
3,1,773948524/38076190/29656130/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
7,1,194017302/42782014/26652274/,57/51/62/,0.3299644759437009/0.3703207845874988/0.29971473946880034/,1/
11,1,179373731/31887233/26390419/,57/51/191/,0.45489437420132967/0.5105302353439346/0.034575390454735885/,1/
16,1,149646505/17716955/26059313/,57/51/2920/,0.4711858074713827/0.5288141925286174/5.780165121981477E-25/,1/
22,1,147473605/21622455/25782370/,200/71/66901/,0.1428685068127246/0.8571314931872754/0.0/,1/
2,2,138013447/17324384/15763360/,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
5,2,146917750/18717064/21421954/,54/56/50/,0.3286087694047565/0.31597155892822637/0.35541967166701705/,0/2/
8,2,149687895/24261371/19730520/,54/141/50/,0.4418520112227007/0.0802456581771401/0.47790233060015913/,0/2/
12,2,241019426/43461359/20838832/,110/77/50/,0.16252700671159806/0.3104127944331738/0.5270601988552281/,2/
16,2,177128329/36872417/9549228/,293/68/50/,0.004982278377171801/0.41061334191094656/0.5844043797118816/,2/
2,0,138017003/18490991/20282523/,50/56/56/,0.35996867153415113/0.3200156642329245/0.3200156642329245/,0/
5,0,206218282/22664474/17982112/,57/53/53/,0.3170805109919708/0.3414597445040146/0.3414597445040146/,0/1/2/
7,0,154323042/25760892/18829054/,62/53/86/,0.354290715493282/0.4185450259296088/0.22716425857710912/,1/
10,0,188527341/31052893/29257885/,83/69/376/,0.44710439867315727/0.5460945457249385/0.006801055601904295/,1/
14,0,133646282/24650791/21897255/,72/63/3625/,0.4649015713733885/0.5350984286266115/3.6077083135925305E-25/,1/
3,1,153837558/35233364/12996858/,54/53/70/,0.3620226471797444/0.36878923045042283/0.26918812236983286/,0/1/
7,1,181097862/29656589/17387902/,72/65/59/,0.29711723410990254/0.3338839425601642/0.36899882332993345/,1/2/
11,1,168251484/57764161/26021780/,66/59/67/,0.32183147966793535/0.3616564471374778/0.31651207319458674/,1/
15,1,177732478/51171409/19296474/,105/89/98/,0.3053022821363532/0.36470184346753126/0.3299958743961156/,1/2/
21,1,167458371/39640353/17899858/,1189/89/98/,2.582838770846945E-6/0.5249778315423407/0.47501958561888846/,1/2/
2,2,127033772/35187035/10595906/,50/56/56/,0.35996867153415113/0.3200156642329245/0.3200156642329245/,0/
5,2,138157578/20829597/14226112/,90/56/63/,0.22616061405527224/0.4106481054304048/0.36319128051432303/,1/
7,2,144950261/21753646/20836719/,239/56/59/,0.02027856375038057/0.5027488147002095/0.47697262154940995/,1/2/
10,2,143382449/22350716/13715153/,1382/56/59/,4.047504493016887E-11/0.5131548581853906/0.4868451417741343/,1/2/
14,2,146026943/19302624/16929748/,13284/81/84/,6.0274538905581776E-71/0.5091453214101649/0.49085467858983506/,1/2/
4,0,139349060/22058229/15794711/,52/68/50/,0.36091775232318124/0.26372967211734666/0.3753525755594721/,0/2/
10,0,177976682/32337546/17661784/,67/83/222/,0.5283505635488339/0.4175757194755374/0.054073716975628586/,0/
16,0,144811071/39852834/19085381/,67/1809/6681/,0.9999999999925114/7.488541536182886E-12/5.734227924850646E-43/,0/
22,0,155667052/39053170/19414298/,67/42866/152437/,1.0/4.5324229172993095E-274/0.0/,0/
31,0,155905813/39549225/18791669/,67/3464136/11994354/,1.0/0.0/0.0/,0/
2,1,138534224/21126408/12356921/,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
6,1,162000203/25188889/17048760/,50/100/54/,0.43483375739421926/0.16313394866221215/0.4020322939435686/,0/2/
9,1,139630455/30409665/17870438/,50/113/97/,0.592191257636968/0.1721791553152074/0.23562958704782463/,0/
12,1,150931171/34441633/23015380/,50/70/71/,0.42770167920691987/0.28895445444387025/0.2833438663492099/,0/
17,1,175678177/48081296/34326436/,50/112/779/,0.7713031544407764/0.2286963676243845/4.779348392357265E-7/,0/
2,2,120619962/30615845/13968354/,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
4,2,141645473/18706045/14750282/,65/56/57/,0.3010488184037137/0.35254108752975183/0.3464100940665345/,1/2/
7,2,168287477/35307886/22406240/,239/161/66/,0.05737881412030721/0.18380110974540725/0.7588200761342855/,2/
10,2,148121739/28641159/20957482/,81/59/67/,0.26985314950879/0.3893756609462975/0.34077118954491253/,1/
13,2,154640918/25136330/16568240/,338/70/67/,0.009409086735657289/0.48437159332231844/0.5062193199420243/,1/2/
2,0,119077828/20427833/12964379/,50/50/53/,0.3398039776495762/0.3398039776495762/0.32039204470084753/,0/1/2/
6,0,148774276/25214953/15532639/,53/100/107/,0.5596986151299452/0.23439977111162041/0.2059016137584344/,0/
10,0,162657534/24636185/16036019/,60/72/198/,0.5193373204919042/0.42659381335343366/0.05406886615466218/,0/
14,0,148916494/23717279/21768719/,215/72/101/,0.0777713733203203/0.5515196790776896/0.3707089476019901/,1/
20,0,152823687/25666530/22918005/,99/72/1826/,0.4085741226929034/0.5914258772853728/2.172372408390141E-11/,1/
2,1,121171045/19982287/13470759/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
4,1,146327902/24635141/14228103/,65/53/65/,0.30780132912346997/0.38439734175306/0.30780132912346997/,1/
6,1,129011380/29053670/17732661/,54/54/69/,0.3621482127832609/0.3621482127832609/0.27570357443347826/,0/1/
8,1,132964684/36073783/19521524/,61/65/89/,0.38848204489012994/0.36421007242348674/0.24730788268638335/,0/1/
11,1,124473934/35447312/18665926/,61/65/333/,0.512831617207426/0.48079040692085245/0.00637797587172157/,0/1/
3,2,131535876/21720013/9838726/,70/50/70/,0.2873422951834218/0.4253154096331565/0.2873422951834218/,1/
8,2,145074353/21994810/9735315/,50/120/972/,0.7977916649057449/0.20220832386045964/1.1233795353468114E-8/,0/
13,2,155592908/31356047/17219566/,106/1997/17760/,0.9999999788768705/2.1123129386301527E-8/2.2154874983748496E-72/,0/
18,2,178230992/43259317/17726881/,153/153/117/,0.29790809151750003/0.29790809151750003/0.4041838169649999/,2/
25,2,163438438/48325600/15626630/,1416/183/188/,6.227518542803105E-4/0.5064774539361641/0.4928997942095557/,1/2/
2,0,129689980/17867471/11402048/,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
6,0,129430293/24914503/16658684/,50/61/59/,0.3781845664420367/0.30481226818551527/0.31700316537244805/,0/
10,0,154834914/27755772/21579860/,50/71/106/,0.5010008624990278/0.3319031192208297/0.16709601828014262/,0/
14,0,137596748/36559689/18631339/,50/71/904/,0.6015109273055432/0.3984890405623024/3.213215431255733E-8/,0/
19,0,152345051/22026296/20371859/,50/303/13889/,0.9930413327179995/0.00695866728200052/1.4121548569384039E-118/,0/
3,1,175198732/16195836/12808270/,70/70/70/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
8,1,149549720/18466858/9567734/,53/117/972/,0.7658788088844507/0.23412115999040525/3.1125144076088025E-8/,0/
12,1,151389199/37150938/11930955/,72/141/10170/,0.7201499397704311/0.27985006022956893/6.053446082996715E-61/,0/
17,1,163436414/28849102/18275371/,379/611/144/,0.15978338674001466/0.03225970941620237/0.8079569038437829/,2/
24,1,190828996/34655736/19563497/,397/189/185/,0.13916563747892635/0.4257892178873536/0.4350451446337202/,1/2/
2,2,133213251/21758262/13783769/,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
6,2,148287764/19876181/12423458/,74/56/60/,0.27399155093082145/0.37573599040170613/0.3502724586674724/,1/2/
9,2,147755086/23132121/18961332/,71/151/68/,0.4240692812484264/0.1330169483358226/0.442913770415751/,0/2/
13,2,170561739/25568855/13090247/,77/1348/68/,0.4674374552523513/4.6762020707115825E-9/0.5325625400714468/,2/
18,2,148822954/30813861/8630819/,330/153/68/,0.017072045707111017/0.2219960886835573/0.7609318656093317/,2/
2,0,125355383/20279195/13868611/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
6,0,136439489/30671039/14849867/,54/57/100/,0.4201329907307871/0.3978304268121977/0.18203658245701515/,0/1/
9,0,153104734/30187113/20388250/,80/57/72/,0.2751345209995968/0.40903955770557854/0.31582592129482473/,1/
12,0,150416009/27254285/22173164/,61/57/235/,0.4714343030019519/0.5050943651235337/0.02347133187451446/,0/1/
17,0,148705991/31905001/26946466/,77/129/3381/,0.6607563687658171/0.33924363123418283/2.653215554141851E-19/,0/
3,1,145785012/26676849/16072289/,56/51/70/,0.34905288829313885/0.3842822464000648/0.2666648653067963/,0/1/
8,1,146209158/21336489/16899705/,97/86/56/,0.23441967577880782/0.2843186031250229/0.4812617210961692/,2/
13,1,232814058/46799200/29421211/,1348/1263/119/,3.564952582256072E-5/7.239007317837795E-5/0.999891960400999/,2/
19,1,245923503/40939158/22869376/,34108/95/81/,3.2971769189605464E-181/0.4574204533447983/0.5425795466552016/,2/
26,1,192717254/74508643/34084299/,1117336/186/264/,0.0/0.6027920424171818/0.39720795758281835/,1/
2,2,189196444/56778722/59402683/,53/50/50/,0.32039204470084753/0.3398039776495762/0.3398039776495762/,0/1/2/
4,2,306830835/28006688/22377173/,56/50/65/,0.3374877548477453/0.3796221008830457/0.282890144269209/,1/
6,2,294844018/31543180/31014016/,100/50/57/,0.16696869206857037/0.44505527105035075/0.38797603688107885/,1/
9,2,240438310/31333246/26952662/,494/63/74/,6.452206541729169E-4/0.5425130165698101/0.45684176277601685/,1/
12,2,274890706/38601034/16164514/,2817/262/66/,1.3973462636589332E-18/0.05091343691084516/0.9490865630891548/,2/
2,0,150320984/28796802/17535383/,53/50/56/,0.3329491981368819/0.3531219446718367/0.3139288571912815/,0/1/
5,0,204389689/30990410/19066424/,70/90/54/,0.32972972780876736/0.22920961829887956/0.441060653892353/,2/
8,0,192406528/57416885/26379147/,54/54/64/,0.35288891759809726/0.35288891759809726/0.29422216480380553/,0/1/
12,0,172361387/65368679/35277058/,54/102/333/,0.7022098020904939/0.2933906360876451/0.0043995618218611/,0/
16,0,214180704/53506553/23881163/,54/756/2971/,0.9999971369962631/2.863003736801772E-6/9.259737795955337E-24/,0/
3,1,151410771/24869357/13460420/,50/54/54/,0.35098421032717386/0.32450789483641307/0.32450789483641307/,0/1/2/
9,1,208755672/34121315/20150332/,131/53/50/,0.09514237357081733/0.4391259190909232/0.46573170733825947/,1/2/
15,1,184707842/26779719/16419817/,3855/53/137/,2.184145081900997E-31/0.8257146788214146/0.1742853211785855/,1/
21,1,151297131/29871264/28934766/,92007/71/120/,0.0/0.6638626803668102/0.33613731963318977/,1/
29,1,179269308/28998424/31262771/,4646264/71/556/,0.0/0.9988141526091304/0.001185847390869634/,1/
2,2,133324418/22121122/13850541/,50/51/56/,0.3484814859990372/0.34171506988574785/0.3098034441152147/,0/1/
5,2,231672213/39566776/22997940/,90/53/55/,0.20424269058592814/0.40524593579412793/0.390511373619944/,1/2/
8,2,176527506/27728273/15488378/,425/53/55/,5.186880934058759E-4/0.5089940547961341/0.49048725711046004/,1/2/
12,2,268013909/35215059/19337840/,4374/72/55/,1.840534846291996E-34/0.4246846507737784/0.5753153492262216/,2/
16,2,142523337/22413735/20134377/,38876/604/80/,9.735432922201516E-209/0.0015481646185549118/0.9984518353814451/,2/
2,0,156041152/22091532/16565490/,56/50/56/,0.3200156642329245/0.35996867153415113/0.3200156642329245/,1/
5,0,149340546/25596423/19812319/,56/62/77/,0.3858153517481417/0.3472676241266654/0.266917024125193/,0/1/
8,0,150838009/27906078/18815663/,56/58/300/,0.505215422396245/0.48779595724684094/0.006988620356914067/,0/1/
12,0,185707948/28861635/28496444/,56/58/158/,0.4689180519551192/0.45275009408634276/0.07833185395853794/,0/1/
16,0,174072452/44921566/27859025/,56/384/1257/,0.9968411573994376/0.003158841895926009/7.046363365596558E-10/,0/
2,1,162232465/21601146/16721234/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
5,1,187423577/43107516/18951192/,90/90/53/,0.2509952441641937/0.2509952441641937/0.4980095116716125/,2/
8,1,234066989/37305342/17218876/,54/54/53/,0.33126940901022034/0.33126940901022034/0.3374611819795593/,0/1/2/
12,1,297277292/60373385/30053930/,64/79/277/,0.5459508031659464/0.4334427126873533/0.02060648414670023/,0/
16,1,150406820/29716492/17232665/,64/79/2689/,0.5574376329113073/0.44256236708869257/1.612058023484953E-18/,0/
2,2,129201806/18141992/12514542/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
5,2,178796862/19332177/15619782/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
8,2,132103069/19694192/18226645/,120/120/50/,0.16819740949774464/0.16819740949774464/0.6636051810045107/,2/
12,2,156494176/20348401/18320707/,1126/1126/50/,6.874450498582072E-10/6.874450498582072E-10/0.9999999986251099/,2/
16,2,140433682/18783792/13848260/,10516/10516/50/,7.515534123176882E-90/7.515534123176882E-90/1.0/,2/
2,0,135630134/38411529/15666854/,51/53/56/,0.3483600802490606/0.33521600655674466/0.3164239131941947/,0/1/2/
5,0,136078884/23134054/15208534/,59/55/65/,0.33642408924506756/0.3613334101401992/0.3022425006147332/,0/1/
8,0,158376000/26630644/19304265/,59/61/65/,0.3481829267986688/0.3367681327126202/0.315048940488711/,0/1/2/
11,0,147322384/22078287/22538434/,59/61/131/,0.44083735404312446/0.4263849865243963/0.13277765943247932/,0/1/
15,0,138173801/27518772/24218002/,59/89/1075/,0.6224593140556215/0.3775406583984293/2.75459492435635E-8/,0/
2,1,130800307/16953934/12279224/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
6,1,152766824/27530892/16803681/,141/50/53/,0.07954965740746305/0.47375730397212745/0.44669303862040943/,1/2/
10,1,140290633/35258118/19513569/,1382/74/70/,4.850189284719888E-9/0.48591921473983213/0.5140807804099786/,1/2/
14,1,144348441/36894118/22157012/,13284/75/116/,2.0843956084180625E-76/0.6316899747778582/0.36831002522214185/,1/
20,1,148907443/35907222/21787155/,305973/75/109/,0.0/0.6100133706131681/0.3899866293868319/,1/
3,2,134003077/13943333/14870843/,50/53/50/,0.3398039776495762/0.32039204470084753/0.3398039776495762/,0/1/2/
8,2,161023106/23833772/18492604/,54/131/68/,0.49459267351188074/0.12196505167579201/0.3834422748123273/,0/
12,2,171169016/31490590/19608604/,74/70/92/,0.35285583629129896/0.37330568166555994/0.273838482043141/,0/1/
17,2,157775982/32734446/20110305/,1086/105/92/,1.2202381189215361E-5/0.4651048806455099/0.5348829169733009/,2/
24,2,173618455/36058167/20720745/,46369/105/1997/,2.8245172427632667E-190/0.9999999822885873/1.7711412670875927E-8/,1/
2,0,121865992/25119227/14922162/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
6,0,143179543/26932443/18280897/,59/141/59/,0.44346775185093007/0.11306449629813992/0.44346775185093007/,0/2/
9,0,147005878/33689951/20806823/,56/69/62/,0.37089841711723864/0.29526050703898554/0.33384107584377576/,0/2/
13,0,135788629/41762341/21943753/,56/90/343/,0.6421591751833918/0.3536631764768151/0.004177648339792932/,0/
18,0,135683591/41976096/20818404/,56/158/5355/,0.8568627365449071/0.1431372634550929/3.620452403781378E-41/,0/
