Obs,Real_Goal,STime,Cost,Prob,Results
2,1,127638495/17017412/13062490/,53/53/53/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
4,1,139950558/22476286/16277870/,52/53/80/,0.3889666804864977/0.38169648890826424/0.22933683060523813/,0/1/
7,1,139621358/27699986/27947735/,52/120/52/,0.4391359334654257/0.12172813306914859/0.4391359334654257/,0/2/
10,1,134705023/32519963/23768280/,60/140/80/,0.5025429289096536/0.13539624901646885/0.3620608220738776/,0/
13,1,156298764/36281070/20827379/,60/79/333/,0.5734763163331398/0.41999433755062887/0.0065293461162314196/,0/
2,2,130235287/20943746/12247033/,53/51/56/,0.33521600655674466/0.3483600802490606/0.3164239131941947/,0/1/2/
6,2,139013256/27518879/19824683/,74/51/57/,0.2536146857336081/0.3946991472790003/0.3516861669873916/,1/
10,2,153463930/42744195/24854782/,562/51/164/,4.8459932834146175E-5/0.8977621145142453/0.10218942555292068/,1/
14,2,147667054/33782410/21286139/,5528/89/70/,2.3312027780608676E-34/0.4334950026087459/0.5665049973912542/,2/
19,2,142285561/47323053/20852186/,78870/1314/70/,0.0/2.4585062714793956E-8/0.9999999754149373/,2/
1,0,118459011/18060981/13669559/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
3,0,129129583/20002481/13913724/,52/53/56/,0.34380625221242583/0.33738015598163174/0.3188135918059423/,0/1/2/
5,0,129776022/23716146/17635850/,60/62/93/,0.39216914802299097/0.3795196452114072/0.22831120676560177/,0/1/
7,0,140470784/26515877/21445760/,57/72/69/,0.3868143350161492/0.2986654748303191/0.3145201901535318/,0/
10,0,144699773/21053264/25716392/,65/73/122/,0.43337468017578074/0.38390324120502906/0.18272207861919013/,0/
2,1,125252874/19539032/14235981/,53/53/56/,0.33944798309499363/0.33944798309499363/0.32110403381001285/,0/1/2/
5,1,141919883/21752642/14810851/,77/59/53/,0.2528294189134395/0.35285187846289207/0.39431870262366847/,2/
7,1,148744677/21539110/17668709/,70/74/65/,0.3311373431376109/0.31166446071015663/0.35719819615223264/,0/2/
10,1,149403462/23921385/16250185/,70/74/237/,0.4901029920656406/0.4632549399264716/0.04664206800788768/,0/1/
14,1,141531604/18510616/16503265/,155/74/161/,0.20543178495289977/0.6049307762896943/0.1896374387574059/,1/
2,2,129926014/17532558/13544650/,51/51/56/,0.3438406138817872/0.3438406138817872/0.31231877223642546/,0/1/2/
6,2,147925104/22363546/18822067/,104/65/56/,0.18855632813108186/0.37375754490641777/0.4376861269625004/,2/
9,2,158725193/30243125/23351111/,505/61/63/,3.9412882125925645E-4/0.5078635742921724/0.49174229688656845/,1/2/
12,2,151414569/33543428/23137139/,2856/84/63/,6.479179437769692E-20/0.41869690935568665/0.5813030906443133/,2/
17,2,163512025/38251264/16940422/,43255/480/63/,8.03284132445315E-294/0.0014779429802159513/0.998522057019784/,2/
2,0,133733133/19831823/14662365/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
6,0,139709887/22585524/19980577/,53/50/61/,0.3430049947701209/0.36378700253118623/0.2932080026986928/,0/1/
9,0,147528107/18346637/20828441/,75/50/113/,0.32182031114638393/0.5254155263479545/0.1527641625056616/,1/
12,0,147508365/25666049/19448662/,75/67/513/,0.4702692121577928/0.5289809296354943/7.498582067128368E-4/,1/
17,0,194581196/19770319/20402134/,88/449/7892/,0.9829796674710971/0.017020332528902855/8.15196110862802E-39/,0/
3,1,131168906/21344726/13715224/,52/52/52/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
9,1,153818244/30034499/21144920/,517/222/58/,3.935648717169572E-4/0.058410205923313946/0.9411962292049691/,2/
15,1,155356841/35229759/19426795/,15100/70/68/,1.2358412687558903E-95/0.4927541304885565/0.5072458695114435/,1/2/
21,1,172314709/32989220/22689442/,335531/70/142/,0.0/0.7338187326633435/0.2661812673366566/,1/
29,1,158941097/35205709/29459576/,16324930/70/317/,0.0/0.9700806341915964/0.029919365808403642/,1/
2,2,117642966/19648694/13833843/,53/53/56/,0.33944798309499363/0.33944798309499363/0.32110403381001285/,0/1/2/
4,2,143286371/29136348/15568751/,80/80/52/,0.270559126700018/0.270559126700018/0.458881746599964/,2/
6,2,147856030/28686564/20456941/,201/52/61/,0.03157937093909191/0.5252240028813924/0.44319662617951566/,1/
9,2,136002035/23512792/21252464/,1177/92/66/,3.746293578992249E-8/0.4041844600556469/0.5958155024814172/,2/
12,2,201336400/44509639/33529548/,6710/79/66/,4.705509930456706E-44/0.45164414895171967/0.5483558510482803/,2/
2,0,125204732/21707321/12837911/,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
6,0,136121882/26708771/17449414/,50/100/62/,0.46178662356740985/0.17324569231557/0.36496768411702/,0/
9,0,129828745/31715139/20767992/,50/108/212/,0.7339822054975945/0.23538674460901998/0.03063104989338545/,0/
13,0,137468700/28791093/19248471/,50/123/2049/,0.8071150847204498/0.1928849152795503/7.661166292893403E-18/,0/
18,0,137517807/29466085/21204517/,50/1519/30799/,0.9999999999996906/3.0946804087215714E-13/1.427216062006263E-262/,0/
3,1,145478212/22867397/13871841/,52/52/54/,0.3374995087173926/0.3374995087173926/0.3250009825652147/,0/1/2/
7,1,164853799/27231007/18061554/,171/52/57/,0.05253190962452975/0.49606343227561456/0.45140465809985575/,1/2/
12,1,140779608/19367209/14369271/,2894/52/57/,2.6974618354679578E-24/0.5235674291458517/0.47643257085414814/,1/2/
17,1,146161938/16584453/20933690/,43547/52/70/,0.0/0.5840988551352092/0.4159011448647909/,1/
23,1,168473093/17546838/30269997/,904519/112/999/,0.0/0.9996102275187898/3.897724812101819E-4/,1/
2,2,125116955/21074787/12868034/,53/50/56/,0.3329491981368819/0.3531219446718367/0.3139288571912815/,0/1/
5,2,142470778/25217483/16543545/,62/54/55/,0.30373977642651895/0.35129484380258197/0.3449653797708991/,1/2/
8,2,145721148/26997929/20688026/,196/54/95/,0.04879277377571367/0.6450968143801292/0.3061104118441571/,1/
11,2,152918600/29670386/22804476/,1058/106/66/,2.395467834294042E-7/0.3550268433194656/0.644972917133751/,2/
15,2,155864889/33792868/21015792/,9824/276/66/,5.371174973641664E-64/0.04171324489700205/0.958286755102998/,2/
2,0,131549286/25455839/19956810/,53/51/56/,0.33521600655674466/0.3483600802490606/0.3164239131941947/,0/1/2/
6,0,138561727/26392654/17592439/,50/51/63/,0.3629005841252637/0.3558541944070045/0.28124522146773173/,0/1/
9,0,153659468/26630349/18140765/,65/65/115/,0.4050548349658968/0.4050548349658968/0.18989033006820644/,0/1/
13,0,136956878/24933267/24872394/,59/84/904/,0.6026850600922158/0.3973144788275847/4.6108019954667483E-7/,0/
18,0,144080572/26176327/22513498/,59/1223/13457/,0.9999999962443332/3.755666751833266E-9/1.0520640712245375E-97/,0/
2,1,128565448/18312942/13237895/,53/50/56/,0.3329491981368819/0.3531219446718367/0.3139288571912815/,0/1/
5,1,145316075/23201511/14723637/,120/70/51/,0.13540695822958998/0.3541863584344859/0.510406683335924/,2/
8,1,152199262/32224944/18967619/,71/61/86/,0.33782267189762843/0.3969504417520201/0.26522688635035147/,1/
11,1,144362269/24459100/21875648/,71/61/399/,0.45870166904431786/0.5389864130099231/0.0023119179457590333/,1/
15,1,144523493/18159248/20055869/,84/61/3894/,0.4083072017109467/0.5916927982890534/8.373184332418427E-28/,1/
2,2,126777345/18139385/12318978/,50/51/56/,0.3484814859990372/0.34171506988574785/0.3098034441152147/,0/1/
5,2,147578500/24649947/14367582/,50/93/50/,0.4114619710801107/0.1770760578397786/0.4114619710801107/,0/2/
8,2,146008386/38606610/14996604/,62/63/50/,0.30808438101692515/0.30210234982238565/0.3898132691606891/,2/
12,2,164536881/38691997/12835773/,429/74/68/,0.0027800627103083393/0.47694492420761836/0.5202750130820734/,1/2/
16,2,151802522/38964484/16413829/,4201/129/91/,2.3868813810639365E-20/0.3981825771717734/0.6018174228282266/,2/
3,0,135064646/22465695/14221603/,54/54/50/,0.32450789483641307/0.32450789483641307/0.35098421032717386/,0/1/2/
7,0,148039103/28510933/14427690/,65/50/50/,0.2714526638004373/0.36427366809978134/0.36427366809978134/,1/2/
11,0,138103216/28288182/12742087/,77/60/97/,0.3287469628410712/0.4344048222635858/0.23684821489534305/,1/
16,0,150922749/25044388/12162044/,116/657/1604/,0.9902783076582384/0.009718724625909619/2.967715851931712E-6/,0/
22,0,151408657/23376216/12376585/,116/17090/40530/,1.0/9.86036192860382E-64/9.69437308924417E-151/,0/
2,1,122303501/21817466/13173395/,53/50/56/,0.3329491981368819/0.3531219446718367/0.3139288571912815/,0/1/
6,1,149006014/22469151/16778563/,201/50/60/,0.027633863893678404/0.5336959458630969/0.4386701902432248/,1/
9,1,150611244/20406096/22264903/,60/50/110/,0.3858342841147231/0.4694146030138149/0.14475111287146217/,1/
13,1,153124190/11873740/37867607/,60/50/881/,0.45113682363400104/0.5488631303383624/4.602763670958532E-8/,1/
18,1,147467138/13884061/30697595/,60/50/13284/,0.4511368443987638/0.5488631556012363/1.1073982001949764E-113/,1/
2,2,134662114/18343809/13137376/,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
6,2,152245350/27349651/15526945/,50/65/59/,0.3870849494571104/0.28845137556966705/0.32446367497322254/,0/
10,2,153392124/35054377/20278416/,222/65/56/,0.028481830166765126/0.4474891586159338/0.524029011217301/,2/
14,2,157400973/43746007/18498096/,2202/125/56/,3.434832118564815E-17/0.2296079386871283/0.7703920613128716/,2/
19,2,153698546/45410477/12723446/,32940/657/56/,2.8194766575138727E-251/2.6354118283681002E-5/0.9999736458817162/,2/
2,0,122578331/19713637/12959314/,53/50/50/,0.32039204470084753/0.3398039776495762/0.3398039776495762/,0/1/2/
6,0,156275825/26178397/16384536/,56/141/53/,0.4416323143967405/0.09150591307178946/0.46686177253147004/,0/2/
9,0,147313473/33551885/17799819/,56/65/141/,0.4809922174650198/0.41073833334960175/0.10826944918537842/,0/
13,0,151838566/38068059/18603566/,66/162/1297/,0.8073427781583458/0.19265721337509195/8.466562344586158E-9/,0/
18,0,150206135/50794836/18674970/,66/2271/19901/,0.9999999999999949/5.09535139919613E-15/2.6877404973307155E-129/,0/
2,1,129992669/25857919/18443378/,53/50/50/,0.32039204470084753/0.3398039776495762/0.3398039776495762/,0/1/2/
5,1,153505179/22424919/15463225/,120/53/53/,0.12632087017727373/0.4368395649113631/0.4368395649113631/,1/2/
7,1,148848612/17212729/20298468/,70/53/65/,0.28843211602657604/0.3951536091941205/0.3164142747793034/,1/
10,1,174170159/17226825/23111981/,70/53/77/,0.30784136974897097/0.42174439515036305/0.27041423510066603/,1/
14,1,163147609/17195619/26829851/,106/75/272/,0.38223151822770046/0.5747419919944101/0.043026489777889365/,1/
2,2,142762440/22465212/13716741/,51/51/56/,0.3438406138817872/0.3438406138817872/0.31231877223642546/,0/1/2/
5,2,152194495/23531023/14221062/,93/51/54/,0.18657668431456875/0.4184404718919516/0.3949828437934798/,1/2/
8,2,146016478/26478195/18963054/,437/51/54/,3.0717247446328824E-4/0.5142610623895066/0.48543176513603015/,1/2/
12,2,148228393/27061893/12932162/,4432/164/54/,2.3715654007370263E-35/0.1192029220221176/0.8807970779778824/,2/
16,2,155345836/39891876/9983376/,39168/1621/54/,1.398160398541895E-309/4.232094897134326E-13/0.9999999999995768/,2/
2,0,124112322/20684455/13046309/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
6,0,140233979/31737254/17881798/,54/141/54/,0.4533911745531778/0.09321765089364448/0.4533911745531778/,0/2/
9,0,137374237/34334969/21751681/,69/64/144/,0.4174702492235575/0.45085075264250885/0.13167899813393363/,0/1/
13,0,151448506/27528190/22352760/,85/75/1314/,0.46715261937304/0.5328473363212334/4.4305726663081014E-8/,1/
18,0,157806010/27302556/22184821/,85/185/20030/,0.761839429279895/0.23816057072010502/1.448415605284771E-101/,0/
2,1,134373206/21448949/12668721/,53/50/56/,0.3329491981368819/0.3531219446718367/0.3139288571912815/,0/1/
6,1,143317312/25853676/26481586/,56/141/56/,0.44941880109369337/0.10116239781261327/0.44941880109369337/,0/2/
9,1,148439461/26535773/21162053/,101/64/151/,0.30957099995645115/0.5469832810614638/0.14344571898208497/,1/
12,1,155053219/15506918/20690772/,74/64/767/,0.46160915107391937/0.5383800339120458/1.0815014034846258E-5/,1/
17,1,141669689/16535581/21716503/,485/64/11986/,0.0015361739039439282/0.998463826096056/2.2031440837534245E-80/,1/
2,2,125495444/14589010/13295077/,53/53/56/,0.33944798309499363/0.33944798309499363/0.32110403381001285/,0/1/2/
5,2,141963585/23980141/16179305/,120/59/59/,0.15318786219352984/0.42340606890323507/0.42340606890323507/,1/2/
8,2,133214037/33074055/18334074/,648/151/57/,3.1354851065886756E-5/0.16510460328083784/0.8348640418680963/,2/
11,2,127316688/33884916/22273964/,3798/733/80/,1.162010809022586E-20/3.152817966305359E-4/0.9996847182033696/,2/
15,2,149490156/36810786/22595527/,34789/6623/80/,7.982403450438958E-187/8.291953361232673E-36/1.0/,2/
2,0,133643808/15274023/10438321/,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
5,0,139201186/20819557/11752754/,56/59/163/,0.47579431837767944/0.45140009626923105/0.07280558535308947/,0/1/
8,0,141733896/32033630/16616692/,56/69/972/,0.5567716381234157/0.44322830346639847/5.8410185846902015E-8/,0/
11,0,135196128/32458044/16518536/,56/86/5758/,0.628623419215673/0.3713765807843271/2.25789615143443E-44/,0/
15,0,134335917/34446718/15155187/,56/126/52597/,0.7734806313642079/0.22651936863579222/0.0/,0/
2,1,135447017/35481227/18083900/,53/50/56/,0.3329491981368819/0.3531219446718367/0.3139288571912815/,0/1/
6,1,134892688/29162835/15269836/,201/59/50/,0.02739589608940841/0.44350405722661357/0.529100046683978/,2/
9,1,171594418/29826925/18935444/,1177/71/63/,1.4649655018778791E-8/0.4687906197586228/0.5312093655917222/,2/
13,1,139994060/25962644/24329623/,11727/71/86/,2.718979526252375E-71/0.5518957672682311/0.4481042327317688/,1/
18,1,336781861/96391519/61518686/,167544/71/86/,0.0/0.5518957672682311/0.4481042327317688/,1/
2,2,129250142/20756233/13609480/,50/51/56/,0.3484814859990372/0.34171506988574785/0.3098034441152147/,0/1/
6,2,173811000/28633254/15181263/,141/60/50/,0.08438395344121838/0.4130681339254003/0.5025479126333813/,2/
9,2,136493660/29748909/19338860/,767/72/63/,8.936973978034606E-6/0.4648974165601428/0.5350936464658792/,2/
12,2,159893470/47042138/30951947/,4374/101/86/,2.1358489853168404E-22/0.45700301154629597/0.542996988453704/,2/
17,2,152969349/29887539/25433166/,65734/1291/86/,0.0/9.655425378654514E-7/0.9999990344574621/,2/
2,0,132504146/17206466/12361777/,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
6,0,138056447/25627683/16785760/,59/141/50/,0.4178298793665338/0.08369935114097034/0.4984707694924958/,2/
10,0,169284105/33047649/22909539/,50/78/222/,0.6204175132949442/0.3583008698773295/0.0212816168277262/,0/
14,0,138969693/37355965/22574176/,50/178/2202/,0.924826259761385/0.07517374023861507/4.370550392502776E-19/,0/
20,0,140128906/33620856/22298852/,50/4201/55224/,1.0/4.48575349632906E-36/0.0/,0/
3,1,126832995/18266384/14118659/,70/70/70/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
7,1,147760415/19665441/19834181/,528/75/110/,0.0015785167269780178/0.6121711752373782/0.38625030803564386/,1/
12,1,172692770/26644651/24124046/,239/69/70/,0.042508969121037465/0.48216506810858917/0.4753259627703733/,1/2/
17,1,159803970/29871440/26102943/,281/167/85/,0.06881382613182303/0.2590409303146024/0.6721452435535745/,2/
23,1,156736499/35976747/30142203/,253/189/213/,0.27511486102754823/0.38530329069139463/0.33958184828105714/,1/
2,2,141387290/19152496/10714915/,56/51/53/,0.3164239131941947/0.3483600802490606/0.33521600655674466/,0/1/2/
5,2,139391031/23475067/15271262/,163/72/51/,0.06505104444945685/0.3743429144658121/0.5606060410847312/,2/
8,2,140048116/29323663/19185088/,972/285/51/,2.009919190368687E-8/0.01098694240976451/0.9890130374910435/,2/
11,2,137508896/29690891/14991678/,5758/1613/51/,2.1686057807539656E-48/9.004547823721104E-14/0.99999999999991/,2/
15,2,144518179/38984128/16986439/,52597/14970/76/,5.9112867287583276E-297/9.886413846880507E-85/1.0/,2/
2,0,133819863/20250087/12775267/,51/51/56/,0.3438406138817872/0.3438406138817872/0.31231877223642546/,0/1/2/
4,0,133506358/24809659/15726026/,53/53/53/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
6,0,132593046/26534012/16225175/,53/63/81/,0.4121412931378733/0.3424689682273385/0.2453897386347882/,0/
8,0,131314594/27235455/17328355/,53/66/196/,0.5385529716798332/0.4233270804006334/0.038119947919533444/,0/
11,0,149201068/37348437/21507081/,80/76/123/,0.38089129659111515/0.40120081022166354/0.21790789318722123/,0/1/
2,1,127714816/19528049/12202395/,50/53/53/,0.3465308105078227/0.3267345947460887/0.3267345947460887/,0/1/2/
6,1,146725589/16947054/12391973/,141/52/52/,0.08530228024409298/0.4573488598779535/0.4573488598779535/,1/2/
9,1,153943129/22100419/10882241/,767/52/52/,6.91976452371582E-7/0.4999996540117739/0.4999996540117739/,1/2/
12,1,149291969/18256330/16573599/,94/52/106/,0.2496134324577159/0.5513480509633314/0.19903851657895272/,1/
17,1,161711698/14904338/27183003/,953/52/490/,4.13887142573905E-8/0.9997424374184964/2.5752119278931997E-4/,1/
2,2,120637459/20954370/19307650/,53/50/50/,0.32039204470084753/0.3398039776495762/0.3398039776495762/,0/1/2/
5,2,144142178/18305005/13791648/,120/57/50/,0.11926364619343564/0.41019418698137294/0.47054216682519134/,2/
8,2,158109185/30967547/19406917/,648/181/56/,2.7763781374457275E-5/0.10037965227951494/0.8995925839391107/,2/
11,2,136114818/30608401/12512048/,3798/1006/56/,3.082820214326852E-29/5.777748185595376E-8/0.9999999422225182/,2/
15,2,144827772/44658335/8888161/,34789/9564/56/,2.3029074894296183E-265/3.6027384783135275E-73/1.0/,2/
2,0,125057219/20321115/13705885/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
6,0,145436733/25806795/19566591/,141/100/58/,0.1411168589002853/0.2827331692112079/0.5761499718885068/,2/
10,0,148625525/33319130/18435133/,58/65/262/,0.5209341867179987/0.4626540788346869/0.016411734447314377/,0/
14,0,143400016/33191275/20514452/,58/144/2407/,0.8111694804562263/0.18883051954377367/4.152431566487272E-18/,0/
20,0,166808060/30366674/20044694/,1337/3817/57560/,0.8645390075718866/0.13546099242811335/4.871386219993874E-19/,0/
2,1,125471176/20068151/14125405/,53/51/50/,0.3225200078952674/0.3354191220955758/0.34206087000915686/,0/1/2/
6,1,144616540/27423796/17096990/,201/146/59/,0.07060783758749906/0.17658596630073328/0.7528061961117677/,2/
9,1,142368336/35888648/21504541/,1177/75/71/,1.0955201514639521E-7/0.48611462899915214/0.5138852614488327/,1/2/
13,1,155885934/32328202/26332880/,11727/81/176/,1.5885970189045154E-62/0.761066703090785/0.23893329690921503/,1/
18,1,141991308/37326355/25938002/,167544/81/320/,0.0/0.9485651319577466/0.05143486804225338/,1/
2,2,121890871/20686046/14408204/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
5,2,137674504/25660186/14535667/,90/54/54/,0.20624785373932827/0.3968760731303359/0.3968760731303359/,1/2/
8,2,143752660/25411699/13884680/,425/54/54/,5.877612910440808E-4/0.49970611935447795/0.49970611935447795/,1/2/
11,2,161012194/25526289/11939190/,2471/64/54/,4.481163276422712E-20/0.45467026111147996/0.5453297388885201/,2/
15,2,137953425/21927338/13927509/,22820/89/124/,1.221652490436946E-110/0.5960151933265168/0.40398480667348324/,1/
2,0,122030498/18714703/10327354/,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
6,0,153050452/26436943/10492507/,50/50/289/,0.497705335796265/0.497705335796265/0.0045893284074700405/,0/1/
10,0,143336010/29999496/14256816/,50/50/99/,0.41971084770839934/0.41971084770839934/0.1605783045832013/,0/1/
14,0,171683471/80758765/24147560/,50/75/680/,0.6201509620409431/0.37984636074415584/2.67721490088411E-6/,0/
20,0,139060236/43990620/18564837/,66/923/16311/,0.9999972144008185/2.7855991816187592E-6/5.009471921252197E-106/,0/
2,1,125702401/19948216/12765682/,53/53/56/,0.33944798309499363/0.33944798309499363/0.32110403381001285/,0/1/2/
6,1,139405484/22898168/18403763/,57/60/104/,0.4176593942976492/0.39660551284278217/0.1857350928595686/,0/1/
9,1,150141471/28367470/26014740/,154/66/61/,0.103991816760148/0.42994919466129783/0.4660589885785541/,1/2/
13,1,155220289/24621096/25406288/,81/66/94/,0.32525032452677355/0.4068626715571661/0.2678870039160604/,1/
18,1,149847457/19700346/32428072/,892/66/606/,4.42306084254526E-6/0.99967965704841/3.159198907473684E-4/,1/
2,2,128404389/25327886/18296126/,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
5,2,136185229/19042874/13523517/,90/50/51/,0.1872916868934535/0.4103378931992486/0.40237041990729794/,1/2/
8,2,141852338/18749022/11830253/,425/83/51/,4.8816381655992163E-4/0.35066061158415096/0.6488512245992891/,2/
11,2,144460692/17971456/10498125/,2471/391/60/,6.804277827826581E-18/0.004380381265601158/0.9956196187343989/,2/
15,2,139405208/18019017/12742817/,22820/3855/73/,3.1724703331515693E-134/6.368404904403707E-23/1.0/,2/
1,0,133496093/18413800/12907944/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
3,0,145998896/19565331/13231270/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
5,0,151859789/28532249/17904062/,50/51/59/,0.35476006394629467/0.34787173756603923/0.29736819848766605/,0/1/
7,0,130789512/24770284/16321261/,50/51/114/,0.4413672440766581/0.4327972782328868/0.1258354776904551/,0/1/
10,0,143863794/16230520/17115109/,50/60/573/,0.5488525564171374/0.4511281324230759/1.9311159786669575E-5/,0/
2,1,137845074/18271001/12154684/,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
5,1,134695023/20055730/17434459/,70/57/59/,0.289010969453486/0.36162312379193307/0.34936590675458085/,1/2/
7,1,149468748/23116784/19710376/,161/71/63/,0.10304415635366491/0.4204844919990365/0.47647135164729854/,2/
10,1,153805463/25950944/20259448/,72/124/122/,0.5013472800209866/0.24591114402250483/0.2527415759565086/,0/
14,1,153062091/22864726/21993368/,255/83/207/,0.09505501876043947/0.7366220338149452/0.1683229474246152/,1/
1,2,163449852/17618996/16974890/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,2,134242374/20719904/12304034/,61/50/50/,0.28723860772370124/0.3563806961381494/0.3563806961381494/,1/2/
5,2,136474225/20130694/12061007/,120/57/50/,0.11926364619343564/0.41019418698137294/0.47054216682519134/,2/
7,2,143424764/21746349/12351970/,357/110/50/,0.0018543106493895515/0.2352503495462815/0.762895339804329/,2/
10,2,203187364/27283284/12272920/,2125/562/50/,2.1387328148265017E-18/4.365209247221836E-5/0.9999563479075279/,2/
