Obs,Real_Goal,STime,Cost,Prob,Results
10,0,132173302/14095857/27489150/,83/55/91/,0.284446534293587/0.4689730514667703/0.2465804142396427/,1/
1,1,133623152/19084623/16506589/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,1,136353995/17302795/16980215/,70/56/61/,0.28990137442145236/0.3706116734063816/0.3394869521721658/,1/2/
5,1,127733389/23524454/14869162/,63/54/54/,0.2980117932081989/0.35099410339590054/0.35099410339590054/,1/2/
7,1,138698267/18445219/22817817/,74/59/88/,0.3251065148155388/0.41744502815392165/0.25744845703053953/,1/
10,1,134020960/16795699/25178421/,89/68/84/,0.2914691877198612/0.3951565927908839/0.313374219489255/,1/
1,2,114995163/14692347/14017285/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,2,130419167/20307628/12265217/,54/54/51/,0.32686265350037963/0.32686265350037963/0.34627469299924085/,0/1/2/
5,2,142496327/22555514/14623019/,90/90/51/,0.24289531114035928/0.24289531114035928/0.5142093777192814/,2/
7,2,137832654/19019936/18611519/,60/53/81/,0.35508636795752707/0.4042326908216935/0.24068094122077946/,1/
10,2,138370701/29909388/24793553/,68/61/72/,0.32711331940994504/0.36621107660769425/0.3066756039823608/,1/
2,0,150971858/17880929/19635938/,53/50/53/,0.3267345947460887/0.3465308105078227/0.3267345947460887/,0/1/2/
5,0,114946164/21089456/22139798/,50/50/65/,0.36427366809978134/0.36427366809978134/0.2714526638004373/,0/1/
7,0,128291652/19664885/21172643/,60/60/66/,0.34407750027200257/0.34407750027200257/0.31184499945599486/,0/1/2/
10,0,132921517/25110946/17173306/,57/222/75/,0.5582418220775918/0.032458574813572574/0.40929960310883573/,0/
14,0,138525763/33261483/21306024/,99/156/429/,0.6240605524662972/0.3529221177085782/0.02301732982512476/,0/
1,1,113799177/15796959/13898655/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,1,130671739/17698373/16190510/,52/52/52/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
5,1,139061218/18233114/12042988/,57/74/56/,0.3623427736367362/0.2689014722312647/0.36875575413199907/,0/2/
7,1,143163785/22229115/17604075/,95/61/92/,0.2645477054165173/0.45778914341730403/0.2776631511661788/,1/
10,1,147231724/12208261/27166283/,74/61/399/,0.4467137160390492/0.550923164742066/0.0023631192188848242/,1/
1,2,116505059/14120419/16543317/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,2,141055420/21786177/19492558/,50/51/61/,0.35886396080953153/0.3518959496397583/0.28924008955071007/,0/1/
5,2,125883786/20167981/14830829/,57/55/59/,0.3331916551562748/0.34530640425161535/0.3215019405921099/,0/1/2/
7,2,143453678/23719621/15141223/,63/66/65/,0.34206278700909837/0.32639859154408035/0.33153862144682117/,0/1/2/
9,2,145161827/15509460/22621788/,83/68/73/,0.29422269025055603/0.3656688837801797/0.34010842596926444/,1/2/
1,0,126051413/13088758/13008993/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,0,129883226/18503493/16717552/,61/50/50/,0.28723860772370124/0.3563806961381494/0.3563806961381494/,1/2/
5,0,144426763/12794894/10716412/,65/57/54/,0.2960359670557379/0.3423848862677705/0.36157914667649144/,1/2/
7,0,130723936/14763901/17132024/,66/61/88/,0.3590312676372661/0.3891849351989557/0.25178379716377813/,0/1/
10,0,145710937/14282806/12448449/,89/61/384/,0.3876831562673746/0.6089896677785996/0.0033271759540258136/,1/
1,1,115873821/15477787/11898846/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,1,137459237/14955045/16502745/,54/52/54/,0.3291144278487413/0.34177114430251737/0.3291144278487413/,0/1/2/
5,1,138524469/21137057/19302360/,57/74/65/,0.3821017810179734/0.2850269015725406/0.33287131740948595/,0/
7,1,138149411/24089254/17680304/,63/63/127/,0.4223187982515182/0.4223187982515182/0.15536240349696362/,0/1/
10,1,139049241/22066168/26000326/,80/80/92/,0.3493689785230735/0.3493689785230735/0.30126204295385295/,0/1/
1,2,126244765/15198420/12225672/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,2,131591717/18263490/14088823/,61/50/52/,0.29122998079771845/0.36133284489676465/0.3474371743055168/,1/2/
5,2,140042697/18051080/14537660/,56/57/74/,0.36875575413199907/0.3623427736367362/0.2689014722312647/,0/1/
7,2,138881394/22376152/18828249/,62/110/61/,0.4036595331831026/0.18611750743197475/0.41022295938492276/,0/2/
9,2,145463161/19428249/20720391/,70/90/69/,0.36155047562760073/0.2716969727347116/0.3667525516376876/,0/2/
2,0,125816347/19058778/16335838/,50/51/50/,0.33550481664848303/0.32899036670303383/0.33550481664848303/,0/1/2/
4,0,142945044/20260588/19375194/,59/54/55/,0.31539705642722904/0.34541321762552635/0.33918972594724467/,0/1/2/
6,0,130643366/22573096/13789819/,56/54/86/,0.382173712107213/0.39632670563288713/0.22149958225989985/,0/1/
9,0,135477538/25562758/17749340/,64/97/81/,0.4216297401461704/0.25377174675734304/0.3245985130964865/,0/
12,0,139708727/30995209/21620418/,64/460/171/,0.8367849516674457/0.0018912905328189284/0.16132375779973526/,0/
1,1,123375580/15935389/11396056/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
3,1,129333566/20507196/16446713/,50/52/54/,0.3464872837837131/0.33316252455544454/0.3203501916608424/,0/1/2/
5,1,165014273/35167473/16639364/,62/53/62/,0.3143309371537816/0.37133812569243685/0.3143309371537816/,1/
7,1,145446959/21159414/17946134/,58/53/72/,0.3485975291648528/0.3824166181632521/0.2689858526718951/,0/1/
9,1,146789458/18286740/19051814/,96/68/86/,0.27348902356892374/0.41036975276580906/0.31614122366526737/,1/
1,2,132642497/15361239/15740619/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,158594864/26154369/14697425/,56/53/52/,0.3188135918059423/0.33738015598163174/0.34380625221242583/,0/1/2/
5,2,154306390/20397943/10640628/,54/77/60/,0.39140606343781464/0.25764012022691335/0.35095381633527195/,0/
7,2,155280543/28997919/12296327/,60/78/57/,0.35890156669072204/0.26314450654188726/0.3779539267673907/,0/2/
10,2,143059259/34454832/9250215/,60/78/57/,0.35890156669072204/0.26314450654188726/0.3779539267673907/,0/2/
1,0,122768009/13974557/10309430/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,0,134912352/22429533/10592454/,54/51/56/,0.3309441707971169/0.3505986074439272/0.31845722175895586/,0/1/2/
5,0,145210951/15104674/16199456/,53/51/66/,0.35486015065764875/0.36877448612933783/0.2763653632130135/,0/1/
7,0,142391283/18264893/18001745/,53/62/131/,0.4802246357436576/0.40650137799925806/0.1132739862570843/,0/
10,0,134221017/28771429/14819381/,60/75/76/,0.3919596336575507/0.30651209607857305/0.3015282702638762/,0/
2,1,118024459/18058528/13126859/,51/56/51/,0.3438406138817872/0.31231877223642546/0.3438406138817872/,0/1/2/
5,1,131022639/19446420/15296721/,54/62/93/,0.4243184471100266/0.36687811544218263/0.20880343744779076/,0/
7,1,133976757/25361989/17811604/,88/120/80/,0.36004302858616094/0.24253882963441875/0.3974181417794203/,0/2/
10,1,157448491/25680964/19594974/,59/596/80/,0.5865729371394686/7.610030702417119E-5/0.4133509625535071/,0/
14,1,143682924/33943738/27439484/,84/5701/455/,0.9874413307901176/1.9738314647252198E-29/0.012558669209882474/,0/
2,2,143172942/19927188/18183318/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
4,2,137545556/13432496/11701784/,60/50/51/,0.29328767219085583/0.35682032903374894/0.3498919987753953/,1/2/
7,2,142714162/23222266/11813775/,95/110/69/,0.3070383602024442/0.24781610953082597/0.44514553026672987/,2/
10,2,159913747/15540570/17134078/,71/71/252/,0.4805491000471619/0.4805491000471619/0.0389017999056762/,0/1/
13,2,163006526/19380376/23687692/,101/117/129/,0.382443410093522/0.326920803278538/0.29063578662794004/,0/
1,0,137816679/16583225/9253922/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
3,0,131402097/20455811/11367445/,50/56/53/,0.3531219446718367/0.3139288571912815/0.3329491981368819/,0/2/
5,0,134751252/23106728/12304334/,70/65/63/,0.31280905318503816/0.33822723099706437/0.3489637158178973/,1/2/
7,0,139795313/24124502/16461346/,78/75/124/,0.38666861504882255/0.40223710112614364/0.21109428382503384/,0/1/
10,0,142260215/23556962/17572970/,69/90/98/,0.4163838134103694/0.30846471577133827/0.27515147081829233/,0/
1,1,122089594/17886504/14651804/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,1,127305185/18276098/18359793/,52/53/54/,0.3396420443126942/0.33329378145612326/0.32706417423118256/,0/1/2/
5,1,140144110/19657540/13527557/,52/55/53/,0.3417311044401066/0.32292510068165825/0.335343794878235/,0/1/2/
7,1,146002027/13156330/20530505/,61/61/59/,0.3296092852866932/0.3296092852866932/0.34078142942661366/,0/1/2/
10,1,148145317/10544870/25311954/,70/68/128/,0.40636035151115596/0.4183112775389289/0.1753283709499151/,0/1/
2,2,121924921/16033692/17275864/,50/50/53/,0.3398039776495762/0.3398039776495762/0.32039204470084753/,0/1/2/
4,2,166110115/20981553/13049290/,50/50/57/,0.3482199706728124/0.3482199706728124/0.3035600586543751/,0/1/
6,2,159704660/23196490/14180052/,74/59/60/,0.281942081113407/0.36202079818345145/0.3560371207031414/,1/2/
8,2,148201475/23193521/16949661/,72/63/84/,0.3355679853713535/0.3862363836266598/0.2781956310019867/,1/
11,2,147603428/19193386/16733335/,73/73/73/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
1,0,124437698/18518288/9245005/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
3,0,138821047/19336446/11373651/,50/70/56/,0.38992315433434105/0.2634313537057762/0.3466454919598828/,0/
4,0,130230847/20343468/16053774/,50/52/68/,0.3753525755594721/0.36091775232318124/0.26372967211734666/,0/1/
6,0,144253003/25201480/12154111/,74/56/146/,0.37677538281037937/0.516687726823312/0.10653689036630862/,1/
8,0,139914213/28276758/15526935/,181/97/72/,0.1161244048642584/0.36699455215121407/0.5168810429845275/,2/
1,1,118472380/17889353/16302619/,50/51/50/,0.33550481664848303/0.32899036670303383/0.33550481664848303/,0/1/2/
3,1,127263416/23072278/10367503/,61/54/50/,0.2951738843384885/0.33860001807667717/0.3662260975848342/,1/2/
5,1,165436512/30477531/11565386/,56/90/50/,0.37903710207219304/0.1946041369523679/0.42635876097543896/,2/
7,1,123748340/25736324/13679650/,62/239/56/,0.4638615518525182/0.0207868997833273/0.5153515483641544/,0/2/
9,1,137183507/29757943/12819181/,115/767/64/,0.3133216965558883/1.3793762475691917E-5/0.6866645096816362/,2/
2,2,111742601/17815619/18502648/,53/56/50/,0.3329491981368818/0.31392885719128144/0.35312194467183666/,0/2/
4,2,134107393/17527917/17811066/,59/100/53/,0.38676759100747304/0.18101225087032177/0.4322201581222053/,2/
7,2,133583170/24942375/16474259/,171/528/120/,0.3881165846303176/0.020305515470532234/0.5915778998991501/,2/
10,2,155187804/22094988/19967089/,921/74/64/,1.0117832733711374E-6/0.4616136763838903/0.5383853118328364/,2/
13,2,143266698/27597863/17691839/,5066/74/64/,2.043915309079378E-34/0.46161414343735935/0.5383858565626407/,2/
