Obs,Real_Goal,STime,Cost,Prob,Results
9,0,116058205/32457962/10968922/,52/60/494/,0.5375953222070983/0.4622762664502977/1.284113426040566E-4/,0/
2,1,106893362/14070517/13690434/,53/56/56/,0.34579115857101506/0.32710442071449247/0.32710442071449247/,0/1/2/
4,1,113515735/14100967/10752033/,60/53/52/,0.30265196296151853/0.34538473856704294/0.3519632984714385/,1/2/
6,1,126055079/12212344/9283965/,110/53/52/,0.14453823307663327/0.4236958061539983/0.43176596076936846/,1/2/
9,1,161773712/17656309/13889771/,60/68/59/,0.34578389934291914/0.30262084285955504/0.3515952577975259/,0/2/
12,1,166449474/19154707/16271788/,71/63/191/,0.43734900691230716/0.4955813506329936/0.06706964245469925/,1/
2,2,181427564/11983811/17981174/,56/56/50/,0.32001566423292443/0.32001566423292443/0.3599686715341511/,2/
6,2,137897832/29001540/18477245/,289/81/59/,0.012618912026346756/0.4041812070852428/0.5831998808884105/,2/
10,2,152607969/27686418/25760971/,3221/58/65/,2.762922711449856E-24/0.5296262724578987/0.47037372754210127/,1/
14,2,161045956/24426423/12585924/,30702/343/60/,6.880207963150713E-219/0.009571533013560384/0.9904284669864396/,2/
20,2,127434822/27100394/10156764/,698353/9449/60/,0.0/1.4264209056841654E-67/1.0/,2/
1,0,107435641/11020919/11501234/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,0,113153452/16374908/10085381/,50/61/56/,0.37105780489079804/0.2990681830323647/0.32987401207683725/,0/
4,0,114906750/17897383/12320348/,56/53/68/,0.3499115417719513/0.3699011990189602/0.2801872592090885/,0/1/
5,0,119945495/20109600/11681329/,54/53/93/,0.39930316249212794/0.40676655772526293/0.19393027978260918/,0/1/
7,0,108867271/18580831/10780103/,54/53/247/,0.48858364996586673/0.4977157912226113/0.013700558811522153/,0/1/
2,1,107371348/19542525/10150830/,53/50/50/,0.32039204470084753/0.3398039776495762/0.3398039776495762/,0/1/2/
4,1,108018997/21521254/10023307/,52/60/56/,0.3587827061334898/0.30851594686017536/0.33270134700633486/,0/2/
6,1,128479696/21285533/9948880/,79/58/100/,0.31968993900875464/0.45636082926684024/0.22394923172440512/,1/
8,1,123393105/17785188/10121495/,191/58/277/,0.09292979524030509/0.8854372637540079/0.021632941005686995/,1/
11,1,127402923/14665715/11742178/,90/58/1587/,0.36763576243719603/0.6323642375592875/3.5165385982991134E-12/,1/
1,2,108931833/13332828/10495499/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,109203970/20061474/8861172/,70/70/50/,0.28734229518342175/0.28734229518342175/0.42531540963315645/,2/
5,2,121033831/22691826/10841412/,163/163/70/,0.1752648151951823/0.1752648151951823/0.6494703696096354/,2/
7,2,126150258/22541952/10958900/,528/528/50/,8.501192153916424E-5/8.501192153916424E-5/0.9998299761569216/,2/
9,2,115009715/20152265/7220059/,1779/1779/50/,1.890451350968006E-15/1.890451350968006E-15/0.9999999999999961/,2/
1,0,104154189/11944710/8666310/,50/51/50/,0.33550481664848303/0.32899036670303383/0.33550481664848303/,0/1/2/
3,0,116138436/23311757/13532661/,61/52/54/,0.3006365370882839/0.35627871715330034/0.3430847457584157/,1/2/
5,0,122489100/23670943/12798546/,56/52/90/,0.3838933965886477/0.41398783904601827/0.20211876436533402/,0/1/
7,0,126368550/20513387/7605972/,69/63/239/,0.46114907570375163/0.506473177312119/0.032377746984129346/,0/1/
10,0,120633087/19165148/8399116/,84/90/1382/,0.5176396724393167/0.4823602067527798/1.2080790351716737E-7/,0/1/
1,1,108184713/15451266/12092635/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,1,124553797/23512087/12142344/,70/61/50/,0.27224446834348776/0.3247874705155017/0.4029680611410105/,2/
5,1,119578605/17660586/16108794/,65/52/70/,0.31368055466568984/0.4008784022768023/0.2854410430575079/,1/
7,1,124314943/20974059/14114074/,127/58/68/,0.14412053263905197/0.4641192423803743/0.39176022498057367/,1/
9,1,131373530/31342798/14244987/,81/66/147/,0.381049202853436/0.4766626963193561/0.14228810082720783/,1/
4,2,112404914/19628636/10909045/,53/53/60/,0.3474127308564841/0.3474127308564841/0.3051745382870319/,0/1/
11,2,124041979/29362794/27872918/,93/93/87/,0.3256734993541055/0.3256734993541055/0.3486530012917891/,0/1/2/
17,2,122169664/23014691/18802282/,581/581/336/,0.24576843083281474/0.24576843083281474/0.5084631383343705/,2/
24,2,118853840/46234913/32631137/,362/829/215/,0.3236177802000286/0.037245312263521124/0.6391369075364502/,2/
34,2,132715684/47048069/50033303/,43558/1366/246/,6.932007304802899E-77/0.010619227884421194/0.9893807721155788/,2/
1,0,102985685/12053788/9260579/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
3,0,106203059/15850553/8831074/,51/54/70/,0.37909373140264724/0.35784186796434797/0.26306440063300485/,0/1/
5,0,113570068/22797142/13694511/,72/62/163/,0.41529985821685506/0.4867404226625784/0.0979597191205666/,1/
7,0,114552195/16468572/8723141/,54/57/528/,0.5135852926982519/0.48632185690348984/9.285039825820126E-5/,0/1/
9,0,115631847/22432305/13284467/,54/74/1779/,0.5899204092625456/0.41007959073744027/1.411689603764377E-14/,0/
1,1,104110006/15851901/9164083/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,1,114879742/13728294/8978196/,54/50/50/,0.31613773249241023/0.34193113375379486/0.34193113375379486/,0/1/2/
5,1,131838510/27363757/9350550/,57/70/50/,0.342218115440535/0.26521646389558046/0.3925654206638846/,2/
7,1,125867105/19118787/12496217/,110/61/60/,0.1817320972230642/0.4057804695121505/0.4124874332647852/,1/2/
10,1,125424200/16037374/11432892/,73/61/108/,0.3594299443482836/0.4361855279161744/0.20438452773554205/,1/
2,2,106690888/14354995/9647364/,56/50/50/,0.3077212739289003/0.3461393630355498/0.3461393630355498/,1/2/
4,2,117210242/25724310/13356576/,100/50/50/,0.15795286358054914/0.42102356820972536/0.42102356820972536/,1/2/
6,2,119368321/20886021/17834941/,289/50/55/,0.004813033558858727/0.5219658021664716/0.4732211642746697/,1/2/
8,2,116798718/17589739/11038954/,972/83/55/,4.8143628557714E-8/0.3775406506219678/0.6224593012344037/,2/
11,2,119623209/21761752/12401994/,5758/391/55/,5.897731499163595E-45/0.002472623156634775/0.9975273768433651/,2/
1,0,105940869/11911097/10445488/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,0,109044470/18798648/10155051/,56/50/56/,0.3200156642329245/0.35996867153415113/0.3200156642329245/,1/
5,0,119053899/25062583/14322500/,51/50/93/,0.40672209630714085/0.41477573862090716/0.178502165071952/,0/1/
7,0,120363134/13446327/9507334/,51/50/247/,0.48990126938966094/0.49960197074950274/0.010496759860836154/,0/1/
9,0,110921870/13522818/15583834/,59/50/784/,0.45599635031789054/0.5440033440723203/3.0560978912242027E-7/,1/
1,1,117323648/14363213/9401745/,50/51/50/,0.33550481664848303/0.32899036670303383/0.33550481664848303/,0/1/2/
3,1,122000161/32212114/13867410/,61/54/54/,0.3056745323846491/0.3471627338076755/0.3471627338076755/,1/2/
5,1,126289024/16355702/18574475/,57/50/53/,0.309721254421983/0.3552876047318394/0.33499114084617754/,1/2/
7,1,136030480/17344349/19590757/,110/50/59/,0.14365359428940994/0.465855450760859/0.3904909549497311/,1/
10,1,127936591/8701603/13882345/,76/50/128/,0.3305019149499659/0.5502740214331692/0.11922406361686491/,1/
1,2,107746829/16167166/8729719/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,114343744/21066316/17910968/,70/50/50/,0.25250358864793193/0.37374820567603406/0.37374820567603406/,1/2/
5,2,107249556/26936940/15045745/,163/57/50/,0.055067227827768975/0.44009302960869146/0.5048397425635396/,2/
7,2,102701811/18975816/9984969/,528/110/50/,6.498251016566944E-5/0.2356720716202197/0.7642629458696146/,2/
10,2,110538237/19240879/9019877/,3221/562/50/,9.933057763736692E-28/4.365209247221836E-5/0.9999563479075279/,2/
2,0,104772621/14437233/12137010/,53/56/50/,0.3329491981368818/0.31392885719128144/0.35312194467183666/,0/2/
4,0,108705218/28117601/8481967/,60/100/65/,0.409775409784625/0.21269761808689677/0.3775269721284781/,0/2/
6,0,114837482/30490530/15279464/,72/72/69/,0.32853790951512907/0.32853790951512907/0.3429241809697419/,0/1/2/
8,0,118732762/25510969/8755896/,66/65/144/,0.43066555109932303/0.4372404709384775/0.13209397796219946/,0/1/
11,0,118466615/24638147/9346387/,66/84/710/,0.5667416043198551/0.43322046658664887/3.7929093496126947E-5/,0/
1,1,101198534/10778028/10337828/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,1,118068140/17078733/9475519/,70/70/61/,0.3168340880154897/0.3168340880154897/0.36633182396902075/,2/
4,1,124856199/15563989/11135052/,53/51/80/,0.3796235098897179/0.39450883544615556/0.2258676546641266/,0/1/
6,1,125930174/23334180/18198408/,53/51/57/,0.3372485829188886/0.35047235547094485/0.3122790616101666/,0/1/
8,1,122687694/11457688/11812891/,60/51/81/,0.35005371881597963/0.4161990153364803/0.2337472658475402/,1/
2,2,121753806/15099572/10301858/,56/53/53/,0.32110403381001285/0.33944798309499363/0.33944798309499363/,0/1/2/
5,2,130061119/24327490/7146556/,77/120/120/,0.46459308023589374/0.2677034598820532/0.2677034598820532/,0/
8,2,126864916/18395197/7637931/,117/70/70/,0.2050347360628004/0.39748263196859984/0.39748263196859984/,1/2/
11,2,140492369/34724199/9673920/,160/96/89/,0.19094164902233177/0.38880541112090045/0.42025293985676776/,1/2/
15,2,131292777/18923394/9778013/,357/185/101/,0.053470658500415054/0.2887056260512048/0.65782371544838/,2/
1,0,108077989/16438031/11320713/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,0,109621995/24126136/12965626/,54/61/61/,0.3621893171509004/0.3189053414245498/0.3189053414245498/,0/
5,0,138246173/13911876/10286925/,90/50/120/,0.2669365048139657/0.5848319528759734/0.14823154231006097/,1/
7,0,162836175/26947359/17575367/,61/60/357/,0.49398872444901815/0.5021536429653604/0.003857632585621319/,0/1/
9,0,120157510/17314977/8509426/,61/65/1177/,0.5161234359979124/0.48387655614153813/7.860549476019687E-9/,0/1/
2,1,136976888/21887637/15878371/,53/50/50/,0.32039204470084753/0.3398039776495762/0.3398039776495762/,0/1/2/
4,1,140806580/26125475/13339967/,53/65/65/,0.38439734175306/0.30780132912346997/0.30780132912346997/,0/
6,1,145915415/22749841/18398856/,53/54/141/,0.4592097629602938/0.45078413432687564/0.09000610271283067/,0/1/
8,1,146225058/17935696/12050324/,90/54/72/,0.23194067038389526/0.4463159290739573/0.3217434005421474/,1/
11,1,128164507/17275779/23335426/,93/72/84/,0.2886395509675997/0.3848485630059683/0.326511886026432/,1/
1,2,101200238/15668215/13790828/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,2,128979045/23311511/11974381/,70/50/50/,0.25250358864793193/0.37374820567603406/0.37374820567603406/,1/2/
5,2,143355299/29205642/16616497/,63/62/54/,0.3128779893485603/0.31861871029047684/0.36850330036096274/,2/
7,2,127902040/26133783/17874169/,66/120/54/,0.38190641519607055/0.14307334636035787/0.47502023844357155/,2/
10,2,137094273/14137539/7786709/,242/596/54/,0.03173043146813919/5.0839206897779934E-5/0.968218729324963/,2/
1,0,108275545/12829391/12311278/,50/51/50/,0.33550481664848303/0.32899036670303383/0.33550481664848303/,0/1/2/
3,0,144958309/28808923/13032483/,61/52/54/,0.3006365370882839/0.35627871715330034/0.3430847457584157/,1/2/
4,0,109897663/29190640/17348004/,80/59/65/,0.27004453017401303/0.38321142944505454/0.34674404038093243/,1/2/
6,0,130088880/37138292/12920461/,201/107/141/,0.19490502451533281/0.46539325437801904/0.3397017211066482/,1/
8,0,126165007/18898963/11798578/,64/74/425/,0.5372657018218853/0.46065371837256947/0.0020805798055452086/,0/
1,1,107689848/11487861/14013650/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
3,1,110807925/19369759/12839004/,54/70/70/,0.4007747337654535/0.29961263311727326/0.29961263311727326/,0/
5,1,121772134/21336522/12800578/,90/56/163/,0.32325020483528694/0.5869372293230488/0.0898125658416642/,1/
7,1,124913498/12551097/8362516/,64/62/71/,0.3416356923274373/0.3526552581508745/0.3057090495216882/,0/1/
10,1,130947623/12516371/8626229/,83/119/212/,0.5356929804213948/0.3489713302917157/0.11533568928688949/,0/
1,2,113342083/17972688/14641095/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
2,2,103516671/21874771/9280401/,56/56/50/,0.32001566423292443/0.32001566423292443/0.3599686715341511/,2/
3,2,112605889/25823911/13149677/,70/70/50/,0.28734229518342175/0.28734229518342175/0.42531540963315645/,2/
5,2,113162417/27766567/9769513/,60/62/54/,0.3247224186711422/0.31312644438080267/0.36215113694805523/,2/
6,2,116035643/24379897/7483410/,79/81/54/,0.2825060914626484/0.27241767999148714/0.44507622854586437/,2/
1,0,104291215/15782396/6946070/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
3,0,112870675/16744424/6353202/,61/50/70/,0.3247874705155017/0.4029680611410105/0.27224446834348776/,1/
4,0,117052234/12726940/5593963/,80/50/100/,0.2876534113380679/0.5180084820259346/0.19433810663599754/,1/
6,0,120270825/22495141/10729328/,51/50/289/,0.4928038558283691/0.5025620322877308/0.0046341118839000935/,0/1/
8,0,114016756/25595002/8821202/,51/57/972/,0.5288141868455503/0.4711858024076371/1.074681265048247E-8/,0/
1,1,109933946/15435889/13981963/,50/51/50/,0.33550481664848303/0.32899036670303383/0.33550481664848303/,0/1/2/
3,1,136267962/17447345/11329814/,61/54/50/,0.2951738843384885/0.33860001807667717/0.3662260975848342/,1/2/
5,1,124803113/19431224/9103473/,51/50/70/,0.3691702638953133/0.37648032962640243/0.2543494064782842/,0/1/
7,1,131898068/19503928/10499446/,62/50/161/,0.41514174015047367/0.5252708961062948/0.05958736374323145/,1/
10,1,130074842/16218128/11125266/,227/58/126/,0.04153181776420129/0.7284118427137206/0.23005633952207807/,1/
1,2,107977267/15152789/13152092/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
3,2,116338510/23878588/10524084/,61/70/51/,0.3275341972961515/0.2754801418985362/0.3969856608053122/,2/
5,2,118971693/20863564/9085464/,120/63/59/,0.157488354796525/0.4072191602271358/0.43529248497633916/,1/2/
7,2,125823778/22576576/6689144/,357/124/56/,0.0038893627936398036/0.2318207946189817/0.7642898425873785/,2/
10,2,123963107/38238039/11000571/,2125/110/56/,1.240388780286197E-16/0.2794143615854674/0.7205856384145324/,2/
2,0,121015083/21325845/15273094/,51/56/51/,0.3438406138817872/0.31231877223642546/0.3438406138817872/,0/1/2/
4,0,124072441/21523857/15354101/,68/60/60/,0.3048527709672072/0.3475736145163964/0.3475736145163964/,1/2/
6,0,140503894/19120045/9518939/,55/54/110/,0.41907151643308516/0.4267606882906426/0.15416779527627228/,0/1/
8,0,131231604/18152380/8654649/,55/54/300/,0.49261721554523263/0.5016558122567406/0.0057269721980268175/,0/1/
11,0,122093535/35140791/14411903/,55/106/1664/,0.7131463054617894/0.2868536945379735/2.371196474131012E-13/,0/
1,1,103692948/16253365/12530060/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,1,117590905/11692204/10124095/,61/54/54/,0.3056745323846491/0.3471627338076755/0.3471627338076755/,1/2/
5,1,156316572/23708444/13989808/,50/57/90/,0.4295199029964577/0.37443311104444393/0.19604698595909828/,0/
7,1,139028298/22273205/8416992/,60/61/239/,0.49094177772522374/0.4829591619112204/0.026099060363555755/,0/1/
9,1,129701421/18541842/12885047/,131/61/767/,0.2443376445282971/0.7556537856937656/8.569777937322364E-6/,1/
2,2,139188581/20844561/14852353/,53/56/50/,0.3329491981368818/0.31392885719128144/0.35312194467183666/,0/2/
5,2,155659604/25693304/15546027/,74/70/53/,0.2815135258084743/0.303158135756316/0.41532833843520967/,2/
7,2,114258333/24334491/12898134/,171/161/59/,0.11563280122049806/0.1366040137906588/0.7477631849888431/,2/
10,2,124021892/24909799/12980845/,921/80/59/,3.3805772901559347E-7/0.41338228133554744/0.5866173806067235/,2/
14,2,121872814/23460534/13992441/,8786/105/71/,1.666437590839181E-53/0.3840904084564866/0.6159095915435134/,2/
1,0,103459853/13117198/7668954/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
3,0,121365187/15318654/8381356/,50/70/70/,0.4253154096331565/0.2873422951834218/0.2873422951834218/,0/
4,0,108483915/16360960/10481677/,50/100/100/,0.5713215241332831/0.2143392379333584/0.2143392379333584/,0/
5,0,114666657/11656673/7618820/,50/163/163/,0.8209120708243051/0.08954396458784748/0.08954396458784748/,0/
7,0,102588419/18915854/7867563/,50/64/528/,0.5681722689641956/0.4317794214056654/4.830963013888703E-5/,0/
2,1,109062113/21524488/17821266/,53/50/50/,0.32039204470084753/0.3398039776495762/0.3398039776495762/,0/1/2/
6,1,131610534/21816900/12449687/,60/74/50/,0.3359575112586425/0.2553090809810099/0.4087334077603475/,2/
9,1,129923142/20609394/13186779/,60/315/50/,0.4497696632954684/0.003030524153081382/0.5471998125514502/,2/
13,1,148310056/23491055/18666619/,101/85/84/,0.2916710189545487/0.35208119401897836/0.356247787026473/,1/2/
18,1,142550091/26700544/16160002/,83/923/1223/,0.9999533257998423/4.539781075707601E-5/1.276389400594172E-6/,0/
1,2,105409167/13113663/10632854/,50/51/50/,0.33550481664848303/0.32899036670303383/0.33550481664848303/,0/1/2/
3,2,138344168/17917861/21126994/,61/50/54/,0.2951738843384885/0.3662260975848342/0.33860001807667717/,1/2/
4,2,113791568/13545663/13137674/,51/56/65/,0.37421071498913466/0.3399046719457712/0.28588461306509405/,0/1/
6,2,137105151/21412744/14997951/,77/59/50/,0.2426489117232421/0.34534943770565296/0.41200165057110494/,2/
8,2,120592724/20829994/16444848/,186/120/50/,0.05252185795800579/0.1915879691489942/0.755890172893/,2/
1,0,108294454/13001620/11015659/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,0,124173285/13945217/9284445/,50/50/54/,0.34193113375379486/0.34193113375379486/0.31613773249241023/,0/1/2/
4,0,134870831/24382537/15113075/,56/56/65/,0.3503928313710576/0.3503928313710576/0.29921433725788465/,0/1/
6,0,148279804/15342919/10478403/,59/100/141/,0.5682184694035913/0.2869111657000388/0.14487036489636998/,0/
8,0,121087426/18628460/10202850/,56/277/425/,0.9782319881547306/0.020258082832846018/0.0015099290124234001/,0/
2,1,127328340/19314269/12071510/,53/53/53/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
4,1,119997491/20713695/13776211/,55/56/56/,0.33731332675980075/0.33134333662009957/0.33134333662009957/,0/1/2/
6,1,112784155/36456099/21799509/,55/88/88/,0.47405794942288715/0.26297102528855637/0.26297102528855637/,0/
9,1,155191527/25143321/14271083/,99/99/99/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
12,1,141740072/24026185/16479666/,467/384/384/,0.287259462017235/0.3563702689913825/0.3563702689913825/,1/2/
1,2,104308596/19615840/9238426/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,2,117032181/28174005/11696671/,52/53/53/,0.33753930700706153/0.33123034649646926/0.33123034649646926/,0/1/2/
5,2,127000664/28572474/18496577/,74/77/77/,0.34228067824076236/0.3288596608796188/0.3288596608796188/,0/1/2/
7,2,105316901/23359033/17033386/,171/176/176/,0.33982427291273964/0.3300878635436302/0.3300878635436302/,0/1/2/
9,2,120029800/27216245/14945930/,517/83/75/,0.0015659593108899254/0.47296667439799567/0.5254673662911145/,1/2/
1,0,114412913/13659113/12760610/,50/51/50/,0.33550481664848303/0.32899036670303383/0.33550481664848303/,0/1/2/
3,0,116013723/22150744/12984238/,50/54/54/,0.35098421032717386/0.32450789483641307/0.32450789483641307/,0/1/2/
4,0,118931920/16001943/8975351/,50/50/65/,0.36427366809978134/0.36427366809978134/0.2714526638004373/,0/1/
5,0,119189951/18029106/7133488/,54/54/90/,0.3968760731303359/0.3968760731303359/0.20624785373932827/,0/1/
7,0,112427360/13527261/9429948/,54/54/239/,0.49149488298342137/0.49149488298342137/0.017010234033157212/,0/1/
1,1,115279759/15760506/12822310/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,1,114490462/16569541/9822992/,54/61/50/,0.33860001807667717/0.2951738843384885/0.3662260975848342/,0/2/
5,1,119346995/16419873/8978705/,62/52/70/,0.32599306692750246/0.39368667796083934/0.2803202551116582/,1/
7,1,141942388/10334510/13015362/,72/52/68/,0.2827398819685292/0.4123554914126886/0.30490462661878215/,1/
9,1,128638054/7736386/10587639/,158/66/70/,0.11538519690851279/0.45550668731202004/0.4291081157794673/,1/2/
3,2,110952596/14430843/10611158/,53/70/54/,0.36878923045042283/0.26918812236983286/0.3620226471797444/,0/2/
7,2,124588258/18836674/11313654/,120/120/79/,0.27251968967530016/0.27251968967530016/0.4549606206493998/,2/
11,2,133079624/21482339/13076103/,123/123/60/,0.20794849987896413/0.20794849987896413/0.5841030002420716/,2/
15,2,135980336/23510649/19424359/,832/99/225/,5.104482494574048E-4/0.7786284552668143/0.2208610964837282/,1/
21,2,151494353/26418569/14694390/,18560/1872/60/,1.939720228619191E-132/1.25695003087826E-13/0.9999999999998743/,2/
1,0,111804365/16605050/11615570/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,0,132623575/18751091/8448620/,50/50/61/,0.3563806961381494/0.3563806961381494/0.28723860772370124/,0/1/
4,0,116565885/15520419/8193885/,56/50/80/,0.363704903565782/0.4091123829230397/0.2271827135111783/,1/
6,0,114986975/27067111/7982733/,54/50/201/,0.46781613033492775/0.5059848394957891/0.02619903016928309/,0/1/
8,0,118394043/28680182/8447521/,54/62/648/,0.5362937923334414/0.46369526753951246/1.0940127046096378E-5/,0/
2,1,115940216/19061807/9351596/,56/53/50/,0.31392885719128144/0.3329491981368818/0.35312194467183666/,1/2/
4,1,124624972/16678881/12167044/,59/50/65/,0.32446367497322254/0.3870849494571104/0.288451375569667/,1/
6,1,134584013/21525740/8023423/,107/74/54/,0.18371108606087125/0.3347434237516722/0.4815454901874565/,2/
8,1,146064515/17620167/12157222/,293/68/92/,0.021985293575981113/0.5732049440286113/0.4048097623954076/,1/
11,1,119792915/15951533/11266504/,1638/68/422/,1.305167221669925E-10/0.9941207808891466/0.00587921898033678/,1/
1,2,99621510/21644413/18979544/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,108299946/17367551/9294135/,70/70/50/,0.28734229518342175/0.28734229518342175/0.42531540963315645/,2/
5,2,131098600/25511605/13899924/,163/55/70/,0.0760876118385124/0.5234580494101397/0.4004543387513479/,1/
7,2,117659929/29642086/9062177/,75/90/55/,0.31306183898601914/0.23949764811277122/0.44744051290120973/,2/
9,2,117682671/20482406/10462033/,164/227/55/,0.12007277805884393/0.03898192365937522/0.8409452982817809/,2/
1,0,122124815/17199381/14811682/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
3,0,122165631/12184388/11905670/,52/52/53/,0.3354231356896564/0.3354231356896564/0.3291537286206871/,0/1/2/
4,0,115332751/20973267/11053529/,52/59/56/,0.35668670156433846/0.3125555889892389/0.33075770944642247/,0/2/
6,0,147083692/16089122/9874136/,52/52/88/,0.3988832085266478/0.3988832085266478/0.20223358294670446/,0/1/
8,0,125392095/20769861/9807452/,52/65/212/,0.5460483842689379/0.4272736048611415/0.02667801086992054/,0/
