Obs,Real_Goal,STime,Cost,Prob,Results
26,0,146474457/11341902/12586705/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
36,0,132506636/14071879/13878071/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
51,0,147939287/13503457/11282987/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,1,105666816/8688102/6489446/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
7,1,115710101/13630256/8359866/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
11,1,128022848/11533036/7463100/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
16,1,126348002/10110260/10853135/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
22,1,133590956/10565298/10953321/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,2,120131638/9845874/6812473/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
8,2,111250013/12659013/7945013/,61/56/51/,0.30184379890691243/0.3323084179967168/0.3658477830963709/,1/2/
12,2,130632238/11398863/7807090/,61/56/51/,0.30184379890691243/0.3323084179967168/0.3658477830963709/,1/2/
17,2,133774107/12911670/9784090/,61/56/51/,0.30184379890691243/0.3323084179967168/0.3658477830963709/,1/2/
24,2,135015448/13008901/10696251/,61/56/51/,0.30184379890691243/0.3323084179967168/0.3658477830963709/,1/2/
6,0,120370236/9740429/7712463/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
16,0,131236598/11604175/10001951/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
27,0,130947096/15067223/10706956/,50/72/50/,0.3774130585743463/0.24517388285130726/0.3774130585743463/,0/2/
38,0,140024193/14000755/9868532/,50/72/50/,0.3774130585743463/0.24517388285130726/0.3774130585743463/,0/2/
53,0,138793945/14080685/11355984/,50/72/50/,0.3774130585743463/0.24517388285130726/0.3774130585743463/,0/2/
3,1,119889464/10054503/8687443/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
7,1,120338587/12298539/7476822/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
11,1,121067708/10812767/8315264/,50/50/66/,0.3662038400223549/0.3662038400223549/0.26759231995529026/,0/1/
15,1,117845196/12099786/9610115/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
21,1,141877118/9758633/10715592/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
2,2,120520975/9002450/7415165/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
6,2,126704106/9701646/10306619/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
10,2,119645824/13600490/8188298/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
14,2,131528611/13012036/9935464/,50/50/71/,0.375589656691296/0.375589656691296/0.24882068661740805/,0/1/
20,2,151644433/12433240/11753701/,50/50/64/,0.362326119425842/0.362326119425842/0.27534776114831594/,0/1/
6,0,130580964/16362678/13058886/,59/50/50/,0.29533384258877954/0.3523330787056102/0.3523330787056102/,1/2/
18,0,146747666/13710987/11043547/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
29,0,136397136/12412308/8435799/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
41,0,138890641/13122725/11260906/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
58,0,154695846/14189474/9858214/,50/50/93/,0.4114619710801107/0.4114619710801107/0.1770760578397786/,0/1/
2,1,110875196/9028384/7609131/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
6,1,116867913/11242265/7888240/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
10,1,121759285/10625994/9999985/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
14,1,119792852/10587442/10093013/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
20,1,136121920/13697762/10802201/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,2,125664552/10950342/14662019/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
7,2,111628881/11523313/7057870/,110/56/50/,0.140333432962927/0.40457809540401374/0.45508847163305927/,2/
11,2,115967847/11874629/10197250/,61/56/50/,0.2990681830323647/0.32987401207683725/0.37105780489079804/,2/
15,2,118863368/15031029/10049304/,61/56/50/,0.2990681830323647/0.32987401207683725/0.37105780489079804/,2/
21,2,131232949/12463827/13768858/,61/56/50/,0.2990681830323647/0.32987401207683725/0.37105780489079804/,2/
3,0,116253733/11079109/9954028/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
9,0,124173438/12831960/7932498/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
14,0,118044961/9514910/8341281/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
20,0,136517504/15354332/12966460/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
28,0,135142601/12198888/9425410/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,1,111055757/7870490/6553591/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
7,1,121712286/12246147/9226807/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
11,1,134766586/12035187/8734835/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
15,1,122191936/9802130/7540137/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
21,1,133750278/11145502/8539771/,50/68/50/,0.37001152460638836/0.2599769507872232/0.37001152460638836/,0/2/
3,2,132404587/7035681/7777659/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
7,2,122931092/11937046/7855699/,60/50/50/,0.29126965979356767/0.35436517010321616/0.35436517010321616/,1/2/
11,2,124846519/11569807/9217724/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
16,2,130427100/12621212/10275533/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
22,2,138933493/11787093/8776532/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,0,129142751/8721522/8728227/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
9,0,114880225/11188677/9752824/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
15,0,119237543/12510910/8800825/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
21,0,124916857/15010945/8665259/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
30,0,134435648/14450257/11359367/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,1,124861489/8551578/7352043/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
7,1,119049548/10246581/8308790/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
12,1,158389054/15581495/12286585/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
17,1,132658338/13171371/9474930/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
23,1,131817353/13842220/13883643/,50/50/68/,0.37001152460638836/0.37001152460638836/0.2599769507872232/,0/1/
4,2,113873934/9601864/9273294/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
10,2,117441067/10336728/7498392/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
16,2,152521967/16540293/12147649/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
22,2,124049298/13432660/10775290/,83/83/50/,0.2557600250748783/0.2557600250748783/0.48847994985024334/,2/
31,2,132858481/17079620/8141975/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
4,0,125288748/8389535/8432846/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
10,0,118244990/12911483/8687757/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
16,0,125020490/11309696/8509426/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
22,0,148862142/13233798/9996606/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
31,0,142842231/12278963/12856777/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
2,1,109179430/9087155/7440125/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
6,1,114751257/9117622/8255572/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
10,1,117143684/12455109/10690506/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
14,1,118992458/12418119/8339817/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
20,1,127056401/10247924/11936198/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
2,2,108535566/6685744/7503724/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
6,2,141873591/11291070/10690017/,50/59/50/,0.3523330787056102/0.29533384258877954/0.3523330787056102/,0/2/
9,2,130560123/18960879/9223734/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
13,2,132637501/11790268/11319379/,69/50/50/,0.2562224091308084/0.3718887954345958/0.3718887954345958/,1/2/
18,2,123469347/11940447/11687290/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,0,109091622/8475058/8752807/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
8,0,126633244/10414934/10254835/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
13,0,124298015/10123717/10288730/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
18,0,134148426/13134265/9509727/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
25,0,130459464/15134108/16724096/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
2,1,106339608/8428839/6167089/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
6,1,157617676/13527907/11757083/,74/74/60/,0.30693854421213723/0.30693854421213723/0.3861229115757256/,2/
10,1,116948959/12845275/9804475/,56/56/51/,0.3224840638296153/0.3224840638296153/0.3550318723407692/,0/1/2/
14,1,144334492/12529074/11345244/,56/56/51/,0.3224840638296153/0.3224840638296153/0.3550318723407692/,0/1/2/
20,1,177603499/15728940/15353526/,56/56/51/,0.3224840638296153/0.3224840638296153/0.3550318723407692/,0/1/2/
4,2,114130641/11567240/9913421/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
11,2,130513629/10292474/8381710/,50/66/66/,0.4062663858868054/0.2968668070565973/0.2968668070565973/,0/
17,2,128565461/14263539/11260887/,75/50/50/,0.23445160193157294/0.38277419903421356/0.38277419903421356/,1/2/
24,2,131161741/12169491/8406343/,50/86/50/,0.4010149225095337/0.1979701549809325/0.4010149225095337/,0/2/
34,2,133669249/15546958/10768453/,77/77/50/,0.2704213239274513/0.2704213239274513/0.4591573521450975/,2/
3,0,113519196/7985914/10130887/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
9,0,135458165/11542522/8506805/,50/63/63/,0.39215917759428304/0.30392041120285845/0.30392041120285845/,0/
14,0,118179234/12103471/9129249/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
20,0,137998880/11793221/13530227/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
28,0,137584071/12014930/13029596/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,1,110230768/9229019/6943664/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
7,1,121902807/9549139/7174666/,110/110/55/,0.21412487991430382/0.21412487991430382/0.5717502401713923/,2/
12,1,142461050/11642819/7527337/,56/56/55/,0.33134333662009957/0.33134333662009957/0.33731332675980075/,0/1/2/
17,1,126416525/11304277/9227429/,56/56/55/,0.33134333662009957/0.33134333662009957/0.33731332675980075/,0/1/2/
23,1,139108432/11622430/10224711/,56/56/55/,0.33134333662009957/0.33134333662009957/0.33731332675980075/,0/1/2/
2,2,112959604/6483960/7542519/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
5,2,124180790/11936277/8906788/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
7,2,115395598/10233330/9432043/,50/60/50/,0.35436517010321616/0.29126965979356767/0.35436517010321616/,0/2/
10,2,133757989/9952754/8130179/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
14,2,132000802/10736975/8987504/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
4,0,113444129/8926239/7521113/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
10,0,119470560/13306641/9971178/,65/65/66/,0.3350125624146505/0.3350125624146505/0.32997487517069907/,0/1/2/
16,0,124950219/14028983/11625885/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
23,0,138916877/11891719/10424378/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
32,0,130918717/15425486/13146198/,98/98/99/,0.3344537720020646/0.3344537720020646/0.33109245599587067/,0/1/2/
6,1,113372959/10125339/7605396/,59/59/59/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
17,1,126924922/10920399/9527709/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
27,1,127490325/17802711/10061083/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
38,1,142911540/19453667/10798959/,107/50/50/,0.14054216211699525/0.4297289189415024/0.4297289189415024/,1/2/
54,1,143432665/16200271/11876694/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
2,2,106969274/10065890/6717526/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
5,2,113634385/11050232/11380806/,90/90/50/,0.23861206820474254/0.23861206820474254/0.522775863590515/,2/
8,2,116173271/17159940/8221290/,72/72/50/,0.2825362426975106/0.2825362426975106/0.43492751460497875/,2/
12,2,118498268/15008775/10990672/,72/72/50/,0.2825362426975106/0.2825362426975106/0.43492751460497875/,2/
16,2,131403687/18017580/11102105/,107/72/50/,0.1654546276040954/0.32864282199264133/0.5059025504032633/,2/
2,0,110497996/8279436/6062612/,50/53/50/,0.3398039776495762/0.32039204470084753/0.3398039776495762/,0/1/2/
6,0,118577013/9676715/9965106/,50/59/50/,0.3523330787056102/0.29533384258877954/0.3523330787056102/,0/2/
10,0,121577864/10134899/8786037/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
14,0,125497260/13431748/9450667/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
19,0,123758009/13267986/7716162/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,1,133331696/9925458/9722091/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
8,1,115138741/11666033/7172719/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
13,1,132322737/11223320/9649253/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
19,1,126202275/12295414/10461682/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
26,1,137366113/11452055/10007228/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
2,2,113891893/6845972/6699220/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
6,2,113389476/10823384/8728749/,59/50/50/,0.29533384258877954/0.3523330787056102/0.3523330787056102/,1/2/
9,2,118007826/12751116/7988155/,63/63/63/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
12,2,123226136/12899841/12213412/,69/69/50/,0.289735010817791/0.289735010817791/0.4205299783644179/,2/
17,2,122110131/11691362/10143227/,69/69/50/,0.289735010817791/0.289735010817791/0.4205299783644179/,2/
3,0,109626563/9009222/8999908/,61/61/50/,0.30857406286040057/0.30857406286040057/0.382851874279199/,2/
7,0,114976621/12086993/8966888/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
11,0,129660462/12060763/11352749/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
16,0,135887732/10744519/9740200/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
22,0,134849674/16170246/12922376/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
2,1,129626926/8782386/7943148/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
6,1,123596452/9555745/10088807/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
9,1,123381495/12196999/9925522/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
12,1,159809700/9313629/10729506/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
17,1,122898572/11471827/10706942/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,2,113194088/7784524/11155198/,54/50/50/,0.31613773249241023/0.34193113375379486/0.34193113375379486/,0/1/2/
8,2,121423918/10539986/11003472/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
13,2,134579354/13398930/10217182/,69/50/50/,0.2562224091308084/0.3718887954345958/0.3718887954345958/,1/2/
18,2,115048327/12765118/9330938/,66/66/50/,0.2968668070565973/0.2968668070565973/0.4062663858868054/,2/
25,2,129506763/12619951/11887667/,66/66/50/,0.2968668070565973/0.2968668070565973/0.4062663858868054/,2/
3,0,105878326/8234496/8509435/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
7,0,110681818/9670494/7514876/,60/79/50/,0.34416320875963685/0.23712014872492218/0.41871664251544105/,2/
12,0,126149576/13218606/10943297/,50/57/50/,0.3482199706728124/0.3035600586543751/0.3482199706728124/,0/2/
17,0,141416501/11052158/9484886/,50/57/50/,0.3482199706728124/0.3035600586543751/0.3482199706728124/,0/2/
23,0,142054707/10323331/8470409/,50/57/50/,0.3482199706728124/0.3035600586543751/0.3482199706728124/,0/2/
4,1,106735575/10221641/9307587/,56/50/50/,0.3077212739289003/0.3461393630355498/0.3461393630355498/,1/2/
10,1,118034918/12041673/16644325/,65/50/50/,0.2714526638004373/0.36427366809978134/0.36427366809978134/,1/2/
16,1,252966265/16921648/9663066/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
22,1,127714824/13142146/9224180/,50/69/50/,0.3718887954345958/0.2562224091308084/0.3718887954345958/,0/2/
31,1,143906977/11546892/9114480/,50/69/50/,0.3718887954345958/0.2562224091308084/0.3718887954345958/,0/2/
3,2,104912034/9097437/8291184/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
8,2,111630319/10854693/7948057/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
13,2,112471776/11455335/8361183/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
18,2,120561101/12582755/8059143/,50/65/50/,0.36427366809978134/0.2714526638004373/0.36427366809978134/,0/2/
25,2,122169526/10855359/9083549/,69/84/69/,0.3562372832656528/0.28752543346869436/0.3562372832656528/,0/2/
3,0,121815620/7614380/7455683/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
8,0,110936018/9187721/7479426/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
12,0,160172006/9490459/7959712/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
17,0,116995707/8789055/9636218/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
24,0,124312063/10254803/10554507/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
2,1,110883722/6554851/5304924/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
5,1,106782508/10171825/7054331/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
8,1,112358277/9971137/9182876/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
12,1,115804565/12782810/9886767/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
16,1,116241206/8831024/8637956/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
2,2,112758777/7974376/8968014/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
6,2,105613865/12342416/8521817/,59/100/50/,0.3787061588313655/0.16949764437577772/0.4517961967928567/,2/
9,2,109407893/13444742/11773827/,59/59/50/,0.3131851573190976/0.3131851573190976/0.37362968536180485/,2/
12,2,111787444/11044082/8788550/,59/59/50/,0.3131851573190976/0.3131851573190976/0.37362968536180485/,2/
17,2,114696844/11531993/9703351/,59/59/50/,0.3131851573190976/0.3131851573190976/0.37362968536180485/,2/
2,0,122562995/6087227/6385054/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
6,0,120480048/12051979/8169869/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
9,0,185415925/14952245/11854343/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
12,0,112997354/10853521/7807217/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
17,0,121947645/9194407/7707651/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
2,1,107799280/7094640/6914462/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
6,1,114162498/8402387/8100619/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
10,1,119530996/12504049/7945411/,50/65/50/,0.36427366809978134/0.2714526638004373/0.36427366809978134/,0/2/
14,1,112217760/10212113/8016485/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
19,1,116908999/12672562/8403755/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
2,2,100783441/6196505/8307024/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
6,2,113006383/8156533/8738914/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
10,2,111934944/9487844/7726538/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
14,2,112160524/12952126/7565835/,50/71/50/,0.375589656691296/0.24882068661740805/0.375589656691296/,0/2/
