Real_Goal,Time,Cost,Prob,Results
2,370432068,171/95/64/,0.10630939247945345/0.3422646981504826/0.551425909370064/,2/
2,308567154,99/101/72/,0.29235398304794324/0.28445301157426883/0.4231930053777879/,2/
0,199364579,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
0,191489867,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
0,272408299,56/50/68/,0.3430313558069228/0.3858578039933101/0.2711108401997672/,1/
0,239838359,70/57/93/,0.34201140799952034/0.4279395829408789/0.2300490090596007/,1/
0,287079660,59/59/75/,0.3615422663449222/0.3615422663449222/0.27691546731015554/,0/1/
1,236629525,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
1,198303500,52/52/70/,0.3687262655621035/0.3687262655621035/0.26254746887579317/,0/1/
1,205943967,74/60/53/,0.2651598256774423/0.3436391139042139/0.39120106041834385/,2/
1,190088435,171/63/53/,0.05786584551188222/0.42757397869935215/0.5145601757887656/,2/
1,210087003,517/117/53/,1.4203089733644332E-4/0.23408791483798644/0.7657700542646771/,2/
2,168113578,70/70/54/,0.29961263311727326/0.29961263311727326/0.4007747337654535/,2/
2,181396306,528/528/65/,8.965591905203734E-4/8.965591905203734E-4/0.9982068816189592/,2/
2,202471219,5758/5758/60/,2.7078440023870193E-41/2.7078440023870193E-41/1.0/,2/
2,264177682,52597/288/225/,1.300998817702081E-101/0.43075754436540503/0.5692424556345949/,2/
2,273320037,389/201/73/,0.011733302718672765/0.14885485821689207/0.8394118390644352/,2/
0,176433451,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
0,204756309,50/50/70/,0.37374820567603406/0.37374820567603406/0.25250358864793193/,0/1/
0,190122029,50/56/100/,0.44166222519659226/0.3926420312092903/0.1656957435941175/,0/
0,162904092,50/59/289/,0.5412882769504624/0.45372051743574804/0.004991205613789424/,0/
0,195376861,50/66/972/,0.5777943448818645/0.4222056469821476/8.135988018326691E-9/,0/
1,174274466,51/56/50/,0.34171506988574796/0.3098034441152148/0.34848148599903733/,0/2/
1,164161458,54/57/65/,0.36157914667649144/0.3423848862677705/0.2960359670557379/,0/1/
1,237870633,83/55/141/,0.33292339265339427/0.5488978789813018/0.11817872836530396/,1/
1,194562470,58/55/62/,0.3348855133732783/0.3533150496627883/0.31179943696393325/,0/1/
1,204624108,78/74/71/,0.3165325251122047/0.3346153144151279/0.3488521604726674/,0/1/2/
2,183146072,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
2,181722583,70/70/50/,0.28734229518342175/0.28734229518342175/0.42531540963315645/,2/
2,244904432,163/52/57/,0.0605725328528359/0.4918536238432399/0.4475738433039243/,1/2/
2,219460735,65/61/50/,0.2920960933137002/0.3159279582490381/0.3919759484372618/,2/
2,224305474,117/113/50/,0.17236636550462384/0.18642958660251657/0.6412040478928595/,2/
0,221763542,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
0,190444085,53/53/50/,0.3267345947460887/0.3267345947460887/0.3465308105078227/,0/1/2/
0,261474695,53/60/53/,0.3474127308564841/0.3051745382870319/0.3474127308564841/,0/2/
0,194538596,63/110/53/,0.38135368274095527/0.15970955355374594/0.4589367637052989/,2/
0,235427233,64/300/60/,0.47877728170165545/0.009997979925446807/0.5112247383728978/,0/2/
1,218123118,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
1,189813885,52/50/50/,0.3246764268760604/0.33766178656196977/0.33766178656196977/,0/1/2/
1,201771055,52/50/56/,0.33731815359450984/0.3508091162589585/0.3118727301465317/,0/1/
1,222781986,56/50/50/,0.3077212739289003/0.3461393630355498/0.3461393630355498/,1/2/
1,301081569,62/50/50/,0.2832410482781076/0.3583794758609462/0.3583794758609462/,1/2/
2,288653974,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
2,160098574,70/50/54/,0.2598290813892313/0.3845911793637107/0.35557973924705816/,1/2/
2,247720729,54/50/90/,0.3883100178849027/0.41999189282642424/0.191698089288673/,0/1/
2,196946861,66/50/61/,0.288058252432253/0.3942117554361987/0.31772999213154834/,1/
2,202547816,144/50/62/,0.08124562144129878/0.5131735975476027/0.40558078101109857/,1/
0,201931523,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
0,181416032,61/61/70/,0.3490544204330145/0.3490544204330145/0.30189115913397085/,0/1/
0,205022966,53/80/100/,0.493747412252457/0.29947294368488836/0.20677964406265467/,0/
0,199366526,63/201/59/,0.46099988258070534/0.04621931518388981/0.49278080223540477/,0/2/
0,197890606,75/70/75/,0.3254189863557969/0.3491620272884061/0.3254189863557969/,0/1/2/
1,234962432,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
1,195929533,61/70/56/,0.3394869521721658/0.28990137442145236/0.3706116734063816/,0/2/
1,283012701,53/51/68/,0.3585994900367191/0.37266044783967434/0.2687400621236065/,0/1/
1,208266048,53/51/60/,0.34325774086055916/0.35671713705011826/0.30002512208932264/,0/1/
1,229409253,53/51/106/,0.4166522252308736/0.4329894747815599/0.15035829998756645/,0/1/
2,298387708,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
2,179107278,70/70/50/,0.28734229518342175/0.28734229518342175/0.42531540963315645/,2/
2,221748244,100/100/56/,0.24015725988861727/0.24015725988861727/0.5196854802227655/,2/
2,216284004,66/69/50/,0.3019882460699632/0.2847366069792058/0.41327514695083095/,2/
2,220815153,68/63/50/,0.2835871021077297/0.3127982863205374/0.40361461157173284/,2/
0,167343203,50/50/53/,0.3398039776495762/0.3398039776495762/0.32039204470084753/,0/1/2/
0,278221884,65/65/52/,0.3050656497094619/0.3050656497094619/0.3898687005810762/,2/
0,227264293,141/57/79/,0.12242695573158922/0.5210210450283913/0.3565519992400196/,1/
0,221055495,60/81/191/,0.5477909383799422/0.38824299515621397/0.06396606646384391/,0/
0,230057765,79/72/76/,0.318208820021969/0.3502328590956397/0.3315583208823913/,0/1/2/
1,238943664,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
1,179262106,61/70/53/,0.3326495816910475/0.2815817916939791/0.3857686266149734/,2/
1,274723547,80/52/60/,0.2407041950256076/0.40824629638073795/0.3510495085936545/,1/
1,217832078,64/62/53/,0.3064038733424541/0.317964937186318/0.37563118947122787/,2/
1,245619975,83/65/90/,0.3112441205974574/0.40883221135336834/0.2799236680491742/,1/
2,236184509,56/56/50/,0.32001566423292443/0.32001566423292443/0.3599686715341511/,2/
2,237731984,163/163/57/,0.12167141247940508/0.12167141247940508/0.7566571750411899/,2/
2,185618274,71/83/62/,0.3355557827563336/0.2773588124213326/0.38708540482233383/,2/
2,229378809,98/64/62/,0.22290296107929472/0.38238160055864046/0.39471543836206485/,1/2/
2,248480114,135/113/62/,0.1784494809984558/0.25303096960751065/0.5685195493940336/,2/
0,191960509,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
0,168109177,54/50/50/,0.31613773249241023/0.34193113375379486/0.34193113375379486/,0/1/2/
0,194757741,65/50/56/,0.282890144269209/0.3796221008830457/0.3374877548477453/,1/
0,203921908,57/55/59/,0.3331916551562748/0.34530640425161535/0.3215019405921099/,0/1/2/
0,192266281,57/69/57/,0.3554792447699577/0.2890415104600846/0.3554792447699577/,0/2/
1,212417635,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
1,208023388,70/50/56/,0.2634313537057762/0.38992315433434105/0.3466454919598828/,1/
1,229260152,100/56/54/,0.18071744667238188/0.4021940740620407/0.4170884792655773/,1/2/
1,249675067,289/50/83/,0.006015754294982247/0.6523989450348586/0.3415853006701591/,1/
1,244382546,87/50/72/,0.2268764544907351/0.46866855462521506/0.30445499088404987/,1/
2,222004177,56/56/50/,0.32001566423292443/0.32001566423292443/0.3599686715341511/,2/
2,232772281,100/100/56/,0.24015725988861727/0.24015725988861727/0.5196854802227655/,2/
2,196027118,289/55/100/,0.010471552450053002/0.683504827119512/0.30602362043043496/,1/
2,196423424,64/55/50/,0.2849908313694734/0.3399938731677642/0.3750152954627623/,1/2/
2,184974314,101/87/59/,0.23383307080807636/0.2952849497560242/0.47088197943589943/,2/
0,191471719,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
0,250663337,51/53/53/,0.3419344167653373/0.32903279161733134/0.32903279161733134/,0/1/2/
0,286698083,51/77/77/,0.4518627618776061/0.274068619061197/0.274068619061197/,0/
0,297439604,62/60/176/,0.45711549825414965/0.4723512939589107/0.07053320778693953/,0/1/
0,261298284,58/69/92/,0.41807806113741036/0.34696624073149945/0.23495569813109024/,0/
