Real_Goal,Time,Cost,Prob,Results
0,222940937,289/79/289/,0.0632728214140419/0.8734543571719162/0.0632728214140419/,1/
0,352545808,113/1022/120/,0.5152546036554744/1.7745769154059676E-4/0.48456793865298503/,0/2/
0,419545082,295/2085/1614/,0.9862205196209084/0.0023316651827502894/0.011447815196341247/,0/
0,537034457,540/556/1923/,0.4881755312817119/0.4739492152156804/0.03787525350260761/,0/1/
0,528778664,950/782/116129/,0.44656498945750933/0.5534350105424907/5.825494276661541E-65/,1/
1,176159002,53/50/56/,0.3329491981368819/0.3531219446718367/0.3139288571912815/,0/1/
1,231783175,64/63/289/,0.48888353996624817/0.4965823354864639/0.014534124547287879/,0/1/
1,275557472,188/60/77/,0.0652629522056602/0.5320753866212914/0.40266166117304836/,1/
1,304962515,83/60/171/,0.37115624085860754/0.5411368956333233/0.08770686350806908/,1/
1,311039036,99/110/290/,0.48925725087286426/0.4382933462732489/0.0724494028538869/,0/
2,258835035,53/50/50/,0.32039204470084753/0.3398039776495762/0.3398039776495762/,0/1/2/
2,257740350,57/50/50/,0.3035600586543751/0.3482199706728124/0.3482199706728124/,1/2/
2,235858666,110/50/50/,0.1335859560632552/0.43320702196837235/0.43320702196837235/,1/2/
2,272275473,562/141/50/,3.7376409255241617E-5/0.1437659196055903/0.8561967039851545/,2/
2,224789544,333/272/50/,0.003827127016878544/0.012656777303664652/0.9835160956794569/,2/
0,250317102,50/56/56/,0.35996867153415113/0.3200156642329245/0.3200156642329245/,0/
0,217509207,50/60/163/,0.5178593114522397/0.4256533039736687/0.05648738457409159/,0/
0,239719263,63/106/84/,0.44822487200601363/0.22893086374406935/0.322844264249917/,0/
0,263813805,126/60/318/,0.25041094342084846/0.7388319957699607/0.010757060809190803/,1/
0,297960044,97/74/155/,0.35456464151926836/0.4818136117392533/0.16362174674147834/,1/
1,218598324,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
1,271453196,141/56/56/,0.10116239781261327/0.44941880109369337/0.44941880109369337/,1/2/
1,307239929,88/56/74/,0.2480443336418149/0.4348542874722722/0.31710137888591294/,1/
1,284153066,88/333/89/,0.4871928039290348/0.03105783020994859/0.4817493658610166/,0/2/
1,312645845,125/166/191/,0.4320586275241906/0.3120503226975511/0.2558910497782583/,0/
2,222466843,53/50/50/,0.32039204470084753/0.3398039776495762/0.3398039776495762/,0/1/2/
2,283747278,120/53/90/,0.1612621504640068/0.557672596353293/0.2810652531827002/,1/
2,230038643,70/53/65/,0.28843211602657604/0.3951536091941205/0.3164142747793034/,1/
2,291646063,70/151/60/,0.4093028714096135/0.10848224797169874/0.48221488061868767/,2/
2,231048404,70/1416/60/,0.45910793187159005/1.199382940841758E-10/0.5408920680084717/,2/
0,206005959,50/53/70/,0.38190222294467985/0.3600853495930156/0.25801242746230457/,0/1/
0,268020221,56/83/65/,0.4037722779627103/0.25143055800575975/0.34479716403152993/,0/
0,306310902,56/83/212/,0.592600163688768/0.3690144122384052/0.03838542407282688/,0/
0,312528834,84/99/210/,0.4841850322479584/0.4058552396587246/0.109959728093317/,0/
0,381027508,56/118/396/,0.7465185464753397/0.25156493900768223/0.0019165145169781368/,0/
1,308946171,60/52/100/,0.3797841669709153/0.44166271649560296/0.17855311653348174/,1/
1,343908500,505/113/108/,0.013220522405812472/0.48207544427627075/0.5047040333179169/,1/2/
1,518225971,315/682/156/,0.25976102770131926/0.025082802860076747/0.7151561694386039/,2/
1,619706093,10775/1290/233/,2.6900460057076675E-20/0.010802739390658343/0.9891972606093418/,2/
1,483498264,430/365/29343/,0.4557174219001023/0.5442825780998977/2.2419099187183183E-35/,1/
2,239475745,50/53/53/,0.3465308105078227/0.3267345947460887/0.3267345947460887/,0/1/2/
2,246828030,53/52/107/,0.4201591625669261/0.4281619545599795/0.15167888287309442/,0/1/
2,324812280,68/90/921/,0.5790402326392905/0.4209572909545003/2.4764062091401286E-6/,0/
2,287273282,78/634/81/,0.5092647437292245/4.4708494135999667E-4/0.49028817132941543/,0/2/
2,339815490,908/145/99/,1.8790855112192103E-4/0.3869131059151981/0.6128989855336799/,2/
0,246118987,289/50/289/,0.009054001456680819/0.9818919970866383/0.009054001456680819/,1/
0,383631490,221/209/216/,0.324369670366567/0.3434448963018809/0.3321854333315521/,0/1/2/
0,443975358,47666/1037/1052/,1.558601105488701E-20/0.5036126538947502/0.49638734610524987/,1/2/
0,560599305,559/348/1276/,0.3379913090098724/0.6186902288537555/0.04331846213637231/,1/
0,554317438,614/486/4177/,0.43454171267144365/0.5651694610327856/2.888262957706969E-4/,1/
1,201263847,54/54/54/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
1,250123539,68/65/65/,0.32330998342528516/0.3383450082873575/0.3383450082873575/,0/1/2/
1,319945539,191/61/185/,0.09764212368549202/0.7947941807481461/0.1075636955663619/,1/
