Real_Goal,Time,Cost,Prob,Results
0,149504613,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
0,172505611,289/88/81/,0.03962132184717617/0.4597058902777007/0.500672787875123/,1/2/
0,191902304,212/95/108/,0.13628679685437836/0.4610522908489006/0.402660912296721/,1/
0,208285200,1724/147/123/,1.3541454114970901E-6/0.4517627800837959/0.5482358657707926/,2/
0,239858223,39557/2954/2077/,8.86812839230021E-9/0.3960285944470604/0.6039713966848113/,2/
1,164783654,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
1,162791442,61/70/70/,0.36633182396902075/0.3168340880154897/0.3168340880154897/,0/
1,191727686,80/56/56/,0.24708874311613038/0.3764556284419348/0.3764556284419348/,1/2/
1,202121001,201/56/88/,0.04764341686384199/0.6064389802157982/0.3459176029203598/,1/
1,175016173,77/71/212/,0.44637695583168036/0.48516892090641217/0.06845412326190746/,0/1/
2,159901469,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
2,166207884,289/289/289/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
2,171013037,1779/105/1779/,1.384920232039735E-7/0.9999997230159536/1.384920232039735E-7/,1/
2,184026134,10170/116/105/,3.043894597017712E-42/0.47407986067168834/0.5259201393283117/,1/2/
2,209347683,150794/1120/1037/,1.1437689658258438E-63/0.48002027836536293/0.519979721634637/,1/2/
0,214684573,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
0,230628811,61/56/70/,0.33948695217216585/0.37061167340638174/0.2899013744214525/,0/1/
0,179697010,80/68/100/,0.340330053357161/0.40497645733836773/0.2546934893044713/,1/
0,204617422,201/72/289/,0.13979098301410467/0.8183348592371166/0.04187415774877879/,1/
0,213000919,67/151/972/,0.7747428290009104/0.22525588509390998/1.2859051796327566E-6/,0/
1,179620725,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
1,181120209,56/51/53/,0.3164239131941947/0.3483600802490606/0.33521600655674466/,0/1/2/
1,193787931,70/56/53/,0.2727787037014866/0.3535129493784903/0.37370834692002314/,1/2/
1,191196905,100/68/60/,0.21662232299023196/0.36604107507586897/0.41733660193389893/,2/
1,237555659,163/93/57/,0.09467947810360271/0.3165223401676164/0.588798181728781/,2/
2,162953963,56/51/51/,0.31231877223642546/0.3438406138817872/0.3438406138817872/,0/1/2/
2,168845186,100/68/57/,0.2068221349446329/0.359093683170915/0.43408418188445214/,2/
2,162858373,61/146/104/,0.5702357667486649/0.1447607180914073/0.28500351515992767/,0/
2,173324469,90/784/505/,0.9891736071507814/4.821481861258793E-4/0.01034424466309287/,0/
2,243495019,353/134/85/,0.027529419365735136/0.35134437079828773/0.6211262098359772/,2/
0,154067686,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
0,159827035,54/61/53/,0.34517135767714574/0.3032056696636881/0.35162297265916614/,0/2/
0,175973840,53/80/60/,0.4024223618661667/0.2440815006258022/0.35349613750803105/,0/
0,177392504,53/120/77/,0.5180406820363194/0.1498017922331147/0.33215752573056584/,0/
0,177455410,59/357/176/,0.8701399621907193/0.0060616825382719865/0.12379835527100864/,0/
1,176884581,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
1,183573027,56/51/56/,0.3224840638296153/0.3550318723407692/0.3224840638296153/,0/1/2/
1,170950926,52/53/53/,0.33753930700706153/0.33123034649646926/0.33123034649646926/,0/1/2/
1,177880361,65/53/57/,0.29338129815916403/0.36638890239231736/0.34022979944851867/,1/2/
1,170513579,86/53/69/,0.23738967969322528/0.43738513384532335/0.32522518646145143/,1/
2,177564709,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
2,163508776,56/53/56/,0.32710442071449247/0.34579115857101506/0.32710442071449247/,0/1/2/
2,209448337,51/52/53/,0.33976373845997543/0.3332922457448901/0.3269440157951345/,0/1/2/
2,205254520,72/74/77/,0.3440239348429519/0.3347265643501079/0.32124950080694015/,0/1/2/
2,176336879,63/61/110/,0.3997830840657242/0.4128895710226071/0.18732734491166883/,0/1/
0,154056986,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
0,154440288,56/53/56/,0.32710442071449247/0.34579115857101506/0.32710442071449247/,0/1/2/
0,255626632,70/53/70/,0.2967354134739606/0.40652917305207875/0.2967354134739606/,1/
0,298032452,53/77/63/,0.40450934423260015/0.25936345845860476/0.33612719730879503/,0/
0,304843857,53/110/83/,0.5203583812266924/0.18108421753509965/0.2985574012382079/,0/
1,160181097,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
1,164044317,51/51/56/,0.3438406138817872/0.3438406138817872/0.31231877223642546/,0/1/2/
1,161692223,56/53/53/,0.32110403381001285/0.33944798309499363/0.33944798309499363/,0/1/2/
1,201525751,93/53/66/,0.21069443197379176/0.4419291764129366/0.34737639161327166/,1/
1,169265126,146/53/65/,0.09026377550829949/0.505202048348706/0.40453417614299453/,1/
2,170783140,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
2,188657603,289/289/289/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
2,199207373,82/84/3221/,0.5060238049186323/0.4939761950813676/1.9031262085635204E-17/,0/1/
2,228629843,289/604/170/,0.3160546718133564/0.05008942698180291/0.6338559012048407/,2/
2,275014831,4048/412/439/,7.752227119125911E-5/0.5162979794267984/0.4836244983020104/,1/2/
0,187221223,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
0,161674890,53/70/70/,0.40652917305207875/0.2967354134739606/0.2967354134739606/,0/
0,182902257,53/56/100/,0.42287663120224145/0.40002415346515435/0.17709921533260417/,0/1/
0,185875162,53/66/163/,0.5217954093855816/0.4101548758196612/0.0680497147947574/,0/
0,176026748,72/83/528/,0.5370408546282609/0.461918856091521/0.0010402892802180784/,0/
1,169116235,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
1,181269884,56/51/51/,0.31231877223642546/0.3438406138817872/0.3438406138817872/,0/1/2/
1,184355928,51/51/53/,0.3375790977878761/0.3375790977878761/0.3248418044242478/,0/1/2/
1,162362388,59/72/54/,0.34666094768921085/0.27368657640357574/0.37965247590721335/,0/2/
1,165651095,77/104/65/,0.3492046930460391/0.23196055930207818/0.4188347476518827/,2/
2,164092790,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
2,183983702,56/53/50/,0.31392885719128144/0.3329491981368818/0.35312194467183666/,1/2/
2,181350407,68/53/50/,0.2655909037838012/0.3564075274884279/0.37800156872777096/,1/2/
2,189758983,93/62/54/,0.20880343744779076/0.36687811544218263/0.4243184471100266/,2/
2,170285166,247/72/68/,0.037012505173373914/0.467541314113474/0.49544618071315205/,1/2/
0,174631813,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
0,194467126,56/53/56/,0.32710442071449247/0.34579115857101506/0.32710442071449247/,0/1/2/
0,190426663,53/61/70/,0.3857686266149734/0.3326495816910475/0.2815817916939791/,0/
0,186360061,53/66/163/,0.5217954093855816/0.4101548758196612/0.0680497147947574/,0/
0,216278471,53/88/289/,0.6511858179739324/0.3405789242487813/0.008235257777286235/,0/
1,142179175,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
1,214594091,70/50/52/,0.2561857787297573/0.3791984725154459/0.3646157487547968/,1/2/
1,189868049,100/50/52/,0.16055239618593237/0.42795262583100646/0.4114949779830611/,1/2/
1,157446550,163/50/52/,0.052679163354372054/0.48294668744651975/0.46437414919910824/,1/2/
1,252247832,528/68/83/,7.047137022353247E-4/0.5537442911648376/0.445550995132927/,1/
2,201894976,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
2,176651502,50/50/53/,0.3398039776495762/0.3398039776495762/0.32039204470084753/,0/1/2/
2,192906980,54/50/52/,0.3203501916608424/0.3464872837837131/0.33316252455544454/,0/1/2/
2,204435745,90/70/52/,0.22189344771470798/0.32361540592224824/0.45449114636304383/,2/
2,196938359,141/62/62/,0.12486823147436356/0.4375658842628182/0.4375658842628182/,1/2/
0,210373455,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
0,193634289,56/51/56/,0.3224840638296153/0.3550318723407692/0.3224840638296153/,0/1/2/
0,167554166,52/53/70/,0.3712851169886189/0.3643454122116495/0.2643694707997317/,0/1/
0,165485056,52/60/100/,0.44166271649560296/0.3797841669709153/0.17855311653348174/,0/
0,216757189,60/77/163/,0.5150477508879997/0.3897755622054656/0.0951766869065347/,0/
1,173228178,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
1,225628186,70/56/70/,0.3050262786788956/0.3899474426422088/0.3050262786788956/,1/
1,209084169,100/68/53/,0.1924384561355209/0.34805794927476524/0.4595035945897139/,2/
1,198420207,289/146/63/,0.02246822866992823/0.20986768321415672/0.767664088115915/,2/
1,173565335,972/437/131/,0.0015543932090576567/0.08948898573108693/0.9089566210598554/,2/
2,194041562,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
2,189417658,61/52/61/,0.313963735236455/0.3720725295270901/0.313963735236455/,1/
2,166652701,80/59/80/,0.29247740379140524/0.4150451924171897/0.29247740379140524/,1/
2,159979047,201/107/64/,0.07420611566699324/0.3151347781056694/0.6106591062273373/,2/
2,163786955,77/87/83/,0.356425678580358/0.3135380156255543/0.3300363057940877/,0/2/
0,161025952,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
0,160480218,56/51/51/,0.31231877223642546/0.3438406138817872/0.3438406138817872/,0/1/2/
0,189267591,70/51/53/,0.261249196911363/0.37647789911809126/0.36227290397054573/,1/2/
0,180956117,163/59/77/,0.092147733284494/0.5215089409852248/0.38634332573028124/,1/
0,196791620,289/77/110/,0.038354766509164355/0.5810446055848/0.38060062790603577/,1/
1,170496790,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
1,169808354,53/51/56/,0.33521600655674466/0.3483600802490606/0.3164239131941947/,0/1/2/
1,203208413,61/51/70/,0.3275341972961515/0.3969856608053122/0.2754801418985362/,1/
1,195078581,120/55/163/,0.21476653436332266/0.6855804400246808/0.0996530256119966/,1/
1,195523371,201/66/289/,0.11403726887631398/0.855298634500156/0.03066409662353005/,1/
2,196898897,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
2,178830542,56/51/53/,0.3164239131941947/0.3483600802490606/0.33521600655674466/,0/1/2/
2,186303447,70/51/61/,0.2754801418985362/0.3969856608053122/0.3275341972961515/,1/
2,172419260,163/55/53/,0.06227847533564694/0.46017914801096405/0.47754237665338906/,1/2/
2,182022383,289/55/58/,0.007803943138392036/0.5093831913748522/0.4828128654867557/,1/2/
0,159632950,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
0,168018893,56/51/56/,0.3224840638296153/0.3550318723407692/0.3224840638296153/,0/1/2/
0,174709248,52/56/70/,0.3788818901926149/0.35133944047038046/0.26977866933700456/,0/1/
0,185603833,60/58/163/,0.4526953225024669/0.4683039856430918/0.0790006918544413/,0/1/
0,184837884,57/63/289/,0.5208229436611042/0.4696378513778315/0.009539204961064333/,0/1/
