Obs,Real_Goal,STime,Cost,Prob,Results
12,1,124798366/24083714/17655422/,142/67/218/,0.23041138972546382/0.6942329303073557/0.07535567996718052/,1/
1,2,109404253/16413877/10690961/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,114736239/14428484/7275305/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
4,2,128305877/17534009/7929926/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
5,2,128825203/18010114/10246557/,51/57/50/,0.343783065979183/0.3056265028356004/0.35059043118521654/,0/2/
7,2,143301682/20039027/7325356/,81/55/50/,0.22215158700465226/0.3698745502497826/0.40797386274556524/,1/2/
1,0,126617649/12894319/7471531/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,0,112519941/14029234/10673438/,50/50/61/,0.3563806961381494/0.3563806961381494/0.28723860772370124/,0/1/
4,0,112551214/12211258/8939311/,50/50/80/,0.3913425061532677/0.3913425061532677/0.2173149876934646/,0/1/
6,0,116988486/11366657/9721494/,50/50/62/,0.3583794758609462/0.3583794758609462/0.2832410482781076/,0/1/
8,0,117097062/12796232/9411539/,71/83/110/,0.4118175935882298/0.34859606696086665/0.23958633945090352/,0/
1,1,112523851/11852547/7909890/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,1,119580591/16643836/10512786/,50/50/52/,0.3376617865619698/0.3376617865619698/0.32467642687606046/,0/1/2/
4,1,126807798/13141220/10283859/,50/50/52/,0.3376617865619698/0.3376617865619698/0.32467642687606046/,0/1/2/
5,1,107979679/11931436/13450157/,50/50/60/,0.35436517010321616/0.35436517010321616/0.29126965979356767/,0/1/
7,1,111397602/14525599/16288508/,50/50/71/,0.375589656691296/0.375589656691296/0.24882068661740805/,0/1/
1,2,126861508/16364363/8420437/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,122930408/19942291/8877168/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
4,2,124055415/16327412/8354647/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
6,2,120067596/21419498/11127365/,56/59/55/,0.3371708125028412/0.31958338810437475/0.34324579939278393/,0/1/2/
8,2,132590112/11959955/8251522/,97/56/56/,0.1958486349594925/0.4020756825202537/0.4020756825202537/,1/2/
2,0,119387407/17719170/10005995/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
4,0,118563983/20382005/12626710/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
6,0,121425863/20876391/13215015/,50/50/74/,0.38100539832523905/0.38100539832523905/0.23798920334952192/,0/1/
9,0,120102419/20756615/13529482/,50/50/315/,0.49861926330567097/0.49861926330567097/0.00276147338865801/,0/1/
12,0,137215829/13670202/14420468/,50/50/110/,0.4332070219683724/0.4332070219683724/0.1335859560632552/,0/1/
1,1,119669993/12114864/7833361/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,1,129701044/16031521/12291587/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
5,1,118742027/16222775/9237782/,50/50/70/,0.37374820567603406/0.37374820567603406/0.25250358864793193/,0/1/
7,1,502872813/25010410/37013708/,60/56/61/,0.32729951281900094/0.351092995078415/0.321607492102584/,0/1/2/
9,1,126149770/28974717/9033540/,68/101/61/,0.36943979969630164/0.21696363067284904/0.41359656963084923/,2/
1,2,168503099/23684029/21082385/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,139491027/18442735/10381174/,70/50/50/,0.25250358864793193/0.37374820567603406/0.37374820567603406/,1/2/
5,2,133949839/18830261/9825744/,56/50/50/,0.3077212739289003/0.3461393630355498/0.3461393630355498/,1/2/
7,2,132032127/15905155/10913986/,92/50/60/,0.19412356398268973/0.44231588369713865/0.3635605523201716/,1/
10,2,117840789/19742662/12266039/,399/58/65/,0.0016337459591283922/0.5287609976754224/0.4696052563654492/,1/
1,0,126328520/13496815/8208848/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,0,128471525/19638232/9324696/,52/50/50/,0.3246764268760604/0.33766178656196977/0.33766178656196977/,0/1/2/
4,0,121848619/17775513/9881775/,52/50/56/,0.33731815359450984/0.3508091162589585/0.3118727301465317/,0/1/
6,0,119819305/25680175/9095232/,52/59/100/,0.43849077617453774/0.38423844290382064/0.17727078092164153/,0/
8,0,106819453/28440398/11075474/,52/59/277/,0.5289307855277997/0.4634887493145356/0.007580465157664559/,0/
1,1,413484034/26610229/18813623/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,1,130297147/14052922/7257399/,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
5,1,120710572/19036436/14414602/,50/57/93/,0.4343848165848814/0.3786740896746959/0.18694109374042273/,0/
7,1,107177811/19809896/11958647/,50/61/65/,0.3919759484372618/0.3159279582490381/0.2920960933137002/,0/
9,1,109508801/21062247/11649538/,50/69/122/,0.517413901323653/0.35648569664485197/0.1261004020314951/,0/
1,2,110168019/12495709/7879767/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,2,165733700/14899558/7876284/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
4,2,201236565/23289673/12404177/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
6,2,153429793/33040941/9244220/,60/59/50/,0.30898303321656595/0.31510131115903023/0.3759156556244039/,2/
8,2,120083847/15032590/7638074/,124/56/50/,0.11036353326626001/0.41868259289600934/0.4709538738377307/,2/
1,0,120064417/15022682/9323128/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,0,110710828/14025459/8439827/,50/52/50/,0.33766178656196977/0.3246764268760604/0.33766178656196977/,0/1/2/
4,0,111712423/19239583/8543253/,50/53/53/,0.3465308105078227/0.3267345947460887/0.3267345947460887/,0/1/2/
6,0,111237617/16277372/10799503/,50/53/63/,0.36793577779219583/0.34691676354361634/0.28514745866418784/,0/1/
8,0,146666298/19940237/18009338/,57/53/131/,0.42901893788085416/0.4620047333022296/0.10897632881691624/,0/1/
2,1,160407377/16708798/8630806/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
6,1,121068268/23414161/7640211/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
9,1,128520490/18298796/9388266/,50/50/63/,0.3603613377004332/0.3603613377004332/0.27927732459913346/,0/1/
12,1,122246600/20866336/8010063/,50/61/50/,0.3563806961381494/0.28723860772370124/0.3563806961381494/,0/2/
17,1,120370995/20574586/6661195/,619/293/63/,1.6414046795547546E-4/0.02675489090417894/0.9730809686278655/,2/
1,2,106163581/13561189/7144243/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,2,110296079/14068070/7778638/,51/52/50/,0.33329061882644523/0.32681916164940117/0.3398902195241536/,0/1/2/
4,2,109636167/15836059/7954270/,51/53/50/,0.3354191220955758/0.3225200078952674/0.34206087000915686/,0/1/2/
5,2,116169305/14793774/6955125/,51/53/50/,0.3354191220955758/0.3225200078952674/0.34206087000915686/,0/1/2/
7,2,112942307/18202740/6016313/,81/86/50/,0.26715970325390664/0.24221055344305442/0.4906297433030389/,2/
1,0,106359641/14456403/8129016/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
2,0,143752015/23473270/11534435/,50/50/53/,0.3398039776495762/0.3398039776495762/0.32039204470084753/,0/1/2/
3,0,119860828/17670180/7983703/,54/54/61/,0.3471627338076755/0.3471627338076755/0.3056745323846491/,0/1/
4,0,109217418/15020514/12773124/,53/53/80/,0.3836517311905507/0.3836517311905507/0.2326965376188986/,0/1/
5,0,108176738/11954653/9638404/,53/53/55/,0.33742284828204316/0.33742284828204316/0.3251543034359136/,0/1/2/
1,1,160206669/17245012/10700717/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
2,1,157531815/17669656/21686576/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,1,146089124/13824991/10233045/,50/50/52/,0.3376617865619698/0.3376617865619698/0.32467642687606046/,0/1/2/
5,1,114635515/12675336/18901271/,50/50/74/,0.38100539832523905/0.38100539832523905/0.23798920334952192/,0/1/
6,1,106487507/12566824/13121747/,50/50/57/,0.3482199706728124/0.3482199706728124/0.3035600586543751/,0/1/
1,2,109378778/16358694/9940071/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,2,111771512/20756624/9508837/,52/53/50/,0.3310624751311149/0.32463428150754076/0.3443032433613443/,0/1/2/
4,2,111666060/20228376/9208854/,52/53/50/,0.3310624751311149/0.32463428150754076/0.3443032433613443/,0/1/2/
6,2,111044630/18430895/7741411/,62/63/55/,0.3209809378609191/0.31530000893804166/0.3637190532010395/,2/
8,2,107541247/17016130/8305872/,127/53/55/,0.1145412866929319/0.45092711136439084/0.4345316019426772/,1/2/
1,0,108460052/12152487/7417270/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,0,116517087/13890706/6899715/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
5,0,114689393/16565994/8555772/,70/50/50/,0.25250358864793193/0.37374820567603406/0.37374820567603406/,1/2/
7,0,105521158/23178230/8536808/,59/59/79/,0.3681165006667192/0.3681165006667192/0.2637669986665615/,0/1/
10,0,122338847/29221347/11588356/,59/78/126/,0.48639485941813465/0.3543744403774471/0.1592307002044184/,0/
1,1,109600806/13035034/7677311/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,1,115870239/18282804/8896550/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
4,1,113440175/19073427/10010010/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
5,1,130131784/23112806/9434074/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
7,1,112209894/18579751/10031710/,51/51/62/,0.35595572546702453/0.35595572546702453/0.2880885490659509/,0/1/
1,2,109157398/16204843/11362241/,50/51/50/,0.33550481664848303/0.32899036670303383/0.33550481664848303/,0/1/2/
2,2,118540658/18567494/8815186/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,2,124704506/21271661/8070080/,54/50/50/,0.31613773249241023/0.34193113375379486/0.34193113375379486/,0/1/2/
4,2,127098613/20735038/6888708/,65/56/50/,0.282890144269209/0.3374877548477453/0.3796221008830457/,2/
5,2,119403197/17904222/6440580/,90/57/50/,0.1960469859590983/0.374433111044444/0.42951990299645776/,2/
1,0,109945009/15738793/10742522/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
2,0,117529396/14127554/13151931/,50/50/53/,0.3398039776495762/0.3398039776495762/0.32039204470084753/,0/1/2/
3,0,116054019/11567838/10874027/,50/50/61/,0.3563806961381494/0.3563806961381494/0.28723860772370124/,0/1/
5,0,111410212/10853494/14444378/,50/50/57/,0.3482199706728124/0.3482199706728124/0.3035600586543751/,0/1/
6,0,112165732/14950284/12026764/,50/50/69/,0.3718887954345958/0.3718887954345958/0.2562224091308084/,0/1/
1,1,116600946/16989498/7549603/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,1,126471990/13981865/8126130/,51/54/50/,0.33753286282920664/0.31825067153011033/0.34421646564068303/,0/1/2/
4,1,114963081/15138769/8561711/,57/50/50/,0.3035600586543751/0.3482199706728124/0.3482199706728124/,1/2/
5,1,117195514/18869594/9235010/,72/50/50/,0.24517388285130726/0.3774130585743463/0.3774130585743463/,1/2/
7,1,283786444/170745956/25917317/,60/50/56/,0.3031946300305175/0.3688733550940163/0.3279320148754662/,1/
1,2,109052396/12863715/7135800/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
2,2,110244112/16405570/7348454/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,2,113688151/14449006/7012094/,51/54/50/,0.33753286282920664/0.31825067153011033/0.34421646564068303/,0/1/2/
5,2,115700829/16836863/5391885/,72/62/50/,0.26624130135402807/0.3239151105188516/0.4098435881271202/,2/
6,2,112436069/17436503/5519222/,104/54/50/,0.15270722606927023/0.40704131443812996/0.44025145949259975/,1/2/
1,0,115714593/12168998/7332697/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
2,0,106208287/13516207/7119196/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,0,110163912/15577763/6487443/,51/50/54/,0.33753286282920664/0.34421646564068303/0.31825067153011033/,0/1/2/
5,0,107191247/12194772/9710035/,51/50/90/,0.4023704199072979/0.41033789319924857/0.18729168689345346/,0/1/
6,0,109383058/16206367/10613203/,51/50/57/,0.343783065979183/0.35059043118521654/0.3056265028356004/,0/1/
1,1,108783182/18081133/11889894/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,1,113123125/15473549/12086884/,50/50/54/,0.34193113375379486/0.34193113375379486/0.31613773249241023/,0/1/2/
4,1,110592958/12569474/8208992/,50/50/53/,0.3398039776495762/0.3398039776495762/0.32039204470084753/,0/1/2/
5,1,113797132/13181941/10844340/,50/50/62/,0.3583794758609462/0.3583794758609462/0.2832410482781076/,0/1/
7,1,108943346/10841427/8946282/,50/50/66/,0.3662038400223549/0.3662038400223549/0.26759231995529026/,0/1/
2,2,110111544/12738280/9185962/,56/50/50/,0.3077212739289003/0.3461393630355498/0.3461393630355498/,1/2/
5,2,112673184/21464893/10425343/,163/50/70/,0.06111954450703862/0.5603255571724006/0.3785548983205608/,1/
8,2,118229536/31045087/15181566/,972/62/69/,2.81374653964939E-7/0.5277490865592548/0.4722506320660913/,1/
12,2,167563860/26716540/14939665/,116/50/72/,0.14250225846051987/0.519816308086918/0.3376814334525622/,1/
16,2,119521620/22628401/10829721/,213/114/169/,0.20698273928237712/0.48955899218430393/0.303458268533319/,1/
1,0,111903202/14561868/7488574/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,0,124283653/20690740/10631831/,50/52/50/,0.33766178656196977/0.3246764268760604/0.33766178656196977/,0/1/2/
5,0,126823343/14045747/11245822/,54/52/57/,0.33518519759287874/0.3480753769544039/0.31673942545271727/,0/1/2/
7,0,113952469/12828526/9560105/,60/52/68/,0.3308161312692129/0.38471627809622694/0.28446759063456023/,1/
10,0,110065698/14226727/9486784/,60/52/72/,0.33780156159544983/0.39283985038304337/0.26935858802150675/,1/
2,1,108281722/15920189/9237003/,56/56/50/,0.32001566423292443/0.32001566423292443/0.3599686715341511/,2/
6,1,98001460/32090378/9543152/,289/289/50/,0.009054001456680819/0.009054001456680819/0.9818919970866383/,2/
10,1,102397123/38928881/11506957/,3221/3221/50/,9.933491381421044E-28/9.933491381421044E-28/1.0/,2/
14,1,109078218/33278107/12730049/,30702/30702/50/,9.560944519584484E-262/9.560944519584484E-262/1.0/,2/
20,1,118388729/26945196/10705912/,207/158/129/,0.2336497201863958/0.3406127319559905/0.4257375478576137/,2/
1,2,101908048/16419121/9736277/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,111495907/15397783/9426666/,51/70/50/,0.3691702638953133/0.2543494064782842/0.3764803296264025/,0/2/
5,2,111830972/23151975/9440217/,72/54/57/,0.27021756290328447/0.3748403306363431/0.35494210646037244/,1/2/
7,2,110893304/16260718/12200900/,166/60/56/,0.06988225245795891/0.44874771182002926/0.4813700357220118/,1/2/
9,2,129348212/22465300/22386046/,505/60/56/,1.9626119233419554E-4/0.4823686476735796/0.5174350911340863/,1/2/
1,0,110266383/15491489/7180122/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,0,116720917/19812405/10941938/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
5,0,117357732/14650736/8910216/,50/54/50/,0.34193113375379486/0.31613773249241023/0.34193113375379486/,0/1/2/
7,0,119543952/24903258/21226409/,50/54/79/,0.40146652649265163/0.371182103143547/0.2273513703638014/,0/1/
10,0,116851641/13385119/16520610/,50/54/73/,0.39038576052792506/0.3609372091267007/0.24867703034537422/,0/1/
1,1,109384786/14975348/9698120/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,1,115834268/15591184/12471063/,50/50/54/,0.34193113375379486/0.34193113375379486/0.31613773249241023/,0/1/2/
4,1,122314412/13016532/7689470/,50/50/53/,0.3398039776495762/0.3398039776495762/0.32039204470084753/,0/1/2/
5,1,106618018/13510524/13755895/,50/50/62/,0.3583794758609462/0.3583794758609462/0.2832410482781076/,0/1/
7,1,113456027/12379304/12418683/,60/60/66/,0.34407750027200257/0.34407750027200257/0.31184499945599486/,0/1/2/
1,2,109110436/15468080/9483602/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,2,114168825/18633111/7944425/,61/50/50/,0.28723860772370124/0.3563806961381494/0.3563806961381494/,1/2/
4,2,128527814/13331506/8605146/,53/50/50/,0.32039204470084753/0.3398039776495762/0.3398039776495762/,0/1/2/
5,2,118189839/11676477/10640538/,59/50/54/,0.3033975632590317/0.36195309212726184/0.3346493446137064/,1/2/
7,2,126407692/17924276/13563596/,74/56/54/,0.26138797096228256/0.36259209951846516/0.3760199295192523/,1/2/
1,0,109646008/11337758/7405420/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
2,0,110081662/12644632/8847626/,50/50/53/,0.3398039776495762/0.3398039776495762/0.32039204470084753/,0/1/2/
3,0,109833760/11528772/9243406/,50/50/61/,0.3563806961381494/0.3563806961381494/0.28723860772370124/,0/1/
4,0,112901695/15296608/13059917/,50/50/80/,0.3913425061532677/0.3913425061532677/0.2173149876934646/,0/1/
5,0,131415876/17781782/15049841/,50/50/57/,0.3482199706728124/0.3482199706728124/0.3035600586543751/,0/1/
1,1,105401573/11266754/7662729/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
2,1,118413560/16611323/13937033/,50/50/53/,0.3398039776495762/0.3398039776495762/0.32039204470084753/,0/1/2/
3,1,108349092/12978997/10669560/,50/50/52/,0.3376617865619698/0.3376617865619698/0.32467642687606046/,0/1/2/
5,1,115313196/11396212/10377352/,50/50/53/,0.3398039776495762/0.3398039776495762/0.32039204470084753/,0/1/2/
6,1,106285689/11184100/10107125/,50/50/63/,0.3603613377004332/0.3603613377004332/0.27927732459913346/,0/1/
1,2,104122628/13327384/8692788/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,110331953/15095085/8701429/,51/70/51/,0.371204934820225/0.25759013035955/0.371204934820225/,0/2/
5,2,121772989/15019710/10735160/,51/55/59/,0.35927734982275755/0.33267684237363326/0.3080458078036092/,0/1/
7,2,117826846/20116528/13466638/,62/90/56/,0.36725854129950425/0.22471613917835398/0.4080253195221417/,0/2/
9,2,115367362/19073133/7534726/,134/62/56/,0.11812352910370856/0.41775236487508227/0.46412410602120924/,1/2/
1,0,104863763/16589415/9709218/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
2,0,109724977/17057124/10433711/,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
