Obs,Real_Goal,STime,Cost,Prob,Results
4,1,115455580/27854639/8805956/,51/50/52/,0.33329061882644523/0.3398902195241536/0.32681916164940117/,0/1/2/
7,1,121013403/33895145/9955940/,56/50/52/,0.3118727301465317/0.3508091162589585/0.33731815359450984/,1/2/
10,1,129143634/29050068/13960853/,74/50/97/,0.30883843320680043/0.4944304556929226/0.196731111100277/,1/
13,1,110793438/24252157/13911303/,313/50/153/,0.005059206759328831/0.8783739807911339/0.11656681244953725/,1/
2,2,186701999/61225731/12920668/,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
4,2,174700349/80923884/12577617/,65/50/52/,0.2753094085971268/0.3694491950382375/0.35524139636463564/,1/2/
7,2,163386911/56663969/16707513/,95/50/57/,0.18105357448136972/0.4375302823731464/0.38141614314548383/,1/
10,2,162634930/25598293/9955293/,64/50/57/,0.2887664656284027/0.3799835977424102/0.33124993662918706/,1/
13,2,116901545/23859682/10496997/,218/171/57/,0.051810404163906566/0.11650518859015296/0.8316844072459404/,2/
2,0,109265067/26709557/9609970/,53/50/50/,0.32039204470084753/0.3398039776495762/0.3398039776495762/,0/1/2/
4,0,114670400/42488138/9650590/,55/65/53/,0.3485921598131156/0.28966279111324184/0.36174504907364263/,0/2/
7,0,121369562/35735055/11454557/,68/68/120/,0.40475044646840985/0.40475044646840985/0.19049910706318032/,0/1/
10,0,119532683/40061315/11215879/,55/92/596/,0.6593931097453268/0.3405648612118721/4.2029042800964365E-5/,0/
13,0,127889674/46973783/12397378/,76/374/3279/,0.9795704118374454/0.020429588162554555/8.4239009003217695E-19/,0/
2,1,116377454/39373739/8819116/,56/50/53/,0.3139288571912815/0.3531219446718367/0.3329491981368819/,1/2/
4,1,111680346/32736088/8510011/,59/56/52/,0.31255558898923896/0.3307577094464225/0.35668670156433857/,1/2/
7,1,111448407/48849908/7786473/,171/161/52/,0.08583144848548424/0.1036546517301606/0.8105138997843553/,2/
10,1,123570923/39450975/6992044/,921/69/68/,2.153861989626499E-6/0.4963758058834338/0.5036220402545766/,1/2/
13,1,107112506/45231719/12024860/,5066/69/293/,9.554911896049307E-32/0.9608342772032357/0.03916572279676435/,1/
1,2,102096157/20886349/9812162/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,119248539/36528435/13147758/,70/70/50/,0.28734229518342175/0.28734229518342175/0.42531540963315645/,2/
5,2,346972677/61894861/12995852/,163/163/50/,0.08954396458784748/0.08954396458784748/0.8209120708243051/,2/
7,2,150422681/41397225/7815855/,528/71/50/,5.114168154474112E-5/0.39846867396634783/0.6014801843521074/,2/
10,2,116577221/53960586/6368184/,3221/124/50/,8.047610805463246E-28/0.18985072856508717/0.8101492714349129/,2/
1,0,157507293/33742779/11788605/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,0,106392690/32915997/8206614/,50/56/54/,0.3554196716670171/0.3159715589282264/0.32860876940475653/,0/2/
5,0,162203067/44849603/14288064/,57/58/59/,0.3390966885556208/0.3333003063255098/0.3276030051188693/,0/1/2/
7,0,139657244/43649214/9964285/,71/64/99/,0.3618319524623416/0.40297405975341777/0.23519398778424067/,1/
10,0,190446762/36141242/9807231/,57/64/422/,0.529616697726109/0.46940403426411825/9.79268009772823E-4/,0/
2,1,156185468/44695270/12220497/,56/50/53/,0.3139288571912815/0.3531219446718367/0.3329491981368819/,1/2/
5,1,155897182/28550114/8780014/,65/50/55/,0.28101222119723784/0.3771020374721408/0.3418857413306214/,1/2/
8,1,150886741/44772136/14272744/,206/55/60/,0.034028725674053496/0.5045331832232921/0.4614380911026544/,1/2/
11,1,132771430/45910486/10195424/,155/108/69/,0.15690269958366693/0.30706346013993546/0.5360338402763977/,2/
15,1,135804665/38359578/12200720/,1200/88/158/,2.5749386233694742E-6/0.6870811735115901/0.3129162515497865/,1/
2,2,159834923/30649909/11692558/,53/50/50/,0.32039204470084753/0.3398039776495762/0.3398039776495762/,0/1/2/
5,2,271576016/56401246/19993214/,120/57/57/,0.14438291080670593/0.427808544596647/0.427808544596647/,1/2/
7,2,193654046/48080715/11352416/,81/110/55/,0.3138068753625338/0.18696484550242057/0.49922827913504564/,2/
10,2,215235721/73783322/10568031/,293/562/55/,0.014062005307708837/1.1531417405021418E-4/0.985822680518241/,2/
14,2,383410683/77948537/12578843/,2561/5528/55/,3.675546613166349E-20/3.593102881529667E-43/1.0/,2/
2,0,198733850/48464125/12178687/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
4,0,141297898/29806709/12274019/,52/50/65/,0.35524139636463564/0.3694491950382375/0.2753094085971268/,0/1/
6,0,133519584/37200631/11528876/,52/55/59/,0.35445365834366727/0.33494751229960684/0.3105988293567259/,0/1/
8,0,136601708/46672206/15579113/,52/95/84/,0.5022562715173525/0.22313784862368405/0.27460587985896323/,0/
11,0,132330450/53062105/13253828/,52/79/318/,0.6221042656312357/0.3737823761332946/0.00411335823546981/,0/
2,1,126692468/29418637/11202604/,50/53/50/,0.3398039776495762/0.32039204470084753/0.3398039776495762/,0/1/2/
5,1,131186939/36470507/10640203/,90/60/50/,0.20033212752286592/0.36075964055640725/0.4389082319207267/,2/
8,1,325221466/88762537/17476750/,84/191/57/,0.36351865940286937/0.057455057992074135/0.5790262826050565/,2/
11,1,205413647/54958862/17094206/,318/82/174/,0.041942457049491816/0.7203031050106612/0.2377544379398469/,1/
15,1,126594277/48563511/17489778/,2792/82/129/,4.214798000306513E-15/0.6379009114063855/0.36209908859361034/,1/
2,2,116194896/28036794/11665272/,53/50/50/,0.32039204470084753/0.3398039776495762/0.3398039776495762/,0/1/2/
4,2,128723713/26715866/11489812/,80/50/50/,0.21731498769346463/0.3913425061532677/0.3913425061532677/,1/2/
6,2,129454049/40534653/10661407/,59/74/50/,0.34034580062009756/0.2536218845395964/0.4060323148403061/,2/
9,2,133368403/41916588/11948171/,161/88/50/,0.07143072642223545/0.298897488817977/0.6296717847597876/,2/
12,2,135699020/44307640/9779040/,801/429/50/,4.022939499004078E-7/5.920229542145197E-4/0.9994075747518356/,2/
2,0,117301273/27812788/14482053/,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
4,0,120754812/32678397/13918363/,50/50/60/,0.35436517010321616/0.35436517010321616/0.29126965979356767/,0/1/
6,0,127007031/37489952/9201260/,50/74/110/,0.5173306020981595/0.32314265992780206/0.15952673797403855/,0/
8,0,139901809/54377724/12001416/,50/181/300/,0.9224473916989417/0.07069698276067915/0.006855625540378979/,0/
11,0,128959002/53593741/9245440/,50/111/1664/,0.7678264237369339/0.23217357626305224/1.383948846995805E-14/,0/
2,1,132186833/29852677/10945187/,50/51/50/,0.33550481664848303/0.32899036670303383/0.33550481664848303/,0/1/2/
4,1,129916986/38289450/12710227/,59/53/50/,0.3014003323627293/0.3390292706471863/0.3595703969900844/,1/2/
6,1,135465998/40478064/8347002/,107/53/50/,0.1440791706289475/0.4153769718998379/0.4405438574712145/,1/2/
9,1,146697080/32010193/8886835/,74/53/63/,0.27017713399301435/0.39860329915674614/0.33121956685023957/,1/
12,1,123806550/35541226/7659587/,137/63/80/,0.15117968126967046/0.4804480334524291/0.36837228527790045/,1/
2,2,133635753/27086594/10539544/,50/51/50/,0.33550481664848303/0.32899036670303383/0.33550481664848303/,0/1/2/
4,2,119326626/37045567/12313494/,56/57/50/,0.32201657840351017/0.3157640276873386/0.3622193939091513/,2/
6,2,126037661/39662986/9961990/,65/104/54/,0.3685285319067165/0.18134970276170187/0.45012176533158166/,2/
8,2,128006228/56814402/16113293/,134/55/92/,0.138583194605308/0.5680361801130176/0.2933806252816745/,1/
11,2,123961263/43863954/10895455/,676/74/69/,8.875881162727883E-5/0.48210765049328885/0.5178035906950839/,1/2/
1,0,111057900/26286989/8831764/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,0,125283754/30130812/9736091/,54/61/61/,0.3621893171509004/0.3189053414245498/0.3189053414245498/,0/
5,0,117819016/45584185/10953150/,53/120/120/,0.633577098573961/0.1832114507130195/0.1832114507130195/,0/
7,0,119642922/56119376/8576148/,53/70/357/,0.5768629708367083/0.42106614608718207/0.0020708830761095704/,0/
9,0,111657505/52991924/7061204/,53/70/1177/,0.578060065338704/0.42193993413380665/5.27489418100413E-10/,0/
2,1,122213069/31118233/10479108/,56/50/53/,0.3139288571912815/0.3531219446718367/0.3329491981368819/,1/2/
4,1,128309614/39228526/12775201/,100/53/80/,0.20677964406265467/0.493747412252457/0.29947294368488836/,1/
7,1,138522678/42854776/11026820/,71/95/81/,0.3865696374000291/0.27698924891427734/0.3364411136856935/,0/
10,1,130548238/49727789/12618599/,81/74/105/,0.35411057616924957/0.3887523699278399/0.2571370539029105/,0/1/
13,1,127985341/47824829/13102574/,92/74/419/,0.4378230924870411/0.5565822343152409/0.005594673197717961/,1/
3,2,116264770/41757568/9259584/,70/50/70/,0.2873422951834218/0.4253154096331565/0.2873422951834218/,1/
7,2,134257494/61693607/6969922/,528/61/528/,5.349546684033907E-4/0.9989300906631932/5.349546684033907E-4/,1/
11,2,119682927/58709857/8474116/,95/61/105/,0.27921225716299075/0.48316555925900295/0.23762218357800638/,1/
16,2,136702197/72365898/11356471/,923/173/105/,2.9156477032332755E-4/0.34480484726679783/0.654903587962879/,2/
22,2,126811645/69252135/12593784/,20117/236/123/,6.710695792432571E-71/0.2867358699222982/0.7132641300777018/,2/
2,0,118098905/33445889/11528545/,50/50/53/,0.3398039776495762/0.3398039776495762/0.32039204470084753/,0/1/2/
4,0,117656436/28367655/12410324/,50/50/60/,0.35436517010321616/0.35436517010321616/0.29126965979356767/,0/1/
7,0,137123683/40812044/9145617/,50/61/176/,0.5289540902414126/0.4263307134116015/0.044715196346985855/,0/
10,0,129265519/70286520/8657879/,58/178/938/,0.8843102332745176/0.1156894722887162/2.944367662349275E-7/,0/
13,0,126224392/48153237/10450900/,58/892/5124/,0.9999992739115129/7.260884871458641E-7/5.123439690439268E-38/,0/
1,1,119824367/31213223/10371832/,50/51/50/,0.33550481664848303/0.32899036670303383/0.33550481664848303/,0/1/2/
3,1,118524845/32458869/9373890/,52/56/61/,0.3608636203326685/0.33463099117601175/0.30450538849131964/,0/1/
4,1,129423817/33092176/12114895/,59/68/80/,0.3898033575389281/0.3355068590710241/0.2746897833900479/,0/
6,1,149228293/32214302/8420536/,107/146/201/,0.47265725709420314/0.3293955801253327/0.19794716278046404/,0/
8,1,131571364/36934336/8640683/,67/76/648/,0.5329847073857914/0.46691152744433273/1.0376516987590022E-4/,0/
2,2,113301165/31395112/12229148/,56/53/50/,0.31392885719128144/0.3329491981368818/0.35312194467183666/,1/2/
4,2,113378291/45133711/12244892/,100/80/50/,0.19433810663599752/0.2876534113380678/0.5180084820259345/,2/
6,2,114025490/43328906/10378016/,289/55/50/,0.004813033558858727/0.4732211642746697/0.5219658021664716/,1/2/
9,2,116206666/55898638/6752649/,1779/147/50/,1.6449068385348791E-15/0.1298867131954489/0.8701132868045495/,2/
12,2,129276523/60946995/6037381/,10170/756/50/,6.64277347775029E-87/9.727504838740144E-7/0.9999990272495161/,2/
1,0,114570061/30447606/11661979/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,0,118728806/34726542/11486311/,50/50/70/,0.37374820567603406/0.37374820567603406/0.25250358864793193/,0/1/
5,0,125170423/25436017/10426284/,50/70/163/,0.5603255571724006/0.3785548983205608/0.06111954450703862/,0/
7,0,126088680/36444432/11980426/,50/161/528/,0.8980479949586992/0.10187564727297369/7.635776832705255E-5/,0/
9,0,133024999/38294221/8915059/,57/494/1779/,0.999465947790534/5.340522093383058E-4/1.2756002366096562E-13/,0/
2,1,129903287/45379908/14578960/,56/50/50/,0.3077212739289003/0.3461393630355498/0.3461393630355498/,1/2/
4,1,117756227/33276272/10129090/,60/56/65/,0.33459203224650713/0.3589156541023121/0.3064923136511808/,0/1/
6,1,122098486/45480636/11098570/,110/100/69/,0.25317490348527555/0.29205370624656124/0.4547713902681632/,2/
8,1,120344344/43130203/11724075/,300/57/70/,0.008350899871984778/0.5511596287630861/0.44048947136492916/,1/
11,1,124654944/43995443/15983153/,1664/57/142/,7.530161759407949E-13/0.8123750724178109/0.18762492758143595/,1/
1,2,113857178/28105566/9651568/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,2,118336861/34902766/11835801/,52/50/50/,0.3246764268760604/0.33766178656196977/0.33766178656196977/,0/1/2/
5,2,116957517/38807215/11884743/,74/50/70/,0.27155282386797697/0.4347385947261287/0.29370858140589434/,1/
7,2,120143595/38217325/11037079/,171/60/53/,0.05648609706237276/0.44122285755633284/0.5022910453812943/,2/
10,2,118449201/39536479/12251190/,921/65/53/,5.803205066205371E-8/0.44467191893240615/0.5553280230355432/,2/
2,0,117329931/27861091/9480040/,53/51/51/,0.3248418044242478/0.3375790977878761/0.3375790977878761/,0/1/2/
4,0,124239753/39270925/8152399/,59/59/68/,0.3495638171532875/0.3495638171532875/0.300872365693425/,0/1/
6,0,131392990/40259826/10296292/,52/71/146/,0.5352019239301655/0.37396175676873733/0.09083631930109723/,0/
8,0,140475567/55060901/12702334/,65/147/437/,0.7738444647232817/0.2233961518268015/0.0027593834499168475/,0/
11,0,128926538/52342258/9018664/,52/96/2510/,0.6963948235799796/0.3036051764200204/5.028340242957435E-21/,0/
2,1,129048452/37435238/13336785/,51/50/53/,0.3354191220955758/0.34206087000915686/0.3225200078952674/,0/1/2/
4,1,138652279/34088331/11322989/,68/50/55/,0.26928174921293624/0.38325455496437966/0.34746369582268405/,1/2/
6,1,122088736/31238992/12877067/,146/50/55/,0.07394024512276645/0.4857092577660576/0.4403504971111759/,1/2/
8,1,134764491/26686433/14592009/,77/50/69/,0.25854703041959576/0.4389955946088339/0.3024573749715703/,1/
11,1,127611402/18534070/16828630/,293/50/99/,0.006128448331325635/0.7188462334972368/0.27502531817143755/,1/
2,2,119920920/29935711/12943554/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
4,2,123866048/35325870/14382877/,56/56/53/,0.32710442071449247/0.32710442071449247/0.34579115857101506/,0/1/2/
6,2,123010245/35744820/12938119/,100/100/54/,0.2321284794141085/0.2321284794141085/0.535743041171783/,2/
8,2,127261199/42728877/8477422/,277/277/54/,0.016761944794302257/0.016761944794302257/0.9664761104113956/,2/
11,2,134065371/40821402/8034535/,1587/92/54/,5.231338860066936E-13/0.3338308719705672/0.6661691280289096/,2/
2,0,134255903/30340709/13314372/,50/50/53/,0.3398039776495762/0.3398039776495762/0.32039204470084753/,0/1/2/
4,0,114055176/34594204/10580289/,50/50/80/,0.3913425061532677/0.3913425061532677/0.2173149876934646/,0/1/
