Obs,Real_Goal,STime,Cost,Prob,Results
6,0,130260527/34962982/9421795/,55/59/201/,0.49880095169815564/0.46441500060709673/0.03678404769474765/,0/1/
8,0,124524241/37462731/8244309/,55/120/648/,0.7614478777831359/0.23853294560723437/1.9176609629783172E-5/,0/
11,0,119512022/50416920/9102980/,55/630/3798/,0.9999652694853937/3.4730514606329325E-5/9.376741779546093E-30/,0/
2,1,119946450/33143904/11028406/,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
4,1,118042386/41419859/10301250/,50/53/60/,0.3616870794629408/0.34102503370491094/0.29728788683214813/,0/1/
6,1,131442766/29598554/12876151/,74/53/110/,0.3345871726065232/0.49363004516857506/0.17178278222490176/,1/
8,1,143775145/46892977/14125153/,56/90/300/,0.6391517690680828/0.3520068756081213/0.008841355323795916/,0/
11,1,142270650/44362189/14538372/,171/78/102/,0.15059318801473717/0.488723686706862/0.3606831252784009/,1/
1,2,116061766/26725583/11497675/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,2,117850649/42938381/10664920/,61/54/51/,0.29796134325437473/0.3408965783832745/0.3611420783623508/,1/2/
5,2,109998539/46648515/11262472/,120/62/59/,0.15641785294910937/0.41124849296674887/0.43233365408414165/,1/2/
7,2,110765262/49037392/12226080/,357/53/57/,0.0018579432941834139/0.5175466933373484/0.48059536336846825/,1/2/
9,2,114305503/49852476/12968243/,1177/95/58/,3.77802582757741E-9/0.3481641619368772/0.651835834285097/,2/
2,0,114577619/31798486/11520372/,53/50/53/,0.3267345947460887/0.3465308105078227/0.3267345947460887/,0/1/2/
4,0,122101642/37093757/13088057/,52/56/56/,0.3503103110845835/0.3248448444577082/0.3248448444577082/,0/1/2/
6,0,125370070/36276378/16161583/,52/54/68/,0.3700429448207466/0.35633924658175514/0.2736178085974982/,0/1/
9,0,128582513/45077680/13055198/,52/69/126/,0.5068088544857409/0.36774111644139856/0.12545002907286062/,0/
12,0,120418043/45807994/15370873/,52/69/558/,0.5794841931629529/0.42047442989156164/4.137694548542154E-5/,0/
2,1,113230248/38895879/8926319/,50/50/53/,0.3398039776495762/0.3398039776495762/0.32039204470084753/,0/1/2/
4,1,121282355/34254072/12500709/,65/50/80/,0.323925396691867/0.4346890201466982/0.24138558316143477/,1/
6,1,134489139/31162782/11879463/,141/59/64/,0.1172208819409656/0.4597701549677227/0.42300896309131164/,1/2/
8,1,132883383/32122464/11040535/,425/50/83/,4.203483790139327E-4/0.6560714749893253/0.34350817663166083/,1/
11,1,157089813/35134042/13081707/,2471/50/146/,2.1001278573678798E-21/0.8678811564361295/0.13211884356387052/,1/
1,2,108697196/30885855/10325219/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,122458657/42584047/10249694/,70/51/50/,0.2543494064782842/0.3691702638953133/0.3764803296264025/,1/2/
4,2,110942599/42139639/10342620/,100/51/50/,0.1592547641980658/0.4162514497625599/0.42449378603937427/,1/2/
5,2,124569789/50971443/11475350/,163/59/50/,0.056015259645379116/0.4304537279083617/0.5135310124462592/,2/
7,2,110591211/51771905/9272673/,528/56/50/,4.500905852933411E-5/0.47060092975255996/0.5293540611889106/,2/
1,0,114030869/26936960/9711518/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,0,133119602/53396877/12017307/,50/61/54/,0.3662260975848342/0.2951738843384885/0.33860001807667717/,0/2/
4,0,115298724/38250629/10266468/,50/55/53/,0.35094042463430625/0.3181672738849806/0.3308923014807131/,0/1/2/
6,0,125564940/45792665/11881743/,50/86/69/,0.4581589404070149/0.22618060163614043/0.31566045795684466/,0/
8,0,118546859/43833108/12984007/,50/66/144/,0.5293695422566919/0.3868206950464826/0.08380976269682547/,0/
2,1,114626758/33140368/10902823/,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
6,1,130736057/45314435/10740595/,74/59/74/,0.304504342420284/0.390991315159432/0.304504342420284/,1/
9,1,133862507/48374921/12375371/,66/71/124/,0.425738701503644/0.3951237139166287/0.1791375845797274/,0/1/
12,1,144102768/56646330/12326742/,215/149/105/,0.17585004254603198/0.327757206533198/0.4963927509207701/,2/
17,1,144044249/46232531/14837838/,116/85/1325/,0.4108468466402766/0.5891528310246733/3.2233504990274956E-7/,1/
2,2,111821338/31036647/11530140/,51/50/53/,0.3354191220955758/0.34206087000915686/0.3225200078952674/,0/1/2/
4,2,111106936/36402926/12371385/,57/59/53/,0.32889035179288817/0.3169320447281051/0.35417760347900673/,0/2/
6,2,124281529/43242130/12201331/,104/107/54/,0.2257855929845837/0.21379987005747855/0.5604145369579377/,2/
9,2,148287916/49917378/8191430/,505/84/54/,1.738475552675459E-4/0.3668558426643828/0.6329703097803496/,2/
12,2,118285234/48592602/10826277/,2856/333/54/,7.446594615157984E-23/0.006226299914144365/0.9937737000858556/,2/
2,0,120188860/33541266/11781951/,50/56/50/,0.3461393630355498/0.3077212739289003/0.3461393630355498/,0/2/
4,0,129777552/34642120/9931308/,50/56/65/,0.3796221008830457/0.3374877548477453/0.282890144269209/,0/
6,0,145431689/42717777/8845427/,50/56/141/,0.4861633012343491/0.4322039223777876/0.08163277638786343/,0/
9,0,142662791/50593744/8222633/,50/151/767/,0.8787223546601555/0.12127695639858588/6.889412585864843E-7/,0/
12,0,126205426/70779552/9147775/,50/767/4374/,0.999999215974517/7.840254828903585E-7/1.5088291176565577E-37/,0/
2,1,116842763/34733816/11598079/,50/50/53/,0.3398039776495762/0.3398039776495762/0.32039204470084753/,0/1/2/
4,1,124704421/32691351/11899552/,65/56/80/,0.34017499553349584/0.3983595202655268/0.2614654842009773/,1/
7,1,132939058/36774389/16166646/,239/88/74/,0.05709962430839959/0.4275754954956773/0.5153248801959232/,2/
10,1,138472038/43284722/12070773/,1382/59/67/,1.4150287343154E-10/0.53328403817567/0.4667159616828271/,1/
13,1,145528293/56687219/12844969/,7661/82/77/,3.061118325489764E-43/0.48397984435219576/0.5160201556478042/,1/2/
2,2,120431685/33702485/8668066/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
4,2,131362950/36720194/9236542/,52/53/68/,0.3675483168595204/0.36067845676126264/0.27177322637921697/,0/1/
6,2,139583431/41588271/12681251/,79/81/55/,0.28571600379583495/0.27569192762495776/0.43859206857920735/,2/
9,2,128501242/44123624/9376944/,330/338/55/,0.007267272209040001/0.0062998376694854575/0.9864328901214745/,2/
12,2,130886470/42429556/7929875/,1844/155/55/,1.1442463519531905E-14/0.1435989687484584/0.8564010312515301/,2/
1,0,113146714/27456980/11023204/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,0,125103535/32208670/11319435/,50/56/50/,0.3461393630355498/0.3077212739289003/0.3461393630355498/,0/2/
5,0,128565154/37148795/9448317/,57/63/70/,0.3702431775814729/0.333856663810507/0.29590015860802/,0/1/
7,0,119447982/49552436/12027438/,50/124/161/,0.7419599537611826/0.17387121454567117/0.08416883169314614/,0/
10,0,120954755/49170594/11987697/,50/81/887/,0.6474486044245319/0.3525513473066739/4.826879410624962E-8/,0/
2,1,126395410/31441493/11263273/,53/50/50/,0.32039204470084753/0.3398039776495762/0.3398039776495762/,0/1/2/
4,1,124319188/34307262/13474214/,80/52/50/,0.2206354952552249/0.3820424029607029/0.39732210178407207/,1/2/
6,1,131307666/40242980/12140274/,201/79/59/,0.05180997454951011/0.39580276655829055/0.5523872588921992/,2/
8,1,127167236/50440576/9184227/,648/191/71/,2.781986544448133E-4/0.15882490770970445/0.8408968936358507/,2/
11,1,122316038/67599757/9045080/,3798/1040/87/,4.848369272910262E-19/1.98052152207892E-5/0.9999801947847793/,2/
1,2,117522980/29460782/8108416/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,2,125568736/32796672/11958448/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
5,2,136244412/32895889/10454432/,57/70/54/,0.3514254152439174/0.27744809272701987/0.37112649202906284/,0/2/
7,2,138832072/34822167/8400325/,50/57/54/,0.3576136944153077/0.3117490184223782/0.3306372871623141/,0/2/
10,2,131973528/41296350/7766402/,141/75/54/,0.1088861087019903/0.3615146121524092/0.5295992791456006/,2/
1,0,111919005/29337413/10649198/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,0,119050069/35373976/11413821/,50/51/70/,0.37648032962640243/0.3691702638953133/0.2543494064782842/,0/1/
5,0,124369523/35418466/9585875/,57/59/163/,0.470166471154179/0.45423017698086005/0.07560335186496094/,0/1/
7,0,136830683/47861242/13519583/,55/114/78/,0.4970508521482147/0.1733167613077456/0.3296323865440396/,0/
10,0,122948935/38108592/12101032/,55/75/282/,0.5824000565785493/0.4074893253537331/0.01011061806771762/,0/
2,1,121254488/27647592/13215277/,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
4,1,122256284/32822753/11791990/,53/53/60/,0.3474127308564841/0.3474127308564841/0.3051745382870319/,0/1/
6,1,128310541/41642556/8987491/,63/59/62/,0.32407080256530085/0.34641195389294516/0.3295172435417541/,0/1/2/
8,1,129430275/34136610/10968035/,131/66/110/,0.1997422612452136/0.5269876403529008/0.27327009840188543/,1/
11,1,127629224/39826256/11086636/,665/66/96/,7.991878115170875E-5/0.610058047118131/0.38986203410071724/,1/
1,2,113149197/31734236/9256597/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,113273404/45536969/12576617/,70/51/50/,0.2543494064782842/0.3691702638953133/0.3764803296264025/,1/2/
4,2,108852740/47813221/10527802/,100/55/50/,0.1644174247254548/0.39732771072462925/0.4382548645499159/,1/2/
6,2,119151134/41454250/8011797/,289/55/50/,0.004813033558858727/0.4732211642746697/0.5219658021664716/,1/2/
8,2,117170301/62038324/8162545/,972/95/50/,9.959706577188271E-9/0.2926904261594899/0.7073095638808035/,2/
2,0,116710249/27802053/11972014/,50/50/53/,0.3398039776495762/0.3398039776495762/0.32039204470084753/,0/1/2/
4,0,116988422/26240466/15280399/,56/50/56/,0.3200156642329245/0.35996867153415113/0.3200156642329245/,1/
6,0,121367627/37329291/9496903/,100/74/69/,0.2495661197284658/0.3618220297616536/0.3886118505098806/,1/2/
8,0,125176551/41864154/8767899/,55/63/144/,0.4828703611308548/0.41858964450872715/0.09853999436041803/,0/
11,0,126266686/47839471/11680165/,55/126/710/,0.7803706365771127/0.21962286801343378/6.495409453507127E-6/,0/
2,1,125580222/30592785/11278709/,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
4,1,134486462/46706105/12803251/,53/53/60/,0.3474127308564841/0.3474127308564841/0.3051745382870319/,0/1/
6,1,129849105/33714768/12920957/,81/53/110/,0.30637113390901577/0.5145618395123782/0.17906702657860601/,1/
9,1,141096909/35363350/15253326/,338/60/101/,0.006895980604305779/0.6574151918394969/0.3356888275561973/,1/
12,1,138607428/30865549/14985734/,1869/60/134/,1.0177624228408246E-13/0.7708496048460451/0.2291503951538531/,1/
2,2,126722669/34277688/11689016/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
4,2,133836529/33610804/13011469/,65/56/53/,0.2915274019244746/0.34439893189914644/0.364073666176379/,1/2/
6,2,116261341/36749398/10000022/,141/100/53/,0.12137870217782679/0.2593490109935351/0.6192722868286381/,2/
8,2,118743151/40912134/10251101/,425/63/53/,5.562568158972226E-4/0.4535831078022869/0.5458606353818158/,2/
11,2,122947577/38337282/14030904/,2471/63/71/,2.4262516743084506E-17/0.5312093733737563/0.46879062662624377/,1/
2,0,111050892/38393102/12188550/,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
4,0,117432327/44923616/10426074/,100/56/50/,0.1656957435941175/0.3926420312092903/0.44166222519659226/,2/
6,0,130842983/61184546/12606883/,60/61/59/,0.33330247127901064/0.3277934659911065/0.33890406272988294/,0/1/2/
8,0,128058175/48711813/9247171/,60/108/120/,0.5466809287486158/0.24888229530466546/0.2044367759467186/,0/
11,0,127199975/62912875/11154972/,60/475/630/,0.9988038372775888/0.00110880151052814/8.736121188289494E-5/,0/
2,1,116812733/30427981/11070672/,50/51/50/,0.33550481664848303/0.32899036670303383/0.33550481664848303/,0/1/2/
4,1,116850710/39359055/15420787/,56/57/53/,0.329079472130988/0.32304148764829155/0.34787904022072047/,0/1/2/
6,1,121231661/38494576/10420461/,100/104/63/,0.2686651189669226/0.2523875222798636/0.4789473587532138/,2/
9,1,123388457/34714235/10868457/,494/51/66/,1.1407816810947523E-4/0.5715542411267829/0.4283316807051076/,1/
12,1,121898421/40666404/14814661/,2817/104/215/,4.4580618688690285E-12/0.7421441630967361/0.2578558368988058/,1/
2,2,115208093/29328115/10207606/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
4,2,140875981/39490732/9717210/,59/52/52/,0.30465616177197874/0.3476719191140106/0.3476719191140106/,1/2/
7,2,128845988/44944160/10540675/,171/57/57/,0.06545698649927598/0.46727150675036205/0.46727150675036205/,1/2/
10,2,125685044/52524972/14114246/,921/87/75/,7.898009682085286E-6/0.4606044830011149/0.539387618989203/,2/
13,2,125819840/45019230/10477167/,5066/107/67/,7.605940873327007E-33/0.3570398621399169/0.6429601378600832/,2/
2,0,108372960/33247653/10490824/,56/51/51/,0.31231877223642546/0.3438406138817872/0.3438406138817872/,0/1/2/
4,0,126602823/32704802/11188260/,53/54/57/,0.3436125247376396/0.337307886289696/0.3190795889726644/,0/1/2/
6,0,132857275/58225235/16646858/,81/59/104/,0.3200509487467484/0.46180691213572606/0.21814213911752559/,1/
9,0,130495621/49360613/10875484/,73/161/505/,0.7648867018196218/0.2328835472633716/0.0022297509170065757/,0/
12,0,138653569/49293151/9914205/,73/158/2856/,0.7592640005522476/0.24073599944775229/3.526947399726754E-17/,0/
1,1,111413833/30224725/10919526/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,1,130609933/26114203/10907769/,51/52/54/,0.34189281269228405/0.335380767420158/0.322726419887558/,0/1/2/
5,1,120023414/34630809/15752714/,65/60/53/,0.29887650099968793/0.3278719187556717/0.37325158024464045/,2/
7,1,122869523/39620497/11041088/,127/52/86/,0.13727971251714075/0.5651633934158873/0.29755689406697194/,1/
9,1,122104441/33753950/14423438/,353/52/217/,0.00326006260002223/0.9543129721273264/0.04242696527265145/,1/
1,2,125181132/26559685/11939573/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,2,111862708/38445489/12265924/,70/61/50/,0.27224446834348776/0.3247874705155017/0.4029680611410105/,2/
5,2,111653444/51393245/9600372/,163/120/50/,0.08005543722038488/0.18602045017392507/0.7339241126056901/,2/
7,2,128935168/56973674/10726537/,528/60/56/,1.311055573996831E-4/0.4824000828786021/0.5174688115639983/,1/2/
10,2,109541805/59517016/6793357/,3221/174/57/,1.7957625817828653E-24/0.11740453956095952/0.8825954604390405/,2/
2,0,114124626/32521063/8116223/,50/50/53/,0.3398039776495762/0.3398039776495762/0.32039204470084753/,0/1/2/
4,0,125795278/28882368/12113826/,50/53/80/,0.40029148956364274/0.3774240952232226/0.2222844152131346/,0/1/
6,0,117049220/41199426/9811862/,50/81/201/,0.6264477372044862/0.34111586967580243/0.03243639311971134/,0/
8,0,129924530/42573854/7565141/,50/196/648/,0.9459665312082138/0.05402582057690269/7.648214883583221E-6/,0/
11,0,126960089/39833768/8761474/,65/1058/3798/,0.9999997076911352/2.923088647357408E-7/2.7292339677719215E-25/,0/
2,1,121421343/30657113/14259745/,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
5,1,138076431/45339052/10699087/,58/50/163/,0.4352672615192594/0.5091908931095626/0.05554184537117803/,1/
8,1,135706832/46346531/10620705/,74/57/78/,0.30544234154846645/0.4094703414311435/0.28508731702039/,1/
12,1,139756281/50017799/11657477/,65/66/125/,0.41878624627772787/0.4124888283074597/0.16872492541481243/,0/1/
16,1,153035863/44460861/14099978/,419/66/870/,0.005124101250518016/0.9948697860582526/6.112691229452111E-6/,1/
2,2,115519794/35460321/10846336/,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
6,2,138573546/45810184/10556948/,289/52/56/,0.005894513783028373/0.515800552315777/0.47830493390119455/,1/2/
9,2,176448275/58140900/15484949/,78/67/56/,0.27145185103958946/0.329233503317792/0.3993146456426185/,2/
12,2,128652900/54404948/10525717/,255/218/56/,0.027979778448239456/0.05354941422569926/0.9184708073260612/,2/
17,2,138635008/56880961/13552096/,3535/97/232/,4.640538840949314E-16/0.7985973953863992/0.20140260461360032/,1/
2,0,116044994/28209276/11276759/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
4,0,138759298/37454281/12162163/,52/65/53/,0.36182172768268556/0.2831193688285429/0.3550589034887715/,0/2/
7,0,122480865/42586753/11675149/,52/65/120/,0.4855117804074873/0.37990473846926953/0.13458348112324311/,0/
10,0,121814364/40362913/13429442/,52/60/596/,0.5376542869693343/0.4623269700353413/1.8742995324475614E-5/,0/
13,0,119564189/47253381/13770672/,52/128/3279/,0.8075179317873069/0.19248206821269315/2.913091942860854E-27/,0/
1,1,111225617/35248182/10159933/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,1,114826318/32727397/7695190/,50/52/70/,0.3791984725154459/0.3646157487547968/0.2561857787297573/,0/1/
4,1,120300330/39053859/7926400/,56/59/56/,0.3391291085794773/0.3217417828410454/0.3391291085794773/,0/1/2/
6,1,127187126/38109016/7344647/,63/68/88/,0.3843961813065169/0.3555083520861733/0.2600954666073098/,0/1/
8,1,126449247/39048069/9536757/,131/56/78/,0.13770771426076728/0.5133320465817155/0.34896023915751734/,1/
2,2,129859571/33947608/7508959/,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
6,2,126784657/47264898/8188874/,57/50/65/,0.33311770693944776/0.3821261553817307/0.28475613767882135/,1/
9,2,126599488/35888783/8755706/,74/56/135/,0.36842048889703966/0.5052303138900843/0.12634919721287605/,1/
12,2,141151895/44527395/9763766/,298/181/80/,0.05002203044421344/0.21206820862392137/0.7379097609318653/,2/
17,2,131998542/60837230/10414693/,4816/123/111/,3.001698155411027E-19/0.4732398804219287/0.5267601195780712/,2/
1,0,128776569/30775716/12220638/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,0,131062541/32671090/11089602/,52/56/53/,0.34380625221242583/0.3188135918059423/0.33738015598163174/,0/1/2/
5,0,129517756/37973014/11614856/,52/93/77/,0.4795477612718567/0.22124232413456332/0.29920991459358/,0/
7,0,124172033/43149929/9583873/,58/247/176/,0.8503693897837714/0.034545627994096384/0.11508498222213222/,0/
10,0,126539271/53085924/11147930/,58/151/938/,0.828675549969652/0.17132417411750647/2.759128414555749E-7/,0/
2,1,117802773/28081789/12083638/,53/53/50/,0.3267345947460887/0.3267345947460887/0.3465308105078227/,0/1/2/
4,1,124493652/28625254/10240793/,59/52/53/,0.3066488733442035/0.3499459904885282/0.34340513616726825/,1/2/
6,1,132667828/40236054/10307293/,107/79/63/,0.22038238348847153/0.3413349128321514/0.4382827036793771/,2/
8,1,137574894/29841742/12147858/,68/52/131/,0.37635986632492735/0.5089921374675175/0.11464799620755507/,1/
11,1,134213034/20905326/14619868/,87/52/665/,0.3406527183977349/0.6593410292457268/6.252356538492042E-6/,1/
2,2,121583231/26273865/12807186/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
4,2,118157747/31352237/13413250/,65/65/53/,0.30780132912346997/0.30780132912346997/0.38439734175306/,2/
6,2,118969834/36624145/14126378/,141/141/57/,0.15985240762071692/0.15985240762071692/0.6802951847585662/,2/
8,2,114309680/47504128/14598737/,425/425/57/,0.0017496613119929397/0.0017496613119929397/0.9965006773760142/,2/
11,2,117349011/50823077/16130222/,2471/70/131/,1.4459151236862836E-15/0.7024840646817546/0.29751593531824383/,1/
1,0,114416186/25804166/10071447/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,0,120967628/37684343/7497033/,54/61/70/,0.3805063344190444/0.33503335616481644/0.28446030941613903/,0/
5,0,123835068/32454984/9299656/,50/120/163/,0.73392411260569/0.18602045017392502/0.08005543722038487/,0/
7,0,123550851/48202297/8819029/,50/357/528/,0.9974906636379071/0.002424523343824372/8.48130182685437E-5/,0/
9,0,139293321/42557281/7676741/,50/1177/1779/,0.9999999997471013/2.528969010616597E-10/1.890451350489921E-15/,0/
1,1,114186783/29242688/10784786/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,1,124180767/37891670/14324957/,51/56/61/,0.36584778309637084/0.33230841799671673/0.3018437989069123/,0/1/
5,1,121756705/32773277/11188107/,59/93/120/,0.5183461901632145/0.2941167134674589/0.18753709636932656/,0/
7,1,132142138/39258856/9900571/,51/247/357/,0.9747997512820334/0.0224884377054819/0.002711811012484533/,0/
10,1,120846068/41185847/7950581/,51/85/2125/,0.6578766604998916/0.34212333950010837/3.136722540834836E-18/,0/
1,2,122455726/27628398/12074225/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,2,139212349/29863274/13018784/,56/61/52/,0.33463099117601175/0.30450538849131964/0.3608636203326685/,0/2/
5,2,122327716/41892201/10788357/,93/59/52/,0.19736056453138212/0.37485593041553356/0.4277835050530844/,2/
7,2,118480592/41347147/10351388/,247/51/52/,0.011511746707873919/0.49899632756266643/0.4894919257294597/,1/2/
9,2,123143086/37946119/16053521/,784/51/66/,4.3174267609503444E-7/0.5716192036340321/0.4283803646232918/,1/
2,0,130046018/28484671/12537246/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
4,0,124125420/26470110/12128619/,57/56/65/,0.3464100940665345/0.35254108752975183/0.3010488184037137/,0/1/
6,0,122763401/38082085/9232765/,51/50/141/,0.45640458075443224/0.46544200281026493/0.07815341643530282/,0/1/
8,0,123433477/29543850/9132775/,51/50/425/,0.49493808716236287/0.5047385242609543/3.233885766827902E-4/,0/1/
11,0,123766519/28788854/11313924/,51/97/2471/,0.707777728391495/0.29222227160850495/4.3501061055550396E-21/,0/
2,1,125758714/32605556/10453555/,53/50/50/,0.32039204470084753/0.3398039776495762/0.3398039776495762/,0/1/2/
4,1,120341729/31603780/8700935/,53/52/65/,0.3550589034887715/0.36182172768268556/0.2831193688285429/,0/1/
6,1,128876659/35266900/11592994/,53/69/141/,0.5155783989767927/0.3833671242288312/0.10105447679437618/,0/
8,1,142800969/39846760/10002694/,53/70/425/,0.5777197485602442/0.4216915287384196/5.887227013361788E-4/,0/
11,1,126349142/40726629/10486342/,161/70/2471/,0.21726266155750332/0.7827373384424949/1.6110995429350806E-15/,1/
2,2,118119150/34067380/11581023/,50/56/56/,0.35996867153415113/0.3200156642329245/0.3200156642329245/,0/
4,2,143544732/32724230/10420683/,50/53/53/,0.3465308105078227/0.3267345947460887/0.3267345947460887/,0/1/2/
7,2,145640715/39685182/10915656/,68/65/58/,0.3089409339380926/0.3250560288553026/0.3660030372066048/,2/
10,2,125795003/41980394/11190159/,247/237/77/,0.09108665174916174/0.10354604558727608/0.8053673026635622/,2/
13,2,130398257/32573664/14295052/,1331/70/96/,1.1427059021093365E-8/0.5905397584557445/0.40946023011719634/,1/
