Real_Goal,Time,Cost,Prob,Results
0,181296153,66/66/289/,0.49119486102749893/0.49119486102749893/0.017610277945002254/,0/1/
0,267939164,111/5585/68/,0.3490566460712097/1.22706343194274E-35/0.6509433539287904/,2/
0,364705578,222/5944/256/,0.53804292499753/3.865191990970205E-12/0.4619570749986048/,0/
0,388732435,329/1224/2039/,0.9328239860452002/0.06193561124982027/0.005240402704979579/,0/
0,424590877,116951/918/6115197/,1.4653803396981173E-55/1.0/0.0/,1/
1,182452444,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
1,187841214,81/59/56/,0.24865956557569505/0.36578644033274565/0.3855539940915593/,1/2/
1,205030867,71/71/64/,0.3211608021443898/0.3211608021443898/0.3576783957112204/,2/
1,231058874,71/71/374/,0.4963096565646841/0.4963096565646841/0.007380686870631681/,0/1/
1,217562410,87/121/5778/,0.5954070131517605/0.4045929868482395/4.884188250304562E-29/,0/
2,195635123,56/50/50/,0.3077212739289003/0.3461393630355498/0.3461393630355498/,1/2/
2,198587112,66/53/53/,0.2821366056978106/0.3589316971510947/0.3589316971510947/,1/2/
2,168051963,131/53/53/,0.10549644467517835/0.4472517776624108/0.4472517776624108/,1/2/
2,168578376,630/151/53/,1.967632766208039E-5/0.14005446225416748/0.8599258614181705/,2/
2,200453927,5874/1416/53/,1.529901071881582E-47/1.091655424483304E-11/0.9999999999890834/,2/
0,152736384,50/56/50/,0.3461393630355498/0.3077212739289003/0.3461393630355498/,0/2/
0,190091738,62/163/70/,0.48030641730403933/0.09666483312302611/0.42302874957293457/,0/
0,210029020,74/71/277/,0.4756953064818011/0.4959346695860061/0.028370023932192893/,0/1/
0,225023257,79/80/1587/,0.5031249576627459/0.49687503906215186/3.275102354851197E-9/,0/1/
0,241216165,79/80/14841/,0.5031249593105316/0.4968750406894684/3.6600463850170516E-81/,0/1/
1,170445265,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
1,199620455,59/63/81/,0.38043823062321364/0.3559026221210858/0.2636591472557006/,0/1/
1,212814811,56/64/188/,0.5081968357439547/0.44165011221595285/0.05015305204009243/,0/
1,218968762,333/374/91/,0.06443211881541365/0.04126274662911703/0.8943051345554693/,2/
1,194801584,164/114/162/,0.2807277076120691/0.43361966249376493/0.28565262989416595/,1/
2,195711870,56/50/50/,0.3077212739289003/0.3461393630355498/0.3461393630355498/,1/2/
2,180430348,62/57/54/,0.3075281726093402/0.3367954565422501/0.3556763708484098/,1/2/
2,165805836,120/110/54/,0.18117540361114015/0.21730107287588926/0.6015235235129706/,2/
2,194434570,596/562/54/,5.250010530679041E-5/9.74166356820289E-5/0.9998500832590111/,2/
2,177088390,5701/5528/54/,2.5692188723932643E-45/5.968355115897816E-44/1.0/,2/
0,169856682,53/70/52/,0.3643454122116495/0.2643694707997317/0.3712851169886189/,0/2/
0,244587458,59/117/127/,0.5874380963464094/0.22343134951851792/0.18913055413507268/,0/
0,235851689,122/102/92/,0.2761961871096258/0.34246354000787615/0.38134027288249805/,2/
0,224354983,69/102/938/,0.6157202850459906/0.384277215024982/2.4999290272860997E-6/,0/
0,308787593,87/3450/34303/,1.0/2.5295400555563023E-17/1.3753371455301124E-169/,0/
1,218260603,50/65/51/,0.3668685479385278/0.2733863392377649/0.3597451128237074/,0/2/
1,228043337,119/68/133/,0.2557234219511629/0.5355139351426087/0.20876264290622842/,1/
1,294721202,627/495/120/,0.014284647670991949/0.04252509881724154/0.9431902535117664/,2/
1,282927942,23836/97/900/,6.29055736272191E-106/0.9997237360622817/2.7626393771832325E-4/,1/
1,261780941,4691155/97/2373/,0.0/0.9999999999180154/8.198459140633685E-11/,1/
2,188870302,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
2,173132874,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
2,202508761,222/65/227/,0.07862343039445681/0.8484894326333019/0.07288713697224133/,1/
2,230859751,2202/105/143/,1.507369270365283E-9/0.5886749927273732/0.4113250057652574/,1/
2,193010420,32940/1439/112/,6.787105297109146E-127/7.94179868529334E-6/0.9999920582013148/,2/
0,188220139,289/289/289/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
0,244759808,159/380/150794/,0.7991916806984923/0.20080831930150758/0.0/,0/
0,284366455,295/102517/34600463/,1.0/1.0441147054149951E-150/0.0/,0/
0,340933108,362/634/12420/,0.6790286152380683/0.3209713847619291/2.544803741774145E-15/,0/
0,373706523,663/1508/16834162/,0.7811858525906249/0.21881414740937516/0.0/,0/
1,169864423,70/50/50/,0.25250358864793193/0.37374820567603406/0.37374820567603406/,1/2/
1,177636433,90/50/56/,0.19460413695236792/0.426358760975439/0.3790371020721931/,1/
1,225904768,687/66/171/,7.804482521250463E-5/0.8273143910700855/0.172607564104702/,1/
1,232042826,10948/61/165/,4.622661131580543E-77/0.8425625086886699/0.15743749131133014/,1/
1,241507835,239468/61/441/,0.0/0.9978260480149347/0.002173951985065304/,1/
2,176300632,53/50/50/,0.32039204470084753/0.3398039776495762/0.3398039776495762/,0/1/2/
2,222102791,57/54/100/,0.3978304268121977/0.4201329907307871/0.18203658245701515/,0/1/
2,230807445,104/97/72/,0.2739129152943584/0.30147908364118176/0.42460800106445973/,2/
2,212512000,847/813/155/,0.011537833686765137/0.014347564969771852/0.9741146013434631/,2/
2,235344399,13024/198/125/,2.2221266818414054E-45/0.359078701976459/0.6409212980235409/,2/
0,159903497,61/50/50/,0.28723860772370124/0.3563806961381494/0.3563806961381494/,1/2/
0,188815088,648/59/78/,3.154817677166776E-5/0.5784934281798628/0.4214750236433656/,1/
0,221785207,11727/83/86/,3.2001368854173456E-61/0.5089276225092765/0.49107237749072363/,1/2/
0,217539283,127/108/1234/,0.4565239301792323/0.5434583367181756/1.7733102592168486E-5/,1/
0,223811472,172/174/50261/,0.5028901412216158/0.4971098587783842/9.107801581440141E-127/,0/1/
1,177549177,52/50/54/,0.33316252455544454/0.3464872837837131/0.3203501916608424/,0/1/2/
1,169413702,88/50/50/,0.1918172334239884/0.40409138328800576/0.40409138328800576/,1/2/
