Real_Goal,Time,Cost,Prob,Results
0,214016329,56/51/51/,0.31231877223642546/0.3438406138817872/0.3438406138817872/,0/1/2/
0,188225145,66/54/107/,0.36787268439555043/0.45756489889999913/0.17456241670445036/,1/
0,173977671,55/69/131/,0.4911118756605484/0.38247831334010157/0.12640981099935003/,0/
0,226287520,198/245/216/,0.3699379875393485/0.29211702304130666/0.33794498941934475/,0/2/
0,242217109,55/203/2766/,0.9335693772067857/0.06643062279321427/8.823492448339155E-22/,0/
1,187530928,53/50/51/,0.3225200078952674/0.34206087000915686/0.3354191220955758/,0/1/2/
1,179809016,201/59/60/,0.04515210149421457/0.48140239007022245/0.47344550843556304/,1/2/
1,182830670,164/76/66/,0.11066278430429997/0.41154584931183974/0.47779136638386027/,2/
1,198898487,1485/144/99/,5.840673531307156E-7/0.38936053863786596/0.610638877294781/,2/
1,247881660,230/129/1067/,0.3148248612153065/0.6846717764648473/5.033623198462471E-4/,1/
2,161566404,50/100/50/,0.42102356820972536/0.15795286358054914/0.42102356820972536/,0/2/
2,233987032,141/84/178/,0.27758797443404043/0.5427919749055045/0.1796200506604552/,1/
2,218817072,82/97/127/,0.41388116876689435/0.3454527961384265/0.24066603509467915/,0/
2,274167571,3108/2248/329/,2.1944494405071E-4/0.002972509970313381/0.9968080450856358/,2/
2,270185774,5261/198853/127/,3.808200142177169E-18/0.0/1.0/,2/
0,185523446,56/56/52/,0.3248448444577082/0.3248448444577082/0.3503103110845835/,0/1/2/
0,219504449,72/99/72/,0.37163268848077946/0.25673462303844113/0.37163268848077946/,0/2/
0,228298333,114/170/75/,0.3175428489742764/0.15198330227575343/0.5304738487499703/,2/
0,215009668,124/161/120/,0.36099060423718776/0.2658857770528965/0.3731236187099158/,0/2/
0,245691363,190/252/4116/,0.5804466811357107/0.4195533181774572/6.868321656285005E-10/,0/
1,150619674,53/53/50/,0.3267345947460887/0.3267345947460887/0.3465308105078227/,0/1/2/
1,175091379,60/53/53/,0.3051745382870319/0.3474127308564841/0.3474127308564841/,1/2/
1,189170816,191/66/53/,0.041664061841932123/0.4217673023429315/0.5365686358151364/,2/
1,217152348,1844/53/72/,2.3151921356767587E-15/0.5870665760186083/0.4129334239813894/,1/
1,222810242,115/82/604/,0.4014457001999636/0.5974452473337009/0.00110905246633534/,1/
2,179804257,52/53/52/,0.3354231356896564/0.3291537286206871/0.3354231356896564/,0/1/2/
2,175146803,171/75/58/,0.0776526877520012/0.3951892668561971/0.5271580453918017/,2/
2,192423992,1638/75/58/,1.3390208687352075E-12/0.4284603658598945/0.5715396341387664/,2/
2,239194690,15100/108/58/,1.3246731680211304E-111/0.2999664500585018/0.7000335499414982/,2/
2,235542769,519/387/58/,4.0252979439993087E-4/0.0037708557839087713/0.9958266144216913/,2/
0,174845053,53/53/51/,0.32903279161733134/0.32903279161733134/0.3419344167653373/,0/1/2/
0,199142343,107/81/62/,0.21960567610495488/0.3317998645313554/0.4485944593636898/,2/
0,178663501,517/338/60/,5.515434830658031E-4/0.01037492286301593/0.9890735336539183/,2/
0,185083017,5066/162/131/,3.238083250793376E-17/0.4415562484927364/0.5584437515072637/,2/
0,200556835,73178/148/86/,0.0/0.329014947333448/0.6709850526665521/,2/
1,180468163,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
1,188353643,97/68/59/,0.22195833699083203/0.35989885238715713/0.41814281062201086/,2/
1,204502280,196/232/78/,0.1642732076467557/0.10415026785310057/0.7315765245001438/,2/
1,293033965,2527/3484/165/,6.613938558080181E-7/2.0736063093283704E-9/0.9999993365325379/,2/
1,290659469,324/326/753/,0.44228210718368555/0.439568728559708/0.11814916425660645/,0/1/
2,200701412,53/50/50/,0.32039204470084753/0.3398039776495762/0.3398039776495762/,0/1/2/
2,157892001,120/57/50/,0.11926364619343564/0.41019418698137294/0.47054216682519134/,2/
2,201197193,648/181/50/,7.509486988640445E-6/0.07118446590514452/0.9288080246078668/,2/
2,192234892,3798/55/58/,4.814089423503757E-30/0.5133896550507067/0.4866103449492934/,1/2/
2,177258670,34789/55/58/,2.18421161774933E-270/0.5133896550507067/0.4866103449492934/,1/2/
0,151983411,56/56/51/,0.3224840638296153/0.3224840638296153/0.3550318723407692/,0/1/2/
0,153248714,58/56/55/,0.3234788677217412/0.335240462766058/0.3412806695122009/,0/1/2/
0,207341054,64/62/69/,0.3382998056471484/0.3492117714051401/0.31248842294771145/,0/1/
0,217811783,86/62/61/,0.2519308097430251/0.3710182524936834/0.37705093776329146/,1/2/
0,225327781,85/74/160/,0.3959067438412311/0.45844730447845145/0.14564595168031746/,1/
1,156692808,53/50/50/,0.32039204470084753/0.3398039776495762/0.3398039776495762/,0/1/2/
1,189140182,56/56/59/,0.3391291085794773/0.3391291085794773/0.3217417828410454/,0/1/2/
1,192062278,100/100/63/,0.26436194189731044/0.26436194189731044/0.4712761162053791/,2/
1,191759260,86/56/90/,0.27586854851136206/0.46695844377970475/0.25717300770893325/,1/
1,216335408,155/56/353/,0.14902279517309985/0.846357110733345/0.004620094093555186/,1/
2,172060237,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
2,175195769,93/72/51/,0.2109571114860117/0.31592378682419026/0.4731191016897979/,2/
2,169598279,74/285/63/,0.4495335659253487/0.01663211600002644/0.5338343180746249/,2/
2,221150787,490/2856/60/,8.673672606507334E-4/1.2395749548015168E-20/0.9991326327393493/,2/
2,240920515,125/128/142/,0.35084556227000574/0.3425907579442471/0.30656367978574717/,0/1/
0,209651200,51/56/56/,0.3550318723407692/0.3224840638296153/0.3224840638296153/,0/1/2/
0,179809473,53/60/55/,0.3518573123924642/0.30907875076300506/0.33906393684453073/,0/2/
0,173095408,90/60/55/,0.21848781674499287/0.37332320287298204/0.4081889803820251/,1/2/
0,190452984,107/85/168/,0.35925995696076185/0.46398869793429026/0.17675134510494775/,1/
0,225696797,137/125/1570/,0.47620584822113865/0.5237886746029637/5.477175897560185E-6/,0/1/
1,164970134,56/56/50/,0.32001566423292443/0.32001566423292443/0.3599686715341511/,2/
1,174747912,63/57/50/,0.2928101508950913/0.32936663048063425/0.37782321862427437/,2/
1,202926842,217/84/50/,0.024390233511966355/0.3309693998509337/0.6446403666370999/,2/
1,214048259,98/64/83/,0.25337112652419147/0.4274905745128254/0.31913829896298307/,1/
1,266727462,144/120/296/,0.3993418827896564/0.48695173263542557/0.11370638457491808/,1/
2,176667822,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
2,201976592,100/81/51/,0.19972182552087678/0.28781276332742384/0.5124654111516994/,2/
2,188983244,494/338/59/,7.029538045988488E-4/0.009464385875826663/0.9898326603195744/,2/
2,200460025,4951/3279/59/,3.895141527900996E-36/4.930180328577586E-24/1.0/,2/
2,209492125,156/201/75/,0.22440183566487856/0.12413045769969554/0.6514677066354257/,2/
0,157641419,50/54/70/,0.3845911793637106/0.3555797392470581/0.2598290813892313/,0/1/
0,236461570,54/89/72/,0.4444246029325008/0.2351954291627418/0.32037996790475737/,0/
0,209452549,75/185/76/,0.4500213726676843/0.10583980267148116/0.44413882466083454/,0/2/
0,214967923,54/622/281/,0.9840974484377414/3.220776191695967E-5/0.015870343800341778/,0/
0,237576059,77/414/2760/,0.986881322591497/0.013118677408501839/1.1367064592600238E-15/,0/
1,172984517,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
1,209581610,79/57/107/,0.3248488002190586/0.4746939064347166/0.20045729334622495/,1/
1,180944198,64/68/66/,0.3436407100825986/0.32313112564293817/0.3332281642744633/,0/1/2/
1,304920943,75/78/215/,0.47174736268978185/0.45348849937884733/0.07476413793137085/,0/1/
1,362059201,104/78/3227/,0.4184562346918975/0.5815437653081025/2.8397134044333817E-18/,1/
2,167829682,50/56/50/,0.3461393630355498/0.3077212739289003/0.3461393630355498/,0/2/
2,190945345,100/81/57/,0.22289372062201393/0.3092905961616313/0.46781568321635475/,2/
2,197048042,494/338/57/,5.29884786510356E-4/0.007803399658585888/0.9916667155549038/,2/
2,191218785,4951/3279/57/,2.2622006896022836E-37/7.485016235345743E-25/1.0/,2/
2,212160025,299/275/71/,0.03827916676857623/0.05342288076416752/0.9082979524672562/,2/
0,168031731,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
0,197846609,81/68/60/,0.2740870940834103/0.33919008454186966/0.3867228213747201/,2/
0,192767006,338/63/89/,0.008102985266267107/0.5953250418281345/0.3965719729055984/,1/
0,193619791,1869/84/107/,4.301111179474624E-10/0.5672373099252792/0.4327626896446097/,1/
0,221401850,140/99/370/,0.38357138756086673/0.5779721886371293/0.038456423802003925/,1/
1,146573441,53/50/53/,0.3267345947460887/0.3465308105078227/0.3267345947460887/,0/1/2/
1,199589060,55/50/58/,0.32831243126710424/0.3621305944974437/0.3095569742354521/,0/1/
1,168811775,71/50/75/,0.29120179795246015/0.43956306369745674/0.26923513835008317/,1/
1,252441933,505/59/528/,5.906263254119892E-4/0.9990068112371103/4.025624374775546E-4/,1/
1,211332889,160/59/8296/,0.15665458495553236/0.8433454150444677/2.0165610022386613E-60/,1/
2,155099099,50/51/50/,0.33550481664848303/0.32899036670303383/0.33550481664848303/,0/1/2/
2,217910781,141/104/54/,0.12782222907437926/0.2504771593090563/0.6217006116165645/,2/
2,187501440,1382/904/54/,3.264090891190906E-11/1.9416730575356402E-7/0.9999998058000533/,2/
2,234245143,13284/8699/64/,4.690118702571699E-89/2.0213822255892932E-58/1.0/,2/
2,198885734,622/121565/64/,1.8692514278223846E-4/0.0/0.9998130748572178/,2/
0,157921688,50/51/53/,0.34206087000915686/0.3354191220955758/0.3225200078952674/,0/1/2/
0,163384358,54/56/55/,0.3394119694553856/0.3272914251217217/0.3332966054228927/,0/1/2/
0,188630309,92/56/66/,0.22428819721559726/0.42179135274048696/0.3539204500439158/,1/
0,188468524,422/56/205/,0.0015136246949719457/0.9303490758988023/0.06813729940622584/,1/
0,235704688,4009/56/1758/,7.608459267660567E-31/0.9999999999998923/1.0767605965248177E-13/,1/
1,156069021,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
1,163838875,53/53/54/,0.33538455694553027/0.33538455694553027/0.3292308861089395/,0/1/2/
1,184652919,86/86/68/,0.30320870529602784/0.30320870529602784/0.39358258940794427/,2/
1,188482718,376/376/55/,0.0032192650079094598/0.0032192650079094598/0.993561469984181/,2/
1,198093461,104/116/198/,0.4346855823092203/0.3877408701893455/0.17757354750143425/,0/
2,159263439,50/51/50/,0.33550481664848303/0.32899036670303383/0.33550481664848303/,0/1/2/
2,206141812,62/72/50/,0.3239151105188516/0.26624130135402807/0.4098435881271202/,2/
2,225348140,196/285/83/,0.1928372035431095/0.06684139127206302/0.7403214051848276/,2/
2,216641140,1869/2856/57/,2.7042158781064688E-14/1.1003917615027282E-21/0.999999999999973/,2/
2,197932451,16787/25545/57/,5.3518690507653284E-126/1.4126634579615333E-191/1.0/,2/
0,151796907,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
0,167023127,55/59/58/,0.3473547699610435/0.32340909766338044/0.32923613237557614/,0/1/2/
0,192572872,55/55/168/,0.46883643477856285/0.46883643477856285/0.06232713044287427/,0/1/
0,222612645,55/198/1502/,0.9278130802988417/0.07218691969559156/5.566744502083075E-12/,0/
0,237734794,87/5778/220/,0.8192632097642703/6.720504889346245E-29/0.18073679023572983/,0/
1,180606692,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
1,188713787,59/58/57/,0.3276030051188693/0.3333003063255098/0.3390966885556208/,0/1/2/
1,201891502,80/69/181/,0.4155559969197564/0.48626815564403064/0.09817584743621291/,1/
1,192753235,303/69/1006/,0.03412979584310987/0.965868719670396/1.4844864941709887E-6/,1/
1,280682630,102/69/9564/,0.38427817569314804/0.615721824306852/7.593468238252668E-60/,1/
2,227292302,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
2,159549209,50/81/60/,0.4225699990025436/0.23009953448295953/0.3473304665144969/,0/
2,178273959,141/140/67/,0.20064831364408298/0.2036208272866147/0.5957308590693023/,2/
2,177373707,1365/107/67/,3.2981377429566874E-9/0.3570398609623502/0.6429601357395119/,2/
2,186601294,35470/789/83/,1.1041090499078863E-183/2.2374899805283348E-4/0.9997762510019472/,2/
0,161080591,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
0,172616108,54/57/57/,0.34556268949824465/0.32721865525087773/0.32721865525087773/,0/1/2/
0,225498442,74/57/71/,0.2946665362584159/0.39502449659855216/0.31030896714303197/,1/
0,202738646,59/81/84/,0.4251192326079374/0.2946248965772771/0.28025587081478565/,0/
0,233345876,70/117/475/,0.6582563219998807/0.3395504618012523/0.0021932161988669945/,0/
1,180441413,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
1,172465847,90/57/60/,0.22503097265414543/0.3975034312818371/0.3774655960640175/,1/2/
1,199607437,62/70/106/,0.42049990650356783/0.3703543055747638/0.20914578792166846/,0/
1,210542253,70/218/467/,0.8864480764787603/0.11024614085961554/0.0033057826616242117/,0/
1,201752073,70/108/4240/,0.6306977350594003/0.3693022649405998/1.9618531184694918E-26/,0/
2,166131042,56/50/50/,0.3077212739289003/0.3461393630355498/0.3461393630355498/,1/2/
2,166944987,104/100/53/,0.21513375587555011/0.23167465286857242/0.5531915912558775/,2/
2,185144404,505/494/95/,0.013568029873917694/0.015215271298402921/0.9712166988276794/,2/
