Obs,Real_Goal,STime,Cost,Prob,Results
14,2,149190780/30324301/22594795/,30702/360/92/,1.0782711018587143E-143/0.0530646204047379/0.9469353795952621/,2/
2,0,141404402/23611225/14289422/,51/56/56/,0.3550318723407692/0.3224840638296153/0.3224840638296153/,0/1/2/
4,0,212375571/41259125/28344482/,56/56/52/,0.3248448444577082/0.3248448444577082/0.3503103110845835/,0/1/2/
7,0,190843556/31292553/25425257/,67/92/83/,0.40278731002688145/0.2788744267367519/0.3183382632363667/,0/
10,0,190646786/62284390/25604318/,90/399/368/,0.9253727599087757/0.03101876191317076/0.04360847817805357/,0/
13,0,251191951/72034788/19051930/,77/2151/2049/,0.9999999999866924/2.832833722860668E-12/1.047477340783487E-11/,0/
2,1,164165516/41176637/23081761/,56/50/56/,0.3200156642329245/0.35996867153415113/0.3200156642329245/,1/
6,1,139787923/56020241/25143178/,289/50/50/,0.0045893284074700405/0.497705335796265/0.497705335796265/,1/2/
9,1,140456415/57072164/28994740/,79/131/50/,0.31983848813837684/0.11537737765514777/0.5647841342064754/,2/
12,1,278915561/64351752/34703010/,79/119/101/,0.42263590880801216/0.256341636587572/0.32102245460441586/,0/
17,1,180720513/66684276/28151961/,138/115/1724/,0.4505925576946306/0.5494069223930003/5.199123690352323E-7/,1/
2,2,145037583/28759333/16551703/,56/50/56/,0.3200156642329245/0.35996867153415113/0.3200156642329245/,1/
5,2,206011772/34273682/29867789/,62/90/50/,0.3517662877978624/0.20315056266242928/0.44508314953970823/,2/
7,2,183829126/44738997/29570382/,120/71/60/,0.16929259615390943/0.37800493254609235/0.45270247129999824/,2/
10,2,188335047/36179891/46336688/,86/140/222/,0.5723985653428798/0.30770633985138635/0.11989509480573383/,0/
14,2,142316814/33601726/33072429/,611/1075/104/,0.007933720980373687/9.556721422712093E-5/0.9919707118053992/,2/
3,0,123528390/33674197/15497549/,70/70/70/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
8,0,140010838/55672591/26228455/,972/972/972/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
13,0,177887687/110017424/38586059/,17760/17760/17760/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
19,0,199616740/110389080/42766744/,204/282/187/,0.36296975025195916/0.23970904637479046/0.39732120337325044/,0/2/
26,0,150073398/113468707/51398889/,350/281/5141/,0.43913314493860867/0.5608668366871177/1.837427363703233E-8/,1/
1,1,124719892/22826536/13553637/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
3,1,155109859/28247643/13265052/,56/56/70/,0.35942468042350306/0.35942468042350306/0.2811506391529939/,0/1/
5,1,146569556/38368956/13922324/,93/93/163/,0.40405904217117505/0.40405904217117505/0.1918819156576499/,0/1/
7,1,191491292/35009680/13711617/,62/57/528/,0.4783874315326294/0.5214575268700425/1.5504159732803713E-4/,0/1/
10,1,193511139/33598253/15939995/,181/65/3221/,0.1470942190926644/0.8529057809073355/1.4579027653869464E-21/,1/
4,2,172375008/22899557/12521791/,100/100/100/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
10,2,157052209/25376271/11173169/,3221/3221/3221/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
16,2,220115074/34884540/18408762/,458/89380/89380/,1.0/7.314695522888283E-85/7.314695522888283E-85/,0/
23,2,194170480/39573997/22987856/,15100/3097526/262/,3.146769510197857E-25/0.0/1.0/,2/
32,2,206894705/54807591/32521969/,952/405/641/,0.14289482298693637/0.5497147440224857/0.307390432990578/,1/
1,0,142552891/22134003/17433055/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,0,186169116/23641628/12409234/,52/50/61/,0.3474371743055168/0.36133284489676465/0.29122998079771845/,0/1/
4,0,181191771/29104039/16480689/,52/56/56/,0.3503103110845835/0.3248448444577082/0.3248448444577082/,0/1/2/
6,0,139220603/47041981/20196391/,52/69/88/,0.4479081287635463/0.3250026787748604/0.2270891924615934/,0/
8,0,143619253/65692092/18571206/,52/144/212/,0.8162552422747429/0.14386538649483127/0.03987937123042588/,0/
2,1,161944605/26698605/18934917/,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
6,1,174071006/26315697/19400943/,63/74/63/,0.35185443136364297/0.29629113727271383/0.35185443136364297/,0/2/
9,1,171090981/35784459/25385138/,217/87/217/,0.15671570907227822/0.6865685818554436/0.15671570907227822/,1/
12,1,162089094/31738321/24011873/,93/120/1177/,0.5713156436745511/0.4286787506350003/5.605690448419818E-6/,0/
17,1,188340389/36087316/27827200/,946/1439/18344/,0.6272860271024703/0.3727139663097718/6.587757962917856E-9/,0/
1,2,203375714/25548495/23128185/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
2,2,163820762/29833310/22152203/,56/56/50/,0.32001566423292443/0.32001566423292443/0.3599686715341511/,2/
3,2,145192739/22977569/16427118/,70/51/50/,0.2543494064782842/0.3691702638953133/0.3764803296264025/,1/2/
5,2,152803886/25700219/14789335/,163/63/54/,0.06936462372118801/0.42733096688182526/0.5033044093969868/,2/
6,2,158289800/24309855/13898797/,289/83/54/,0.00869223545916204/0.36792705435645157/0.6233807101843863/,2/
1,0,130417439/27258997/12278342/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,0,189496594/30165657/13438967/,61/54/70/,0.33503335616481644/0.3805063344190444/0.28446030941613903/,1/
5,0,233733626/32284080/13335527/,56/90/163/,0.5869372293230488/0.32325020483528694/0.0898125658416642/,0/
7,0,177019324/41150305/13220840/,69/74/528/,0.5174690523319417/0.481796174274984/7.347733930742882E-4/,0/1/
9,0,158807509/29862707/11341176/,83/87/1779/,0.5119025123912345/0.4880974867366482/8.721172255941056E-10/,0/1/
5,1,223083800/35976329/11573912/,57/59/163/,0.470166471154179/0.45423017698086005/0.07560335186496094/,0/1/
13,1,251577727/76491567/30916626/,207/119/17760/,0.32446367701054585/0.6755363229894543/9.654743608861618E-65/,1/
21,1,270451238/58488597/23569832/,236/282/1152251/,0.5483714478086174/0.45162855219138265/0.0/,0/
30,1,301042922/69593225/27304463/,302/516/473/,0.4849173287571406/0.2392975587361426/0.27578511250671683/,0/
42,1,282170177/114818214/64579649/,514/4940/1456/,0.8615201344048223/1.59537491133118E-4/0.13832032810404452/,0/
3,2,159920494/15319008/24068384/,70/70/50/,0.28734229518342175/0.28734229518342175/0.42531540963315645/,2/
7,2,193954318/26160760/46559900/,528/528/50/,8.501192153916424E-5/8.501192153916424E-5/0.9998299761569216/,2/
11,2,285779458/33362040/44625594/,5758/120/69/,3.4138438108095496E-36/0.325508295835916/0.674491704164084/,2/
15,2,190032797/38014984/54751916/,414/350/158/,0.13335630048116306/0.19944534132796915/0.6671983581908678/,2/
21,2,209074916/41859024/52272216/,8469/1001/250/,5.724697960195471E-15/0.04778714746630731/0.9522128525336869/,2/
2,0,201641808/38994958/17171290/,53/51/51/,0.3248418044242478/0.3375790977878761/0.3375790977878761/,0/1/2/
5,0,137830243/35545373/20846910/,51/60/60/,0.37283580528423876/0.3135820973578807/0.3135820973578807/,0/
8,0,141204553/52390583/17506405/,51/191/154/,0.8294022825832538/0.05617083138091928/0.11442688603582692/,0/
11,0,221783920/88608508/22837856/,51/1040/744/,0.999998364494425/5.4960707740342806E-9/1.6300095040941573E-6/,0/
15,0,199416654/72525483/16453713/,90/150/6681/,0.6591122611691832/0.3408877388308167/2.3100984416028603E-32/,0/
2,1,188187368/29173999/18212863/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
4,1,196014704/34681615/18274195/,68/51/68/,0.2952731373214192/0.40945372535716157/0.2952731373214192/,1/
6,1,162846845/24917983/14220034/,71/51/146/,0.3696268964578278/0.5430000942662858/0.08737300927588637/,1/
8,1,170077484/29381015/12486742/,147/86/437/,0.3276816237875002/0.6606286641454876/0.011689712067012144/,1/
11,1,177374802/32273582/13889230/,722/75/2510/,2.0076837385619948E-4/0.9997992316261316/1.2171558044345692E-14/,1/
1,2,199822237/33813138/18937897/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,2,151523670/38202493/18638693/,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
4,2,172940667/31250237/19287482/,68/68/68/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
6,2,163974938/31484656/24734360/,146/146/63/,0.17674564563002293/0.17674564563002293/0.6465087087399541/,2/
8,2,210707057/47079558/29545919/,437/437/113/,0.05221431325343866/0.05221431325343866/0.8955713734931227/,2/
2,0,144934624/24316622/15393897/,56/51/50/,0.3098034441152148/0.34171506988574796/0.34848148599903733/,1/2/
4,0,158590331/30041319/19436085/,100/56/56/,0.18769203841858234/0.4061539807907088/0.4061539807907088/,1/2/
7,0,186489876/44664746/26164626/,56/56/66/,0.35222567121804976/0.35222567121804976/0.29554865756390036/,0/1/
10,0,183901209/52185300/29423932/,161/161/117/,0.2896945171405752/0.2896945171405752/0.42061096571884965/,2/
13,0,165327848/54496068/36319736/,106/835/551/,0.9835507347273573/0.0010812146771988298/0.01536805059544388/,0/
1,1,145663354/26626095/13922967/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,1,166747248/27587743/11678332/,52/52/61/,0.3516391996122956/0.3516391996122956/0.29672160077540877/,0/1/
4,1,148160976/29087003/12053174/,59/52/80/,0.3553598671574828/0.4055347059850785/0.23910542685743869/,1/
6,1,158174005/31043972/11835681/,61/52/201/,0.44319662617951566/0.5252240028813924/0.03157937093909191/,1/
8,1,156765835/34580711/16433340/,108/88/93/,0.29107456855368546/0.36441691562502954/0.344508515821285/,1/2/
1,2,144190387/22119863/14188243/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,2,152604277/31985171/16750570/,56/56/52/,0.3248448444577082/0.3248448444577082/0.3503103110845835/,0/1/2/
4,2,199601754/42227600/27130854/,68/68/59/,0.3162721139793591/0.3162721139793591/0.36745577204128194/,2/
5,2,175968592/36946312/23001940/,93/93/56/,0.25550215805628085/0.25550215805628085/0.48899568388743836/,2/
7,2,158236600/31559396/21529696/,247/247/69/,0.06795347717687206/0.06795347717687206/0.8640930456462559/,2/
2,0,141118630/24894992/10228700/,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
5,0,152736698/32218902/15213205/,56/55/56/,0.33134333662009957/0.33731332675980075/0.33134333662009957/,0/1/2/
8,0,163637633/45827023/18331480/,141/95/56/,0.13014458928706488/0.29168183484963955/0.5781735758632954/,2/
11,0,168929156/56585491/21457288/,699/122/89/,6.721854521356111E-4/0.4090715603908662/0.5902562541569982/,2/
15,0,172539867/57469584/24850063/,109/82/657/,0.41914579538290103/0.5802853843778806/5.688202392184707E-4/,1/
2,1,170557302/22408153/15001027/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
4,1,140529972/24376480/16896156/,68/65/51/,0.2901844710374313/0.30741823070195723/0.4023972982606115/,2/
7,1,155606554/21651425/22467484/,247/57/55/,0.01623814260121835/0.4830982741975099/0.5006635832012718/,1/2/
10,1,179331990/19007035/29061182/,1408/75/84/,1.278283896874541E-8/0.5295707072743566/0.4704292799428045/,1/
13,1,186239763/17045478/34804883/,7748/67/158/,6.961746528632104E-50/0.7921995864096888/0.2078004135903112/,1/
2,2,181189398/19926209/15355162/,56/53/56/,0.32710442071449247/0.34579115857101506/0.32710442071449247/,0/1/2/
4,2,197611021/21711430/19953565/,100/80/100/,0.30487168320885744/0.39025663358228513/0.30487168320885744/,1/
6,2,167896508/29152953/28393154/,57/72/65/,0.3783186191622646/0.29210579805562564/0.3295755827821097/,0/
8,2,168348085/36111616/28391681/,99/151/78/,0.3543244659462776/0.18345790042725027/0.46221763362647217/,2/
11,2,183815911/58240927/36332742/,444/77/108/,0.005382671515910683/0.5948522291615906/0.39976509932249865/,1/
2,0,139121500/28122803/16211753/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
5,0,151163713/30439415/21527546/,70/54/70/,0.29961263311727326/0.4007747337654535/0.29961263311727326/,1/
7,0,155008410/33764505/19927231/,74/54/161/,0.3781930916686464/0.5440500538352345/0.07775685449611906/,1/
10,0,165555938/36211631/28050212/,128/154/887/,0.5493760540713442/0.4490942602785029/0.0015296856501529523/,0/
14,0,206928967/36537163/30782822/,1018/1433/8613/,0.6002223428699331/0.3994298424655166/3.478146645503509E-4/,0/
1,1,131179048/21087006/14121526/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,1,171809882/29350070/15521066/,54/54/52/,0.3291144278487413/0.3291144278487413/0.34177114430251737/,0/1/2/
5,1,157405687/27509777/17085161/,90/90/74/,0.3088519582695874/0.3088519582695874/0.3822960834608252/,2/
7,1,199031113/47876319/25307386/,57/239/59/,0.49764181533756596/0.021583940384743358/0.4807742442776907/,0/2/
9,1,158189990/38953735/18061797/,104/68/59/,0.20246526496942044/0.36891576572682694/0.42861896930375265/,2/
1,2,147235000/32547930/13382008/,50/51/50/,0.33550481664848303/0.32899036670303383/0.33550481664848303/,0/1/2/
3,2,206102549/32811798/17806979/,61/56/50/,0.2990681830323647/0.32987401207683725/0.37105780489079804/,2/
4,2,351116692/50432274/32920846/,80/68/50/,0.24593660049016644/0.3111788722521164/0.44288452725771715/,2/
5,2,185987307/27936739/19937007/,120/53/57/,0.13038753691366564/0.45090280660113224/0.4187096564852021/,1/2/
7,2,250657237/37341982/27971528/,357/86/68/,0.008496225073919715/0.43145282981639865/0.5600509451096816/,2/
2,0,154512413/28734190/16134676/,50/50/53/,0.3398039776495762/0.3398039776495762/0.32039204470084753/,0/1/2/
4,0,141637180/41162968/17584469/,53/56/80/,0.3917742869160023/0.37060259638238824/0.2376231167016094/,0/1/
7,0,149223389/34428935/13396280/,65/161/357/,0.8028970032031467/0.1874816522906126/0.009621344506240801/,0/
10,0,159934459/40106718/13721973/,60/887/2125/,0.9999987054900381/1.2945099600037642E-6/1.9863843646991767E-15/,0/
13,0,166529580/42002237/15330335/,128/4951/11727/,1.0/5.791258825438832E-17/8.923382132741953E-40/,0/
1,1,130621482/22874143/13306007/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,1,164481019/32718650/14324433/,50/61/54/,0.3662260975848342/0.2951738843384885/0.33860001807667717/,0/2/
4,1,153864060/31019538/13120825/,56/80/65/,0.3983595202655268/0.2614654842009773/0.34017499553349584/,0/
5,1,141407575/29666816/14342671/,70/59/90/,0.3427303063796769/0.41169269801673697/0.2455769956035862/,1/
7,1,151962301/28895958/15549674/,70/74/239/,0.490738758125133/0.4638558784485078/0.04540536342635917/,0/1/
2,2,160258620/26799520/15074103/,56/50/56/,0.3200156642329245/0.35996867153415113/0.3200156642329245/,1/
6,2,198262464/34920804/22150110/,289/69/74/,0.021861425572473867/0.5065286249147463/0.4716099495127799/,1/2/
9,2,168909894/47670669/27971166/,122/84/61/,0.18114063006799433/0.3343461779317261/0.48451319200027954/,2/
12,2,158991844/54670582/32307347/,543/333/198/,0.10488608932510347/0.30131350862731004/0.5938004020475866/,2/
17,2,176006042/142101720/71116593/,8123/5086/3099/,0.11467957893755801/0.30546016848925356/0.5798602525731885/,2/
2,0,142186342/24209169/16545457/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
4,0,142226781/26178219/16081264/,57/57/68/,0.3537013003594807/0.3537013003594807/0.2925973992810385/,0/1/
6,0,148574869/32705933/19413973/,104/104/71/,0.27921760519763217/0.27921760519763217/0.44156478960473566/,2/
8,0,197635977/37581473/17917777/,285/60/58/,0.010731321160200693/0.4862515092554165/0.5030171695843828/,1/2/
11,0,166936039/41895666/18411567/,76/185/178/,0.6628341779327354/0.16092532453481867/0.17624049753244592/,0/
2,1,133060735/21875443/15248342/,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
4,1,160613317/38152239/16579494/,52/100/100/,0.5529292503639166/0.22353537481804173/0.22353537481804173/,0/
7,1,202807396/41832963/18732849/,66/83/101/,0.42211855359539857/0.3275218806500553/0.2503595657545461/,0/
10,1,168876669/52717117/16342057/,74/142/429/,0.7078817564857787/0.28589093801067444/0.006227305503546886/,0/
13,1,169812530/37877122/19823148/,84/91/2254/,0.5205766073817072/0.479423392614035/4.257964076949538E-12/,0/1/
1,2,142409308/24088984/21264986/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,147709383/27465232/18310263/,54/70/61/,0.38050633441904447/0.28446030941613903/0.3350333561648165/,0/
5,2,144709289/31881273/22747045/,90/54/120/,0.2854006768313318/0.5491872901267453/0.16541203304192295/,1/
7,2,150128932/37741377/26122569/,239/88/65/,0.04029601113697065/0.3970774193773808/0.5626265694856486/,2/
10,2,162924289/48202715/29381797/,1382/117/128/,1.1559841395931155E-5/0.5232821734431291/0.4767062667154749/,1/2/
1,0,163530136/33315760/17530171/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
3,0,150873504/34584458/15168171/,50/54/70/,0.3845911793637106/0.3555797392470581/0.2598290813892313/,0/1/
5,0,154022287/25841668/12661132/,70/90/163/,0.49398194119979183/0.37271304954139234/0.13330500925881572/,0/
7,0,175193503/29103405/13308082/,161/239/528/,0.5808372946198417/0.35888040255427084/0.06028230282588752/,0/
9,0,193094148/44134561/15276435/,494/767/1779/,0.6058217336850313/0.34899954638371083/0.0451787199312578/,0/
1,1,142544642/26319250/16601135/,50/51/50/,0.33550481664848303/0.32899036670303383/0.33550481664848303/,0/1/2/
3,1,150421135/28814285/15209894/,61/54/61/,0.3189053414245498/0.3621893171509004/0.3189053414245498/,1/
5,1,152961758/26549560/15395166/,120/53/120/,0.1832114507130195/0.633577098573961/0.1832114507130195/,1/
7,1,172480764/28911800/17218552/,357/59/357/,0.006870604672017298/0.9862587906559653/0.006870604672017298/,1/
9,1,160967456/32336928/15699323/,68/67/1177/,0.49632357531112165/0.503676383674811/4.1014067276229915E-8/,0/1/
2,2,200690632/39923072/20305717/,50/50/56/,0.3461393630355498/0.3461393630355498/0.3077212739289003/,0/1/
5,2,197128717/42619333/29474237/,57/90/59/,0.39491105541635035/0.22356340076271686/0.3815255438209328/,0/2/
8,2,160636999/42508821/32904779/,70/75/72/,0.34432606137504396/0.32091186644416453/0.3347620721807916/,0/1/2/
11,2,245543212/74673138/42594578/,218/235/146/,0.28386725030677085/0.2528661865479372/0.4632665631452919/,2/
15,2,204220644/57509375/42018347/,1826/194/107/,8.45393820061664E-8/0.3088383615284789/0.6911615539321391/,2/
1,0,181359547/29367027/15242956/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,0,149326200/30131628/11449520/,50/54/70/,0.3845911793637106/0.3555797392470581/0.2598290813892313/,0/1/
4,0,138503951/38285169/10905848/,50/65/100/,0.4716196366127737/0.3514456790878004/0.17693468429942596/,0/
6,0,150225693/45279736/9591615/,50/62/289/,0.5556915956874822/0.43918438605822124/0.005124018254296675/,0/
8,0,177079330/66913492/13580216/,50/110/972/,0.7643126045959296/0.23568738464169736/1.0762372889821148E-8/,0/
2,1,224175970/34693198/17894999/,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
4,1,150655133/28100854/16863167/,54/56/100/,0.41708847926557735/0.4021940740620408/0.18071744667238188/,0/1/
6,1,174917670/28573952/18618052/,63/68/289/,0.5117400535228224/0.4732821811757794/0.014977765301398252/,0/1/
8,1,157975463/29024233/17749711/,70/69/972/,0.49642800768597894/0.503570734368984/1.257945037087341E-6/,0/1/
11,1,164564167/37262233/19620068/,218/69/5758/,0.10635068708357831/0.8936493129164217/4.5230788712440085E-36/,1/
2,2,146224282/31858134/11549636/,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
4,2,191745236/42782483/16388297/,100/100/100/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
6,2,207716425/49617715/19922093/,289/69/289/,0.03972988083379941/0.9205402383324013/0.03972988083379941/,1/
9,2,239319551/54274852/24793683/,1779/237/135/,3.820573098500953E-6/0.3208200751033757/0.6791761043235258/,2/
12,2,185512376/51751779/25608275/,10170/167/90/,5.476249680631098E-49/0.3002402979436507/0.6997597020563492/,2/
2,0,138583636/40128448/14817760/,56/51/56/,0.3224840638296153/0.3550318723407692/0.3224840638296153/,0/1/2/
4,0,157062078/27879275/12735463/,53/60/100/,0.4353093097902527/0.38238471370862104/0.18230597650112626/,0/
6,0,208780823/27344448/13722595/,81/110/289/,0.561403246264375/0.39416945661669656/0.0444272971189284/,0/
8,0,175352973/27524969/12651950/,196/300/972/,0.6213892416656864/0.3665147998247618/0.012095958509551774/,0/
11,0,179521714/25342440/13616000/,1058/1664/5758/,0.6344859532115518/0.35801582459781306/0.007498222190635293/,0/
1,1,148436745/28442609/17688975/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
3,1,149347542/32618424/19620671/,50/53/53/,0.3465308105078227/0.3267345947460887/0.3267345947460887/,0/1/2/
5,1,146922808/30576097/14969568/,50/62/77/,0.420293506696785/0.33217408205449045/0.24753241124872452/,0/
7,1,140941375/39937038/15282688/,60/68/176/,0.49348306657090957/0.43282825273965014/0.0736886806894402/,0/
9,1,148905572/37650402/14827682/,131/68/528/,0.2861176050707012/0.712975038795416/9.073561338826075E-4/,1/
1,2,135626497/21008717/13441535/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,2,178438052/26473634/16322700/,54/54/52/,0.3291144278487413/0.3291144278487413/0.34177114430251737/,0/1/2/
4,2,146973764/25450044/18235375/,65/65/59/,0.3220434643963898/0.3220434643963898/0.35591307120722027/,0/1/2/
5,2,190384269/33813124/22678391/,90/90/56/,0.2620725966324741/0.2620725966324741/0.4758548067350517/,2/
7,2,247011390/45673731/17047051/,239/239/56/,0.03732439160932178/0.03732439160932178/0.9253512167813565/,2/
1,0,253240762/39122784/23341400/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,0,170724783/31620238/20113817/,52/52/61/,0.3516391996122956/0.3516391996122956/0.29672160077540877/,0/1/
5,0,224135181/48171683/26352426/,52/60/120/,0.46792479001392834/0.4023668286753597/0.12970838131071197/,0/
7,0,146284213/51544762/16813315/,52/63/357/,0.5507388198758368/0.4475165480205928/0.0017446321035704936/,0/
