Real_Goal,Time,Cost,Prob,Results
0,236544913,51/53/53/,0.3419344167653373/0.32903279161733134/0.32903279161733134/,0/1/2/
0,273867239,93/120/60/,0.29761506817833566/0.1911728481935073/0.5112120836281571/,2/
0,277541151,247/81/101/,0.06894534473682094/0.5220191794009611/0.409035475862218/,1/
0,274416606,1408/293/429/,0.013641750495024347/0.6052562889299631/0.3811019605750125/,1/
0,352893160,13413/2561/3894/,0.008993528351774534/0.6215762337784864/0.36943023786973905/,1/
1,193839156,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
1,229966328,51/61/61/,0.3773434062333182/0.31132829688334085/0.31132829688334085/,0/
1,297861721,72/62/53/,0.275851478917125/0.3319710565992913/0.3921774644835836/,2/
1,313788388,60/120/86/,0.4933578201709898/0.1844960686203808/0.3221461112086294/,0/
1,276034804,110/92/217/,0.39525462272088374/0.4796604984746599/0.12508487880445635/,1/
2,207991828,56/53/50/,0.31392885719128144/0.3329491981368818/0.35312194467183666/,1/2/
2,240605574,163/120/50/,0.08005543722038488/0.18602045017392507/0.7339241126056901/,2/
2,255912924,972/648/120/,8.632229610468808E-4/0.01256108678715565/0.9865756902517974/,2/
2,255979208,10170/6710/84/,2.9317552534649356E-52/1.3978732651833394E-34/1.0/,2/
2,310800501,89380/59165/665/,1.410902665632757E-58/7.12052023116791E-39/1.0/,2/
0,241284214,53/53/56/,0.33944798309499363/0.33944798309499363/0.32110403381001285/,0/1/2/
0,235617253,60/60/56/,0.32544706140339585/0.32544706140339585/0.3491058771932084/,0/1/2/
0,266225370,110/110/68/,0.26055017142160436/0.26055017142160436/0.4788996571567913/,2/
0,401172968,528/68/232/,0.0011631587310476103/0.9139775556983131/0.08485928557063932/,1/
0,326405527,87/110/1228/,0.5649707277306062/0.4350279509640979/1.321305295930244E-6/,0/
1,324812537,70/70/70/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
1,306961046,92/92/73/,0.30369930285047514/0.30369930285047514/0.3926013942990497/,2/
1,314421819,1809/1809/86/,2.505950567911433E-9/2.505950567911433E-9/0.9999999949880989/,2/
1,460438010,452/260/156/,0.09102669161298199/0.30922918909376484/0.5997441192932532/,2/
1,586889090,513/2890/6166/,0.990270435776604/0.009712992814122053/1.6571409273998482E-5/,0/
2,269663919,56/56/50/,0.32001566423292443/0.32001566423292443/0.3599686715341511/,2/
2,258814847,88/88/74/,0.3119905315262923/0.3119905315262923/0.37601893694741534/,2/
2,310236618,630/630/65/,1.9142987705340108E-4/1.9142987705340108E-4/0.9996171402458931/,2/
2,272925102,5874/5874/65/,5.963556979008126E-39/5.963556979008126E-39/1.0/,2/
2,275721013,184/81498/83/,0.23105192913547515/0.0/0.7689480708645249/,2/
0,282301435,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
0,265243390,70/70/53/,0.2967354134739606/0.2967354134739606/0.40652917305207875/,2/
0,286807709,163/163/62/,0.14349711288266837/0.14349711288266837/0.7130057742346632/,2/
0,326424097,77/75/120/,0.3854193210268763/0.3956965685859005/0.21888411038722316/,0/1/
0,320115646,76/164/338/,0.7395392600897036/0.23584391944112368/0.02461682046917262/,0/
1,211080201,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
1,215276373,70/70/56/,0.3050262786788956/0.3050262786788956/0.3899474426422088/,2/
1,241151780,100/100/68/,0.2785473251569826/0.2785473251569826/0.44290534968603473/,2/
1,275495094,289/60/58/,0.01003494746165358/0.4865937951977163/0.5033712573406302/,1/2/
1,230911227,972/67/58/,1.0068113939377171E-7/0.461938137254027/0.5380617620648337/,2/
2,317198822,56/53/53/,0.32110403381001285/0.33944798309499363/0.33944798309499363/,0/1/2/
2,207955816,163/120/120/,0.2595095792237136/0.3702452103881432/0.3702452103881432/,1/2/
2,270001288,528/357/81/,0.00413069987725574/0.03324195251153639/0.9626273476112079/,2/
2,213222699,3221/2125/98/,1.99518495472502E-14/1.2821243631319398E-9/0.9999999987178556/,2/
2,223479406,30702/20290/109/,1.6398658407967095E-121/2.1025924342863015E-80/1.0/,2/
0,288147522,51/56/56/,0.3550318723407692/0.3224840638296153/0.3224840638296153/,0/1/2/
0,229374462,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
0,251294731,67/92/67/,0.3714211481110636/0.25715770377787295/0.3714211481110636/,0/2/
0,287043075,102/101/198/,0.4166630762685983/0.4207680981651294/0.16256882556627236/,0/1/
0,447562699,85/404/961/,0.9760551236877836/0.023908086247383425/3.679006483301586E-5/,0/
1,210488580,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
1,252301037,289/50/289/,0.009054001456680819/0.9818919970866383/0.009054001456680819/,1/
1,288392277,105/74/86/,0.2631467086195894/0.397838059750043/0.3390152316303676/,1/
1,415520207,404/298/182/,0.16263815211677723/0.29025585136973336/0.5471059965134895/,2/
1,392890892,118/4816/2339/,0.9999999921587341/7.153058799952126E-18/7.841265858613609E-9/,0/
2,250848715,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
2,242204676,74/66/59/,0.29182968273492965/0.33345358728950086/0.3747167299755695/,2/
2,252389805,171/131/69/,0.141553449782671/0.25066213437493695/0.6077844158423921/,2/
2,290225885,921/155/252/,0.0047726205015948256/0.6475214598894938/0.3477059196089114/,1/
2,447820852,289/1154/83/,0.07926439717999281/2.672261975275073E-6/0.9207329305580318/,2/
0,178702748,70/70/70/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
0,290973369,972/972/972/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
0,252994091,17760/17760/17760/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
0,241064558,186/221/177/,0.3480249707916452/0.2859008346969011/0.36607419451145373/,0/2/
0,395639544,274/644/4970/,0.7933854842937623/0.2066144852754109/3.0430826795347136E-8/,0/
1,275596156,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
1,251073279,61/56/61/,0.32344856805263494/0.35310286389472995/0.32344856805263494/,0/1/2/
1,248671433,120/93/120/,0.3000537611782699/0.3998924776434602/0.3000537611782699/,1/
1,276180311,357/70/357/,0.016962220187865723/0.9660755596242685/0.016962220187865723/,1/
1,256982459,2125/208/2125/,1.0386105647242766E-4/0.999792277887055/1.0386105647242766E-4/,1/
2,278387927,100/100/100/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
2,278135974,3221/3221/3221/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
2,364897087,455/89380/455/,0.5/1.015743454291981E-85/0.5/,0/2/
2,425871215,15042/3097526/735/,3.6125255919190687E-9/0.0/0.9999999963874744/,2/
2,501438619,1497/726/59084/,0.25720957948229645/0.7427904205177036/1.0210022845143955E-35/,1/
0,215281904,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
0,286529553,53/54/61/,0.35162297265916614/0.34517135767714574/0.3032056696636881/,0/1/
0,267284184,60/53/80/,0.35349613750803105/0.4024223618661667/0.2440815006258022/,1/
0,377078784,63/63/72/,0.348575973141567/0.348575973141567/0.3028480537168659/,0/1/
0,251105154,71/131/92/,0.45837587067156965/0.19920933221673637/0.3424147971116941/,0/
1,226896751,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
1,245527717,74/74/63/,0.3137225982629697/0.3137225982629697/0.3725548034740606/,2/
1,279229240,252/252/217/,0.3150442761014671/0.3150442761014671/0.36991144779706575/,2/
1,355078302,1297/93/1177/,2.7373419832734828E-6/0.9999874508838004/9.811774216272348E-6/,1/
1,392007108,19252/946/384/,4.2215411052735843E-22/0.18850705502390114/0.8114929449760988/,2/
2,215290581,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
2,246916739,56/56/50/,0.32001566423292443/0.32001566423292443/0.3599686715341511/,2/
2,269206128,70/70/54/,0.29961263311727326/0.29961263311727326/0.4007747337654535/,2/
2,244807273,163/59/53/,0.06439417519246411/0.44184056645281194/0.493765258354724/,2/
2,239972753,289/55/53/,0.006399149410164154/0.4876014689446974/0.5059993816451385/,1/2/
0,281531712,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
0,282154218,50/54/70/,0.3845911793637106/0.3555797392470581/0.2598290813892313/,0/1/
0,229988342,50/53/163/,0.4873408880335137/0.4595006352291856/0.05315847673730061/,0/1/
0,238639833,50/65/528/,0.5729759852796132/0.4269752966476484/4.871807273837015E-5/,0/
0,277520947,88/141/1779/,0.6446273882879562/0.3553726081003277/3.6117160346387117E-9/,0/
1,329037579,72/70/163/,0.433625528441237/0.446013998381536/0.12036047317722702/,0/1/
1,323074511,93/4951/227/,0.806204181562849/2.895586940989546E-23/0.19379581843715094/,0/
1,745865048,198/332575/247/,0.5612486435406415/0.0/0.4387513564593586/,0/
1,620931675,279/1019/16619/,0.9335693772067858/0.06643062279321428/4.226311223383034E-26/,0/
1,622645322,460/253736/9390/,0.9999999961335642/2.489787358104468E-239/3.866435712750594E-9/,0/
2,264721125,70/70/70/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
2,214306911,528/528/52/,1.2572877322320711E-4/1.2572877322320711E-4/0.9997485424535535/,2/
2,254602858,5758/5758/158/,5.059338288586449E-16/5.059338288586449E-16/0.999999999999999/,2/
2,298471761,414/414/98/,0.037972155719407326/0.037972155719407326/0.9240556885611855/,2/
2,360192370,8469/272/152/,1.6931232952276992E-24/0.31339092496793997/0.6866090750320599/,2/
0,205184436,53/51/56/,0.33521600655674466/0.3483600802490606/0.3164239131941947/,0/1/2/
0,277899329,52/58/163/,0.4960029966162017/0.44291346887025485/0.06108353451354338/,0/
0,227612115,65/101/78/,0.4165289002467755/0.24141110306915578/0.3420599966840687/,0/
0,277899926,92/92/108/,0.3518719461118736/0.3518719461118736/0.2962561077762527/,0/1/
0,332830834,117/234/128/,0.43821150662483943/0.16258098745083707/0.3992075059243234/,0/2/
1,228092130,56/50/56/,0.3200156642329245/0.35996867153415113/0.3200156642329245/,1/
1,352903881,59/53/100/,0.386767591007473/0.43222015812220527/0.18101225087032174/,1/
1,262452857,66/53/289/,0.43700945654898565/0.5559595697348471/0.007030973716167277/,1/
1,277436199,61/90/972/,0.6148490066336592/0.3851507378365782/2.5552976268431045E-7/,0/
1,314288850,122/77/134/,0.2748796836298909/0.4894373983282584/0.23568291804185068/,1/
2,254824533,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
2,241290413,61/61/70/,0.3490544204330145/0.3490544204330145/0.30189115913397085/,0/1/
2,278386006,80/80/100/,0.359555965326419/0.359555965326419/0.2808880693471621/,0/1/
2,229907209,201/201/59/,0.07897775194903586/0.07897775194903586/0.8420444961019282/,2/
2,313969674,648/648/59/,5.452911761233824E-5/5.452911761233824E-5/0.9998909417647753/,2/
0,205046886,56/56/50/,0.32001566423292443/0.32001566423292443/0.3599686715341511/,2/
0,233963599,53/57/50/,0.33499114084617754/0.309721254421983/0.3552876047318394/,0/2/
0,296718740,65/68/79/,0.36173826593840785/0.3456637157345291/0.29259801832706306/,0/1/
0,335562679,115/247/353/,0.6901337256949805/0.22117502351451096/0.08869125079050848/,0/
0,304277658,68/1331/1997/,0.9999999887655799/1.1233697871415993E-8/7.22165722097821E-13/,0/
1,194666046,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
1,301975929,61/52/61/,0.313963735236455/0.3720725295270901/0.313963735236455/,1/
1,299707932,80/55/80/,0.2806843373310162/0.4386313253379675/0.2806843373310162/,1/
1,262429995,60/66/60/,0.34407750027200257/0.31184499945599486/0.34407750027200257/,0/1/2/
1,235766152,106/55/60/,0.17361583098841604/0.4316259152195685/0.39475825379201557/,1/2/
2,222351352,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
2,307575613,61/61/61/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
2,279620918,80/80/55/,0.2806843373310162/0.2806843373310162/0.43863132533796756/,2/
2,285725454,120/120/55/,0.19259611929893344/0.19259611929893344/0.614807761402133/,2/
2,242647641,357/357/90/,0.0480678391371699/0.0480678391371699/0.9038643217256602/,2/
0,238948926,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
0,275217115,56/57/56/,0.3352769182247731/0.32944616355045375/0.3352769182247731/,0/1/2/
0,302939098,78/72/97/,0.35007823250946846/0.38006733400899323/0.26985443348153837/,0/1/
0,310736234,120/151/437/,0.5414761725701173/0.41909629550507116/0.03942753192481165/,0/
0,373190098,111/194/159/,0.4699155256056003/0.22396314727467675/0.3061213271197229/,0/
1,245988151,53/50/53/,0.3267345947460887/0.3465308105078227/0.3267345947460887/,0/1/2/
1,211813686,80/50/80/,0.2631019707681251/0.4737960584637499/0.2631019707681251/,1/
1,273294381,62/110/357/,0.6774921053951615/0.31623738130314355/0.006270513301695034/,0/
1,287283632,71/63/131/,0.3960781796623711/0.4488153765779403/0.15510644375968863/,1/
1,318424873,72/215/167/,0.7076281523481467/0.0997846773124554/0.1925871703393979/,0/
2,228587438,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
2,450056481,100/50/100/,0.2143392379333584/0.5713215241332831/0.2143392379333584/,1/
2,306280636,65/55/60/,0.30405290820198233/0.3634977673894739/0.33244932440854386/,1/2/
2,275839919,117/95/86/,0.2691219535578603/0.3465538434934421/0.3843242029486977/,1/2/
